country,type,year,month,demand,source,should_plot
FR,household,2021,7,7.18,"entsog, grtgaz",True
FR,household,2021,8,6.47,"entsog, grtgaz",True
FR,household,2021,9,8.12,"entsog, grtgaz",True
FR,household,2021,10,19.84,"entsog, grtgaz",True
FR,household,2021,11,37.83,"entsog, grtgaz",True
FR,household,2021,12,43.34,"entsog, grtgaz",True
FR,household,2022,1,48.68,"entsog, grtgaz",True
FR,household,2022,2,35.64,"entsog, grtgaz",True
FR,household,2022,3,30.46,"entsog, grtgaz",True
FR,household,2022,4,21.48,"entsog, grtgaz",True
FR,household,2022,5,9.19,"entsog, grtgaz",True
FR,household,2022,6,7.05,"entsog, grtgaz",True
FR,household,2022,7,6.06,"entsog, grtgaz",True
FR,household,2022,8,5.35,"entsog, grtgaz",True
FR,household,2022,9,8.32,"entsog, grtgaz",True
FR,household,2022,10,10.77,"entsog, grtgaz",True
FR,household,2022,11,24.31,"entsog, grtgaz",True
FR,household,2022,12,39.73,"entsog, grtgaz",True
FR,household,2023,1,40.18,"entsog, grtgaz",True
FR,household,2023,2,34.14,"entsog, grtgaz",True
FR,household,2023,3,29.39,"entsog, grtgaz",True
FR,household,2023,4,19.76,"entsog, grtgaz",True
FR,household,2023,5,9.87,"entsog, grtgaz",True
FR,household,2023,6,6.35,"entsog, grtgaz",True
FR,household,2023,7,5.76,"entsog, grtgaz",True
FR,household,2023,8,5.29,"entsog, grtgaz",True
FR,household,2023,9,6.59,"entsog, grtgaz",True
FR,household,2023,10,11.41,"entsog, grtgaz",True
FR,household,2023,11,27.47,"entsog, grtgaz",True
FR,household,2023,12,34.24,"entsog, grtgaz",True
FR,household,2024,1,41.58,"entsog, grtgaz",True
FR,household,2024,2,28.52,"entsog, grtgaz",True
FR,household,2024,3,25.76,"entsog, grtgaz",True
FR,household,2024,4,17.58,"entsog, grtgaz",True
FR,household,2024,5,10.01,"entsog, grtgaz",True
FR,household,2024,6,7.01,"entsog, grtgaz",True
FR,household,2024,7,5.88,"entsog, grtgaz",True
FR,household,2024,8,4.77,"entsog, grtgaz",True
FR,household,2024,9,7.68,"entsog, grtgaz",True
FR,household,2024,10,13.43,"entsog, grtgaz",True
FR,household,2024,11,27.39,"entsog, grtgaz",True
FR,household,2024,12,36.67,"entsog, grtgaz",True
FR,household,2025,1,41.43,"entsog, grtgaz",True
FR,household,2025,2,33.51,"entsog, grtgaz",True
FR,household,2025,3,26.77,"entsog, grtgaz",True
FR,household,2025,4,13.64,"entsog, grtgaz",True
FR,household,2025,5,8.18,"entsog, grtgaz",True
FR,household,2025,6,5.86,"entsog, grtgaz",True
FR,household,2025,7,5.41,"entsog, grtgaz",True
FR,household,2025,8,4.67,"entsog, grtgaz",True
FR,household,2025,9,7.61,"entsog, grtgaz",True
FR,household,2025,10,14.65,"entsog, grtgaz",True
FR,household,2025,11,26.33,"entsog, grtgaz",True
FR,household,2025,12,32.82,"entsog, grtgaz",True
FR,household,2026,1,39.29,"entsog, grtgaz",True
FR,household,2026,2,26.59,"entsog, grtgaz",True
FR,household,2026,3,23.75,"entsog, grtgaz",True
FR,industry,2019,1,15.43,"entsog, grtgaz",True
FR,industry,2019,2,12.85,"entsog, grtgaz",True
FR,industry,2019,3,13.25,"entsog, grtgaz",True
FR,industry,2019,4,11.09,"entsog, grtgaz",True
FR,industry,2019,5,10.93,"entsog, grtgaz",True
FR,industry,2019,6,9.7,"entsog, grtgaz",True
FR,industry,2019,7,9.79,"entsog, grtgaz",True
FR,industry,2019,8,8.85,"entsog, grtgaz",True
FR,industry,2019,9,9.46,"entsog, grtgaz",True
FR,industry,2019,10,10.79,"entsog, grtgaz",True
FR,industry,2019,11,13.77,"entsog, grtgaz",True
FR,industry,2019,12,14.11,"entsog, grtgaz",True
FR,industry,2020,1,14.22,"entsog, grtgaz",True
FR,industry,2020,2,12.67,"entsog, grtgaz",True
FR,industry,2020,3,12.0,"entsog, grtgaz",True
FR,industry,2020,4,8.83,"entsog, grtgaz",True
FR,industry,2020,5,9.62,"entsog, grtgaz",True
FR,industry,2020,6,9.25,"entsog, grtgaz",True
FR,industry,2020,7,9.27,"entsog, grtgaz",True
FR,industry,2020,8,8.19,"entsog, grtgaz",True
FR,industry,2020,9,9.86,"entsog, grtgaz",True
FR,industry,2020,10,11.84,"entsog, grtgaz",True
FR,industry,2020,11,12.97,"entsog, grtgaz",True
FR,industry,2020,12,13.5,"entsog, grtgaz",True
FR,industry,2021,1,14.18,"entsog, grtgaz",True
FR,industry,2021,2,12.1,"entsog, grtgaz",True
FR,industry,2021,3,12.59,"entsog, grtgaz",True
FR,industry,2021,4,10.56,"entsog, grtgaz",True
FR,industry,2021,5,10.11,"entsog, grtgaz",True
FR,industry,2021,6,9.18,"entsog, grtgaz",True
FR,industry,2021,7,8.9,"entsog, grtgaz",True
FR,industry,2021,8,8.39,"entsog, grtgaz",True
FR,industry,2021,9,9.19,"entsog, grtgaz",True
FR,industry,2021,10,10.63,"entsog, grtgaz",True
FR,industry,2021,11,12.91,"entsog, grtgaz",True
FR,industry,2021,12,13.4,"entsog, grtgaz",True
FR,industry,2022,1,13.45,"entsog, grtgaz",True
FR,industry,2022,2,11.23,"entsog, grtgaz",True
FR,industry,2022,3,10.79,"entsog, grtgaz",True
FR,industry,2022,4,9.11,"entsog, grtgaz",True
FR,industry,2022,5,8.79,"entsog, grtgaz",True
FR,industry,2022,6,8.17,"entsog, grtgaz",True
FR,industry,2022,7,8.05,"entsog, grtgaz",True
FR,industry,2022,8,7.39,"entsog, grtgaz",True
FR,industry,2022,9,8.57,"entsog, grtgaz",True
FR,industry,2022,10,9.28,"entsog, grtgaz",True
FR,industry,2022,11,10.55,"entsog, grtgaz",True
FR,industry,2022,12,11.62,"entsog, grtgaz",True
FR,industry,2023,1,10.94,"entsog, grtgaz",True
FR,industry,2023,2,10.41,"entsog, grtgaz",True
FR,industry,2023,3,10.49,"entsog, grtgaz",True
FR,industry,2023,4,8.19,"entsog, grtgaz",True
FR,industry,2023,5,7.81,"entsog, grtgaz",True
FR,industry,2023,6,7.28,"entsog, grtgaz",True
FR,industry,2023,7,7.29,"entsog, grtgaz",True
FR,industry,2023,8,6.85,"entsog, grtgaz",True
FR,industry,2023,9,7.69,"entsog, grtgaz",True
FR,industry,2023,10,9.45,"entsog, grtgaz",True
FR,industry,2023,11,10.8,"entsog, grtgaz",True
FR,industry,2023,12,11.37,"entsog, grtgaz",True
FR,industry,2024,1,11.73,"entsog, grtgaz",True
FR,industry,2024,2,10.14,"entsog, grtgaz",True
FR,industry,2024,3,10.05,"entsog, grtgaz",True
FR,industry,2024,4,8.28,"entsog, grtgaz",True
FR,industry,2024,5,8.25,"entsog, grtgaz",True
FR,industry,2024,6,7.69,"entsog, grtgaz",True
FR,industry,2024,7,7.71,"entsog, grtgaz",True
FR,industry,2024,8,6.76,"entsog, grtgaz",True
FR,industry,2024,9,8.16,"entsog, grtgaz",True
FR,industry,2024,10,9.27,"entsog, grtgaz",True
FR,industry,2024,11,10.45,"entsog, grtgaz",True
FR,industry,2024,12,10.92,"entsog, grtgaz",True
FR,industry,2025,1,11.18,"entsog, grtgaz",True
FR,industry,2025,2,9.56,"entsog, grtgaz",True
FR,industry,2025,3,9.57,"entsog, grtgaz",True
FR,industry,2025,4,7.78,"entsog, grtgaz",True
FR,industry,2025,5,7.46,"entsog, grtgaz",True
FR,industry,2025,6,6.71,"entsog, grtgaz",True
FR,industry,2025,7,6.77,"entsog, grtgaz",True
FR,industry,2025,8,6.25,"entsog, grtgaz",True
FR,industry,2025,9,7.99,"entsog, grtgaz",True
FR,industry,2025,10,8.81,"entsog, grtgaz",True
FR,industry,2025,11,9.58,"entsog, grtgaz",True
FR,industry,2025,12,10.01,"entsog, grtgaz",True
FR,industry,2026,1,11.0,"entsog, grtgaz",True
FR,industry,2026,2,8.98,"entsog, grtgaz",True
FR,industry,2026,3,8.97,"entsog, grtgaz",True
FR,power,2019,1,6.6,grtgaz,True
FR,power,2019,2,4.59,grtgaz,True
FR,power,2019,3,2.17,grtgaz,True
FR,power,2019,4,2.92,grtgaz,True
FR,power,2019,5,2.74,grtgaz,True
FR,power,2019,6,2.6,grtgaz,True
FR,power,2019,7,4.49,grtgaz,True
FR,power,2019,8,3.02,grtgaz,True
FR,power,2019,9,4.55,grtgaz,True
FR,power,2019,10,5.29,grtgaz,True
FR,power,2019,11,6.24,grtgaz,True
FR,power,2019,12,3.92,grtgaz,True
FR,power,2020,1,5.97,grtgaz,True
FR,power,2020,2,3.25,grtgaz,True
FR,power,2020,3,2.97,grtgaz,True
FR,power,2020,4,0.22,grtgaz,True
FR,power,2020,5,1.51,grtgaz,True
FR,power,2020,6,4.12,grtgaz,True
FR,power,2020,7,4.23,grtgaz,True
FR,power,2020,8,4.2,grtgaz,True
FR,power,2020,9,4.15,grtgaz,True
FR,power,2020,10,3.52,grtgaz,True
FR,power,2020,11,4.7,grtgaz,True
FR,power,2020,12,4.61,grtgaz,True
FR,power,2021,1,4.95,grtgaz,True
FR,power,2021,2,3.5,grtgaz,True
FR,power,2021,3,3.71,grtgaz,True
FR,power,2021,4,4.48,grtgaz,True
FR,power,2021,5,1.36,grtgaz,True
FR,power,2021,6,2.07,grtgaz,True
FR,power,2021,7,1.98,grtgaz,True
FR,power,2021,8,0.71,grtgaz,True
FR,power,2021,9,2.36,grtgaz,True
FR,power,2021,10,2.71,grtgaz,True
FR,power,2021,11,5.94,grtgaz,True
FR,power,2021,12,5.41,grtgaz,True
FR,power,2022,1,5.83,grtgaz,True
FR,power,2022,2,3.6,grtgaz,True
FR,power,2022,3,5.93,grtgaz,True
FR,power,2022,4,5.11,grtgaz,True
FR,power,2022,5,4.54,grtgaz,True
FR,power,2022,6,3.84,grtgaz,True
FR,power,2022,7,4.99,grtgaz,True
FR,power,2022,8,4.64,grtgaz,True
FR,power,2022,9,5.03,grtgaz,True
FR,power,2022,10,5.99,grtgaz,True
FR,power,2022,11,5.62,grtgaz,True
FR,power,2022,12,5.38,grtgaz,True
FR,power,2023,1,4.49,grtgaz,True
FR,power,2023,2,5.83,grtgaz,True
FR,power,2023,3,3.5,grtgaz,True
FR,power,2023,4,3.03,grtgaz,True
FR,power,2023,5,1.7,grtgaz,True
FR,power,2023,6,2.79,grtgaz,True
FR,power,2023,7,2.81,grtgaz,True
FR,power,2023,8,2.43,grtgaz,True
FR,power,2023,9,1.99,grtgaz,True
FR,power,2023,10,1.75,grtgaz,True
FR,power,2023,11,2.77,grtgaz,True
FR,power,2023,12,2.88,grtgaz,True
FR,power,2024,1,3.9,grtgaz,True
FR,power,2024,2,1.63,grtgaz,True
FR,power,2024,3,1.73,grtgaz,True
FR,power,2024,4,0.49,grtgaz,True
FR,power,2024,5,0.08,grtgaz,True
FR,power,2024,6,0.21,grtgaz,True
FR,power,2024,7,0.53,grtgaz,True
FR,power,2024,8,0.58,grtgaz,True
FR,power,2024,9,0.71,grtgaz,True
FR,power,2024,10,0.62,grtgaz,True
FR,power,2024,11,2.96,grtgaz,True
FR,power,2024,12,2.38,grtgaz,True
FR,power,2025,1,2.94,grtgaz,True
FR,power,2025,2,2.91,grtgaz,True
FR,power,2025,3,1.5,grtgaz,True
FR,power,2025,4,0.46,grtgaz,True
FR,power,2025,5,0.12,grtgaz,True
FR,power,2025,6,0.73,grtgaz,True
FR,power,2025,7,1.18,grtgaz,True
FR,power,2025,8,1.05,grtgaz,True
FR,power,2025,9,0.31,grtgaz,True
FR,power,2025,10,1.56,grtgaz,True
FR,power,2025,11,1.66,grtgaz,True
FR,power,2025,12,2.46,grtgaz,True
FR,power,2026,1,4.69,grtgaz,True
FR,power,2026,2,0.7,grtgaz,True
FR,power,2026,3,0.6,grtgaz,True
FR,total,2019,1,74.08,calculated,True
FR,total,2019,2,55.75,calculated,True
FR,total,2019,3,48.79,calculated,True
FR,total,2019,4,36.78,calculated,True
FR,total,2019,5,30.29,calculated,True
FR,total,2019,6,20.53,calculated,True
FR,total,2019,7,21.16,calculated,True
FR,total,2019,8,18.0,calculated,True
FR,total,2019,9,22.48,calculated,True
FR,total,2019,10,33.62,calculated,True
FR,total,2019,11,56.48,calculated,True
FR,total,2019,12,59.78,calculated,True
FR,total,2020,1,64.95,calculated,True
FR,total,2020,2,52.09,calculated,True
FR,total,2020,3,48.97,calculated,True
FR,total,2020,4,23.83,calculated,True
FR,total,2020,5,22.22,calculated,True
FR,total,2020,6,21.48,calculated,True
FR,total,2020,7,20.64,calculated,True
FR,total,2020,8,18.38,calculated,True
FR,total,2020,9,23.03,calculated,True
FR,total,2020,10,38.21,calculated,True
FR,total,2020,11,48.84,calculated,True
FR,total,2020,12,60.77,calculated,True
FR,total,2021,1,69.93,calculated,True
FR,total,2021,2,53.65,calculated,True
FR,total,2021,3,52.5,calculated,True
FR,total,2021,4,40.84,calculated,True
FR,total,2021,5,29.32,calculated,True
FR,total,2021,6,19.05,calculated,True
FR,total,2021,7,18.06,calculated,True
FR,total,2021,8,15.56,calculated,True
FR,total,2021,9,19.66,calculated,True
FR,total,2021,10,33.17,calculated,True
FR,total,2021,11,56.69,calculated,True
FR,total,2021,12,62.15,calculated,True
FR,total,2022,1,67.95,calculated,True
FR,total,2022,2,50.47,calculated,True
FR,total,2022,3,47.19,calculated,True
FR,total,2022,4,35.7,calculated,True
FR,total,2022,5,22.52,calculated,True
FR,total,2022,6,19.06,calculated,True
FR,total,2022,7,19.1,calculated,True
FR,total,2022,8,17.37,calculated,True
FR,total,2022,9,21.92,calculated,True
FR,total,2022,10,26.04,calculated,True
FR,total,2022,11,40.48,calculated,True
FR,total,2022,12,56.73,calculated,True
FR,total,2023,1,55.62,calculated,True
FR,total,2023,2,50.38,calculated,True
FR,total,2023,3,43.37,calculated,True
FR,total,2023,4,30.98,calculated,True
FR,total,2023,5,19.38,calculated,True
FR,total,2023,6,16.41,calculated,True
FR,total,2023,7,15.85,calculated,True
FR,total,2023,8,14.57,calculated,True
FR,total,2023,9,16.27,calculated,True
FR,total,2023,10,22.61,calculated,True
FR,total,2023,11,41.04,calculated,True
FR,total,2023,12,48.48,calculated,True
FR,total,2024,1,57.21,calculated,True
FR,total,2024,2,40.3,calculated,True
FR,total,2024,3,37.55,calculated,True
FR,total,2024,4,26.35,calculated,True
FR,total,2024,5,18.34,calculated,True
FR,total,2024,6,14.91,calculated,True
FR,total,2024,7,14.12,calculated,True
FR,total,2024,8,12.11,calculated,True
FR,total,2024,9,16.55,calculated,True
FR,total,2024,10,23.31,calculated,True
FR,total,2024,11,40.79,calculated,True
FR,total,2024,12,49.96,calculated,True
FR,total,2025,1,55.55,calculated,True
FR,total,2025,2,45.98,calculated,True
FR,total,2025,3,37.84,calculated,True
FR,total,2025,4,21.88,calculated,True
FR,total,2025,5,15.76,calculated,True
FR,total,2025,6,13.3,calculated,True
FR,total,2025,7,13.36,calculated,True
FR,total,2025,8,11.97,calculated,True
FR,total,2025,9,15.91,calculated,True
FR,total,2025,10,25.02,calculated,True
FR,total,2025,11,37.57,calculated,True
FR,total,2025,12,45.3,calculated,True
FR,total,2026,1,54.97,calculated,True
FR,total,2026,2,36.26,calculated,True
FR,total,2026,3,33.33,calculated,True
GR,power,2019,1,4.33,energy-charts,True
GR,power,2019,2,2.84,energy-charts,True
GR,power,2019,3,1.95,energy-charts,True
GR,power,2019,4,2.07,energy-charts,True
GR,power,2019,5,2.07,energy-charts,True
GR,power,2019,6,2.96,energy-charts,True
GR,power,2019,7,3.83,energy-charts,True
GR,power,2019,8,3.55,energy-charts,True
GR,power,2019,9,3.29,energy-charts,True
GR,power,2019,10,3.12,energy-charts,True
GR,power,2019,11,2.4,energy-charts,True
GR,power,2019,12,2.2,energy-charts,True
GR,power,2020,1,3.51,energy-charts,True
GR,power,2020,2,2.57,energy-charts,True
GR,power,2020,3,2.43,energy-charts,True
GR,power,2020,4,2.3,energy-charts,True
GR,power,2020,5,2.69,energy-charts,True
GR,power,2020,6,3.0,energy-charts,True
GR,power,2020,7,4.23,energy-charts,True
GR,power,2020,8,3.89,energy-charts,True
GR,power,2020,9,3.46,energy-charts,True
GR,power,2020,10,3.01,energy-charts,True
GR,power,2020,11,3.02,energy-charts,True
GR,power,2020,12,3.68,energy-charts,True
GR,power,2021,1,3.44,energy-charts,True
GR,power,2021,2,1.87,energy-charts,True
GR,power,2021,3,2.85,energy-charts,True
GR,power,2021,4,3.43,energy-charts,True
GR,power,2021,5,2.61,energy-charts,True
GR,power,2021,6,4.11,energy-charts,True
GR,power,2021,7,5.0,energy-charts,True
GR,power,2021,8,4.7,energy-charts,True
GR,power,2021,9,4.16,energy-charts,True
GR,power,2021,10,3.97,energy-charts,True
GR,power,2021,11,3.85,energy-charts,True
GR,power,2021,12,3.99,energy-charts,True
GR,power,2022,1,3.33,energy-charts,True
GR,power,2022,2,3.13,energy-charts,True
GR,power,2022,3,4.3,energy-charts,True
GR,power,2022,4,1.8,energy-charts,True
GR,power,2022,5,2.54,energy-charts,True
GR,power,2022,6,3.46,energy-charts,True
GR,power,2022,7,4.75,energy-charts,True
GR,power,2022,8,4.47,energy-charts,True
GR,power,2022,9,2.66,energy-charts,True
GR,power,2022,10,1.75,energy-charts,True
GR,power,2022,11,2.58,energy-charts,True
GR,power,2022,12,3.31,energy-charts,True
GR,power,2023,1,1.94,energy-charts,True
GR,power,2023,2,1.99,energy-charts,True
GR,power,2023,3,2.1,energy-charts,True
GR,power,2023,4,2.35,energy-charts,True
GR,power,2023,5,1.91,energy-charts,True
GR,power,2023,6,2.95,energy-charts,True
GR,power,2023,7,3.99,energy-charts,True
GR,power,2023,8,3.4,energy-charts,True
GR,power,2023,9,3.14,energy-charts,True
GR,power,2023,10,2.79,energy-charts,True
GR,power,2023,11,2.05,energy-charts,True
GR,power,2023,12,2.52,energy-charts,True
GR,power,2024,1,2.91,energy-charts,True
GR,power,2024,2,2.4,energy-charts,True
GR,power,2024,3,2.91,energy-charts,True
GR,power,2024,4,2.47,energy-charts,True
GR,power,2024,5,3.35,energy-charts,True
GR,power,2024,6,4.05,energy-charts,True
GR,power,2024,7,4.8,energy-charts,True
GR,power,2024,8,4.39,energy-charts,True
GR,power,2024,9,3.4,energy-charts,True
GR,power,2024,10,2.89,energy-charts,True
GR,power,2024,11,4.3,energy-charts,True
GR,power,2024,12,4.32,energy-charts,True
GR,power,2025,1,4.56,energy-charts,True
GR,power,2025,2,4.78,energy-charts,True
GR,power,2025,3,2.82,energy-charts,True
GR,power,2025,4,1.77,energy-charts,True
GR,power,2025,5,1.67,energy-charts,True
GR,power,2025,6,4.01,energy-charts,True
GR,power,2025,7,4.9,energy-charts,True
GR,power,2025,8,3.99,energy-charts,True
GR,power,2025,9,3.5,energy-charts,True
GR,power,2025,10,3.66,energy-charts,True
GR,power,2025,11,3.48,energy-charts,True
GR,power,2025,12,4.89,energy-charts,True
GR,total,2019,1,7.47,eurostat,True
GR,total,2019,2,5.43,eurostat,True
GR,total,2019,3,4.19,eurostat,True
GR,total,2019,4,3.93,eurostat,True
GR,total,2019,5,3.6,eurostat,True
GR,total,2019,6,4.34,eurostat,True
GR,total,2019,7,5.38,eurostat,True
GR,total,2019,8,4.91,eurostat,True
GR,total,2019,9,4.74,eurostat,True
GR,total,2019,10,4.52,eurostat,True
GR,total,2019,11,4.29,eurostat,True
GR,total,2019,12,4.9,eurostat,True
GR,total,2020,1,6.7,eurostat,True
GR,total,2020,2,5.28,eurostat,True
GR,total,2020,3,4.97,eurostat,True
GR,total,2020,4,4.09,eurostat,True
GR,total,2020,5,4.1,eurostat,True
GR,total,2020,6,4.87,eurostat,True
GR,total,2020,7,5.99,eurostat,True
GR,total,2020,8,5.57,eurostat,True
GR,total,2020,9,5.13,eurostat,True
GR,total,2020,10,4.77,eurostat,True
GR,total,2020,11,5.57,eurostat,True
GR,total,2020,12,6.59,eurostat,True
GR,total,2021,1,6.88,eurostat,True
GR,total,2021,2,4.92,eurostat,True
GR,total,2021,3,5.92,eurostat,True
GR,total,2021,4,5.98,eurostat,True
GR,total,2021,5,4.39,eurostat,True
GR,total,2021,6,5.88,eurostat,True
GR,total,2021,7,6.72,eurostat,True
GR,total,2021,8,6.33,eurostat,True
GR,total,2021,9,5.69,eurostat,True
GR,total,2021,10,5.39,eurostat,True
GR,total,2021,11,5.6,eurostat,True
GR,total,2021,12,6.56,eurostat,True
GR,total,2022,1,6.34,eurostat,True
GR,total,2022,2,5.49,eurostat,True
GR,total,2022,3,6.96,eurostat,True
GR,total,2022,4,3.23,eurostat,True
GR,total,2022,5,3.75,eurostat,True
GR,total,2022,6,4.65,eurostat,True
GR,total,2022,7,5.85,eurostat,True
GR,total,2022,8,5.36,eurostat,True
GR,total,2022,9,3.51,eurostat,True
GR,total,2022,10,2.69,eurostat,True
GR,total,2022,11,3.91,eurostat,True
GR,total,2022,12,5.18,eurostat,True
GR,total,2023,1,4.13,eurostat,True
GR,total,2023,2,4.35,eurostat,True
GR,total,2023,3,4.02,eurostat,True
GR,total,2023,4,3.91,eurostat,True
GR,total,2023,5,3.21,eurostat,True
GR,total,2023,6,4.29,eurostat,True
GR,total,2023,7,5.31,eurostat,True
GR,total,2023,8,4.63,eurostat,True
GR,total,2023,9,4.46,eurostat,True
GR,total,2023,10,4.34,eurostat,True
GR,total,2023,11,3.7,eurostat,True
GR,total,2023,12,4.89,eurostat,True
GR,total,2024,1,6.06,eurostat,True
GR,total,2024,2,4.9,eurostat,True
GR,total,2024,3,5.3,eurostat,True
GR,total,2024,4,4.24,eurostat,True
GR,total,2024,5,5.01,eurostat,True
GR,total,2024,6,5.44,eurostat,True
GR,total,2024,7,6.28,eurostat,True
GR,total,2024,8,5.8,eurostat,True
GR,total,2024,9,4.92,eurostat,True
GR,total,2024,10,4.76,eurostat,True
GR,total,2024,11,6.73,eurostat,True
GR,total,2024,12,7.16,eurostat,True
GR,total,2025,1,7.73,eurostat,True
GR,total,2025,2,7.9,eurostat,True
GR,total,2025,3,5.35,eurostat,True
GR,total,2025,4,3.97,eurostat,True
GR,total,2025,5,4.31,eurostat,True
GR,total,2025,6,5.56,eurostat,True
GR,total,2025,7,6.43,eurostat,True
GR,total,2025,8,5.37,eurostat,True
GR,total,2025,9,5.02,eurostat,True
GR,total,2025,10,5.69,eurostat,True
GR,total,2025,11,5.53,eurostat,True
GR,total,2025,12,7.76,eurostat,True
HR,power,2019,1,0.67,energy-charts,True
HR,power,2019,2,0.38,energy-charts,True
HR,power,2019,3,0.24,energy-charts,True
HR,power,2019,4,0.18,energy-charts,True
HR,power,2019,5,0.12,energy-charts,True
HR,power,2019,6,0.11,energy-charts,True
HR,power,2019,7,0.29,energy-charts,True
HR,power,2019,8,0.42,energy-charts,True
HR,power,2019,9,0.41,energy-charts,True
HR,power,2019,10,0.66,energy-charts,True
HR,power,2019,11,0.49,energy-charts,True
HR,power,2019,12,0.38,energy-charts,True
HR,power,2020,1,0.61,energy-charts,True
HR,power,2020,2,0.56,energy-charts,True
HR,power,2020,3,0.43,energy-charts,True
HR,power,2020,4,0.15,energy-charts,True
HR,power,2020,5,0.42,energy-charts,True
HR,power,2020,6,0.41,energy-charts,True
HR,power,2020,7,0.52,energy-charts,True
HR,power,2020,8,0.48,energy-charts,True
HR,power,2020,9,0.52,energy-charts,True
HR,power,2020,10,0.52,energy-charts,True
HR,power,2020,11,0.61,energy-charts,True
HR,power,2020,12,0.65,energy-charts,True
HR,power,2021,1,0.59,energy-charts,True
HR,power,2021,2,0.43,energy-charts,True
HR,power,2021,3,0.45,energy-charts,True
HR,power,2021,4,0.34,energy-charts,True
HR,power,2021,5,0.17,energy-charts,True
HR,power,2021,6,0.22,energy-charts,True
HR,power,2021,7,0.46,energy-charts,True
HR,power,2021,8,0.47,energy-charts,True
HR,power,2021,9,0.46,energy-charts,True
HR,power,2021,10,0.64,energy-charts,True
HR,power,2021,11,0.66,energy-charts,True
HR,power,2021,12,0.41,energy-charts,True
HR,power,2022,1,0.55,energy-charts,True
HR,power,2022,2,0.61,energy-charts,True
HR,power,2022,3,0.53,energy-charts,True
HR,power,2022,4,0.39,energy-charts,True
HR,power,2022,5,0.36,energy-charts,True
HR,power,2022,6,0.47,energy-charts,True
HR,power,2022,7,0.68,energy-charts,True
HR,power,2022,8,0.66,energy-charts,True
HR,power,2022,9,0.51,energy-charts,True
HR,power,2022,10,0.66,energy-charts,True
HR,power,2022,11,0.56,energy-charts,True
HR,power,2022,12,0.4,energy-charts,True
HR,power,2023,1,0.57,energy-charts,True
HR,power,2023,2,0.67,energy-charts,True
HR,power,2023,3,0.71,energy-charts,True
HR,power,2023,4,0.66,energy-charts,True
HR,power,2023,5,0.44,energy-charts,True
HR,power,2023,6,0.43,energy-charts,True
HR,power,2023,7,0.64,energy-charts,True
HR,power,2023,8,0.56,energy-charts,True
HR,power,2023,9,0.62,energy-charts,True
HR,power,2023,10,0.56,energy-charts,True
HR,power,2023,11,0.5,energy-charts,True
HR,power,2023,12,0.51,energy-charts,True
HR,power,2024,1,0.64,energy-charts,True
HR,power,2024,2,0.58,energy-charts,True
HR,power,2024,3,0.58,energy-charts,True
HR,power,2024,4,0.4,energy-charts,True
HR,power,2024,5,0.38,energy-charts,True
HR,power,2024,6,0.27,energy-charts,True
HR,power,2024,7,0.53,energy-charts,True
HR,power,2024,8,0.52,energy-charts,True
HR,power,2024,9,0.47,energy-charts,True
HR,power,2024,10,0.4,energy-charts,True
HR,power,2024,11,0.34,energy-charts,True
HR,power,2024,12,0.64,energy-charts,True
HR,power,2025,1,0.68,energy-charts,True
HR,power,2025,2,0.64,energy-charts,True
HR,power,2025,3,0.41,energy-charts,True
HR,power,2025,4,0.31,energy-charts,True
HR,power,2025,5,0.04,energy-charts,True
HR,power,2025,6,0.12,energy-charts,True
HR,power,2025,7,0.36,energy-charts,True
HR,power,2025,8,0.35,energy-charts,True
HR,power,2025,9,0.24,energy-charts,True
HR,power,2025,10,0.42,energy-charts,True
HR,power,2025,11,0.51,energy-charts,True
HR,power,2025,12,0.62,energy-charts,True
HR,power,2026,1,0.76,energy-charts,True
HR,power,2026,2,0.62,energy-charts,True
HR,power,2026,3,0.39,energy-charts,True
HR,total,2019,1,4.07,entsog,True
HR,total,2019,2,2.99,entsog,True
HR,total,2019,3,2.41,entsog,True
HR,total,2019,4,2.0,entsog,True
HR,total,2019,5,2.0,entsog,True
HR,total,2019,6,1.42,entsog,True
HR,total,2019,7,1.64,entsog,True
HR,total,2019,8,1.78,entsog,True
HR,total,2019,9,1.81,entsog,True
HR,total,2019,10,2.69,entsog,True
HR,total,2019,11,3.0,entsog,True
HR,total,2019,12,3.46,entsog,True
HR,total,2020,1,4.02,entsog,True
HR,total,2020,2,3.12,entsog,True
HR,total,2020,3,3.02,entsog,True
HR,total,2020,4,1.95,entsog,True
HR,total,2020,5,1.9,entsog,True
HR,total,2020,6,1.8,entsog,True
HR,total,2020,7,1.94,entsog,True
HR,total,2020,8,1.84,entsog,True
HR,total,2020,9,2.04,entsog,True
HR,total,2020,10,2.72,entsog,True
HR,total,2020,11,3.45,entsog,True
HR,total,2020,12,3.64,entsog,True
HR,total,2021,1,3.24,entsog,True
HR,total,2021,2,3.02,entsog,True
HR,total,2021,3,3.31,entsog,True
HR,total,2021,4,2.77,entsog,True
HR,total,2021,5,1.85,entsog,True
HR,total,2021,6,1.3,entsog,True
HR,total,2021,7,1.82,entsog,True
HR,total,2021,8,1.81,entsog,True
HR,total,2021,9,1.75,entsog,True
HR,total,2021,10,2.49,entsog,True
HR,total,2021,11,3.25,entsog,True
HR,total,2021,12,2.97,entsog,True
HR,total,2022,1,3.42,entsog,True
HR,total,2022,2,3.08,entsog,True
HR,total,2022,3,2.71,entsog,True
HR,total,2022,4,1.93,entsog,True
HR,total,2022,5,1.27,entsog,True
