country,type,year,month,demand,source,should_plot
PL,power,2021,12,2.44,energy-charts,True
PL,power,2022,1,2.2,energy-charts,True
PL,power,2022,2,1.78,energy-charts,True
PL,power,2022,3,1.7,energy-charts,True
PL,power,2022,4,1.32,energy-charts,True
PL,power,2022,5,1.58,energy-charts,True
PL,power,2022,6,1.54,energy-charts,True
PL,power,2022,7,1.13,energy-charts,True
PL,power,2022,8,0.96,energy-charts,True
PL,power,2022,9,0.89,energy-charts,True
PL,power,2022,10,1.38,energy-charts,True
PL,power,2022,11,1.79,energy-charts,True
PL,power,2022,12,1.84,energy-charts,True
PL,power,2023,1,2.41,energy-charts,True
PL,power,2023,2,2.1,energy-charts,True
PL,power,2023,3,2.68,energy-charts,True
PL,power,2023,4,2.15,energy-charts,True
PL,power,2023,5,1.51,energy-charts,True
PL,power,2023,6,1.7,energy-charts,True
PL,power,2023,7,1.78,energy-charts,True
PL,power,2023,8,1.8,energy-charts,True
PL,power,2023,9,0.99,energy-charts,True
PL,power,2023,10,2.07,energy-charts,True
PL,power,2023,11,2.77,energy-charts,True
PL,power,2023,12,2.89,energy-charts,True
PL,power,2024,1,3.09,energy-charts,True
PL,power,2024,2,2.67,energy-charts,True
PL,power,2024,3,2.66,energy-charts,True
PL,power,2024,4,2.03,energy-charts,True
PL,power,2024,5,1.28,energy-charts,True
PL,power,2024,6,1.79,energy-charts,True
PL,power,2024,7,2.68,energy-charts,True
PL,power,2024,8,2.94,energy-charts,True
PL,power,2024,9,3.0,energy-charts,True
PL,power,2024,10,3.26,energy-charts,True
PL,power,2024,11,3.93,energy-charts,True
PL,power,2024,12,3.68,energy-charts,True
PL,power,2025,1,3.79,energy-charts,True
PL,power,2025,2,3.47,energy-charts,True
PL,power,2025,3,3.43,energy-charts,True
PL,power,2025,4,2.65,energy-charts,True
PL,power,2025,5,0.22,energy-charts,True
PL,power,2025,6,2.37,energy-charts,True
PL,power,2025,7,3.12,energy-charts,True
PL,power,2025,8,2.81,energy-charts,True
PL,power,2025,9,3.06,energy-charts,True
PL,power,2025,10,3.85,energy-charts,True
PL,power,2025,11,4.46,energy-charts,True
PL,power,2025,12,5.12,energy-charts,True
PL,power,2026,1,5.17,energy-charts,True
PL,power,2026,2,4.71,energy-charts,True
PL,power,2026,3,3.64,energy-charts,True
PL,total,2019,1,23.43,entsog,True
PL,total,2019,2,18.83,entsog,True
PL,total,2019,3,18.91,entsog,True
PL,total,2019,4,15.24,entsog,True
PL,total,2019,5,13.34,entsog,True
PL,total,2019,6,10.26,entsog,True
PL,total,2019,7,10.82,entsog,True
PL,total,2019,8,11.21,entsog,True
PL,total,2019,9,11.6,entsog,True
PL,total,2019,10,15.34,entsog,True
PL,total,2019,11,18.1,entsog,True
PL,total,2019,12,21.06,entsog,True
PL,total,2020,1,22.1,entsog,True
PL,total,2020,2,20.02,entsog,True
PL,total,2020,3,19.97,entsog,True
PL,total,2020,4,14.8,entsog,True
PL,total,2020,5,13.64,entsog,True
PL,total,2020,6,11.37,entsog,True
PL,total,2020,7,12.13,entsog,True
PL,total,2020,8,11.36,entsog,True
PL,total,2020,9,12.64,entsog,True
PL,total,2020,10,16.46,entsog,True
PL,total,2020,11,19.86,entsog,True
PL,total,2020,12,23.34,entsog,True
PL,total,2021,1,25.24,entsog,True
PL,total,2021,2,23.17,entsog,True
PL,total,2021,3,21.83,entsog,True
PL,total,2021,4,18.25,entsog,True
PL,total,2021,5,14.05,entsog,True
PL,total,2021,6,11.58,entsog,True
PL,total,2021,7,11.88,entsog,True
PL,total,2021,8,12.19,entsog,True
PL,total,2021,9,12.64,entsog,True
PL,total,2021,10,16.48,entsog,True
PL,total,2021,11,19.65,entsog,True
PL,total,2021,12,24.49,entsog,True
PL,total,2022,1,23.2,entsog,True
PL,total,2022,2,19.09,entsog,True
PL,total,2022,3,18.84,entsog,True
PL,total,2022,4,16.15,entsog,True
PL,total,2022,5,11.51,entsog,True
PL,total,2022,6,10.15,entsog,True
PL,total,2022,7,9.3,entsog,True
PL,total,2022,8,8.28,entsog,True
PL,total,2022,9,8.59,entsog,True
PL,total,2022,10,11.72,entsog,True
PL,total,2022,11,17.2,entsog,True
PL,total,2022,12,20.83,entsog,True
PL,total,2023,1,20.19,entsog,True
PL,total,2023,2,19.34,entsog,True
PL,total,2023,3,18.77,entsog,True
PL,total,2023,4,14.8,entsog,True
PL,total,2023,5,11.11,entsog,True
PL,total,2023,6,9.7,entsog,True
PL,total,2023,7,9.59,entsog,True
PL,total,2023,8,10.32,entsog,True
PL,total,2023,9,9.57,entsog,True
PL,total,2023,10,14.0,entsog,True
PL,total,2023,11,19.7,entsog,True
PL,total,2023,12,22.8,entsog,True
PL,total,2024,1,25.04,entsog,True
PL,total,2024,2,19.52,entsog,True
PL,total,2024,3,19.17,entsog,True
PL,total,2024,4,14.99,entsog,True
PL,total,2024,5,11.17,entsog,True
PL,total,2024,6,10.21,entsog,True
PL,total,2024,7,11.35,entsog,True
PL,total,2024,8,11.64,entsog,True
PL,total,2024,9,12.72,entsog,True
PL,total,2024,10,16.67,entsog,True
PL,total,2024,11,21.88,entsog,True
PL,total,2024,12,23.08,entsog,True
PL,total,2025,1,22.42,entsog,True
PL,total,2025,2,22.93,entsog,True
PL,total,2025,3,18.8,entsog,True
PL,total,2025,4,14.41,entsog,True
PL,total,2025,5,13.91,entsog,True
PL,total,2025,6,10.55,entsog,True
PL,total,2025,7,11.8,entsog,True
PL,total,2025,8,11.21,entsog,True
PL,total,2025,9,12.76,entsog,True
PL,total,2025,10,19.0,entsog,True
PL,total,2025,11,21.77,entsog,True
PL,total,2025,12,25.59,entsog,True
PL,total,2026,1,29.55,entsog,True
PL,total,2026,2,26.12,entsog,True
PL,total,2026,3,18.98,entsog,True
PT,household,2019,1,2.5,entsog,True
PT,household,2019,2,2.21,entsog,True
PT,household,2019,3,2.26,entsog,True
PT,household,2019,4,2.13,entsog,True
PT,household,2019,5,2.06,entsog,True
PT,household,2019,6,1.88,entsog,True
PT,household,2019,7,1.96,entsog,True
PT,household,2019,8,1.67,entsog,True
PT,household,2019,9,1.96,entsog,True
PT,household,2019,10,2.12,entsog,True
PT,household,2019,11,2.22,entsog,True
PT,household,2019,12,2.18,entsog,True
PT,household,2020,1,2.48,entsog,True
PT,household,2020,2,2.18,entsog,True
PT,household,2020,3,2.22,entsog,True
PT,household,2020,4,1.72,entsog,True
PT,household,2020,5,1.69,entsog,True
PT,household,2020,6,1.69,entsog,True
PT,household,2020,7,1.84,entsog,True
PT,household,2020,8,1.69,entsog,True
PT,household,2020,9,1.98,entsog,True
PT,household,2020,10,2.12,entsog,True
PT,household,2020,11,2.17,entsog,True
PT,household,2020,12,2.21,entsog,True
PT,household,2021,1,2.53,entsog,True
PT,household,2021,2,2.1,entsog,True
PT,household,2021,3,2.26,entsog,True
PT,household,2021,4,2.06,entsog,True
PT,household,2021,5,2.1,entsog,True
PT,household,2021,6,1.92,entsog,True
PT,household,2021,7,1.98,entsog,True
PT,household,2021,8,1.71,entsog,True
PT,household,2021,9,2.0,entsog,True
PT,household,2021,10,1.97,entsog,True
PT,household,2021,11,2.23,entsog,True
PT,household,2021,12,2.15,entsog,True
PT,household,2022,1,2.13,entsog,True
PT,household,2022,2,2.01,entsog,True
PT,household,2022,3,2.21,entsog,True
PT,household,2022,4,1.92,entsog,True
PT,household,2022,5,1.85,entsog,True
PT,household,2022,6,1.77,entsog,True
PT,household,2022,7,1.68,entsog,True
PT,household,2022,8,1.46,entsog,True
PT,household,2022,9,1.7,entsog,True
PT,household,2022,10,1.68,entsog,True
PT,household,2022,11,1.86,entsog,True
PT,household,2022,12,1.8,entsog,True
PT,household,2023,1,2.05,entsog,True
PT,household,2023,2,1.86,entsog,True
PT,household,2023,3,2.0,entsog,True
PT,household,2023,4,1.62,entsog,True
PT,household,2023,5,1.74,entsog,True
PT,household,2023,6,1.61,entsog,True
PT,household,2023,7,1.63,entsog,True
PT,household,2023,8,1.42,entsog,True
PT,household,2023,9,1.67,entsog,True
PT,household,2023,10,1.65,entsog,True
PT,household,2023,11,1.78,entsog,True
PT,household,2023,12,1.78,entsog,True
PT,household,2024,1,1.98,entsog,True
PT,household,2024,2,1.8,entsog,True
PT,household,2024,3,1.94,entsog,True
PT,household,2024,4,1.73,entsog,True
PT,household,2024,5,1.76,entsog,True
PT,household,2024,6,1.6,entsog,True
PT,household,2024,7,1.62,entsog,True
PT,household,2024,8,1.34,entsog,True
PT,household,2024,9,1.68,entsog,True
PT,household,2024,10,1.74,entsog,True
PT,household,2024,11,1.71,entsog,True
PT,household,2024,12,1.75,entsog,True
PT,household,2025,1,1.81,entsog,True
PT,household,2025,2,1.69,entsog,True
PT,household,2025,3,1.8,entsog,True
PT,household,2025,4,1.53,entsog,True
PT,household,2025,5,1.68,entsog,True
PT,household,2025,6,1.42,entsog,True
PT,household,2025,7,1.52,entsog,True
PT,household,2025,8,1.19,entsog,True
PT,household,2025,9,1.63,entsog,True
PT,household,2025,10,1.69,entsog,True
PT,household,2025,11,1.69,entsog,True
PT,household,2025,12,1.77,entsog,True
PT,household,2026,1,1.9,entsog,True
PT,household,2026,2,1.76,entsog,True
PT,household,2026,3,1.76,entsog,True
PT,industry,2019,1,0.73,calculated,True
PT,industry,2019,2,0.66,calculated,True
PT,industry,2019,3,0.71,calculated,True
PT,industry,2019,4,0.68,calculated,True
PT,industry,2019,5,0.84,calculated,True
PT,industry,2019,6,0.8,calculated,True
PT,industry,2019,7,0.75,calculated,True
PT,industry,2019,8,0.72,calculated,True
PT,industry,2019,9,0.55,calculated,True
PT,industry,2019,10,0.81,calculated,True
PT,industry,2019,11,0.69,calculated,True
PT,industry,2019,12,0.74,calculated,True
PT,industry,2020,1,0.76,calculated,True
PT,industry,2020,2,0.55,calculated,True
PT,industry,2020,3,0.8,calculated,True
PT,industry,2020,4,0.65,calculated,True
PT,industry,2020,5,0.25,calculated,True
PT,industry,2020,6,0.54,calculated,True
PT,industry,2020,7,0.66,calculated,True
PT,industry,2020,8,0.8,calculated,True
PT,industry,2020,9,0.71,calculated,True
PT,industry,2020,10,0.7,calculated,True
PT,industry,2020,11,0.66,calculated,True
PT,industry,2020,12,0.67,calculated,True
PT,industry,2021,1,0.82,calculated,True
PT,industry,2021,2,0.74,calculated,True
PT,industry,2021,3,0.82,calculated,True
PT,industry,2021,4,0.74,calculated,True
PT,industry,2021,5,0.71,calculated,True
PT,industry,2021,6,0.66,calculated,True
PT,industry,2021,7,0.53,calculated,True
PT,industry,2021,8,0.67,calculated,True
PT,industry,2021,9,0.63,calculated,True
PT,industry,2021,10,0.52,calculated,True
PT,industry,2021,11,0.37,calculated,True
PT,industry,2021,12,0.39,calculated,True
PT,industry,2022,1,0.38,calculated,True
PT,industry,2022,2,0.28,calculated,True
PT,industry,2022,3,0.32,calculated,True
PT,industry,2022,4,0.37,calculated,True
PT,industry,2022,5,0.34,calculated,True
PT,industry,2022,6,0.48,calculated,True
PT,industry,2022,7,0.57,calculated,True
PT,industry,2022,8,0.62,calculated,True
PT,industry,2022,9,0.42,calculated,True
PT,industry,2022,10,0.35,calculated,True
PT,industry,2022,11,0.4,calculated,True
PT,industry,2022,12,0.34,calculated,True
PT,industry,2023,1,0.56,calculated,True
PT,industry,2023,2,0.23,calculated,True
PT,industry,2023,3,0.58,calculated,True
PT,industry,2023,4,0.61,calculated,True
PT,industry,2023,5,0.56,calculated,True
PT,industry,2023,6,0.52,calculated,True
PT,industry,2023,7,0.54,calculated,True
PT,industry,2023,8,0.58,calculated,True
PT,industry,2023,9,0.54,calculated,True
PT,industry,2023,10,0.42,calculated,True
PT,industry,2023,11,0.58,calculated,True
PT,industry,2023,12,0.75,calculated,True
PT,industry,2024,1,0.66,calculated,True
PT,industry,2024,2,0.77,calculated,True
PT,industry,2024,3,0.76,calculated,True
PT,industry,2024,4,0.65,calculated,True
PT,industry,2024,5,0.63,calculated,True
PT,industry,2024,6,0.6,calculated,True
PT,industry,2024,7,0.63,calculated,True
PT,industry,2024,8,0.65,calculated,True
PT,industry,2024,9,0.59,calculated,True
PT,industry,2024,10,0.68,calculated,True
PT,industry,2024,11,0.63,calculated,True
PT,industry,2024,12,0.7,calculated,True
PT,industry,2025,1,0.49,calculated,True
PT,industry,2025,2,0.52,calculated,True
PT,industry,2025,3,0.59,calculated,True
PT,industry,2025,4,0.63,calculated,True
PT,industry,2025,5,1.22,calculated,True
PT,industry,2025,6,0.5,calculated,True
PT,industry,2025,7,0.52,calculated,True
PT,industry,2025,8,0.59,calculated,True
PT,industry,2025,9,0.61,calculated,True
PT,industry,2025,10,0.64,calculated,True
PT,industry,2025,11,0.61,calculated,True
PT,industry,2025,12,0.69,calculated,True
PT,industry,2026,1,0.64,calculated,True
PT,industry,2026,2,0.65,calculated,True
PT,industry,2026,3,0.57,calculated,True
PT,industry-power,2019,1,3.06,entsog,False
PT,industry-power,2019,2,2.33,entsog,False
PT,industry-power,2019,3,2.03,entsog,False
PT,industry-power,2019,4,2.67,entsog,False
PT,industry-power,2019,5,3.59,entsog,False
PT,industry-power,2019,6,4.16,entsog,False
PT,industry-power,2019,7,4.56,entsog,False
PT,industry-power,2019,8,4.15,entsog,False
PT,industry-power,2019,9,3.82,entsog,False
PT,industry-power,2019,10,4.19,entsog,False
PT,industry-power,2019,11,3.44,entsog,False
PT,industry-power,2019,12,2.96,entsog,False
PT,industry-power,2020,1,4.07,entsog,False
PT,industry-power,2020,2,3.06,entsog,False
PT,industry-power,2020,3,2.94,entsog,False
PT,industry-power,2020,4,1.79,entsog,False
PT,industry-power,2020,5,2.11,entsog,False
PT,industry-power,2020,6,3.19,entsog,False
PT,industry-power,2020,7,4.54,entsog,False
PT,industry-power,2020,8,4.41,entsog,False
PT,industry-power,2020,9,4.59,entsog,False
PT,industry-power,2020,10,3.94,entsog,False
PT,industry-power,2020,11,3.62,entsog,False
PT,industry-power,2020,12,2.7,entsog,False
PT,industry-power,2021,1,3.25,entsog,False
PT,industry-power,2021,2,1.82,entsog,False
PT,industry-power,2021,3,2.56,entsog,False
PT,industry-power,2021,4,3.49,entsog,False
PT,industry-power,2021,5,2.62,entsog,False
PT,industry-power,2021,6,3.83,entsog,False
PT,industry-power,2021,7,3.2,entsog,False
PT,industry-power,2021,8,3.08,entsog,False
PT,industry-power,2021,9,3.79,entsog,False
PT,industry-power,2021,10,3.17,entsog,False
PT,industry-power,2021,11,3.19,entsog,False
PT,industry-power,2021,12,2.68,entsog,False
PT,industry-power,2022,1,3.27,entsog,False
PT,industry-power,2022,2,2.78,entsog,False
PT,industry-power,2022,3,2.97,entsog,False
PT,industry-power,2022,4,2.54,entsog,False
PT,industry-power,2022,5,3.05,entsog,False
PT,industry-power,2022,6,3.56,entsog,False
PT,industry-power,2022,7,3.81,entsog,False
PT,industry-power,2022,8,3.73,entsog,False
PT,industry-power,2022,9,3.26,entsog,False
PT,industry-power,2022,10,3.2,entsog,False
PT,industry-power,2022,11,3.31,entsog,False
PT,industry-power,2022,12,2.25,entsog,False
PT,industry-power,2023,1,1.75,entsog,False
PT,industry-power,2023,2,2.88,entsog,False
PT,industry-power,2023,3,1.88,entsog,False
PT,industry-power,2023,4,1.71,entsog,False
PT,industry-power,2023,5,1.91,entsog,False
PT,industry-power,2023,6,2.68,entsog,False
PT,industry-power,2023,7,2.94,entsog,False
PT,industry-power,2023,8,2.54,entsog,False
PT,industry-power,2023,9,2.65,entsog,False
PT,industry-power,2023,10,1.85,entsog,False
PT,industry-power,2023,11,1.71,entsog,False
PT,industry-power,2023,12,1.76,entsog,False
PT,industry-power,2024,1,2.04,entsog,False
PT,industry-power,2024,2,1.59,entsog,False
PT,industry-power,2024,3,1.68,entsog,False
PT,industry-power,2024,4,0.98,entsog,False
PT,industry-power,2024,5,0.88,entsog,False
PT,industry-power,2024,6,0.92,entsog,False
PT,industry-power,2024,7,1.39,entsog,False
PT,industry-power,2024,8,1.42,entsog,False
PT,industry-power,2024,9,1.41,entsog,False
PT,industry-power,2024,10,1.53,entsog,False
PT,industry-power,2024,11,1.78,entsog,False
PT,industry-power,2024,12,2.17,entsog,False
PT,industry-power,2025,1,1.86,entsog,False
PT,industry-power,2025,2,1.63,entsog,False
PT,industry-power,2025,3,1.46,entsog,False
PT,industry-power,2025,4,1.15,entsog,False
PT,industry-power,2025,5,2.07,entsog,False
PT,industry-power,2025,6,1.87,entsog,False
PT,industry-power,2025,7,2.02,entsog,False
PT,industry-power,2025,8,2.06,entsog,False
PT,industry-power,2025,9,2.03,entsog,False
PT,industry-power,2025,10,2.2,entsog,False
PT,industry-power,2025,11,2.08,entsog,False
PT,industry-power,2025,12,1.92,entsog,False
PT,industry-power,2026,1,2.14,entsog,False
PT,industry-power,2026,2,2.56,entsog,False
PT,industry-power,2026,3,1.91,entsog,False
PT,power,2019,1,2.33,energy-charts,True
PT,power,2019,2,1.67,energy-charts,True
PT,power,2019,3,1.32,energy-charts,True
PT,power,2019,4,1.98,energy-charts,True
PT,power,2019,5,2.75,energy-charts,True
PT,power,2019,6,3.36,energy-charts,True
PT,power,2019,7,3.8,energy-charts,True
PT,power,2019,8,3.43,energy-charts,True
PT,power,2019,9,3.26,energy-charts,True
PT,power,2019,10,3.38,energy-charts,True
PT,power,2019,11,2.76,energy-charts,True
PT,power,2019,12,2.22,energy-charts,True
PT,power,2020,1,3.31,energy-charts,True
PT,power,2020,2,2.51,energy-charts,True
PT,power,2020,3,2.14,energy-charts,True
PT,power,2020,4,1.14,energy-charts,True
PT,power,2020,5,1.86,energy-charts,True
PT,power,2020,6,2.65,energy-charts,True
PT,power,2020,7,3.88,energy-charts,True
PT,power,2020,8,3.62,energy-charts,True
PT,power,2020,9,3.88,energy-charts,True
PT,power,2020,10,3.24,energy-charts,True
PT,power,2020,11,2.95,energy-charts,True
PT,power,2020,12,2.03,energy-charts,True
PT,power,2021,1,2.42,energy-charts,True
PT,power,2021,2,1.08,energy-charts,True
PT,power,2021,3,1.74,energy-charts,True
PT,power,2021,4,2.75,energy-charts,True
PT,power,2021,5,1.92,energy-charts,True
PT,power,2021,6,3.18,energy-charts,True
PT,power,2021,7,2.67,energy-charts,True
PT,power,2021,8,2.41,energy-charts,True
PT,power,2021,9,3.15,energy-charts,True
PT,power,2021,10,2.64,energy-charts,True
PT,power,2021,11,2.82,energy-charts,True
PT,power,2021,12,2.29,energy-charts,True
PT,power,2022,1,2.89,energy-charts,True
PT,power,2022,2,2.49,energy-charts,True
PT,power,2022,3,2.64,energy-charts,True
PT,power,2022,4,2.17,energy-charts,True
PT,power,2022,5,2.71,energy-charts,True
PT,power,2022,6,3.09,energy-charts,True
PT,power,2022,7,3.25,energy-charts,True
PT,power,2022,8,3.11,energy-charts,True
PT,power,2022,9,2.84,energy-charts,True
PT,power,2022,10,2.85,energy-charts,True
PT,power,2022,11,2.91,energy-charts,True
PT,power,2022,12,1.91,energy-charts,True
PT,power,2023,1,1.18,energy-charts,True
PT,power,2023,2,2.65,energy-charts,True
PT,power,2023,3,1.3,energy-charts,True
PT,power,2023,4,1.1,energy-charts,True
PT,power,2023,5,1.36,energy-charts,True
PT,power,2023,6,2.16,energy-charts,True
PT,power,2023,7,2.39,energy-charts,True
PT,power,2023,8,1.96,energy-charts,True
PT,power,2023,9,2.11,energy-charts,True
PT,power,2023,10,1.43,energy-charts,True
PT,power,2023,11,1.13,energy-charts,True
PT,power,2023,12,1.01,energy-charts,True
PT,power,2024,1,1.37,energy-charts,True
PT,power,2024,2,0.82,energy-charts,True
PT,power,2024,3,0.92,energy-charts,True
PT,power,2024,4,0.33,energy-charts,True
PT,power,2024,5,0.25,energy-charts,True
PT,power,2024,6,0.31,energy-charts,True
PT,power,2024,7,0.76,energy-charts,True
PT,power,2024,8,0.77,energy-charts,True
PT,power,2024,9,0.82,energy-charts,True
PT,power,2024,10,0.86,energy-charts,True
PT,power,2024,11,1.15,energy-charts,True
PT,power,2024,12,1.47,energy-charts,True
PT,power,2025,1,1.37,energy-charts,True
PT,power,2025,2,1.12,energy-charts,True
PT,power,2025,3,0.88,energy-charts,True
PT,power,2025,4,0.52,energy-charts,True
PT,power,2025,5,0.86,energy-charts,True
PT,power,2025,6,1.37,energy-charts,True
PT,power,2025,7,1.5,energy-charts,True
PT,power,2025,8,1.47,energy-charts,True
PT,power,2025,9,1.42,energy-charts,True
PT,power,2025,10,1.56,energy-charts,True
PT,power,2025,11,1.47,energy-charts,True
PT,power,2025,12,1.23,energy-charts,True
PT,power,2026,1,1.5,energy-charts,True
PT,power,2026,2,1.9,energy-charts,True
PT,power,2026,3,1.34,energy-charts,True
PT,total,2019,1,5.56,calculated,True
PT,total,2019,2,4.54,calculated,True
PT,total,2019,3,4.29,calculated,True
PT,total,2019,4,4.79,calculated,True
PT,total,2019,5,5.65,calculated,True
PT,total,2019,6,6.03,calculated,True
PT,total,2019,7,6.51,calculated,True
PT,total,2019,8,5.82,calculated,True
PT,total,2019,9,5.78,calculated,True
PT,total,2019,10,6.31,calculated,True
PT,total,2019,11,5.66,calculated,True
PT,total,2019,12,5.14,calculated,True
PT,total,2020,1,6.55,calculated,True
PT,total,2020,2,5.24,calculated,True
PT,total,2020,3,5.16,calculated,True
PT,total,2020,4,3.51,calculated,True
PT,total,2020,5,3.81,calculated,True
PT,total,2020,6,4.88,calculated,True
PT,total,2020,7,6.38,calculated,True
PT,total,2020,8,6.1,calculated,True
PT,total,2020,9,6.57,calculated,True
PT,total,2020,10,6.05,calculated,True
PT,total,2020,11,5.79,calculated,True
PT,total,2020,12,4.91,calculated,True
PT,total,2021,1,5.77,calculated,True
PT,total,2021,2,3.92,calculated,True
PT,total,2021,3,4.82,calculated,True
PT,total,2021,4,5.55,calculated,True
PT,total,2021,5,4.73,calculated,True
PT,total,2021,6,5.76,calculated,True
PT,total,2021,7,5.18,calculated,True
PT,total,2021,8,4.79,calculated,True
PT,total,2021,9,5.79,calculated,True
PT,total,2021,10,5.13,calculated,True
PT,total,2021,11,5.42,calculated,True
PT,total,2021,12,4.83,calculated,True
PT,total,2022,1,5.39,calculated,True
PT,total,2022,2,4.78,calculated,True
PT,total,2022,3,5.18,calculated,True
PT,total,2022,4,4.45,calculated,True
PT,total,2022,5,4.9,calculated,True
PT,total,2022,6,5.34,calculated,True
PT,total,2022,7,5.49,calculated,True
PT,total,2022,8,5.19,calculated,True
PT,total,2022,9,4.96,calculated,True
PT,total,2022,10,4.88,calculated,True
PT,total,2022,11,5.17,calculated,True
PT,total,2022,12,4.05,calculated,True
PT,total,2023,1,3.79,calculated,True
PT,total,2023,2,4.74,calculated,True
PT,total,2023,3,3.88,calculated,True
PT,total,2023,4,3.33,calculated,True
PT,total,2023,5,3.66,calculated,True
PT,total,2023,6,4.29,calculated,True
PT,total,2023,7,4.57,calculated,True
PT,total,2023,8,3.96,calculated,True
PT,total,2023,9,4.32,calculated,True
PT,total,2023,10,3.51,calculated,True
PT,total,2023,11,3.49,calculated,True
PT,total,2023,12,3.54,calculated,True
PT,total,2024,1,4.02,calculated,True
PT,total,2024,2,3.39,calculated,True
PT,total,2024,3,3.62,calculated,True
PT,total,2024,4,2.71,calculated,True
PT,total,2024,5,2.64,calculated,True
PT,total,2024,6,2.51,calculated,True
PT,total,2024,7,3.01,calculated,True
PT,total,2024,8,2.76,calculated,True
PT,total,2024,9,3.09,calculated,True
PT,total,2024,10,3.27,calculated,True
PT,total,2024,11,3.49,calculated,True
PT,total,2024,12,3.93,calculated,True
PT,total,2025,1,3.67,calculated,True
PT,total,2025,2,3.32,calculated,True
PT,total,2025,3,3.27,calculated,True
PT,total,2025,4,2.68,calculated,True
PT,total,2025,5,3.75,calculated,True
PT,total,2025,6,3.29,calculated,True
PT,total,2025,7,3.54,calculated,True
PT,total,2025,8,3.24,calculated,True
PT,total,2025,9,3.66,calculated,True
PT,total,2025,10,3.89,calculated,True
PT,total,2025,11,3.77,calculated,True
PT,total,2025,12,3.7,calculated,True
PT,total,2026,1,4.05,calculated,True
PT,total,2026,2,4.32,calculated,True
PT,total,2026,3,3.67,calculated,True
RO,household,2019,1,14.15,entsog,True
RO,household,2019,2,10.86,entsog,True
RO,household,2019,3,8.4,entsog,True
RO,household,2019,4,5.96,entsog,True
RO,household,2019,5,3.59,entsog,True
RO,household,2019,6,2.29,entsog,True
RO,household,2019,7,2.38,entsog,True
RO,household,2019,8,2.27,entsog,True
RO,household,2019,9,2.49,entsog,True
RO,household,2019,10,4.66,entsog,True
RO,household,2019,11,7.26,entsog,True
RO,household,2019,12,11.38,entsog,True
RO,household,2020,1,13.38,entsog,True
RO,household,2020,2,10.42,entsog,True
RO,household,2020,3,8.71,entsog,True
RO,household,2020,4,5.28,entsog,True
RO,household,2020,5,3.13,entsog,True
RO,household,2020,6,2.47,entsog,True
RO,household,2020,7,2.34,entsog,True
RO,household,2020,8,2.21,entsog,True
RO,household,2020,9,2.35,entsog,True
RO,household,2020,10,4.63,entsog,True
RO,household,2020,11,9.35,entsog,True
RO,household,2020,12,11.39,entsog,True
RO,household,2021,1,12.88,entsog,True
RO,household,2021,2,11.28,entsog,True
RO,household,2021,3,11.12,entsog,True
RO,household,2021,4,7.66,entsog,True
RO,household,2021,5,3.43,entsog,True
RO,household,2021,6,2.73,entsog,True
RO,household,2021,7,2.28,entsog,True
RO,household,2021,8,2.21,entsog,True
RO,household,2021,9,2.93,entsog,True
RO,household,2021,10,6.49,entsog,True
RO,household,2021,11,8.88,entsog,True
RO,household,2021,12,12.18,entsog,True
RO,household,2022,1,13.03,entsog,True
RO,household,2022,2,10.05,entsog,True
RO,household,2022,3,10.65,entsog,True
RO,household,2022,4,5.52,entsog,True
RO,household,2022,5,2.9,entsog,True
RO,household,2022,6,2.21,entsog,True
RO,household,2022,7,2.12,entsog,True
RO,household,2022,8,2.12,entsog,True
RO,household,2022,9,2.54,entsog,True
RO,household,2022,10,3.94,entsog,True
RO,household,2022,11,7.13,entsog,True
RO,household,2022,12,10.88,entsog,True
RO,household,2023,1,10.47,entsog,True
RO,household,2023,2,10.68,entsog,True
RO,household,2023,3,8.38,entsog,True
RO,household,2023,4,6.22,entsog,True
RO,household,2023,5,3.31,entsog,True
RO,household,2023,6,2.07,entsog,True
RO,household,2023,7,1.97,entsog,True
RO,household,2023,8,1.76,entsog,True
RO,household,2023,9,2.05,entsog,True
RO,household,2023,10,3.41,entsog,True
RO,household,2023,11,7.75,entsog,True
RO,household,2023,12,11.19,entsog,True
RO,household,2024,1,12.62,entsog,True
RO,household,2024,2,8.5,entsog,True
RO,household,2024,3,8.02,entsog,True
RO,household,2024,4,3.56,entsog,True
RO,household,2024,5,2.71,entsog,True
RO,household,2024,6,1.89,entsog,True
RO,household,2024,7,1.9,entsog,True
RO,household,2024,8,1.84,entsog,True
RO,household,2024,9,2.23,entsog,True
RO,household,2024,10,4.85,entsog,True
RO,household,2024,11,9.93,entsog,True
RO,household,2024,12,11.5,entsog,True
RO,household,2025,1,11.56,entsog,True
RO,household,2025,2,12.06,entsog,True
RO,household,2025,3,7.89,entsog,True
RO,household,2025,4,5.32,entsog,True
RO,household,2025,5,3.37,entsog,True
RO,household,2025,6,1.97,entsog,True
RO,household,2025,7,1.96,entsog,True
RO,household,2025,8,1.99,entsog,True
RO,household,2025,9,2.29,entsog,True
RO,household,2025,10,6.07,entsog,True
RO,household,2025,11,7.89,entsog,True
RO,household,2025,12,11.17,entsog,True
RO,household,2026,1,13.75,entsog,True
RO,household,2026,2,10.97,entsog,True
RO,household,2026,3,8.55,entsog,True
RO,industry,2019,1,1.64,calculated,True
RO,industry,2019,2,1.29,calculated,True
RO,industry,2019,3,1.41,calculated,True
RO,industry,2019,4,1.25,calculated,True
RO,industry,2019,5,1.13,calculated,True
RO,industry,2019,6,0.45,calculated,True
