country,year,unit,lv1_demand,lv1_fce,lv1_fcne,lv1_transformation_input,lv1_direct_energy_sector,lv1_losses,lv2_demand,lv2_fce_industry,lv2_fce_household,lv2_fce_commercial,lv2_fce_other,lv2_fce_transport,lv2_fcne_industry,lv2_fcne_other,lv2_ti_electricity,lv2_ti_chp,lv2_ti_heat,lv2_ti_other,lv2_direct_energy_sector,lv2_losses,check_lv1_sum,check_lv1_gap,check_reconciles_lv1,check_lv2_sum,check_lv2_gap,check_reconciles_lv2
DE,2020,TJ_GCV,3536645.678,2422017.237,132472.275,899353.0,82803.166,0.0,3536645.678,914240.987,1011608.507,462641.711,11522.0,22004.032,132472.275,0.0,261947.0,562137.0,75269.0,0.0,82803.166,0.0,3536645.678,0.0,True,3536645.678,0.0,True
DE,2021,TJ_GCV,3774571.242,2658578.352,134199.0,916736.0,65057.89,0.0,3774571.242,953288.532,1168960.298,498518.752,11929.341,25881.429,134199.0,0.0,208287.0,618420.0,90029.0,0.0,65057.89,0.0,3774571.242,0.0,True,3774571.242,0.0,True
DE,2022,TJ_GCV,3237427.754,2312996.448,82714.0,807141.0,34576.306,0.0,3237427.754,837828.3,994157.946,425126.974,16347.958,39535.27,82714.0,0.0,186619.0,540753.0,79769.0,0.0,34576.306,0.0,3237427.754,0.0,True,3237427.754,0.0,True
DE,2023,TJ_GCV,3087929.096,2125190.026,83603.13,840561.471,37468.654,1105.815,3087929.096,791557.613,901074.433,380926.96,15382.343,36248.677,83603.13,0.0,163387.0,594622.471,82552.0,0.0,37468.654,1105.815,3087929.096,0.0,True,3087929.096,0.0,True
DE,2024,TJ_GCV,3132607.704,2094713.806,71181.902,922199.533,43383.867,1128.596,3132607.704,782835.41,896192.454,368781.055,15366.96,31537.927,71181.902,0.0,180228.0,628956.438,86823.0,26192.095,43383.867,1128.596,3132607.704,0.0,True,3132607.704,0.0,True
DK,1990,TJ_GCV,84551.0,52189.0,0.0,22085.0,10147.0,130.0,84551.0,24870.0,17867.0,6510.0,2942.0,0.0,0.0,0.0,0.0,8088.0,12259.0,1738.0,10147.0,130.0,84551.0,0.0,True,84551.0,0.0,True
DK,1991,TJ_GCV,95734.0,58574.0,0.0,26637.0,10393.0,130.0,95734.0,26760.0,21228.0,6952.0,3634.0,0.0,0.0,0.0,0.0,9733.0,15172.0,1732.0,10393.0,130.0,95734.0,0.0,True,95734.0,0.0,True
DK,1992,TJ_GCV,100660.0,60548.0,0.0,28017.0,11965.0,130.0,100660.0,27324.0,22458.0,7472.0,3294.0,0.0,0.0,0.0,0.0,12627.0,13722.0,1668.0,11965.0,130.0,100660.0,0.0,True,100660.0,0.0,True
DK,1993,TJ_GCV,113990.0,68643.0,0.0,33121.0,12095.0,131.0,113990.0,29755.0,26322.0,9087.0,3479.0,0.0,0.0,0.0,0.0,18761.0,12689.0,1671.0,12095.0,131.0,113990.0,0.0,True,113990.0,0.0,True
DK,1994,TJ_GCV,127368.0,70198.0,0.0,43711.0,13328.0,131.0,127368.0,33022.0,26310.0,7366.0,3500.0,0.0,0.0,0.0,0.0,31235.0,11067.0,1409.0,13328.0,131.0,127368.0,0.0,True,127368.0,0.0,True
DK,1995,TJ_GCV,147487.0,77264.0,0.0,56110.0,13982.0,131.0,147487.0,36267.0,28823.0,8604.0,3570.0,0.0,0.0,0.0,0.0,45367.0,9406.0,1337.0,13982.0,131.0,147487.0,0.0,True,147487.0,0.0,True
DK,1996,TJ_GCV,173739.0,83094.0,0.0,73862.0,16652.0,131.0,173739.0,34921.0,32741.0,11661.0,3771.0,0.0,0.0,0.0,0.0,65152.0,7409.0,1301.0,16652.0,131.0,173739.0,0.0,True,173739.0,0.0,True
DK,1997,TJ_GCV,182919.0,80542.0,0.0,80489.0,21756.0,132.0,182919.0,36864.0,30631.0,9386.0,3661.0,0.0,0.0,0.0,0.0,74364.0,4996.0,1129.0,21756.0,132.0,182919.0,0.0,True,182919.0,0.0,True
DK,1998,TJ_GCV,198737.0,80239.0,0.0,94185.0,24180.0,133.0,198737.0,36204.0,31653.0,8934.0,3448.0,0.0,0.0,0.0,0.0,88999.0,4173.0,1013.0,24180.0,133.0,198737.0,0.0,True,198737.0,0.0,True
DK,1999,TJ_GCV,208913.0,81308.0,0.0,101143.0,26329.0,133.0,208913.0,38926.0,31527.0,7707.0,3148.0,0.0,0.0,0.0,0.0,96846.0,3433.0,864.0,26329.0,133.0,208913.0,0.0,True,208913.0,0.0,True
DK,2000,TJ_GCV,206912.0,77566.0,0.0,101191.0,27991.0,164.0,206912.0,36189.0,30632.0,7461.0,3284.0,0.0,0.0,0.0,0.0,98249.0,2942.0,0.0,27991.0,164.0,206912.0,0.0,True,206912.0,0.0,True
DK,2001,TJ_GCV,215467.0,82650.0,0.0,105393.0,27259.0,165.0,215467.0,38950.0,32514.0,7535.0,3651.0,0.0,0.0,0.0,0.0,101806.0,3587.0,0.0,27259.0,165.0,215467.0,0.0,True,215467.0,0.0,True
DK,2002,TJ_GCV,215256.0,77303.0,0.0,108554.0,29237.0,162.0,215256.0,34747.0,31202.0,7934.0,3420.0,0.0,0.0,0.0,0.0,105499.0,3055.0,0.0,29237.0,162.0,215256.0,0.0,True,215256.0,0.0,True
DK,2003,TJ_GCV,217845.0,81049.0,0.0,107357.0,29279.0,160.0,217845.0,34804.0,33359.0,9704.0,3182.0,0.0,0.0,0.0,0.0,103642.0,3715.0,0.0,29279.0,160.0,217845.0,0.0,True,217845.0,0.0,True
DK,2004,TJ_GCV,216886.0,79194.0,0.0,107341.0,30191.0,160.0,216886.0,33221.0,33175.0,9686.0,3112.0,0.0,0.0,0.0,0.0,103915.0,3426.0,0.0,30191.0,160.0,216886.0,0.0,True,216886.0,0.0,True
DK,2005,TJ_GCV,208379.0,79428.0,0.0,97728.0,31066.0,157.0,208379.0,33237.0,32804.0,10296.0,3091.0,0.0,0.0,0.0,0.0,92867.0,4861.0,0.0,31066.0,157.0,208379.0,0.0,True,208379.0,0.0,True
DK,2006,TJ_GCV,212451.0,79518.0,0.0,101120.0,31659.0,154.0,212451.0,33245.0,31763.0,11434.0,3076.0,0.0,0.0,0.0,0.0,96005.0,5115.0,0.0,31659.0,154.0,212451.0,0.0,True,212451.0,0.0,True
DK,2007,TJ_GCV,190112.0,76214.0,0.0,82364.0,31382.0,152.0,190112.0,33315.0,29525.0,10707.0,2667.0,0.0,0.0,0.0,0.0,75039.0,7325.0,0.0,31382.0,152.0,190112.0,0.0,True,190112.0,0.0,True
DK,2008,TJ_GCV,191166.0,76154.0,0.0,83749.0,31111.0,152.0,191166.0,33630.0,29467.0,10620.0,2437.0,0.0,0.0,0.0,0.0,76367.0,7382.0,0.0,31111.0,152.0,191166.0,0.0,True,191166.0,0.0,True
DK,2009,TJ_GCV,183341.0,73642.0,0.0,80234.0,29311.0,154.0,183341.0,30783.0,29661.0,10728.0,2470.0,0.0,0.0,0.0,0.0,70767.0,9467.0,0.0,29311.0,154.0,183341.0,0.0,True,183341.0,0.0,True
DK,2010,TJ_GCV,205455.0,81248.0,0.0,95203.0,28848.0,156.0,205455.0,33175.0,34947.0,10586.0,2540.0,0.0,0.0,0.0,0.0,84297.0,10906.0,0.0,28848.0,156.0,205455.0,0.0,True,205455.0,0.0,True
DK,2011,TJ_GCV,173595.0,74012.0,0.0,71991.0,27435.0,157.0,173595.0,33198.0,30207.0,8271.0,2336.0,0.0,0.0,0.0,0.0,62624.0,9367.0,0.0,27435.0,157.0,173595.0,0.0,True,173595.0,0.0,True
DK,2012,TJ_GCV,162773.0,73520.0,0.0,61296.0,27800.0,157.0,162773.0,31788.0,30232.0,9230.0,2270.0,0.0,0.0,0.0,0.0,47273.0,14023.0,0.0,27800.0,157.0,162773.0,0.0,True,162773.0,0.0,True
DK,2013,TJ_GCV,153441.0,73498.0,0.0,53766.0,26019.0,158.0,153441.0,31463.0,30234.0,9649.0,2152.0,0.0,0.0,0.0,0.0,39517.0,14249.0,0.0,26019.0,158.0,153441.0,0.0,True,153441.0,0.0,True
DK,2014,TJ_GCV,132376.97,67193.315,0.0,39409.648,25609.953,164.053,132376.97,31789.348,26314.845,7134.734,1954.389,0.0,0.0,0.0,0.0,23255.852,16153.796,0.0,25609.953,164.053,132376.969,0.001,True,132376.97,0.0,True
DK,2015,TJ_GCV,136168.106,70493.535,0.0,38668.747,26844.551,161.273,136168.106,30929.224,27826.637,8029.993,1956.182,1751.499,0.0,0.0,0.0,20325.234,18343.513,0.0,26844.551,161.273,136168.106,0.0,True,136168.106,0.0,True
DK,2016,TJ_GCV,140354.736,72816.529,0.0,42725.184,24652.239,160.784,140354.736,30814.902,29755.088,8285.135,2143.938,1817.466,0.0,0.0,0.0,24090.132,18635.052,0.0,24652.239,160.784,140354.736,0.0,True,140354.736,0.0,True
DK,2017,TJ_GCV,136379.586,73655.12,0.0,36840.356,25731.606,152.503,136379.586,31987.322,28813.031,8630.685,2244.895,1979.187,0.0,0.0,0.0,21735.44,15104.916,0.0,25731.606,152.503,136379.585,0.001,True,136379.585,0.001,True
DK,2018,TJ_GCV,133212.666,72308.417,0.0,36856.281,23897.409,150.558,133212.666,33311.599,28485.907,8150.627,1917.704,442.58,0.0,0.0,0.0,21473.065,15383.216,0.0,23897.409,150.558,133212.665,0.001,True,133212.665,0.001,True
DK,2019,TJ_GCV,126997.726,70823.212,0.0,33203.985,22827.009,143.519,126997.726,31486.617,28520.42,8470.015,1852.731,493.429,0.0,0.0,0.0,21330.477,11873.508,0.0,22827.009,143.519,126997.725,0.001,True,126997.725,0.001,True
DK,2020,TJ_GCV,108379.794,68684.443,0.0,23312.238,16254.79,128.323,108379.794,30987.645,27431.25,7919.557,1832.691,513.3,0.0,0.0,0.0,12271.031,11041.207,0.0,16254.79,128.323,108379.794,0.0,True,108379.794,0.0,True
DK,2021,TJ_GCV,117523.05,73636.586,0.0,24709.297,19056.037,121.13,117523.05,33897.813,26824.237,10422.904,1883.424,608.208,0.0,0.0,0.0,15250.356,9458.941,0.0,19056.037,121.13,117523.05,0.0,True,117523.05,0.0,True
DK,2022,TJ_GCV,91572.387,56841.189,0.0,15391.159,19190.811,149.228,91572.387,26562.628,21849.177,6972.429,946.003,510.951,0.0,0.0,0.0,9756.646,5634.513,0.0,19190.811,149.228,91572.387,0.0,True,91572.386,0.001,True
DK,2023,TJ_GCV,90719.89,54616.64,0.0,17571.964,18382.637,148.65,90719.89,26764.125,20524.855,5841.017,966.888,519.756,0.0,0.0,0.0,9676.944,7895.02,0.0,18382.637,148.65,90719.891,-0.001,True,90719.892,-0.002,True
DK,2024,TJ_GCV,94900.522,56357.653,0.0,17382.468,21010.567,149.833,94900.522,28643.634,19711.938,6495.686,1014.007,492.388,0.0,0.0,0.0,8979.83,8402.639,0.0,21010.567,149.833,94900.521,0.001,True,94900.522,0.0,True
EA20,1990,TJ_GCV,8761251.001,6135256.152,511227.0,1861869.0,202536.849,50362.0,8761251.001,2765955.152,2245812.41,864986.59,242423.0,16079.0,511227.0,0.0,888472.0,724936.0,150157.0,98304.0,202536.849,50362.0,8761251.001,0.0,True,8761251.001,0.0,True
EA20,1991,TJ_GCV,9372097.389,6712055.048,501314.0,1872093.0,215631.341,71004.0,9372097.389,2783923.048,2623212.918,999908.082,288715.0,16296.0,501314.0,0.0,843262.0,788620.0,147690.0,92521.0,215631.341,71004.0,9372097.389,0.0,True,9372097.389,0.0,True
EA20,1992,TJ_GCV,9185607.001,6683700.436,486818.0,1726894.0,209502.565,78692.0,9185607.001,2802122.436,2574969.538,1006857.462,284249.0,15502.0,486818.0,0.0,780700.0,758300.0,110468.0,77426.0,209502.565,78692.0,9185607.001,0.0,True,9185607.001,0.0,True
EA20,1993,TJ_GCV,9313649.196,6885602.609,425067.0,1740696.0,203743.587,58540.0,9313649.196,2771412.609,2768370.658,1033120.342,296808.0,15891.0,425067.0,0.0,801147.0,807796.0,79011.0,52742.0,203743.587,58540.0,9313649.196,0.0,True,9313649.196,0.0,True
EA20,1994,TJ_GCV,9351569.561,6814144.223,456394.0,1834654.0,191964.338,54413.0,9351569.561,2808495.223,2660643.742,1015569.258,313210.0,16226.0,456394.0,0.0,860945.0,859546.0,82758.0,31405.0,191964.338,54413.0,9351569.561,0.0,True,9351569.561,0.0,True
EA20,1995,TJ_GCV,10000103.999,7283267.189,476166.0,1997600.0,191006.81,52064.0,10000103.999,2969161.189,2917222.466,1045188.534,334402.0,17293.0,476166.0,0.0,928094.0,859755.0,189400.0,20351.0,191006.81,52064.0,10000103.999,0.0,True,10000103.999,0.0,True
EA20,1996,TJ_GCV,10892154.999,7986879.356,478485.0,2176878.0,195540.643,54372.0,10892154.999,3053454.356,3320669.855,1164157.145,428703.0,19895.0,478485.0,0.0,999107.0,990798.0,169928.0,17045.0,195540.643,54372.0,10892154.999,0.0,True,10892154.999,0.0,True
EA20,1997,TJ_GCV,10807808.0,7687361.476,515536.0,2368865.0,182223.524,53822.0,10807808.0,3078525.476,3065342.596,1116581.404,405685.0,21227.0,515536.0,0.0,1096388.0,1100558.0,164320.0,7599.0,182223.524,53822.0,10807808.0,0.0,True,10807808.0,0.0,True
EA20,1998,TJ_GCV,11156224.765,7882566.091,510170.0,2518261.0,189880.674,55347.0,11156224.765,3181698.091,3182687.325,1099768.675,395855.0,22557.0,510170.0,0.0,1314634.0,1036369.0,157188.0,10070.0,189880.674,55347.0,11156224.765,0.0,True,11156224.765,0.0,True
EA20,1999,TJ_GCV,11647927.411,8062344.374,510806.0,2827323.0,191067.037,56387.0,11647927.411,3299520.374,3203194.669,1146147.331,388828.0,24654.0,510806.0,0.0,1531597.0,1125451.0,160012.0,10263.0,191067.037,56387.0,11647927.411,0.0,True,11647927.411,0.0,True
EA20,2000,TJ_GCV,11957766.007,8212078.516,521591.0,2962763.267,194583.224,66750.0,11957766.007,3490410.481,3208094.613,1112261.261,374836.161,26476.0,521591.0,0.0,1467016.0,1309503.631,175298.636,10945.0,194583.224,66750.0,11957766.007,0.0,True,11957766.007,0.0,True
EA20,2001,TJ_GCV,12363969.6,8489870.746,502211.2,3135210.758,174994.896,61682.0,12363969.6,3525852.573,3384253.593,1144167.009,374453.571,61144.0,502211.2,0.0,1525280.803,1429538.454,170667.501,9724.0,174994.896,61682.0,12363969.6,0.0,True,12363969.6,0.0,True
EA20,2002,TJ_GCV,12477301.0,8419505.449,473562.0,3344847.723,178775.828,60610.0,12477301.0,3556368.151,3363729.391,1081712.154,364089.753,53606.0,473562.0,0.0,1630339.964,1531310.542,173830.217,9367.0,178775.828,60610.0,12477301.0,0.0,True,12477301.0,0.0,True
EA20,2003,TJ_GCV,13102896.999,8714476.978,471486.0,3715926.02,145959.001,55049.0,13102896.999,3601771.982,3504403.13,1331014.613,178210.253,99077.0,471486.0,0.0,1472026.385,1967758.175,269098.46,7043.0,145959.001,55049.0,13102896.999,0.0,True,13102896.999,0.0,True
EA20,2004,TJ_GCV,13526296.7,8717979.08,487155.9,4092626.276,154225.844,74309.6,13526296.7,3494367.435,3558676.514,1360909.215,195494.516,108531.4,487155.9,0.0,1668241.739,2180981.667,235018.87,8384.0,154225.844,74309.6,13526296.7,0.0,True,13526296.7,0.0,True
EA20,2005,TJ_GCV,14029138.517,8846988.7,480505.389,4456412.963,171967.188,73264.277,14029138.517,3589339.19,3553477.0,1412508.458,188063.363,103600.689,480505.389,0.0,1873286.927,2324241.539,249972.497,8912.0,171967.188,73264.277,14029138.517,0.0,True,14029138.517,0.0,True
EA20,2006,TJ_GCV,14004518.257,8609246.654,445795.387,4635874.183,247342.708,66259.325,14004518.257,3307078.064,3470583.29,1512182.664,225546.647,93855.989,445795.387,0.0,2006692.016,2398046.369,220810.798,10325.0,247342.708,66259.325,14004518.257,0.0,True,14004518.257,0.0,True
EA20,2007,TJ_GCV,13871730.422,8252081.209,483229.223,4799398.768,270539.968,66481.254,13871730.422,3391266.34,3207892.604,1370600.81,186062.937,96258.518,479007.223,4222.0,2124522.564,2451061.71,209711.494,14103.0,270539.968,66481.254,13871730.422,0.0,True,13871730.422,0.0,True
EA20,2008,TJ_GCV,14299685.739,8415842.503,450510.052,5078505.169,303651.391,51176.624,14299685.739,3286640.624,3374704.465,1479418.379,175698.362,99380.673,449288.052,1222.0,2396185.433,2456622.189,209322.547,16375.0,303651.391,51176.624,14299685.739,0.0,True,14299685.739,0.0,True
EA20,2009,TJ_GCV,13512902.154,7949366.409,420058.182,4804157.726,291747.071,47572.766,13512902.154,2775155.238,3412519.79,1496927.504,174716.928,90046.949,395614.182,24444.0,2201070.294,2368163.21,220045.222,14879.0,291747.071,47572.766,13512902.154,0.0,True,13512902.154,0.0,True
EA20,2010,TJ_GCV,14614046.992,8710138.349,486966.898,5019841.66,340382.394,56717.691,14614046.992,3081062.139,3716814.078,1581655.049,233495.951,97111.132,445633.898,41333.0,2200173.194,2550219.492,252989.018,16459.956,340382.394,56717.691,14614046.992,0.0,True,14614046.992,0.0,True
EA20,2011,TJ_GCV,13392395.685,7934251.563,500363.697,4560680.126,345937.809,51162.49,13392395.685,3037506.985,3230803.635,1348214.237,207493.925,110232.781,459807.697,40556.0,1958486.284,2364301.619,217599.651,20292.572,345937.809,51162.49,13392395.685,0.0,True,13392395.685,0.0,True
EA20,2012,TJ_GCV,13143572.692,8203808.631,474495.26,4043318.244,367095.307,54855.25,13143572.692,3040664.727,3426411.68,1434118.013,203250.383,99363.828,438606.26,35889.0,1484290.93,2308501.356,223699.247,26826.711,367095.307,54855.25,13143572.692,0.0,True,13143572.692,0.0,True
EA20,2013,TJ_GCV,12847443.971,8428276.324,473477.004,3513969.983,375039.94,56680.72,12847443.971,3075861.333,3505737.735,1537527.969,199511.418,109637.869,461255.004,12222.0,1131223.044,2118308.805,229574.313,34863.821,375039.94,56680.72,12847443.971,0.0,True,12847443.971,0.0,True
EA20,2014,TJ_GCV,11386203.125,7419264.273,489010.88,3054506.746,372733.702,50687.524,11386203.125,2969944.337,2838796.608,1322955.377,183777.879,103790.072,472121.88,16889.0,937931.581,1888768.989,196393.011,31413.165,372733.702,50687.524,11386203.125,0.0,True,11386203.125,0.0,True
EA20,2015,TJ_GCV,11911009.248,7704282.431,480315.253,3297482.496,379345.269,49583.799,11911009.248,2918773.418,3087894.232,1431917.358,159844.315,105853.108,480315.253,0.0,1091281.356,1977333.464,196409.355,32458.321,379345.269,49583.799,11911009.248,0.0,True,11911009.248,0.0,True
EA20,2016,TJ_GCV,12667703.597,8018114.194,473653.238,3762373.579,365289.995,48272.591,12667703.597,3026698.031,3279381.853,1444157.088,155289.647,112587.575,473653.238,0.0,1412263.498,2113187.155,202104.511,34818.415,365289.995,48272.591,12667703.597,0.0,True,12667703.597,0.0,True
EA20,2017,TJ_GCV,13191561.704,8052625.423,519619.54,4179264.335,387996.537,52055.869,13191561.704,3087946.192,3240142.375,1457463.86,151449.13,115623.866,513586.346,6033.194,1730366.937,2199784.467,213270.178,35842.753,387996.537,52055.869,13191561.704,0.0,True,13191561.704,0.0,True
EA20,2018,TJ_GCV,12961234.077,8063220.085,511092.36,3893820.929,440637.541,52463.161,12961234.077,3042388.353,3206696.732,1541489.926,149905.324,122739.75,511092.36,0.0,1539807.995,2128395.659,192463.03,33154.246,440637.541,52463.161,12961234.076,0.001,True,12961234.077,0.0,True
EA20,2019,TJ_GCV,13399500.957,7948702.971,548286.386,4406287.0,443718.014,52506.586,13399500.957,3021556.232,3166123.72,1460288.524,162255.701,138478.794,548286.386,0.0,2001692.37,2191178.099,180192.22,33224.31,443718.014,52506.586,13399500.957,0.0,True,13399500.956,0.001,True
EA20,2020,TJ_GCV,12986585.429,7724187.321,499996.819,4289352.102,430180.762,42868.426,12986585.429,2946243.003,3103141.017,1408188.704,154826.957,111787.64,499996.819,0.0,1957508.775,2120207.429,179825.772,31810.126,430180.762,42868.426,12986585.43,-0.001,True,12986585.43,-0.001,True
EA20,2021,TJ_GCV,13591112.212,8499895.459,492280.246,4165685.273,390559.675,42691.558,13591112.212,3261025.955,3440830.456,1491880.855,169499.077,136659.116,476882.242,15398.004,1822211.613,2102030.273,210638.0,30805.388,390559.675,42691.558,13591112.211,0.001,True,13591112.212,0.0,True
EA20,2022,TJ_GCV,11911408.126,7266036.844,331190.391,4044483.855,226885.272,42811.765,11911408.126,2838523.443,2890654.849,1261528.202,136834.162,138496.188,331190.391,0.0,2003259.387,1852503.152,169210.117,19511.199,226885.272,42811.765,11911408.127,-0.001,True,11911408.127,-0.001,True
EA20,2023,TJ_GCV,10951686.458,6769512.378,334028.819,3536172.166,270551.782,41421.314,10951686.458,2689375.373,2603732.462,1205868.124,138993.794,131542.625,333986.647,42.172,1504391.952,1816360.9,186096.873,29322.441,270551.782,41421.314,10951686.459,-0.001,True,10951686.459,-0.001,True
EA20,2024,TJ_GCV,10924003.57,6799491.712,289866.741,3534583.846,263772.484,36288.788,10924003.57,2710655.187,2598652.486,1212776.255,148392.491,129015.293,289866.741,0.0,1368477.411,1770411.525,199387.927,196306.984,263772.484,36288.788,10924003.571,-0.001,True,10924003.572,-0.002,True
EA21,1990,TJ_GCV,9013321.001,6225678.152,541651.0,1988542.0,203955.849,53494.0,9013321.001,2855527.152,2245812.41,865832.59,242427.0,16079.0,541651.0,0.0,888472.0,826017.0,175749.0,98304.0,203955.849,53494.0,9013321.001,0.0,True,9013321.001,0.0,True
EA21,1991,TJ_GCV,9584975.389,6787406.048,516818.0,1990669.0,217172.341,72910.0,9584975.389,2859042.048,2623212.918,1000140.082,288715.0,16296.0,516818.0,0.0,843262.0,884949.0,169937.0,92521.0,217172.341,72910.0,9584975.389,0.0,True,9584975.389,0.0,True
EA21,1992,TJ_GCV,9374092.001,6747265.436,498349.0,1835213.0,212683.565,80581.0,9374092.001,2865365.436,2574969.538,1007179.462,284249.0,15502.0,498349.0,0.0,780700.0,847081.0,128843.0,78589.0,212683.565,80581.0,9374092.001,0.0,True,9374092.001,0.0,True
EA21,1993,TJ_GCV,9489032.196,6932492.609,452035.0,1835965.0,207237.587,61302.0,9489032.196,2817991.609,2768370.658,1033431.342,296808.0,15891.0,452035.0,0.0,801147.0,880148.0,100751.0,53919.0,207237.587,61302.0,9489032.196,0.0,True,9489032.196,0.0,True
EA21,1994,TJ_GCV,9527020.561,6871069.223,482734.0,1919567.0,194763.338,58887.0,9527020.561,2865078.223,2660643.742,1015911.258,313210.0,16226.0,482734.0,0.0,860945.0,920768.0,105495.0,32359.0,194763.338,58887.0,9527020.561,0.0,True,9527020.561,0.0,True
EA21,1995,TJ_GCV,10211860.999,7355556.189,501397.0,2104661.0,194314.81,55932.0,10211860.999,3040515.189,2917222.466,1046123.534,334402.0,17293.0,501397.0,0.0,928094.0,936805.0,218402.0,21360.0,194314.81,55932.0,10211860.999,0.0,True,10211860.999,0.0,True
EA21,1996,TJ_GCV,11108491.999,8056031.356,507872.0,2286614.0,199252.643,58722.0,11108491.999,3120968.356,3320669.855,1165795.145,428703.0,19895.0,507872.0,0.0,999107.0,1066186.0,203220.0,18101.0,199252.643,58722.0,11108491.999,0.0,True,11108491.999,0.0,True
EA21,1997,TJ_GCV,10980397.0,7779312.476,528886.0,2431163.0,185213.524,55822.0,10980397.0,3168993.476,3065342.596,1117530.404,405695.0,21751.0,528886.0,0.0,1096388.0,1144840.0,181326.0,8609.0,185213.524,55822.0,10980397.0,0.0,True,10980397.0,0.0,True
EA21,1998,TJ_GCV,11300630.765,7955887.091,518571.0,2578003.0,191723.674,56446.0,11300630.765,3249885.091,3182687.325,1100740.675,395885.0,26689.0,518571.0,0.0,1314671.0,1079002.0,173366.0,10964.0,191723.674,56446.0,11300630.765,0.0,True,11300630.765,0.0,True
EA21,1999,TJ_GCV,11773041.411,8114878.374,519829.0,2885068.0,194855.037,58411.0,11773041.411,3347465.374,3203194.669,1146897.331,389094.0,28227.0,519829.0,0.0,1531633.0,1167196.0,174962.0,11277.0,194855.037,58411.0,11773041.411,0.0,True,11773041.411,0.0,True
EA21,2000,TJ_GCV,12094039.007,8276619.516,536573.0,3014155.267,198174.224,68517.0,12094039.007,3546120.481,3208103.613,1112831.261,375436.161,34128.0,536573.0,0.0,1467114.0,1346777.631,188363.636,11900.0,198174.224,68517.0,12094039.007,0.0,True,12094039.007,0.0,True
EA21,2001,TJ_GCV,12490798.6,8545686.746,517040.2,3183676.758,178556.896,65838.0,12490798.6,3573728.573,3384290.593,1144983.009,375121.571,67563.0,517040.2,0.0,1526170.803,1463525.454,183217.501,10763.0,178556.896,65838.0,12490798.6,0.0,True,12490798.6,0.0,True
EA21,2002,TJ_GCV,12588396.0,8469407.449,483586.0,3389725.723,181774.828,63902.0,12588396.0,3598118.151,3363788.391,1082639.154,364787.753,60074.0,483586.0,0.0,1631825.964,1562262.542,185307.217,10330.0,181774.828,63902.0,12588396.0,0.0,True,12588396.0,0.0,True
EA21,2003,TJ_GCV,13218652.999,8765671.978,481903.0,3763044.02,149221.001,58813.0,13218652.999,3646673.982,3504547.13,1332318.613,178983.253,103149.0,481903.0,0.0,1472442.385,2001000.175,281719.46,7882.0,149221.001,58813.0,13218652.999,0.0,True,13218652.999,0.0,True
EA21,2004,TJ_GCV,13642470.7,8771837.08,499497.9,4135363.276,157758.844,78013.6,13642470.7,3538974.435,3558944.514,1362365.215,196494.516,115058.4,499497.9,0.0,1668761.739,2211069.667,246111.87,9420.0,157758.844,78013.6,13642470.7,0.0,True,13642470.7,0.0,True
EA21,2005,TJ_GCV,14158871.517,8910590.7,494948.389,4502848.963,174876.188,75607.277,14158871.517,3638089.19,3554132.0,1414535.458,189298.363,114535.689,494948.389,0.0,1874188.927,2353278.539,265501.497,9880.0,174876.188,75607.277,14158871.517,0.0,True,14158871.517,0.0,True
EA21,2006,TJ_GCV,14137050.257,8677407.654,457178.387,4683838.183,250549.708,68076.325,14137050.257,3357838.064,3471721.29,1515183.664,227035.647,105628.989,457178.387,0.0,2008083.016,2428760.369,235662.798,11332.0,250549.708,68076.325,14137050.257,0.0,True,14137050.257,0.0,True
EA21,2007,TJ_GCV,14007790.422,8324926.209,494586.223,4846023.768,273701.968,68552.254,14007790.422,3443900.34,3209416.604,1373865.81,187571.937,110171.518,490364.223,4222.0,2124940.564,2486656.71,219148.494,15278.0,273701.968,68552.254,14007790.422,0.0,True,14007790.422,0.0,True
EA21,2008,TJ_GCV,14432227.739,8485183.503,463118.052,5125566.169,305416.391,52943.624,14432227.739,3335138.624,3376514.465,1483196.379,177314.362,113019.673,461896.052,1222.0,2396527.433,2491564.189,219689.547,17785.0,305416.391,52943.624,14432227.739,0.0,True,14432227.739,0.0,True
EA21,2009,TJ_GCV,13612195.154,7995506.409,427326.182,4847447.726,293570.071,48344.766,13612195.154,2805872.238,3414882.79,1499999.504,175924.928,98826.949,402882.182,24444.0,2201211.294,2399733.21,230703.222,15800.0,293570.071,48344.766,13612195.154,0.0,True,13612195.154,0.0,True
EA21,2010,TJ_GCV,14720210.992,8759364.349,495910.898,5065977.66,341636.394,57321.691,14720210.992,3113507.139,3719109.078,1585383.049,234635.951,106729.132,454577.898,41333.0,2200388.194,2581886.492,265662.018,18040.956,341636.394,57321.691,14720210.992,0.0,True,14720210.992,0.0,True
EA21,2011,TJ_GCV,13513439.685,7993510.563,511960.697,4608758.126,347695.809,51514.49,13513439.685,3076738.985,3233406.635,1352055.237,208775.925,122533.781,471404.697,40556.0,1958660.284,2399640.619,228566.651,21890.572,347695.809,51514.49,13513439.685,0.0,True,13513439.685,0.0,True
EA21,2012,TJ_GCV,13256850.692,8258803.631,483063.26,4090845.244,368801.307,55337.25,13256850.692,3075845.727,3428897.68,1437917.013,204299.383,111843.828,447174.26,35889.0,1484435.93,2345360.356,232739.247,28309.711,368801.307,55337.25,13256850.692,0.0,True,13256850.692,0.0,True
