month,country,type,demand,demand_TWh
2018-12,AT,power,2565.6,2.5656e-06
2019-01,AT,power,131151.58333333334,0.00013115158333333333
2019-02,AT,power,103699.825,0.000103699825
2019-03,AT,power,55475.125,5.5475125e-05
2019-04,AT,power,43959.15833333333,4.395915833333333e-05
2019-05,AT,power,6556.291666666667,6.556291666666667e-06
2019-06,AT,power,14993.199999999999,1.4993199999999999e-05
2019-07,AT,power,40959.025,4.0959025e-05
2019-08,AT,power,58681.95,5.8681949999999995e-05
2019-09,AT,power,77296.06666666667,7.729606666666667e-05
2019-10,AT,power,102909.26666666666,0.00010290926666666667
2019-11,AT,power,105754.55,0.00010575455
2019-12,AT,power,105678.55833333333,0.00010567855833333333
2020-01,AT,power,151962.05,0.00015196205
2020-02,AT,power,82900.45833333333,8.290045833333333e-05
2020-03,AT,power,78777.84166666666,7.877784166666665e-05
2020-04,AT,power,34271.333333333336,3.427133333333334e-05
2020-05,AT,power,7057.025,7.0570249999999996e-06
2020-06,AT,power,7792.383333333333,7.792383333333333e-06
2020-07,AT,power,36828.05,3.6828050000000004e-05
2020-08,AT,power,33462.1,3.34621e-05
2020-09,AT,power,33012.775,3.3012775e-05
2020-10,AT,power,67157.7,6.71577e-05
2020-11,AT,power,98738.96666666667,9.873896666666668e-05
2020-12,AT,power,122737.15833333333,0.00012273715833333333
2021-01,AT,power,121399.29166666666,0.00012139929166666666
2021-02,AT,power,95712.11666666667,9.571211666666666e-05
2021-03,AT,power,92052.96666666666,9.205296666666665e-05
2021-04,AT,power,70902.28333333333,7.090228333333332e-05
2021-05,AT,power,22513.066666666666,2.2513066666666666e-05
2021-06,AT,power,6410.016666666666,6.410016666666666e-06
2021-07,AT,power,6459.116666666667,6.459116666666666e-06
2021-08,AT,power,4724.858333333333,4.724858333333333e-06
2021-09,AT,power,15588.991666666667,1.5588991666666668e-05
2021-10,AT,power,77736.41666666667,7.773641666666667e-05
2021-11,AT,power,138658.73333333334,0.00013865873333333335
2021-12,AT,power,130887.49166666667,0.00013088749166666666
2022-01,AT,power,131576.20833333334,0.00013157620833333333
2022-02,AT,power,105505.75,0.00010550575
2022-03,AT,power,124879.76666666666,0.00012487976666666667
2022-04,AT,power,61114.35,6.111435e-05
2022-05,AT,power,47012.89166666666,4.701289166666666e-05
2022-06,AT,power,10625.25,1.062525e-05
2022-07,AT,power,16617.383333333335,1.6617383333333334e-05
2022-08,AT,power,15813.533333333333,1.5813533333333334e-05
2022-09,AT,power,60338.666666666664,6.0338666666666665e-05
2022-10,AT,power,64659.441666666666,6.465944166666666e-05
2022-11,AT,power,100522.83333333333,0.00010052283333333333
2022-12,AT,power,107021.8,0.0001070218
2023-01,AT,power,86773.16666666666,8.677316666666665e-05
2023-02,AT,power,90460.55833333333,9.046055833333334e-05
2023-03,AT,power,66565.875,6.6565875e-05
2023-04,AT,power,52396.175,5.2396175e-05
2023-05,AT,power,20835.85,2.0835849999999998e-05
2023-06,AT,power,2483.3333333333335,2.4833333333333334e-06
2023-07,AT,power,10301.216666666667,1.0301216666666667e-05
2023-08,AT,power,2643.0750000000003,2.643075e-06
2023-09,AT,power,23846.158333333333,2.3846158333333334e-05
2023-10,AT,power,38110.275,3.8110275e-05
2023-11,AT,power,63620.7,6.36207e-05
2023-12,AT,power,79756.09999999999,7.97561e-05
2024-01,AT,power,100726.25833333333,0.00010072625833333333
2024-02,AT,power,53496.6,5.34966e-05
2024-03,AT,power,41079.65833333333,4.1079658333333334e-05
2024-04,AT,power,17159.733333333334,1.7159733333333334e-05
2024-05,AT,power,983.8416666666667,9.838416666666668e-07
2024-06,AT,power,3074.9333333333334,3.0749333333333334e-06
2024-07,AT,power,1372.7166666666667,1.3727166666666667e-06
2024-08,AT,power,6596.233333333334,6.596233333333334e-06
2024-09,AT,power,7403.458333333333,7.403458333333333e-06
2024-10,AT,power,33623.725,3.3623724999999996e-05
2024-11,AT,power,119523.20833333333,0.00011952320833333333
2024-12,AT,power,113517.31666666667,0.00011351731666666666
2025-01,AT,power,28656.879166666666,2.8656879166666664e-05
2019-01,AT,total,13783888527.0,13.783888527
2019-02,AT,total,10265904401.0,10.265904401
2019-03,AT,total,6612823733.916,6.6128237339160005
2019-04,AT,total,6602446359.511,6.602446359511
2019-05,AT,total,5759787669.989,5.7597876699890005
2019-06,AT,total,4037619804.67,4.03761980467
2019-07,AT,total,4359022867.068,4.359022867068
2019-08,AT,total,5031169957.993,5.031169957993
2019-09,AT,total,6418073463.958,6.418073463958001
2019-10,AT,total,8404681699.997,8.404681699996999
2019-11,AT,total,9940213181.077,9.940213181077
2019-12,AT,total,11323720190.729,11.323720190729
2020-01,AT,total,13408606557.493,13.408606557493
2020-02,AT,total,9813996958.23,9.81399695823
2020-03,AT,total,9287013227.902,9.287013227902001
2020-04,AT,total,5789306837.341,5.789306837341
2020-05,AT,total,4755062269.234,4.755062269234
2020-06,AT,total,3833403420.894,3.833403420894
2020-07,AT,total,4200741279.556,4.200741279556
2020-08,AT,total,4154539565.34,4.15453956534
2020-09,AT,total,4873951691.317,4.873951691317
2020-10,AT,total,7962595547.212,7.962595547212
2020-11,AT,total,10519918227.09,10.51991822709
2020-12,AT,total,12027781626.101,12.027781626101
2021-01,AT,total,13027346193.038,13.027346193038
2021-02,AT,total,10695260599.591,10.695260599591
2021-03,AT,total,10373659637.116,10.373659637115999
2021-04,AT,total,8481673612.843,8.481673612843
2021-05,AT,total,5695495530.472,5.695495530472
2021-06,AT,total,3974175205.291,3.974175205291
2021-07,AT,total,3945900939.59,3.94590093959
2021-08,AT,total,3987378973.383,3.987378973383
2021-09,AT,total,4655408249.345,4.655408249345
2021-10,AT,total,8024854604.628,8.024854604628
2021-11,AT,total,11400712797.965,11.400712797965
2021-12,AT,total,11960593098.066,11.960593098066
2022-01,AT,total,12853247039.534,12.853247039534
2022-02,AT,total,10143243993.728,10.143243993728001
2022-03,AT,total,10345563412.267,10.345563412267
2022-04,AT,total,7243442150.624001,7.243442150624
2022-05,AT,total,4725072150.572,4.725072150571999
2022-06,AT,total,3763821588.267,3.763821588267
2022-07,AT,total,3513990536.466,3.5139905364660002
2022-08,AT,total,3285782095.882,3.285782095882
2022-09,AT,total,4900754419.076,4.900754419076001
2022-10,AT,total,5842517303.479,5.842517303479
2022-11,AT,total,8568695694.705,8.568695694705
2022-12,AT,total,9971006824.984,9.971006824983998
2023-01,AT,total,9930233496.886,9.930233496886
2023-02,AT,total,8989707504.954,8.989707504954
2023-03,AT,total,7611967683.086,7.611967683086
2023-04,AT,total,6800012910.85,6.8000129108500005
2023-05,AT,total,4660386104.049,4.660386104049
2023-06,AT,total,3291329134.9570003,3.2913291349570004
2023-07,AT,total,3367309741.517,3.3673097415170004
2023-08,AT,total,3214292827.822,3.214292827822
2023-09,AT,total,3846506268.379,3.846506268379
2023-10,AT,total,5403742851.255,5.403742851255
2023-11,AT,total,8298554236.904,8.298554236904
2023-12,AT,total,9660706937.271,9.660706937271
2024-01,AT,total,11331873185.191,11.331873185191
2024-02,AT,total,7368827546.753,7.368827546753001
2024-03,AT,total,6540243347.926,6.540243347925999
2024-04,AT,total,5078282414.851,5.0782824148509995
2024-05,AT,total,3671708313.003,3.6717083130029997
2024-06,AT,total,3404999838.074,3.404999838074
2024-07,AT,total,3165750663.289,3.1657506632890002
2024-08,AT,total,3086958682.107,3.086958682107
2024-09,AT,total,4055439371.39,4.055439371389999
2024-10,AT,total,5796823433.08,5.79682343308
2024-11,AT,total,10257705716.0,10.257705716
2024-12,AT,total,9133381651.0,9.133381651
2019-01,BE,household,15430761442.0,15.430761442
2019-02,BE,household,11182795192.0,11.182795192
2019-03,BE,household,10349568301.0,10.349568301
2019-04,BE,household,6885840296.0,6.885840296
2019-05,BE,household,5831212881.0,5.831212881
2019-06,BE,household,3087889196.0,3.087889196
2019-07,BE,household,2613015009.0,2.613015009
2019-08,BE,household,2681548888.0,2.681548888
2019-09,BE,household,3574764703.0,3.574764703
2019-10,BE,household,6940804200.0,6.9408042
2019-11,BE,household,11433304498.0,11.433304498
2019-12,BE,household,12931348119.0,12.931348119
2020-01,BE,household,13404598546.0,13.404598546
2020-02,BE,household,11889587201.0,11.889587201
2020-03,BE,household,11082386658.0,11.082386658
2020-04,BE,household,5441155434.0,5.441155434
2020-05,BE,household,4380686672.0,4.380686672
2020-06,BE,household,3158202822.0,3.158202822
2020-07,BE,household,2899918655.0,2.899918655
2020-08,BE,household,2620774041.0,2.620774041
2020-09,BE,household,3777081140.0,3.77708114
2020-10,BE,household,7775285729.0,7.775285729
2020-11,BE,household,9618016335.0,9.618016335
2020-12,BE,household,13148244996.0,13.148244996
2021-01,BE,household,15789861310.0,15.78986131
2021-02,BE,household,12865742972.0,12.865742972
2021-03,BE,household,11582496574.0,11.582496574
2021-04,BE,household,9723056828.0,9.723056828
2021-05,BE,household,6797433525.0,6.797433525
2021-06,BE,household,3248271430.0,3.24827143
2021-07,BE,household,2987518847.0,2.987518847
2021-08,BE,household,3261283435.0,3.261283435
2021-09,BE,household,3618252992.0,3.618252992
2021-10,BE,household,7263892787.0,7.263892787
2021-11,BE,household,11354591604.0,11.354591604
2021-12,BE,household,13234750439.0,13.234750439
2022-01,BE,household,14219105062.0,14.219105062
2022-02,BE,household,11348274581.0,11.348274581
2022-03,BE,household,9378440578.0,9.378440578
2022-04,BE,household,7119413525.0,7.119413525
2022-05,BE,household,3826720995.0,3.826720995
2022-06,BE,household,3063503995.0,3.063503995
2022-07,BE,household,2447367828.0,2.447367828
2022-08,BE,household,2454060293.0,2.454060293
2022-09,BE,household,3464938655.0,3.464938655
2022-10,BE,household,4312539557.0,4.312539557
2022-11,BE,household,7663245196.0,7.663245196
2022-12,BE,household,12412343203.0,12.412343203
2023-01,BE,household,12000839912.0,12.000839912
2023-02,BE,household,10173403108.0,10.173403108
2023-03,BE,household,10037736126.0,10.037736126
2023-04,BE,household,7361115846.0,7.361115846
2023-05,BE,household,4164717524.0,4.164717524
2023-06,BE,household,2695538207.0,2.695538207
2023-07,BE,household,2427304294.0,2.427304294
2023-08,BE,household,2706776883.0,2.706776883
2023-09,BE,household,2811351268.0,2.811351268
2023-10,BE,household,5030683887.0,5.030683887
2023-11,BE,household,9441629744.0,9.441629744
2023-12,BE,household,11039614610.0,11.03961461
2024-01,BE,household,14014968442.0,14.014968442
2024-02,BE,household,9515565718.0,9.515565718
2024-03,BE,household,8622727057.0,8.622727057
2024-04,BE,household,6637828601.0,6.637828601
2024-05,BE,household,3874620027.0,3.874620027
2024-06,BE,household,3347224714.0,3.347224714
2024-07,BE,household,2586478360.0,2.58647836
2024-08,BE,household,2410000207.0,2.410000207
2024-09,BE,household,3453415622.0,3.453415622
2024-10,BE,household,5799731267.0,5.799731267
2024-11,BE,household,9846812717.0,9.846812717
2024-12,BE,household,11944097964.0,11.944097964
2025-01,BE,household,3469962252.0,3.469962252
2019-01,BE,industry,4646644475.0,4.646644475
2019-02,BE,industry,4188197812.0,4.188197812
2019-03,BE,industry,4380146825.0,4.380146825
2019-04,BE,industry,3970931749.0,3.970931749
2019-05,BE,industry,4261512031.0,4.261512031
2019-06,BE,industry,3846077958.0,3.846077958
2019-07,BE,industry,3537215471.0,3.537215471
2019-08,BE,industry,3555366690.0,3.55536669
2019-09,BE,industry,3860276569.0,3.860276569
2019-10,BE,industry,3943176873.0,3.943176873
2019-11,BE,industry,4350278767.0,4.350278767
2019-12,BE,industry,4621494535.0,4.621494535
2020-01,BE,industry,4703050048.0,4.703050048
2020-02,BE,industry,4470617640.0,4.47061764
2020-03,BE,industry,4329314993.0,4.329314993
2020-04,BE,industry,3797110497.0,3.797110497
2020-05,BE,industry,4077393852.0,4.077393852
2020-06,BE,industry,3745534531.0,3.745534531
2020-07,BE,industry,4027702701.0,4.027702701
2020-08,BE,industry,3612628531.0,3.612628531
2020-09,BE,industry,3640231241.0,3.640231241
2020-10,BE,industry,3925783714.0,3.925783714
2020-11,BE,industry,4343116857.0,4.343116857
2020-12,BE,industry,4303272224.0,4.303272224
2021-01,BE,industry,4577645526.0,4.577645526
2021-02,BE,industry,4308941021.0,4.308941021
2021-03,BE,industry,4238852377.0,4.238852377
2021-04,BE,industry,3841011765.0,3.841011765
2021-05,BE,industry,3563788565.0,3.563788565
2021-06,BE,industry,3406856158.0,3.406856158
2021-07,BE,industry,3826518892.0,3.826518892
2021-08,BE,industry,4019445397.0,4.019445397
2021-09,BE,industry,3591316383.0,3.591316383
2021-10,BE,industry,3524681707.0,3.524681707
2021-11,BE,industry,3792494741.0,3.792494741
2021-12,BE,industry,3746906919.0,3.746906919
2022-01,BE,industry,4307317676.0,4.307317676
2022-02,BE,industry,3567889048.0,3.567889048
2022-03,BE,industry,3278745548.0,3.278745548
2022-04,BE,industry,3397807510.0,3.39780751
2022-05,BE,industry,3510806231.0,3.510806231
2022-06,BE,industry,3183068429.0,3.183068429
2022-07,BE,industry,2769620130.0,2.76962013
2022-08,BE,industry,2746606969.0,2.746606969
2022-09,BE,industry,2836992023.0,2.836992023
2022-10,BE,industry,3398528072.0,3.398528072
2022-11,BE,industry,3226741523.0,3.226741523
2022-12,BE,industry,2721169783.0,2.721169783
2023-01,BE,industry,3429263118.0,3.429263118
2023-02,BE,industry,3238940855.0,3.238940855
2023-03,BE,industry,3597390922.0,3.597390922
2023-04,BE,industry,3142916223.0,3.142916223
2023-05,BE,industry,2924363566.0,2.924363566
2023-06,BE,industry,2840308772.0,2.840308772
2023-07,BE,industry,3101292859.0,3.101292859
2023-08,BE,industry,3101203534.0,3.101203534
2023-09,BE,industry,3221287319.0,3.221287319
2023-10,BE,industry,3506463290.0,3.50646329
2023-11,BE,industry,3796477880.0,3.79647788
2023-12,BE,industry,3851258020.0,3.85125802
2024-01,BE,industry,3928856735.0,3.928856735
2024-02,BE,industry,3640207428.0,3.640207428
2024-03,BE,industry,3756348431.0,3.756348431
2024-04,BE,industry,3716236321.0,3.716236321
2024-05,BE,industry,3416984333.0,3.416984333
2024-06,BE,industry,3163326046.0,3.163326046
2024-07,BE,industry,3300348066.0,3.300348066
2024-08,BE,industry,3242191849.0,3.242191849
2024-09,BE,industry,3476128396.0,3.476128396
2024-10,BE,industry,3534540775.0,3.534540775
2024-11,BE,industry,3789322586.0,3.789322586
2024-12,BE,industry,3931317025.0,3.931317025
2025-01,BE,industry,1005211813.0,1.005211813
2018-12,BE,power,3840.6,3.8406e-06
2019-01,BE,power,5793476720.566667,5.793476720566667
2019-02,BE,power,4079642446.975,4.079642446975
2019-03,BE,power,3288241096.0,3.288241096
2019-04,BE,power,3424307512.9666667,3.4243075129666667
2019-05,BE,power,3150219521.625,3.150219521625
2019-06,BE,power,3728838814.0666666,3.7288388140666666
2019-07,BE,power,4139003176.741667,4.139003176741666
2019-08,BE,power,3703582161.741667,3.7035821617416667
2019-09,BE,power,3998263765.0916667,3.9982637650916666
2019-10,BE,power,5321524135.366667,5.3215241353666665
2019-11,BE,power,5366456034.408334,5.366456034408333
2019-12,BE,power,3965705039.358333,3.9657050393583333
2020-01,BE,power,4983045382.366667,4.983045382366667
2020-02,BE,power,3849758573.475,3.849758573475
2020-03,BE,power,4035613179.3083334,4.035613179308333
2020-04,BE,power,2801205312.7166667,2.8012053127166667
2020-05,BE,power,3500731839.0833335,3.5007318390833335
2020-06,BE,power,4609432845.208333,4.609432845208333
2020-07,BE,power,5750891228.066667,5.750891228066666
2020-08,BE,power,5046829808.5,5.0468298085
2020-09,BE,power,4376788886.725,4.376788886725
2020-10,BE,power,3915843973.0333333,3.915843973033333
2020-11,BE,power,4559491260.508333,4.5594912605083335
2020-12,BE,power,5052802841.658334,5.052802841658334
2021-01,BE,power,5098613982.183333,5.098613982183333
2021-02,BE,power,3890848728.775,3.890848728775
2021-03,BE,power,4433840028.075,4.433840028075
2021-04,BE,power,4364678302.108334,4.3646783021083335
2021-05,BE,power,2848571505.991667,2.848571505991667
2021-06,BE,power,3198018420.75,3.19801842075
2021-07,BE,power,2483675777.9416666,2.4836757779416665
2021-08,BE,power,2031014366.5833333,2.0310143665833333
2021-09,BE,power,2330357546.741667,2.330357546741667
2021-10,BE,power,2386718124.55,2.38671812455
2021-11,BE,power,4725735146.616667,4.725735146616667
2021-12,BE,power,4018006370.0583334,4.018006370058333
2022-01,BE,power,4406658702.408334,4.4066587024083335
2022-02,BE,power,2395695715.9166665,2.3956957159166663
2022-03,BE,power,3084181787.3333335,3.0841817873333337
2022-04,BE,power,2214613032.825,2.214613032825
2022-05,BE,power,2731903835.1583333,2.731903835158333
2022-06,BE,power,2896297093.55,2.8962970935500003
2022-07,BE,power,3757493708.9333334,3.7574937089333336
2022-08,BE,power,4403799804.308333,4.403799804308333
2022-09,BE,power,3711582067.4083333,3.7115820674083335
2022-10,BE,power,3951546975.1666665,3.9515469751666665
2022-11,BE,power,2827924422.0,2.827924422
2022-12,BE,power,4277665465.9166665,4.277665465916667
2023-01,BE,power,3543170434.9,3.5431704349
2023-02,BE,power,3957964828.0583334,3.9579648280583335
2023-03,BE,power,3514271887.016667,3.5142718870166667
2023-04,BE,power,2608352206.6,2.6083522066
2023-05,BE,power,2153898443.8416667,2.153898443841667
2023-06,BE,power,2984474638.0333333,2.9844746380333333
2023-07,BE,power,2369649433.108333,2.369649433108333
2023-08,BE,power,2626611686.266667,2.626611686266667
2023-09,BE,power,2525163864.008333,2.5251638640083334
2023-10,BE,power,1886596305.5,1.8865963055
2023-11,BE,power,2039605439.825,2.039605439825
2023-12,BE,power,2234074765.0,2.234074765
2024-01,BE,power,3134639606.4333334,3.1346396064333333
2024-02,BE,power,1786343002.425,1.786343002425
2024-03,BE,power,2192582805.775,2.1925828057750003
2024-04,BE,power,1628453774.6916666,1.6284537746916665
2024-05,BE,power,1457252519.2666667,1.4572525192666665
2024-06,BE,power,1633092503.1666667,1.6330925031666668
2024-07,BE,power,1512928528.2416666,1.5129285282416665
2024-08,BE,power,1443809730.2083333,1.4438097302083333
2024-09,BE,power,1581618839.2416666,1.5816188392416666
2024-10,BE,power,1790401109.475,1.7904011094749999
2024-11,BE,power,3396269216.758333,3.3962692167583333
2024-12,BE,power,2553695197.4333334,2.5536951974333335
2025-01,BE,power,461005668.875,0.461005668875
2018-12,BG,power,590.0,5.9e-07
2019-01,BG,power,22519.833333333332,2.251983333333333e-05
2019-02,BG,power,21847.333333333332,2.1847333333333333e-05
2019-03,BG,power,19754.333333333332,1.975433333333333e-05
2019-04,BG,power,17791.583333333332,1.779158333333333e-05
2019-05,BG,power,12420.75,1.242075e-05
2019-06,BG,power,9668.416666666666,9.668416666666665e-06
2019-07,BG,power,10304.333333333334,1.0304333333333334e-05
2019-08,BG,power,9618.416666666666,9.618416666666666e-06
2019-09,BG,power,9512.666666666666,9.512666666666666e-06
2019-10,BG,power,11264.5,1.12645e-05
2019-11,BG,power,15889.083333333332,1.5889083333333333e-05
2019-12,BG,power,22476.583333333332,2.247658333333333e-05
2020-01,BG,power,24908.833333333332,2.490883333333333e-05
2020-02,BG,power,21523.666666666668,2.152366666666667e-05
2020-03,BG,power,19665.803030303032,1.9665803030303033e-05
2020-04,BG,power,13267.083333333334,1.3267083333333334e-05
2020-05,BG,power,8455.0,8.455e-06
2020-06,BG,power,8653.666666666666,8.653666666666666e-06
2020-07,BG,power,9038.166666666666,9.038166666666666e-06
2020-08,BG,power,10780.75,1.078075e-05
2020-09,BG,power,10293.916666666666,1.0293916666666667e-05
2020-10,BG,power,13182.083333333334,1.3182083333333334e-05
2020-11,BG,power,20062.583333333332,2.0062583333333333e-05
2020-12,BG,power,22748.25,2.274825e-05
2021-01,BG,power,24413.0,2.4413e-05
2021-02,BG,power,21423.166666666668,2.142316666666667e-05
2021-03,BG,power,23912.02536231884,2.391202536231884e-05
2021-04,BG,power,18450.5,1.84505e-05
2021-05,BG,power,12265.833333333334,1.2265833333333334e-05
2021-06,BG,power,11343.5,1.13435e-05
2021-07,BG,power,12868.416666666666,1.2868416666666665e-05
2021-08,BG,power,12888.666666666666,1.2888666666666666e-05
2021-09,BG,power,21907.166666666668,2.190716666666667e-05
2021-10,BG,power,20014.0,2.0014e-05
2021-11,BG,power,22620.833333333332,2.2620833333333332e-05
2021-12,BG,power,30250.583333333332,3.025058333333333e-05
2022-01,BG,power,35004.333333333336,3.500433333333333e-05
2022-02,BG,power,24907.166666666668,2.4907166666666668e-05
2022-03,BG,power,24403.778985507248,2.4403778985507247e-05
2022-04,BG,power,17138.083333333332,1.713808333333333e-05
2022-05,BG,power,12498.333333333334,1.2498333333333334e-05
2022-06,BG,power,12586.75,1.258675e-05
2022-07,BG,power,15184.45,1.518445e-05
2022-08,BG,power,11888.95,1.188895e-05
2022-09,BG,power,9698.875,9.698875e-06
2022-10,BG,power,13298.825,1.3298825e-05
2022-11,BG,power,19766.225,1.9766225e-05
2022-12,BG,power,23511.125,2.3511125e-05
2023-01,BG,power,21910.408333333333,2.1910408333333335e-05
2023-02,BG,power,19715.65,1.971565e-05
2023-03,BG,power,20449.341666666667,2.0449341666666666e-05
2023-04,BG,power,18243.566666666666,1.8243566666666666e-05
2023-05,BG,power,10297.741666666667,1.0297741666666666e-05
2023-06,BG,power,9215.483333333334,9.215483333333333e-06
2023-07,BG,power,9376.441666666666,9.376441666666666e-06
2023-08,BG,power,9561.6,9.5616e-06
2023-09,BG,power,11028.841666666667,1.1028841666666667e-05
2023-10,BG,power,11525.016666666666,1.1525016666666666e-05
2023-11,BG,power,16766.233333333334,1.6766233333333332e-05
2023-12,BG,power,21691.766666666666,2.1691766666666668e-05
2024-01,BG,power,22281.266666666666,2.2281266666666666e-05
2024-02,BG,power,20129.533333333333,2.0129533333333334e-05
2024-03,BG,power,18832.075,1.8832075e-05
2024-04,BG,power,11718.7,1.17187e-05
2024-05,BG,power,10553.658333333333,1.0553658333333334e-05
2024-06,BG,power,10190.725,1.0190725e-05
2024-07,BG,power,11110.025,1.1110025e-05
2024-08,BG,power,11502.841666666667,1.1502841666666668e-05
2024-09,BG,power,10586.591666666667,1.0586591666666668e-05
2024-10,BG,power,11619.516666666666,1.1619516666666666e-05
2024-11,BG,power,14840.875,1.4840875e-05
2024-12,BG,power,18488.966666666667,1.848896666666667e-05
2025-01,BG,power,5811.366666666667,5.8113666666666666e-06
2019-01,BG,total,4185575325.0,4.185575325
2019-02,BG,total,3421035629.0,3.421035629
2019-03,BG,total,2971385570.0,2.97138557
2019-04,BG,total,2640318042.0,2.640318042
2019-05,BG,total,2136294967.0,2.136294967
2019-06,BG,total,1812426562.0,1.812426562
2019-07,BG,total,1912813395.0,1.912813395
2019-08,BG,total,1593453249.0,1.593453249
2019-09,BG,total,1660623597.0,1.660623597
2019-10,BG,total,1918611942.0,1.918611942
2019-11,BG,total,2714519844.0,2.714519844
2019-12,BG,total,3490198828.0,3.490198828
2020-01,BG,total,3862886807.0,3.862886807
2020-02,BG,total,3357818688.0,3.357818688
2020-03,BG,total,3161966571.0,3.161966571
2020-04,BG,total,2424408619.0,2.424408619
2020-05,BG,total,1916662244.0,1.916662244
2020-06,BG,total,1913057139.0,1.913057139
2020-07,BG,total,1780226816.0,1.780226816
2020-08,BG,total,1624280819.0,1.624280819
2020-09,BG,total,1754869161.0,1.754869161
2020-10,BG,total,2538362600.0,2.5383626
2020-11,BG,total,3354996806.0,3.354996806
2020-12,BG,total,3640842242.0,3.640842242
2021-01,BG,total,4078549735.0,4.078549735
2021-02,BG,total,3675278847.0,3.675278847
2021-03,BG,total,3978049002.0,3.978049002
2021-04,BG,total,3032771284.0,3.032771284
2021-05,BG,total,2493991113.0,2.493991113
2021-06,BG,total,2360473383.0,2.360473383
2021-07,BG,total,2658335757.0,2.658335757
2021-08,BG,total,1944201517.0,1.944201517
2021-09,BG,total,2086747219.0,2.086747219
2021-10,BG,total,2418057829.0,2.418057829
2021-11,BG,total,2880473074.0,2.880473074
2021-12,BG,total,3718367148.0,3.718367148
2022-01,BG,total,4022738561.0,4.022738561
2022-02,BG,total,3177953913.0,3.177953913
2022-03,BG,total,3490786296.0,3.490786296
2022-04,BG,total,2206841841.0,2.206841841
2022-05,BG,total,2041439426.0,2.041439426
2022-06,BG,total,1927448303.0,1.927448303
2022-07,BG,total,1850340299.0,1.850340299
2022-08,BG,total,1372304200.0,1.3723042
2022-09,BG,total,1362910441.0,1.362910441
2022-10,BG,total,1466110949.0,1.466110949
2022-11,BG,total,2334020021.0,2.334020021
2022-12,BG,total,2924549557.0,2.924549557
2023-01,BG,total,2763513596.0,2.763513596
2023-02,BG,total,2672616895.0,2.672616895
2023-03,BG,total,2778701195.0,2.778701195
2023-04,BG,total,2264627019.0,2.264627019
2023-05,BG,total,1538406223.0,1.538406223
2023-06,BG,total,1450018930.0,1.45001893
2023-07,BG,total,1782149634.0,1.782149634
2023-08,BG,total,1656116035.0,1.656116035
2023-09,BG,total,1801869554.0,1.801869554
2023-10,BG,total,1891997200.0,1.8919972
2023-11,BG,total,2643545427.0,2.643545427
2023-12,BG,total,3038985950.0,3.03898595
2024-01,BG,total,3081351921.0,3.081351921
2024-02,BG,total,2506765054.0,2.506765054
2024-03,BG,total,2738290113.0,2.738290113
2024-04,BG,total,2046165489.0,2.046165489
2024-05,BG,total,2006971846.0,2.006971846
2024-06,BG,total,1823046154.0,1.823046154
2024-07,BG,total,1587013074.0,1.587013074
2024-08,BG,total,1834565021.0,1.834565021
2024-09,BG,total,1895881172.0,1.895881172
2024-10,BG,total,2201287661.0,2.201287661
2024-11,BG,total,3036573681.0,3.036573681
2024-12,BG,total,3077777965.0,3.077777965
2025-01,BG,total,764185293.0,0.764185293
2018-12,CZ,power,482.0,4.82e-07
2019-01,CZ,power,44633.24166666666,4.463324166666666e-05
2019-02,CZ,power,34964.53333333333,3.4964533333333334e-05
2019-03,CZ,power,24283.616666666665,2.4283616666666666e-05
2019-04,CZ,power,26199.625,2.6199625e-05
2019-05,CZ,power,16762.65,1.676265e-05
2019-06,CZ,power,35781.916666666664,3.578191666666667e-05
2019-07,CZ,power,45869.9,4.58699e-05
2019-08,CZ,power,43367.01666666667,4.336701666666667e-05
2019-09,CZ,power,47621.10833333333,4.762110833333333e-05
2019-10,CZ,power,51094.7,5.10947e-05
2019-11,CZ,power,43821.521376811594,4.3821521376811597e-05
2019-12,CZ,power,33448.875,3.3448875e-05
2020-01,CZ,power,51899.78333333333,5.189978333333333e-05
2020-02,CZ,power,44849.125,4.4849125e-05
2020-03,CZ,power,38466.933333333334,3.8466933333333336e-05
2020-04,CZ,power,30435.591666666667,3.043559166666667e-05
2020-05,CZ,power,33308.0,3.3308e-05
2020-06,CZ,power,42848.64166666666,4.284864166666666e-05
2020-07,CZ,power,48326.01666666667,4.832601666666667e-05
2020-08,CZ,power,36324.65,3.6324650000000005e-05
2020-09,CZ,power,8500.141666666666,8.500141666666667e-06
2020-10,CZ,power,20254.233333333334,2.0254233333333333e-05
2020-11,CZ,power,46296.26666666666,4.6296266666666666e-05
2020-12,CZ,power,49398.558333333334,4.939855833333333e-05
2021-01,CZ,power,51895.00833333333,5.189500833333333e-05
2021-02,CZ,power,45150.299999999996,4.5150299999999994e-05
2021-03,CZ,power,57231.96666666667,5.723196666666667e-05
2021-04,CZ,power,60078.941666666666,6.0078941666666663e-05
2021-05,CZ,power,20198.025,2.0198025e-05
2021-06,CZ,power,41174.7,4.11747e-05
2021-07,CZ,power,37313.5,3.73135e-05
2021-08,CZ,power,19820.375,1.9820375e-05
2021-09,CZ,power,31111.725,3.1111725e-05
2021-10,CZ,power,33845.25833333333,3.3845258333333334e-05
2021-11,CZ,power,54662.4,5.46624e-05
2021-12,CZ,power,54481.558333333334,5.448155833333333e-05
2022-01,CZ,power,54679.64166666666,5.467964166666666e-05
2022-02,CZ,power,38178.99166666667,3.817899166666667e-05
