country,type,date,demand
FR,household,2025-03-26,775974141.0
FR,household,2025-03-27,755714553.0
FR,household,2025-03-28,770318753.0
FR,household,2025-03-29,677588082.0
FR,household,2025-03-30,652077221.0
FR,household,2025-03-31,713465921.0
FR,household,2025-04-01,695124120.0
FR,household,2025-04-02,643450556.0
FR,household,2025-04-03,530725612.0
FR,household,2025-04-04,426826909.0
FR,household,2025-04-05,320984230.0
FR,household,2025-04-06,370122833.0
FR,household,2025-04-07,523613370.0
FR,household,2025-04-08,512342782.0
FR,household,2025-04-09,504646734.0
FR,household,2025-04-10,513921285.0
FR,household,2025-04-11,433177747.0
FR,household,2025-04-12,321234607.0
FR,household,2025-04-13,356325070.0
FR,household,2025-04-14,422608242.0
FR,household,2025-04-15,463210633.0
FR,household,2025-04-16,567052570.0
FR,household,2025-04-17,604882897.0
FR,household,2025-04-18,510585531.0
FR,household,2025-04-19,399045860.0
FR,household,2025-04-20,419569613.0
FR,household,2025-04-21,453296585.0
FR,household,2025-04-22,485982163.0
FR,household,2025-04-23,540398199.0
FR,household,2025-04-24,535760479.0
FR,household,2025-04-25,483475512.0
FR,household,2025-04-26,368752810.0
FR,household,2025-04-27,322111322.0
FR,household,2025-04-28,345284210.0
FR,household,2025-04-29,303717266.0
FR,household,2025-04-30,257980923.0
FR,household,2025-05-01,178171847.0
FR,household,2025-05-02,207430942.0
FR,household,2025-05-03,181985962.0
FR,household,2025-05-04,235297671.0
FR,household,2025-05-05,386555077.0
FR,household,2025-05-06,412177928.0
FR,household,2025-05-07,410312931.0
FR,household,2025-05-08,329278642.0
FR,household,2025-05-09,315548755.0
FR,household,2025-05-10,235900409.0
FR,household,2025-05-11,222218448.0
FR,household,2025-05-12,301969331.0
FR,household,2025-05-13,299869036.0
FR,household,2025-05-14,283778961.0
FR,household,2025-05-15,293429952.0
FR,household,2025-05-16,279110633.0
FR,household,2025-05-17,217988109.0
FR,household,2025-05-18,214339614.0
FR,household,2025-05-19,274110494.0
FR,household,2025-05-20,268718882.0
FR,household,2025-05-21,288692021.0
FR,household,2025-05-22,305648022.0
FR,household,2025-05-23,286454145.0
FR,household,2025-05-24,216991897.0
FR,household,2025-05-25,201038356.0
FR,household,2025-05-26,276004681.0
FR,household,2025-05-27,278258801.0
FR,household,2025-05-28,257262818.0
FR,household,2025-05-29,186522292.0
FR,household,2025-05-30,186647015.0
FR,household,2025-05-31,149434590.0
FR,household,2025-06-01,153796803.0
FR,household,2025-06-02,235637126.0
FR,household,2025-06-03,240642824.0
FR,household,2025-06-04,248211314.0
FR,household,2025-06-05,256254617.0
FR,household,2025-06-06,235269016.0
FR,household,2025-06-07,177873206.0
FR,household,2025-06-08,171397438.0
FR,household,2025-06-09,189617251.0
FR,household,2025-06-10,242232299.0
FR,household,2025-06-11,232870886.0
FR,household,2025-06-12,226082477.0
FR,household,2025-06-13,202660292.0
FR,household,2025-06-14,144662874.0
FR,household,2025-06-15,146258051.0
FR,household,2025-06-16,221132293.0
FR,household,2025-06-17,220214313.0
FR,household,2025-06-18,216043400.0
FR,household,2025-06-19,207944150.0
FR,household,2025-06-20,187592196.0
FR,household,2025-06-21,129277369.0
FR,household,2025-06-22,127334431.0
FR,household,2025-06-23,202109959.0
FR,household,2025-06-24,205843273.0
FR,household,2025-06-25,201380282.0
FR,household,2025-06-26,206355475.0
FR,household,2025-06-27,187495105.0
FR,household,2025-06-28,129185627.0
FR,household,2025-06-29,122324420.0
FR,household,2025-06-30,188146753.0
FR,household,2025-07-01,192103446.0
FR,household,2025-07-02,197635997.0
FR,household,2025-07-03,202578741.0
FR,household,2025-07-04,184329468.0
FR,household,2025-07-05,125535327.0
FR,household,2025-07-06,126684134.0
FR,household,2025-07-07,209241537.0
FR,household,2025-07-08,223578119.0
FR,household,2025-07-09,216392073.0
FR,household,2025-07-10,206157294.0
FR,household,2025-07-11,180979809.0
FR,household,2025-07-12,118547157.0
FR,household,2025-07-13,106975412.0
FR,household,2025-07-14,126772708.0
FR,household,2025-07-15,194740546.0
FR,household,2025-07-16,200855744.0
FR,household,2025-07-17,196607638.0
FR,household,2025-07-18,177223239.0
FR,household,2025-07-19,120048219.0
FR,household,2025-07-20,120301710.0
FR,household,2025-07-21,195981567.0
FR,household,2025-07-22,203377253.0
FR,household,2025-07-23,206350051.0
FR,household,2025-07-24,206498171.0
FR,household,2025-07-25,182588242.0
FR,household,2025-07-26,119498781.0
FR,household,2025-07-27,119529133.0
FR,household,2025-07-28,188953149.0
FR,household,2025-07-29,191278353.0
FR,household,2025-07-30,189378894.0
FR,household,2025-07-31,184270572.0
FR,household,2025-08-01,166164565.0
FR,household,2025-08-02,120376974.0
FR,household,2025-08-03,115011281.0
FR,household,2025-08-04,157883504.0
FR,household,2025-08-05,165176714.0
FR,household,2025-08-06,165299466.0
FR,household,2025-08-07,160117825.0
FR,household,2025-08-08,147786146.0
FR,household,2025-08-09,106494278.0
FR,household,2025-08-10,101291800.0
FR,household,2025-08-11,140972263.0
FR,household,2025-08-12,143609079.0
FR,household,2025-08-13,143096028.0
FR,household,2025-08-14,137565918.0
FR,household,2025-08-15,103399172.0
FR,household,2025-08-16,97330663.0
FR,household,2025-08-17,99284948.0
FR,household,2025-08-18,155441027.0
FR,household,2025-08-19,166938663.0
FR,household,2025-08-20,175609336.0
FR,household,2025-08-21,180083143.0
FR,household,2025-08-22,174438304.0
FR,household,2025-08-23,130174772.0
FR,household,2025-08-24,125820956.0
FR,household,2025-08-25,190969433.0
FR,household,2025-08-26,198025519.0
FR,household,2025-08-27,204184717.0
FR,household,2025-08-28,209778513.0
FR,household,2025-08-29,201244998.0
FR,household,2025-08-30,143566419.0
FR,household,2025-08-31,141068760.0
FR,household,2025-09-01,218157069.0
FR,household,2025-09-02,230226224.0
FR,household,2025-09-03,228395306.0
FR,household,2025-09-04,232502319.0
FR,household,2025-09-05,218347701.0
FR,household,2025-09-06,149525604.0
FR,household,2025-09-07,141123353.0
FR,household,2025-09-08,219096474.0
FR,household,2025-09-09,233211897.0
FR,household,2025-09-10,237194242.0
FR,household,2025-09-11,246284492.0
FR,household,2025-09-12,231986457.0
FR,household,2025-09-13,176187034.0
FR,household,2025-09-14,172539324.0
FR,household,2025-09-15,248083049.0
FR,household,2025-09-16,265470365.0
FR,household,2025-09-17,259434292.0
FR,household,2025-09-18,245861942.0
FR,household,2025-09-19,221247874.0
FR,household,2025-09-20,156730497.0
FR,household,2025-09-21,169561128.0
FR,household,2025-09-22,280318011.0
FR,household,2025-09-23,326987573.0
FR,household,2025-09-24,374045252.0
FR,household,2025-09-25,402929538.0
FR,household,2025-09-26,397628868.0
FR,household,2025-09-27,307823209.0
FR,household,2025-09-28,282803585.0
FR,household,2025-09-29,357701380.0
FR,household,2025-09-30,376846925.0
FR,household,2025-10-01,395100142.0
FR,household,2025-10-02,404575000.0
FR,household,2025-10-03,391623445.0
FR,household,2025-10-04,314512817.0
FR,household,2025-10-05,344953121.0
FR,household,2025-10-06,446869968.0
FR,household,2025-10-07,428005742.0
FR,household,2025-10-08,425335152.0
FR,household,2025-10-09,413578786.0
FR,household,2025-10-10,418736488.0
FR,household,2025-10-11,336094395.0
FR,household,2025-10-12,331065121.0
FR,household,2025-10-13,443544259.0
FR,household,2025-10-14,461100477.0
FR,household,2025-10-15,488793637.0
FR,household,2025-10-16,517904423.0
FR,household,2025-10-17,510491970.0
FR,household,2025-10-18,437607059.0
FR,household,2025-10-19,403566369.0
FR,household,2025-10-20,453367684.0
FR,household,2025-10-21,467273879.0
FR,household,2025-10-22,441969420.0
FR,household,2025-10-23,562282584.0
FR,household,2025-10-24,616446626.0
FR,household,2025-10-25,549600871.0
FR,household,2025-10-26,574861443.0
FR,household,2025-10-27,640068556.0
FR,household,2025-10-28,604431026.0
FR,household,2025-10-29,611352184.0
FR,household,2025-10-30,634481666.0
FR,household,2025-10-31,580126203.0
FR,household,2025-11-01,479539584.0
FR,household,2025-11-02,566931220.0
FR,household,2025-11-03,688611216.0
FR,household,2025-11-04,665037405.0
FR,household,2025-11-05,616421300.0
FR,household,2025-11-06,637917831.0
FR,household,2025-11-07,658961236.0
FR,household,2025-11-08,607571063.0
FR,household,2025-11-09,645834403.0
FR,household,2025-11-10,747151684.0
FR,household,2025-11-11,659606661.0
FR,household,2025-11-12,681203908.0
FR,household,2025-11-13,594851052.0
FR,household,2025-11-14,535255094.0
FR,household,2025-11-15,501177314.0
FR,household,2025-11-16,599582329.0
FR,household,2025-11-17,931417381.0
FR,household,2025-11-18,1122591101.0
FR,household,2025-11-19,1191058215.0
FR,household,2025-11-20,1320999542.0
FR,household,2025-11-21,1418159316.0
FR,household,2025-11-22,1379712361.0
FR,household,2025-11-23,1188720232.0
FR,household,2025-11-24,1138888492.0
FR,household,2025-11-25,1217843685.0
FR,household,2025-11-26,1278227742.0
FR,household,2025-11-27,1243040471.0
FR,household,2025-11-28,1088154118.0
FR,household,2025-11-29,909466088.0
FR,household,2025-11-30,1018572701.0
FR,household,2025-12-01,1225925616.0
FR,household,2025-12-02,1119670928.0
FR,household,2025-12-03,1118044879.0
FR,household,2025-12-04,1171111439.0
FR,household,2025-12-05,1184999785.0
FR,household,2025-12-06,888363466.0
FR,household,2025-12-07,753828658.0
FR,household,2025-12-08,801396186.0
FR,household,2025-12-09,806479771.0
FR,household,2025-12-10,828681453.0
FR,household,2025-12-11,935046520.0
FR,household,2025-12-12,889717021.0
FR,household,2025-12-13,857518275.0
FR,household,2025-12-14,954711377.0
FR,household,2025-12-15,1019237404.0
FR,household,2025-12-16,971551654.0
FR,household,2025-12-17,1012115819.0
FR,household,2025-12-18,886948177.0
FR,household,2025-12-19,855917478.0
FR,household,2025-12-20,797783584.0
FR,household,2025-12-21,792586660.0
FR,household,2025-12-22,977158289.0
FR,household,2025-12-23,1114685936.0
FR,household,2025-12-24,1243399271.0
FR,household,2025-12-25,1291970266.0
FR,household,2025-12-26,1362643959.0
FR,household,2025-12-27,1304586307.0
FR,household,2025-12-28,1316257403.0
FR,household,2025-12-29,1432858114.0
FR,household,2025-12-30,1427170824.0
FR,household,2025-12-31,1477331715.0
FR,household,2026-01-01,1405121660.0
FR,household,2026-01-02,1474486918.0
FR,household,2026-01-03,1494447054.0
FR,household,2026-01-04,1582953808.0
FR,household,2026-01-05,1828382624.0
FR,household,2026-01-06,1834150613.0
FR,household,2026-01-07,1714553429.0
FR,household,2026-01-08,1401454815.0
FR,household,2026-01-09,1389578023.0
FR,household,2026-01-10,1369530276.0
FR,household,2026-01-11,1364714545.0
FR,household,2026-01-12,1230204828.0
FR,household,2026-01-13,1072070208.0
FR,household,2026-01-14,1002317414.0
FR,household,2026-01-15,991973750.0
FR,household,2026-01-16,985646165.0
FR,household,2026-01-17,920033773.0
FR,household,2026-01-18,981020074.0
FR,household,2026-01-19,1155912447.0
FR,household,2026-01-20,1204954740.0
FR,household,2026-01-21,1120525065.0
FR,household,2026-01-22,1134614579.0
FR,household,2026-01-23,1184971790.0
FR,household,2026-01-24,1124713448.0
FR,household,2026-01-25,1141780455.0
FR,household,2026-01-26,1251418512.0
FR,household,2026-01-27,1229303816.0
FR,household,2026-01-28,1261006486.0
FR,household,2026-01-29,1286804496.0
FR,household,2026-01-30,1135493482.0
FR,household,2026-01-31,1014196123.0
FR,household,2026-02-01,994741930.0
FR,household,2026-02-02,1099845842.0
FR,household,2026-02-03,1100112223.0
FR,household,2026-02-04,1102512499.0
FR,household,2026-02-05,1044211449.0
FR,household,2026-02-06,954910251.0
FR,household,2026-02-07,888355331.0
FR,household,2026-02-08,931907015.0
FR,household,2026-02-09,1071356947.0
FR,household,2026-02-10,949511246.0
FR,household,2026-02-11,886377659.0
FR,household,2026-02-12,952549841.0
FR,household,2026-02-13,987336430.0
FR,household,2026-02-14,1155403373.0
FR,household,2026-02-15,1151603199.0
FR,household,2026-02-16,1124279579.0
FR,household,2026-02-17,1145678773.0
FR,household,2026-02-18,1126789436.0
FR,household,2026-02-19,1085000023.0
FR,household,2026-02-20,998461926.0
FR,household,2026-02-21,765744972.0
FR,household,2026-02-22,742794322.0
FR,household,2026-02-23,792841480.0
FR,household,2026-02-24,731166876.0
FR,household,2026-02-25,696172358.0
FR,household,2026-02-26,684980293.0
FR,household,2026-02-27,699307020.0
FR,household,2026-02-28,724517307.0
FR,household,2026-03-01,759609503.0
FR,household,2026-03-02,772765214.0
FR,household,2026-03-03,739327968.0
FR,household,2026-03-04,704266610.0
FR,household,2026-03-05,672610462.0
FR,household,2026-03-06,637274797.0
FR,household,2026-03-07,574641256.0
FR,household,2026-03-08,594319998.0
FR,household,2026-03-09,662724309.0
FR,household,2026-03-10,691925673.0
FR,household,2026-03-11,790690735.0
FR,household,2026-03-12,814500385.0
FR,household,2026-03-13,850508241.0
FR,household,2026-03-14,897787620.0
FR,household,2026-03-15,858066221.0
FR,household,2026-03-16,898280048.0
FR,household,2026-03-17,748062608.0
FR,household,2026-03-18,735087374.0
FR,household,2026-03-19,719308724.0
FR,household,2026-03-20,679381727.0
FR,household,2026-03-21,593864516.0
FR,household,2026-03-22,667379330.0
FR,household,2026-03-23,744200226.0
FR,household,2026-03-24,684171941.0
FR,household,2026-03-25,896280687.0
FR,household,2026-03-26,1018166946.0
FR,household,2026-03-27,945264961.0
FR,household,2026-03-28,825194004.0
FR,household,2026-03-29,823888684.0
FR,household,2026-03-30,874713652.0
FR,household,2026-03-31,876930182.0
FR,household,2026-04-01,816611619.0
FR,household,2026-04-02,793934349.0
FR,household,2026-04-03,718477546.0
FR,household,2026-04-04,464630275.0
FR,household,2026-04-05,447905501.0
FR,household,2026-04-06,443529967.0
FR,household,2026-04-07,416874395.0
FR,household,2026-04-08,372980141.0
FR,household,2026-04-09,353883610.0
FR,household,2026-04-10,381037587.0
FR,household,2026-04-11,381933726.0
FR,household,2026-04-12,485853055.0
FR,household,2026-04-13,644762247.0
FR,household,2026-04-14,578966491.0
FR,household,2026-04-15,477266773.0
FR,household,2026-04-16,422154207.0
FR,household,2026-04-17,357024678.0
FR,household,2026-04-18,283904358.0
FR,industry,2015-01-01,386815683.0
FR,industry,2015-01-02,404786528.0
FR,industry,2015-01-03,385013841.0
FR,industry,2015-01-04,387667785.0
FR,industry,2015-01-05,449780236.0
FR,industry,2015-01-06,461278271.0
FR,industry,2015-01-07,445417392.0
FR,industry,2015-01-08,426048122.0
FR,industry,2015-01-09,399195963.0
FR,industry,2015-01-10,370881717.0
FR,industry,2015-01-11,397390325.0
FR,industry,2015-01-12,424011119.0
FR,industry,2015-01-13,425206672.0
FR,industry,2015-01-14,426986462.0
FR,industry,2015-01-15,421750509.0
FR,industry,2015-01-16,416216587.0
FR,industry,2015-01-17,403139768.0
FR,industry,2015-01-18,408552464.0
FR,industry,2015-01-19,460642426.0
FR,industry,2015-01-20,477308137.0
FR,industry,2015-01-21,475541430.0
FR,industry,2015-01-22,482564288.0
FR,industry,2015-01-23,472487178.0
FR,industry,2015-01-24,438561407.0
FR,industry,2015-01-25,434660802.0
FR,industry,2015-01-26,457169292.0
FR,industry,2015-01-27,459272151.0
FR,industry,2015-01-28,459691953.0
FR,industry,2015-01-29,460546384.0
FR,industry,2015-01-30,447390292.0
FR,industry,2015-01-31,416922377.0
FR,industry,2015-02-01,422431592.0
FR,industry,2015-02-02,472946001.0
FR,industry,2015-02-03,484823747.0
FR,industry,2015-02-04,494476339.0
FR,industry,2015-02-05,508744601.0
FR,industry,2015-02-06,508372178.0
FR,industry,2015-02-07,462847641.0
FR,industry,2015-02-08,452326543.0
FR,industry,2015-02-09,487353177.0
FR,industry,2015-02-10,484965805.0
FR,industry,2015-02-11,479487309.0
FR,industry,2015-02-12,465174212.0
FR,industry,2015-02-13,430392819.0
FR,industry,2015-02-14,404053317.0
FR,industry,2015-02-15,409901918.0
FR,industry,2015-02-16,442450126.0
FR,industry,2015-02-17,455065768.0
FR,industry,2015-02-18,461699370.0
FR,industry,2015-02-19,454685666.0
FR,industry,2015-02-20,436579634.0
FR,industry,2015-02-21,418347629.0
FR,industry,2015-02-22,420233981.0
FR,industry,2015-02-23,442629679.0
FR,industry,2015-02-24,453359227.0
FR,industry,2015-02-25,450014298.0
FR,industry,2015-02-26,441224060.0
FR,industry,2015-02-27,444405497.0
FR,industry,2015-02-28,409360291.0
FR,industry,2015-03-01,391001242.0
FR,industry,2015-03-02,428974982.0
FR,industry,2015-03-03,447285305.0
FR,industry,2015-03-04,457487815.0
FR,industry,2015-03-05,461528603.0
FR,industry,2015-03-06,440149848.0
FR,industry,2015-03-07,403771829.0
FR,industry,2015-03-08,393152211.0
FR,industry,2015-03-09,420265179.0
FR,industry,2015-03-10,422908744.0
FR,industry,2015-03-11,429867661.0
FR,industry,2015-03-12,427487636.0
FR,industry,2015-03-13,417621904.0
FR,industry,2015-03-14,392789145.0
FR,industry,2015-03-15,398476416.0
FR,industry,2015-03-16,434860152.0
FR,industry,2015-03-17,420407238.0
FR,industry,2015-03-18,421513467.0
FR,industry,2015-03-19,433947941.0
FR,industry,2015-03-20,425911638.0
FR,industry,2015-03-21,400519007.0
FR,industry,2015-03-22,398409057.0
FR,industry,2015-03-23,424483432.0
FR,industry,2015-03-24,432466356.0
FR,industry,2015-03-25,444068146.0
FR,industry,2015-03-26,440666577.0
FR,industry,2015-03-27,415742640.0
FR,industry,2015-03-28,360999587.0
FR,industry,2015-03-29,372064875.0
FR,industry,2015-03-30,397014820.0
FR,industry,2015-03-31,395565300.0
FR,industry,2015-04-01,389997591.0
FR,industry,2015-04-02,392236328.0
FR,industry,2015-04-03,380123947.0
FR,industry,2015-04-04,356873740.0
FR,industry,2015-04-05,360238304.0
FR,industry,2015-04-06,362215693.0
FR,industry,2015-04-07,386207362.0
FR,industry,2015-04-08,383104069.0
FR,industry,2015-04-09,375531268.0
FR,industry,2015-04-10,357386422.0
FR,industry,2015-04-11,345692375.0
FR,industry,2015-04-12,341549030.0
FR,industry,2015-04-13,363671451.0
FR,industry,2015-04-14,357076347.0
FR,industry,2015-04-15,356280377.0
FR,industry,2015-04-16,352244386.0
FR,industry,2015-04-17,357153574.0
FR,industry,2015-04-18,336805049.0
FR,industry,2015-04-19,335016269.0
FR,industry,2015-04-20,356799726.0
FR,industry,2015-04-21,357759222.0
FR,industry,2015-04-22,357062939.0
FR,industry,2015-04-23,353445822.0
FR,industry,2015-04-24,346886221.0
FR,industry,2015-04-25,330618736.0
FR,industry,2015-04-26,329911087.0
FR,industry,2015-04-27,367409940.0
FR,industry,2015-04-28,375048982.0
FR,industry,2015-04-29,370559920.0
FR,industry,2015-04-30,362507388.0
FR,industry,2015-05-01,331123284.0
FR,industry,2015-05-02,327489610.0
FR,industry,2015-05-03,326294541.0
FR,industry,2015-05-04,342578981.0
FR,industry,2015-05-05,346093678.0
FR,industry,2015-05-06,348835857.0
FR,industry,2015-05-07,344352496.0
FR,industry,2015-05-08,321364782.0
FR,industry,2015-05-09,316161154.0
FR,industry,2015-05-10,312582811.0
FR,industry,2015-05-11,332407739.0
FR,industry,2015-05-12,338609386.0
FR,industry,2015-05-13,330814620.0
FR,industry,2015-05-14,314846296.0
FR,industry,2015-05-15,328583105.0
FR,industry,2015-05-16,315069883.0
FR,industry,2015-05-17,312505636.0
FR,industry,2015-05-18,329520984.0
FR,industry,2015-05-19,340788211.0
FR,industry,2015-05-20,339598620.0
FR,industry,2015-05-21,331287179.0
FR,industry,2015-05-22,325482892.0
FR,industry,2015-05-23,303855238.0
FR,industry,2015-05-24,295673565.0
FR,industry,2015-05-25,304604418.0
FR,industry,2015-05-26,330471533.0
FR,industry,2015-05-27,336231644.0
FR,industry,2015-05-28,332395250.0
FR,industry,2015-05-29,333004797.0
FR,industry,2015-05-30,309761896.0
FR,industry,2015-05-31,304216233.0
FR,industry,2015-06-01,325634658.0
FR,industry,2015-06-02,322021506.0
FR,industry,2015-06-03,319207717.0
FR,industry,2015-06-04,312850826.0
FR,industry,2015-06-05,318765774.0
FR,industry,2015-06-06,289731668.0
FR,industry,2015-06-07,284603600.0
FR,industry,2015-06-08,308821294.0
FR,industry,2015-06-09,316706370.0
FR,industry,2015-06-10,314975410.0
FR,industry,2015-06-11,311215144.0
FR,industry,2015-06-12,312234217.0
FR,industry,2015-06-13,290272315.0
FR,industry,2015-06-14,289040936.0
FR,industry,2015-06-15,310009880.0
FR,industry,2015-06-16,318393016.0
FR,industry,2015-06-17,317351667.0
FR,industry,2015-06-18,321175672.0
FR,industry,2015-06-19,311462741.0
FR,industry,2015-06-20,294637391.0
FR,industry,2015-06-21,291459147.0
FR,industry,2015-06-22,315662970.0
FR,industry,2015-06-23,317725766.0
FR,industry,2015-06-24,316253942.0
FR,industry,2015-06-25,309530115.0
FR,industry,2015-06-26,307833619.0
FR,industry,2015-06-27,288512624.0
FR,industry,2015-06-28,278514097.0
FR,industry,2015-06-29,297548180.0
FR,industry,2015-06-30,296780763.0
FR,industry,2015-07-01,294194460.0
FR,industry,2015-07-02,304205037.0
FR,industry,2015-07-03,291545954.0
FR,industry,2015-07-04,279922432.0
FR,industry,2015-07-05,276476326.0
FR,industry,2015-07-06,299301321.0
FR,industry,2015-07-07,304148955.0
FR,industry,2015-07-08,312720605.0
FR,industry,2015-07-09,318345202.0
FR,industry,2015-07-10,302097511.0
FR,industry,2015-07-11,282449068.0
FR,industry,2015-07-12,275964690.0
FR,industry,2015-07-13,288978672.0
FR,industry,2015-07-14,293099195.0
FR,industry,2015-07-15,309736458.0
FR,industry,2015-07-16,308320828.0
FR,industry,2015-07-17,303561278.0
FR,industry,2015-07-18,283798868.0
FR,industry,2015-07-19,278614019.0
FR,industry,2015-07-20,300089732.0
FR,industry,2015-07-21,297957508.0
FR,industry,2015-07-22,308595140.0
FR,industry,2015-07-23,308230547.0
FR,industry,2015-07-24,293916203.0
FR,industry,2015-07-25,279864272.0
FR,industry,2015-07-26,276963623.0
FR,industry,2015-07-27,292040928.0
FR,industry,2015-07-28,302236980.0
FR,industry,2015-07-29,301266882.0
FR,industry,2015-07-30,301276958.0
FR,industry,2015-07-31,287755191.0
FR,industry,2015-08-01,263553170.0
FR,industry,2015-08-02,251063332.0
FR,industry,2015-08-03,257670670.0
FR,industry,2015-08-04,262389101.0
FR,industry,2015-08-05,257704172.0
FR,industry,2015-08-06,251791034.0
FR,industry,2015-08-07,252375506.0
FR,industry,2015-08-08,240673164.0
FR,industry,2015-08-09,244480197.0
FR,industry,2015-08-10,258658950.0
FR,industry,2015-08-11,248414156.0
FR,industry,2015-08-12,241993781.0
FR,industry,2015-08-13,243953284.0
FR,industry,2015-08-14,247641784.0
FR,industry,2015-08-15,243311159.0
FR,industry,2015-08-16,239320690.0
FR,industry,2015-08-17,248824099.0
FR,industry,2015-08-18,257303569.0
FR,industry,2015-08-19,262004439.0
FR,industry,2015-08-20,259136141.0
FR,industry,2015-08-21,258729394.0
FR,industry,2015-08-22,246608246.0
FR,industry,2015-08-23,249502675.0
FR,industry,2015-08-24,281974655.0
FR,industry,2015-08-25,296818849.0
FR,industry,2015-08-26,301780404.0
FR,industry,2015-08-27,300537346.0
FR,industry,2015-08-28,290461735.0
FR,industry,2015-08-29,269970684.0
FR,industry,2015-08-30,264720231.0
FR,industry,2015-08-31,285804926.0
FR,industry,2015-09-01,296505947.0
FR,industry,2015-09-02,300086038.0
FR,industry,2015-09-03,305491692.0
FR,industry,2015-09-04,302274738.0
FR,industry,2015-09-05,272955095.0
FR,industry,2015-09-06,273453114.0
FR,industry,2015-09-07,302991761.0
FR,industry,2015-09-08,310612320.0
FR,industry,2015-09-09,307924186.0
FR,industry,2015-09-10,309183642.0
FR,industry,2015-09-11,305848685.0
FR,industry,2015-09-12,291131651.0
FR,industry,2015-09-13,289297836.0
FR,industry,2015-09-14,317618116.0
FR,industry,2015-09-15,321374455.0
FR,industry,2015-09-16,314833865.0
FR,industry,2015-09-17,318536669.0
FR,industry,2015-09-18,314256447.0
FR,industry,2015-09-19,290447796.0
FR,industry,2015-09-20,279433190.0
FR,industry,2015-09-21,316043243.0
FR,industry,2015-09-22,339714070.0
FR,industry,2015-09-23,343703491.0
FR,industry,2015-09-24,344870689.0
FR,industry,2015-09-25,349179597.0
FR,industry,2015-09-26,330037784.0
FR,industry,2015-09-27,325658881.0
FR,industry,2015-09-28,347005307.0
FR,industry,2015-09-29,363299212.0
FR,industry,2015-09-30,358101360.0
FR,industry,2015-10-01,370294243.0
FR,industry,2015-10-02,364687195.0
FR,industry,2015-10-03,349978434.0
FR,industry,2015-10-04,341749073.0
FR,industry,2015-10-05,355239192.0
FR,industry,2015-10-06,358954583.0
FR,industry,2015-10-07,369742842.0
FR,industry,2015-10-08,377577157.0
FR,industry,2015-10-09,376600289.0
FR,industry,2015-10-10,351767165.0
FR,industry,2015-10-11,350885796.0
FR,industry,2015-10-12,382237131.0
FR,industry,2015-10-13,400723087.0
FR,industry,2015-10-14,416088193.0
FR,industry,2015-10-15,423359021.0
FR,industry,2015-10-16,418379205.0
FR,industry,2015-10-17,385044615.0
FR,industry,2015-10-18,381136294.0
FR,industry,2015-10-19,408669936.0
FR,industry,2015-10-20,408483651.0
FR,industry,2015-10-21,410905132.0
FR,industry,2015-10-22,402767461.0
FR,industry,2015-10-23,391113777.0
FR,industry,2015-10-24,379868974.0
FR,industry,2015-10-25,366970588.0
FR,industry,2015-10-26,393283262.0
FR,industry,2015-10-27,386907090.0
FR,industry,2015-10-28,395130790.0
FR,industry,2015-10-29,400927064.0
FR,industry,2015-10-30,404232532.0
FR,industry,2015-10-31,379064640.0
FR,industry,2015-11-01,388020435.0
FR,industry,2015-11-02,427267323.0
FR,industry,2015-11-03,424804867.0
FR,industry,2015-11-04,423026054.0
FR,industry,2015-11-05,428317552.0
FR,industry,2015-11-06,412950757.0
FR,industry,2015-11-07,384945438.0
FR,industry,2015-11-08,379950965.0
FR,industry,2015-11-09,406583280.0
FR,industry,2015-11-10,415947051.0
FR,industry,2015-11-11,407366890.0
FR,industry,2015-11-12,425858740.0
FR,industry,2015-11-13,422544975.0
FR,industry,2015-11-14,401234272.0
FR,industry,2015-11-15,384672968.0
FR,industry,2015-11-16,407572742.0
FR,industry,2015-11-17,407582142.0
FR,industry,2015-11-18,407747878.0
FR,industry,2015-11-19,413156217.0
FR,industry,2015-11-20,424808402.0
FR,industry,2015-11-21,426911635.0
FR,industry,2015-11-22,434734873.0
FR,industry,2015-11-23,480453279.0
FR,industry,2015-11-24,488905140.0
FR,industry,2015-11-25,476266788.0
FR,industry,2015-11-26,486063513.0
FR,industry,2015-11-27,486732404.0
FR,industry,2015-11-28,459211081.0
FR,industry,2015-11-29,441109007.0
FR,industry,2015-11-30,467445609.0
FR,industry,2015-12-01,470481021.0
FR,industry,2015-12-02,479886218.0
FR,industry,2015-12-03,487682179.0
FR,industry,2015-12-04,477521769.0
FR,industry,2015-12-05,452209223.0
FR,industry,2015-12-06,431802981.0
FR,industry,2015-12-07,460238349.0
FR,industry,2015-12-08,471351074.0
FR,industry,2015-12-09,485184639.0
FR,industry,2015-12-10,490131713.0
FR,industry,2015-12-11,463628774.0
FR,industry,2015-12-12,430331812.0
FR,industry,2015-12-13,430009272.0
FR,industry,2015-12-14,455300658.0
FR,industry,2015-12-15,440983797.0
FR,industry,2015-12-16,428992986.0
FR,industry,2015-12-17,414030549.0
FR,industry,2015-12-18,413417557.0
FR,industry,2015-12-19,388624535.0
FR,industry,2015-12-20,387449355.0
FR,industry,2015-12-21,402543762.0
FR,industry,2015-12-22,394784850.0
FR,industry,2015-12-23,378864808.0
FR,industry,2015-12-24,343255580.0
FR,industry,2015-12-25,336483953.0
FR,industry,2015-12-26,350893706.0
FR,industry,2015-12-27,355794042.0
FR,industry,2015-12-28,368476748.0
FR,industry,2015-12-29,366294978.0
FR,industry,2015-12-30,360073875.0
