country,year,energy_balance,value,unit,siec,frequency,dataset,source
AL,2022,DL,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,DL,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,DL,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,DL_NT,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,DL_NT,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,DL_NT,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1992,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1993,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1994,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1995,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1996,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1997,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1998,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1999,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2000,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2001,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2002,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2003,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2004,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2005,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2006,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2007,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2008,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2009,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2010,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2011,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2012,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2013,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2014,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2015,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2016,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2017,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2018,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2019,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2020,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2021,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,EXP,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,FC,9453.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,FC,5500.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1992,FC,3984.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1993,FC,3184.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1994,FC,2027.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1995,FC,1077.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1996,FC,894.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1997,FC,65.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1998,FC,36.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1999,FC,128.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2000,FC,42.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2001,FC,38.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2002,FC,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2003,FC,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2004,FC,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2005,FC,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2006,FC,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2007,FC,84.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2008,FC,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2009,FC,38.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2010,FC,33.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2011,FC,72.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2012,FC,155.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2013,FC,260.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2014,FC,318.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2015,FC,519.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2016,FC,466.828,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2017,FC,581.495,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2018,FC,343.318,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2019,FC,301.45,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2020,FC,301.4,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2021,FC,301.4,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,FC,274.469,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,FC,527.428,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,FC,637.8,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,FC_E,9453.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,FC_E,5500.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1992,FC_E,3984.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1993,FC_E,3184.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1994,FC_E,2027.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1995,FC_E,1077.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1996,FC_E,894.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1997,FC_E,65.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1998,FC_E,36.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1999,FC_E,128.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2000,FC_E,42.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2001,FC_E,38.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2002,FC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2003,FC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2004,FC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2005,FC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2006,FC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2007,FC_E,84.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2008,FC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2009,FC_E,38.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2010,FC_E,33.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2011,FC_E,72.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2012,FC_E,155.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2013,FC_E,260.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2014,FC_E,318.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2015,FC_E,519.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2016,FC_E,466.828,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2017,FC_E,581.495,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2018,FC_E,343.318,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2019,FC_E,301.45,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2020,FC_E,301.4,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2021,FC_E,301.4,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,FC_E,274.469,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,FC_E,527.428,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,FC_E,637.8,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1992,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1993,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1994,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1995,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1996,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1997,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1998,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1999,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2000,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2001,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2002,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2003,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2004,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2005,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2006,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2007,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2008,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2009,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2010,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2011,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2012,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2013,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2014,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2015,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2016,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2017,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2018,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2019,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2020,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2021,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,FC_IND_CON_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1992,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1993,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1994,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1995,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1996,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1997,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1998,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1999,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2000,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2001,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2002,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2003,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2004,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2005,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2006,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2007,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2008,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2009,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2010,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2011,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2012,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2013,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2014,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2015,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2016,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2017,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2018,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2019,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2020,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2021,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,FC_IND_CON_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1992,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1993,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1994,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1995,FC_IND_CPC_E,389.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1996,FC_IND_CPC_E,323.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1997,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1998,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1999,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2000,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2001,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2002,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2003,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2004,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2005,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2006,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2007,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2008,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2009,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2010,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2011,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2012,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2013,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2014,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2015,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2016,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2017,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2018,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2019,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2020,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2021,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,FC_IND_CPC_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1992,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1993,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1994,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1995,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1996,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1997,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1998,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1999,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2000,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2001,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2002,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2003,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2004,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2005,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2006,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2007,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2008,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2009,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2010,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2011,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2012,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2013,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2014,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2015,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2016,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2017,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2018,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2019,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2020,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2021,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,FC_IND_CPC_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,FC_IND_E,7610.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,FC_IND_E,4256.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1992,FC_IND_E,2740.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1993,FC_IND_E,2064.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1994,FC_IND_E,1674.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1995,FC_IND_E,883.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1996,FC_IND_E,733.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1997,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1998,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1999,FC_IND_E,128.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2000,FC_IND_E,42.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2001,FC_IND_E,38.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2002,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2003,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2004,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2005,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2006,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2007,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2008,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2009,FC_IND_E,38.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2010,FC_IND_E,33.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2011,FC_IND_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2012,FC_IND_E,155.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2013,FC_IND_E,260.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2014,FC_IND_E,318.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2015,FC_IND_E,519.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2016,FC_IND_E,466.828,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2017,FC_IND_E,581.495,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2018,FC_IND_E,343.318,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2019,FC_IND_E,301.45,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2020,FC_IND_E,301.4,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2021,FC_IND_E,301.4,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2022,FC_IND_E,274.469,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2023,FC_IND_E,527.428,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,2024,FC_IND_E,637.8,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1990,FC_IND_FBT_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
AL,1991,FC_IND_FBT_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
