country,date,demand,type,source
AT,2020-06-20,119419031.998,total,aggm
AT,2020-06-21,134489894.429,total,aggm
AT,2020-06-22,130548609.694,total,aggm
AT,2020-06-23,144138926.1,total,aggm
AT,2020-06-24,136424201.38,total,aggm
AT,2020-06-25,125120215.309,total,aggm
AT,2020-06-26,105195715.249,total,aggm
AT,2020-06-27,103566188.719,total,aggm
AT,2020-06-28,136544995.74100003,total,aggm
AT,2020-06-29,127904882.276,total,aggm
AT,2020-06-30,137686829.96,total,aggm
AT,2020-07-01,152406505.546,total,aggm
AT,2020-07-02,135667302.39499998,total,aggm
AT,2020-07-03,101107027.874,total,aggm
AT,2020-07-04,97133647.206,total,aggm
AT,2020-07-05,148896559.63500002,total,aggm
AT,2020-07-06,140690493.962,total,aggm
AT,2020-07-07,165548386.22,total,aggm
AT,2020-07-08,179014418.372,total,aggm
AT,2020-07-09,139432592.827,total,aggm
AT,2020-07-10,118561879.15799999,total,aggm
AT,2020-07-11,114764282.86400001,total,aggm
AT,2020-07-12,142942046.132,total,aggm
AT,2020-07-13,149539418.0,total,aggm
AT,2020-07-14,159846902.358,total,aggm
AT,2020-07-15,154756748.19,total,aggm
AT,2020-07-16,134455056.93400002,total,aggm
AT,2020-07-17,118338997.16,total,aggm
AT,2020-07-18,117553860.91399999,total,aggm
AT,2020-07-19,138967897.47800002,total,aggm
AT,2020-07-20,149859664.985,total,aggm
AT,2020-07-21,170396321.608,total,aggm
AT,2020-07-22,170466483.316,total,aggm
AT,2020-07-23,148616387.821,total,aggm
AT,2020-07-24,117577362.58,total,aggm
AT,2020-07-25,99617640.711,total,aggm
AT,2020-07-26,121842008.554,total,aggm
AT,2020-07-27,129056879.077,total,aggm
AT,2020-07-28,130813189.765,total,aggm
AT,2020-07-29,135252129.361,total,aggm
AT,2020-07-30,118977346.609,total,aggm
AT,2020-07-31,98641841.94399999,total,aggm
AT,2020-08-01,98519947.50400001,total,aggm
AT,2020-08-02,121404206.971,total,aggm
AT,2020-08-03,128147170.866,total,aggm
AT,2020-08-04,130473148.27600001,total,aggm
AT,2020-08-05,129882167.805,total,aggm
AT,2020-08-06,130747101.03699999,total,aggm
AT,2020-08-07,106760937.027,total,aggm
AT,2020-08-08,105819488.248,total,aggm
AT,2020-08-09,132656363.02600001,total,aggm
AT,2020-08-10,148847472.257,total,aggm
AT,2020-08-11,142208276.081,total,aggm
AT,2020-08-12,126912323.332,total,aggm
AT,2020-08-13,130348584.111,total,aggm
AT,2020-08-14,114029475.884,total,aggm
AT,2020-08-15,116242396.641,total,aggm
AT,2020-08-16,148336139.982,total,aggm
AT,2020-08-17,163681447.144,total,aggm
AT,2020-08-18,144269083.482,total,aggm
AT,2020-08-19,148386894.859,total,aggm
AT,2020-08-20,138082004.54799998,total,aggm
AT,2020-08-21,122112933.942,total,aggm
AT,2020-08-22,107146048.257,total,aggm
AT,2020-08-23,153265724.895,total,aggm
AT,2020-08-24,151055052.273,total,aggm
AT,2020-08-25,149279192.99199998,total,aggm
AT,2020-08-26,156307060.958,total,aggm
AT,2020-08-27,140177987.741,total,aggm
AT,2020-08-28,125904087.21800001,total,aggm
AT,2020-08-29,124706116.07699999,total,aggm
AT,2020-08-30,151910228.85300002,total,aggm
AT,2020-08-31,166920503.053,total,aggm
AT,2020-09-01,163060142.76799998,total,aggm
AT,2020-09-02,157085870.24,total,aggm
AT,2020-09-03,145124061.518,total,aggm
AT,2020-09-04,124408464.33,total,aggm
AT,2020-09-05,125723091.319,total,aggm
AT,2020-09-06,152652464.253,total,aggm
AT,2020-09-07,157929653.585,total,aggm
AT,2020-09-08,148538077.504,total,aggm
AT,2020-09-09,150951026.714,total,aggm
AT,2020-09-10,139752791.352,total,aggm
AT,2020-09-11,125832987.577,total,aggm
AT,2020-09-12,126248974.54699999,total,aggm
