Date;Area;Total_consumption;Consumption_industrial_customers_except_HMS;Consumption_public_distribution;Consumption_HMS_customers;Consumption_PIRR;Forecast_estimated_on_D-5_Forecast_GRTgaz_total;Forecast_estimated_on_D-4_Forecast_GRTgaz_total;Forecast_estimated_on_D-3_Forecast_GRTgaz_total;Forecast_estimated_on_D-2_Forecast_GRTgaz_total;Forecast_estimated_on_D-1_before_5PM_Forecast_GRTgaz_total;Forecast_estimated_on_D-1_after_5PM_Forecast_GRTgaz_total;Forecast_estimated_on_D_before_3PM_Forecast_GRTgaz_total;Forecast_estimated_on_D_after_3PM_Forecast_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Forecast_estimated_on_D-5_public_distribution;Forecast_estimated_on_D-4_public_distribution;Forecast_estimated_on_D-3_public_distribution;Forecast_estimated_on_D-2_public_distribution;Forecast_estimated_on_D-1_before_5PM_public_distribution;Forecast_estimated_on_D-1_after_5PM_public_distribution;Forecast_estimated_on_D_before_3PM_public_distribution;Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Forecast_estimated_on_D-5_PIRR;Forecast_estimated_on_D-4_PIRR;Forecast_estimated_on_D-3_PIRR;Forecast_estimated_on_D-2_PIRR;Forecast_estimated_on_D-1_before_5PM_PIRR;Forecast_estimated_on_D-1_after_5PM_PIRR;Forecast_estimated_on_D_before_3PM_PIRR;Forecast_estimated_on_D_after_3PM_PIRR;Forecast_shippers_D-1_02PM;Forecast_shippers_D-1_04PM;Forecast_shippers_D-1_06PM;Forecast_shippers_D-1_08PM;Forecast_shippers_D-1_09PM;Forecast_shippers_D-1_10PM;Forecast_shippers_D-1_11PM;Forecast_shippers_D-1_00AM;Forecast_shippers_D-1_01AM;Forecast_shippers_D-1_02AM;Forecast_shippers_D-1_03AM;Forecast_shippers_D_04AM;Forecast_shippers_D_05AM;Forecast_shippers_D_06AM;Forecast_shippers_D_07AM;Forecast_shippers_D_08AM;Forecast_shippers_D_09AM;Forecast_shippers_D_10AM;Forecast_shippers_D_11AM;Forecast_shippers_D_12PM;Forecast_shippers_D_13PM;Forecast_shippers_D_02PM;Forecast_shippers_D_03PM;Forecast_shippers_D_04PM;Forecast_shippers_D_05PM;Forecast_shippers_D_06PM;Forecast_shippers_D_07PM;Forecast_shippers_D_08PM;Forecast_shippers_D_09PM;Forecast_shippers_D_10PM;Forecast_shippers_D_11PM;Forecast_shippers_D_12AM;Forecast_shippers_D_01AM;Forecast_shippers_D_02AM;Forecast_shippers_D_03AM;Average_temperature
16/12/2013;"All areas";592805627;121263964;460211167;3429631;7900865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584450146;584628974;584659765;584659765;584659765;584659765;584888056;584888056;585021089;585021089;593402089;593402089;593402089;593402089;591260366;591260366;591260366;597310129;597328407;597120407;597119693;595869693;589691495;586261495;586127938;585479087;583594007;583689330;583689330;583746733;583746733;583776002;583806696;583806696;583806696;5.5
18/03/2013;"All areas";1513758096;351773349;1047876362;104937761;9170624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1421806408;1470171744;1471558184;1463105250;1459221118;1459211154;1457239154;1469988794;1469988794;1469988794;1469988794;1469988794;1469988794;1469988794;1469988794;1469988794;1469988794;1471763937;1501779085;1501779085;1499584310;1489133267;1491377833;1490686598;1485694425;1491186376;1488936128;1488175339;1489073409;1492073409;1493960749;1493960749;1498158809;1498158809;1498158809;4.9
03/07/2013;"All areas";426739376;219893884;206482883;122366;240243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;411257472;429001172;424333827;427043810;426543184;426543184;426543184;426543184;426543184;426543184;426543184;426543184;426543184;426543184;426543184;426543184;426543184;416395044;416395044;415703791;418847099;419258543;419548149;420078731;420206251;419321400;419694696;419639696;419657679;419657679;;;;;420528835;17.4
14/12/2013;"All areas";1382058921;340671298;965999813;64369413;11018397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1224496482;1294311850;1324397978;1390313208;1390313208;1390313208;1390313208;1390313208;1390313208;1390313208;1390313208;1390313208;1390313208;1390313208;1390313208;1405574086;1405574086;1402065498;1401787105;1402922735;1404656265;1403748648;1403693012;1403732115;1397640115;1401422799;1401422799;1399927475;1399927475;1401529044;1402101606;1403001606;1403001606;1403001606;1403001606;5.9
22/07/2013;"All areas";357478262;203824541;151379004;2061957;212760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299225613;313291736;313315349;372622966;372622966;372622966;372622966;372622966;372622966;373448053;373448053;373448053;373448053;373448053;373448053;373448053;373448053;373631060;373631060;373143713;373238109;371639726;371468230;371077800;369944636;370723107;370375626;370383825;368383825;368388202;370193462;370193462;370708682;370708682;370708682;29.1
19/03/2013;"All areas";1430074318;340887634;996702257;84658648;7825779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1393839938;1402748152;1410858598;1438717805;1438717805;1438717805;1438717805;1438717805;1438717805;1440017805;1440017805;1440017805;1440017805;1440017805;1440017805;1440017805;1440017805;1448934047;1448612047;1446851367;1451540106;1450440422;1460251683;1460251683;1460447762;1435181530;1435335267;1432846267;1435934197;1435934197;1437474197;1435974197;1435482551;1435482551;1435482551;5.6
21/05/2013;"All areas";798157286;264686864;504425520;19832453;9212449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;598129041;719129702;709467698;706984276;706984276;706984276;706984276;706984276;706984276;706984276;706984276;706984276;706984276;706984276;708364276;708364276;708364276;706040326;712660966;712660966;712772225;712727343;739935678;739881678;742974710;746919533;758064054;758988823;764161865;764161865;764161865;764161865;764233559;764233559;764233559;11.8
27/06/2013;"All areas";454748955;222888881;225211822;3639652;3008600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;433486397;447883366;451157402;450919813;450919813;450919813;451219813;451219813;451219813;451219813;451219813;451219813;451219813;451219813;451219813;451219813;451219813;451219813;451219813;451219813;450887264;450910386;450076412;449537807;448283914;448081143;449624196;449630196;449630196;449630196;450739584;450739584;450739584;451335089;451360072;15.4
04/03/2013;"All areas";1417810321;347726087;993392088;65852419;10839727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1462036044;1457519174;1457744058;1466679721;1466679721;1466679721;1444446529;1444654635;1444654635;1448146231;1448146231;1448146231;1448146231;1448146231;1448146231;1445626180;1438818180;1445626180;1462065666;1462065666;1461215666;1459420837;1470688415;1465444764;1462026218;1464614922;1457757425;1456952407;1457182402;1457182402;1457181771;1457450481;1452650481;1452650481;1452650481;7
26/03/2013;"All areas";1536127967;344208966;1100724815;78197914;12996272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1455057804;1483378817;1539807943;1593889272;1587679032;1587679032;1587679032;1587679032;1587679032;1587679032;1587679032;1587679032;1587679032;1587679032;1587679032;1587679032;1587679032;1591427166;1598869506;1596869506;1597432173;1596397293;1561623351;1561929407;1574781698;1562759380;1561584894;1557819894;1559919894;1560219894;1560219894;1561230573;1561230573;1561230573;1561230573;2.9
08/10/2013;"All areas";221715221;98122734;113635491;9858602;98394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194258152;194532710;218349481;228325517;225537616;225537616;225537616;225537616;224658470;224658470;224658470;224658470;224658470;224658470;224658470;224658470;224658470;226087899;226087899;226365925;221832274;220835008;221354039;221354039;221113935;219719135;219725691;219725691;219726574;219743044;219743044;219743044;219778763;219778763;219778763;14.6
06/03/2013;"All areas";1093492135;327620540;712634119;44170514;9066962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1087675799;1091456010;1142187714;1155265894;1155265894;1155265894;1155265894;1155265894;1156400552;1156400552;1156400552;1156400552;1156400552;1156400552;1151400552;1151400552;1151400552;1151400552;1150433364;1150433364;1149397203;1150392019;1148364633;1129927138;1130445408;1127550997;1124582733;1124582733;1124785104;1123785104;1123785104;1123785104;1123993233;1123993233;1123993233;11.2
18/01/2013;"All areas";1993509368;384831696;1482907825;113056129;12713718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1900372787;1910646387;1934646425;1974458029;1974458029;1974887472;1974887472;1974887472;1974887472;1974887472;1974887472;1974887472;1974887472;1974887472;1974887472;1974887472;1974887472;1974887472;1990793530;1985016788;1984403443;1987595815;1986612407;1961469753;1962321273;1975531180;1968933277;1969499334;1968259334;1968259334;1968749334;1970627666;1971204421;1971204421;1971204421;-2.6
24/10/2013;"All areas";730175744;297767927;387269433;38430509;6707875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;678809405;722094219;725414999;732896474;733265474;733265474;733265474;731795474;731795474;731795474;731795474;731795474;731795474;736662816;736662816;743586741;743586741;744884397;744884397;744884397;744384397;;723881626;723881626;732086902;728727883;731179646;731179646;732179801;732179801;732831741;732831741;732471450;732471450;732471450;15.4
08/04/2013;"All areas";496886240;113909476;343257112;34157161;5562491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;451763234;483616581;483726923;481416841;481416841;489811734;491250257;491250257;491250257;491250257;491250257;491250257;491250257;491250257;491250257;491250257;491250257;491887551;491887551;495672067;496272067;496578240;500046085;487414239;487427253;486891715;486929433;489473255;489520121;489520121;489520121;488520121;488576318;488576318;488536318;7.8
27/08/2013;"All areas";448881407;228400235;177795627;36226804;6458741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334454238;390054636;404006730;434728621;435884990;435996645;435996645;435996645;436007533;440457533;440457533;440457533;440457533;440457533;440457533;440457533;432234533;426310429;426310429;426600444;426600444;430050643;431565069;432064987;433846574;436808380;437080785;437080785;436080785;445204662;445785262;445785262;447000241;447000241;446430241;18.2
21/07/2013;"All areas";124266405;79795145;42872829;89162;1509269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127998891;127971405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128916405;128317902;128317902;129015966;129015966;129010125;129010125;128990085;128990085;129141574;129149295;129642962;129661531;129661531;129089563;129089563;129126375;129126375;26.9
26/06/2013;"All areas";455969581;227045570;227736530;118769;1068712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;434279914;456338746;460028507;459448382;459448382;459448382;459448382;459448382;459448382;458348382;458348382;458348382;458348382;458348382;458348382;458348382;458348382;453194699;453194699;453194699;453253536;453768747;452273275;451733275;451579313;452726291;452826526;452841570;452847881;452847881;452847881;453547214;453547214;453547214;453547214;16.3
18/11/2013;"All areas";562296851;128520207;404878665;19263740;9634239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;516966869;509599445;511917805;511917805;511925805;511925805;510675805;510675805;510675805;510675805;510675805;510675805;510675805;510675805;510675805;510675805;510675805;509712589;509712589;509712589;510920074;510620074;524723435;524966251;526101612;525105386;525791181;524941874;524941874;524941874;524941999;524942269;525071832;525071832;525071832;5.7
12/12/2013;"All areas";654280978;129813659;513705441;142371;10619507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;547238166;587876416;608193818;615053382;615053382;615053382;615053382;615053382;615053382;615053382;615053382;615053382;615053382;615053382;615053382;615053382;615053382;618160623;618160623;618160623;618335101;632502056;633760496;632333251;633701216;632567155;632179970;632305548;632976292;632976292;633051605;633065579;633065579;633065579;633065579;0.3
30/01/2013;"All areas";1180453604;335992998;832094609;2837934;9528063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1135669186;1188422783;1188230467;1183230692;1183230692;1183230692;1168908492;1168908492;1168908492;1168908492;1168908492;1168908492;1168908492;1168908492;1168908492;1168908492;1168908492;1168400479;1167647654;1167597654;1167597654;1165416726;1165526366;1152894070;1151051546;1143166607;1143166607;1177734101;1178051356;1174566356;1173033096;1173033096;1173204215;1173204215;1173204215;10.4
20/11/2013;"All areas";634762463;138350866;485696926;1013209;9701462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586064135;605905842;604965121;602644474;632344474;632344474;632344474;632344474;632344474;632344474;632344474;632344474;632344474;632344474;632344474;632344474;632344474;628138741;628166672;628319932;628483864;629109470;630221208;631941073;631219456;631238554;633146269;634285894;634322282;634322282;634322282;634322282;634322282;634322282;634322282;1.7
07/11/2013;"All areas";325023015;110649265;209832804;;4540946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320976534;321086927;344341718;345854951;345854951;345854951;345854951;345854951;345854951;345854951;345854951;345854951;345854951;345854951;345854951;345854951;345854951;343001178;343001178;343001178;343100101;338931937;337987714;337564714;334805839;330853083;330893354;330829083;330210614;330210614;330293229;330293441;330293441;330293441;330293441;14.3
05/06/2013;"All areas";484274328;220151800;259632907;145272;4344349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;542354195;520827177;528936557;524590535;524590535;524590535;523629024;523629024;523629024;523629024;523629024;523629024;523629024;523629024;523629024;523629024;523629024;523629024;523629024;524376099;524376099;517267345;516178115;510220881;510013860;509999585;504133355;504169728;504169728;502067334;502363667;502409470;500734466;500734466;500734466;18.1
29/01/2013;"All areas";1259795105;338991987;888561205;22245783;9996130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1184166442;1194994140;1204955260;1213111390;1212961390;1212961390;1230872641;1230872641;1230872641;1230872641;1230872641;1230872641;1230872641;1230872641;1230872641;1230872641;1230872641;1229836006;1229836006;1225582373;1219601504;1218651504;1219192865;1221187865;1219472590;1216698417;1240682034;1244277512;1244277512;1244571030;1244571030;1244571030;1244862813;1244862813;1244862813;11.4
17/03/2013;"All areas";1307885236;322380424;966750026;9621039;9133747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1222937685;1239473971;1238466638;1238466638;1238466638;1238466638;1233156740;1233156740;1233156740;1233156740;1233156740;1233156740;1233156740;1233156740;1233156740;1233156740;1238556551;1238556551;1238556551;1238787667;1238787667;1238787667;1268631726;1268631726;1265050822;1265254559;1265254559;1265254559;1265262559;1260670775;1260670775;1270657372;1270657372;1270657372;1270657372;6.5
24/11/2013;"All areas";554587976;128453383;414772234;526927;10835432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568715358;568808524;567994138;567159177;567159177;567159177;567159177;567159177;567159177;567159177;567159177;567159177;567159177;567159177;567159177;567159177;567159177;559347809;559347809;559347809;559387156;559139583;559283737;559283737;562349772;561831845;561890596;563414378;563479306;563479306;563625578;563625578;563625578;563730509;563730509;5.7
26/09/2013;"All areas";208224004;99481335;86127031;20960227;1655411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;212151045;215083390;217095633;216682357;216832357;216832357;216832357;217787357;229367357;229367357;229367357;229367357;229367357;229367357;229367357;229367357;229367357;229367357;230627764;229069981;229944643;224829691;224950615;225409401;225433226;223870579;214876013;214888996;214888996;213972693;213972693;214780277;215361399;215361399;215361399;21.1
18/04/2013;"All areas";239441357;99943644;125288903;14030310;178500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;253649053;244338289;246045700;265824659;265824659;265824659;265824659;265824659;265824659;265824659;265824659;264945077;264945077;264945077;264945077;264945077;264945077;264794135;265260589;265260589;264960589;262268352;262519130;262519130;260070269;250486209;251627564;251627564;251661163;251661163;251661163;245940327;245940327;246024611;246024611;17
20/10/2013;"All areas";616089465;274098210;333857546;2337684;5796025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;599399690;599650829;610693876;611336939;611366939;611366939;611366939;611366939;611366939;611366939;611366939;611366939;611366939;611366939;611366939;611366939;611366939;611366939;609582061;609582061;608782061;624767096;625067096;614814864;614906319;613908909;612459149;614851089;614441821;614241821;614241821;614241821;612373747;612373747;612373747;16.1
19/06/2013;"All areas";429654217;212771330;195849682;20785459;247746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393091707;405179384;413396072;413152632;413152632;413152632;413152632;413152632;413152632;421720632;421720632;421720632;421720632;421720632;420734632;420734632;420777382;419838071;419627763;419673060;419859552;418911093;419587281;431130835;431018012;432645683;432690807;432690807;436381503;441259325;441272359;441278750;441278750;441278750;441278750;22.3
25/07/2013;"All areas";153767191;86262904;65889637;88342;1526308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136186903;136269421;158620238;158050951;158050951;158050951;158050951;158050951;158050951;158050951;158050951;158050951;158050951;158050951;158050951;158050951;158050951;158287102;158287102;159274605;158387091;159129216;160094835;160380237;161049047;162102747;160224312;160333404;160333404;160333404;160360133;160354809;160364295;160364295;160364295;27.1
24/08/2013;"All areas";121657309;78393878;43197671;1446;64314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95499785;98349850;99189040;117293848;117293848;117293848;117293848;117293848;117293848;117293848;117293848;117293848;117293848;117293848;117293848;117293848;117293848;117293848;119769007;119769007;120778300;120778300;120449355;120449356;121042346;121042346;121042346;121042347;122581577;122581577;122581577;122581577;122581577;122581577;122614494;19.9
16/06/2013;"All areas";357200320;198052163;157853146;1071305;223706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;335733185;335713345;341390196;341390196;341390196;341377478;341377478;341377478;339027478;339027478;339027478;339027478;339027478;339027478;339027478;339027478;339027478;339054478;336313156;336338317;353032564;353040384;353040316;352065427;352036911;352486822;352486822;352486822;352521027;352521027;352535813;352535813;352042717;352042717;352042717;18.5
09/10/2013;"All areas";234344821;101865943;121640766;10742995;95117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186785287;189845779;215111223;225726320;225726320;225726320;225726320;225726320;225726320;225726320;225726320;225726320;225726320;225726320;225726320;225726320;225726320;227247542;227247542;227227774;226665422;228465963;228184313;228187313;229130049;229171616;226974067;227481269;227481269;227481269;227503263;227513613;227521540;227521540;227521540;14.3
26/12/2013;"All areas";1144165502;267125617;870183534;317978;6538373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1220813148;1221318208;1225577020;1196277020;1196277020;1196277020;1196277020;1196209430;1196209430;1196209430;1196209430;1196209430;1196209430;1196209430;1196209430;1196209430;1197663430;1206686372;1206053479;1206133764;1207009689;1207013784;1163654373;1163809475;1164589682;1166541598;1165718069;1166244706;1166520080;1167477590;1168021905;1168021905;1168021905;1168021905;1168021905;6.7
13/10/2013;"All areas";775457510;275532713;489536926;2509960;7877911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;736505418;736980616;734815288;734815288;738481363;739381363;739381363;739381363;739406363;739406363;739406363;739406363;;;;739406363;739406363;741316659;741316659;741316659;743080974;748527066;748527304;748702133;745419683;745450551;746348211;748348211;748348211;748348211;748348211;748979791;748979791;748305457;748305457;10.2
