Date;Area;Total_consumption;Consumption_industrial_customers_except_HMS;Consumption_public_distribution;Consumption_HMS_customers;Consumption_PIRR;Forecast_estimated_on_D-5_Forecast_GRTgaz_total;Forecast_estimated_on_D-4_Forecast_GRTgaz_total;Forecast_estimated_on_D-3_Forecast_GRTgaz_total;Forecast_estimated_on_D-2_Forecast_GRTgaz_total;Forecast_estimated_on_D-1_before_5PM_Forecast_GRTgaz_total;Forecast_estimated_on_D-1_after_5PM_Forecast_GRTgaz_total;Forecast_estimated_on_D_before_3PM_Forecast_GRTgaz_total;Forecast_estimated_on_D_after_3PM_Forecast_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Forecast_estimated_on_D-5_public_distribution;Forecast_estimated_on_D-4_public_distribution;Forecast_estimated_on_D-3_public_distribution;Forecast_estimated_on_D-2_public_distribution;Forecast_estimated_on_D-1_before_5PM_public_distribution;Forecast_estimated_on_D-1_after_5PM_public_distribution;Forecast_estimated_on_D_before_3PM_public_distribution;Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Forecast_estimated_on_D-5_PIRR;Forecast_estimated_on_D-4_PIRR;Forecast_estimated_on_D-3_PIRR;Forecast_estimated_on_D-2_PIRR;Forecast_estimated_on_D-1_before_5PM_PIRR;Forecast_estimated_on_D-1_after_5PM_PIRR;Forecast_estimated_on_D_before_3PM_PIRR;Forecast_estimated_on_D_after_3PM_PIRR;Forecast_shippers_D-1_02PM;Forecast_shippers_D-1_04PM;Forecast_shippers_D-1_06PM;Forecast_shippers_D-1_08PM;Forecast_shippers_D-1_09PM;Forecast_shippers_D-1_10PM;Forecast_shippers_D-1_11PM;Forecast_shippers_D-1_00AM;Forecast_shippers_D-1_01AM;Forecast_shippers_D-1_02AM;Forecast_shippers_D-1_03AM;Forecast_shippers_D_04AM;Forecast_shippers_D_05AM;Forecast_shippers_D_06AM;Forecast_shippers_D_07AM;Forecast_shippers_D_08AM;Forecast_shippers_D_09AM;Forecast_shippers_D_10AM;Forecast_shippers_D_11AM;Forecast_shippers_D_12PM;Forecast_shippers_D_13PM;Forecast_shippers_D_02PM;Forecast_shippers_D_03PM;Forecast_shippers_D_04PM;Forecast_shippers_D_05PM;Forecast_shippers_D_06PM;Forecast_shippers_D_07PM;Forecast_shippers_D_08PM;Forecast_shippers_D_09PM;Forecast_shippers_D_10PM;Forecast_shippers_D_11PM;Forecast_shippers_D_12AM;Forecast_shippers_D_01AM;Forecast_shippers_D_02AM;Forecast_shippers_D_03AM;Average_temperature
06/10/2013;"All areas";455388164;251071487;198740028;2962289;2614360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;476375200;471248983;469387773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;469867773;465002015;465002015;467198875;467278011;467306494;467656494;467164706;467215749;465630948;465646328;465681687;465681687;465702099;465702099;465488486;465488486;465488486;15.5
14/08/2013;"All areas";326510982;184039971;137352706;115440;5002865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318882378;325040699;325245596;328952129;330029145;330018157;330318157;330318157;330318157;330318157;330318157;330318157;330318157;330318157;330318157;330318157;330318157;328320721;328320721;328320721;327059297;330708192;330605616;330775071;330432440;329358770;330037704;330047712;330051836;330051836;330051836;330066083;329266083;329266083;329266083;19.1
26/04/2013;"All areas";670356526;263413536;404096084;170464;2676442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;632025864;648724895;657950607;678979231;674979231;675074331;675074331;675158331;675158331;675158331;675158331;675158331;675158331;675158331;675158331;675158331;675158331;674336011;674336011;674336011;673036519;672606781;657652716;627809409;626332642;639715760;639585934;639585934;639684389;639684389;639684389;641577424;642656664;642656664;642656664;11.4
03/11/2013;"All areas";894378373;297060537;586005523;953431;10358882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;612246785;838325825;838463096;838463096;838463096;838463096;840566195;841166195;841166195;844666195;844666195;844666195;844666195;844666195;844666195;844666195;844666195;844666195;844666195;844666195;858843904;859318526;858078852;861993170;861956031;867718646;868403699;868403699;868403699;868403699;868403699;868403699;868403699;869476881;869476881;10.4
07/09/2013;"All areas";139438290;87829725;51531646;6239;70680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130145044;135368808;139326723;137653901;137653901;137653901;137653901;137653901;137653901;137653901;137653901;137653901;137653901;137653901;137653901;137653901;137653901;138605065;138605065;138605065;135830855;135850809;135850809;138244907;138235028;138242708;138249893;138249893;138249893;138252753;138276890;138276890;138298742;138298742;138298742;20.1
13/11/2013;"All areas";494603152;124496976;349332749;11174494;9598933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;431095433;447454455;454395098;470023848;470023848;470023848;470023848;470023848;470023848;470023848;470023848;470023848;470023848;470023848;470023848;470023848;470023848;478638154;478638154;478638154;477849905;463979517;464926554;465455928;472268418;472833309;471312395;472042324;472067563;472094893;472094893;472094893;472094893;472094893;472094893;7.2
04/05/2013;"All areas";605479002;248524358;354579821;125923;2248900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;609388700;607894546;606504874;601868617;601868617;601868617;601868617;601868617;601868617;600868617;600868617;600868617;600868617;600868617;600868617;600868617;600868617;600868617;600868617;600868617;600955580;601437901;601395916;599689934;599623232;599623232;599957825;599957825;598535324;598535324;598535324;598535324;598535324;598535324;598535324;13.8
16/02/2013;"All areas";1379951065;339313272;1002105550;29450183;9082060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1379644804;1384701045;1407840116;1419585467;1419399459;1419400770;1419400770;1419400770;1419400770;1419400770;1419400770;1419400770;1419400770;1419400770;1419400770;1419400770;1419400770;1419400770;1429024402;1429024402;1431841500;1427663768;1427663768;1427454646;1419986264;1419946264;1418705975;1380428928;1380669799;1380669799;1384269799;1384550808;1383303313;1383303313;1383303313;5
11/09/2013;"All areas";191620033;103419317;88106628;;94088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180070883;179854108;186157904;187776955;187776955;187776955;187776955;187776955;187776955;187776955;187776955;187776955;187776955;187776955;187776955;187776955;187776955;185504968;185504968;185504968;185504968;183629497;183391987;182567967;181658450;;;187443739;187693739;;;;187693739;187693739;187693739;15
08/08/2013;"All areas";324638524;184879768;139439232;106003;213521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;301118891;308921743;324667224;325832533;321919331;321919331;321919331;321919331;321919331;321919331;321919331;321919331;321919331;321919331;321919331;321919331;321919331;319889159;319889159;319889159;318947935;318958510;319453708;319403708;319314259;319559941;319320983;318106379;316308647;316308647;316313611;316318678;316318678;316318678;316318678;19.2
01/05/2013;"All areas";241353201;79230243;161966124;35604;121230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;251013735;267319667;269266840;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271685888;271730521;270730521;264957663;264957663;269878190;269520806;269620806;269620806;269652178;269652178;269652178;269652178;269652178;269008117;268963445;269004683;13.4
07/07/2013;"All areas";311745739;187106707;124053540;359332;226160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334888135;335006740;329820235;329820235;329820235;329820235;329820235;329820235;326643921;326643921;326643921;326643921;326643921;326643921;326643921;326643921;326643921;327990735;327990735;327990735;328547958;354096370;353812736;352817736;353127698;353178108;353678108;353683298;354154790;354165754;353423067;353423067;353434614;353434614;353434614;24.2
04/10/2013;"All areas";185625502;101135316;83272478;;1217708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176717599;187675833;188997892;188287230;188187230;188187230;188187230;188187230;188187230;188187230;188187230;188187230;188187230;188187230;188187230;188187230;188187230;188134843;188134812;188161872;184159417;184159417;183957976;183957976;183305124;183332281;183723834;183733023;183733023;183733417;183733417;183733417;183777084;183777084;184077084;19.4
22/01/2013;"All areas";1808052664;372746363;1312795103;111102594;11408604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1781138616;1786182044;1798573021;1809861565;1809861565;1809861565;1809861565;1809956565;1813310565;1813310565;1813310565;1813310565;1813310565;1813310565;1813310565;1813310565;1813310565;1812879773;1812878773;1802657586;1800572028;1801072028;1801572028;1799491541;1800865982;1801554476;1801563516;1803308426;1803793371;1803793371;1803793371;1803793371;1804586600;1804586600;1804586600;0.1
21/01/2013;"All areas";1840473357;370883775;1354342358;103096890;12150334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1809289150;1809290130;1832319121;1832294585;1836414485;1836414485;1832554485;1832554485;1832554485;1832554485;1832554485;1832554485;1832554485;1832554485;1832554485;1832554485;1832554485;1832912974;1832912974;1832220952;1852003286;1852003286;1848162860;1856568321;1859505154;1857503103;1855852394;1861668872;1863896218;1863896218;1863896218;1863527197;1864051640;1864051640;1864051640;0.4
25/12/2013;"All areas";1025415328;249102534;771638185;232540;4442069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1023212243;1078593934;1092283764;1089275420;1089275420;1089275420;1089275420;1085102540;1085102540;1085102540;1085102540;1085102540;1085102540;1085102540;1085102540;1085102540;1085102540;1097982283;1097982283;1097982283;1091507555;1079818045;1056768739;1056122587;1056002685;1071406479;1069406479;1069406479;1068962844;1068962844;1068315856;1069366091;1069366091;1076497427;1076497427;8.3
31/10/2013;"All areas";351918278;104731721;241851202;60093;5275262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323514677;324705182;318321150;331069189;331069189;331069189;331069189;331069189;331069189;331069189;331069189;331069189;331069189;331069189;331069189;331069189;331069189;326876082;326876082;326936412;326936412;326936412;328197515;328132669;328132669;347224432;347495449;347544409;347544409;347544409;347544409;347571292;347571292;347571292;347571292;8.5
02/12/2013;"All areas";669354352;130797158;513762294;13986303;10808597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;641441234;646228527;652622382;652622382;652622382;652622382;654254580;654254580;654254580;654254580;654254580;654254580;654254580;654254580;661436580;661436580;661436580;671537329;671459636;671459636;667853060;667853060;666475660;662837074;660048280;658718486;644388795;644388795;644006301;644021655;644101149;644100822;644100822;644100822;644100822;1.9
01/10/2013;"All areas";586255752;266855646;253912152;57638963;7848991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;506197646;546439319;557598092;583800454;588377134;588377134;588377134;588377134;588377134;588377134;588377134;588377134;588377134;599597134;599597134;599597134;599597134;529402358;594708681;594813734;532900334;532469840;527675597;528375882;521826533;523034349;531625838;532050838;532512200;532512200;535424140;535424140;535424140;535933303;535933303;17.7
16/05/2013;"All areas";295363317;101354365;181897581;11990353;121018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;262709096;267154872;270869465;284522647;284522647;284522647;284522647;284522647;284522647;282566647;282566647;282566647;282566647;282566647;282566647;282566647;282566647;282505177;278334769;278552782;282590771;282590771;283285440;290244443;292911954;291356872;290667540;290667540;290704095;290704095;290704095;290704095;289710318;289710318;289710318;9.4
21/09/2013;"All areas";170792993;96727403;71830796;1298;2233496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161400453;161825387;164681482;166183556;166183556;166183556;166183556;166183556;166183556;166183556;166183556;166183556;166183556;166183556;166183556;166183556;166183556;166857932;166857932;166858127;166894309;169148069;168262820;168744971;168188454;168194869;168202454;168202454;169952454;169952454;168544985;168545546;168556333;168556333;168556333;16.1
18/07/2013;"All areas";163696205;92317424;69825130;18730;1534921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158897083;160109125;161735032;163280064;163280064;163280064;163280064;163280064;163280064;163280064;163280064;163280064;163280064;163280064;163280064;163280064;163280064;163522208;163487229;163487229;163481969;164849758;164818233;164879180;164874559;163995305;163995305;164014066;164014066;164014066;164014066;164014066;164303128;164303128;164303128;22.9
03/08/2013;"All areas";115088171;76541337;38478923;209;67702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122258895;122265487;122394705;123439205;123439205;123439205;123439205;123439205;123439205;123439205;123439205;123439205;123439205;123439205;123439205;123439205;123439205;122934252;122934252;122934252;123049394;122856213;122821559;122830075;122825638;122830481;122830481;122836911;122836911;122849634;122849634;122870649;122881134;122881134;122881134;24.3
23/12/2013;"All areas";1079018793;273633077;801561640;945280;2878796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1064594521;1046423170;1040550425;1040550425;1121400918;1121746492;1126746492;1126746492;1126746492;1126746492;1126746492;1126746492;1126746492;1126746492;1126746492;1126746492;1126746492;1123027192;1123027192;1124066559;1124063464;1120136575;1122935578;1117716823;1104405058;1104905058;1099429617;1099429617;1099429617;1099429617;1099429617;1099568442;1100043746;1100043746;1100043746;10.4
09/02/2013;"All areas";1559351479;348289022;1159571244;41063249;10427964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1505288316;1593200048;1621437699;1627042336;1627042336;1625557888;1625557888;1625557888;1625557888;1625557888;1625557888;1625557888;1625557888;1625557888;1625557888;1625557888;1629453788;1629453788;1631035447;1631035447;1631035447;1632308399;1632308399;1632309714;1632691975;1608551704;1608551704;1608551704;1607638027;1606338027;1601538027;1601538027;1605938027;1605938027;1605938027;0.5
26/01/2013;"All areas";1599689907;346236409;1242167516;1109949;10176033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1534355169;1532788406;1487098428;1508318860;1508318860;1510778238;1511330238;1505680238;1503220860;1503220860;1503220860;1503220860;1503220860;1503220860;1503220860;1503220860;1503220860;1503220860;1503220860;1503220860;1515804783;1578944190;1580892896;1576501074;1576618678;1576734815;1576703495;1576703495;1576212749;1576212749;1576212749;1576212749;1572654573;1572654573;1571757630;0.8
11/01/2013;"All areas";1431089824;369560040;1019296251;33455420;8778113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1403475692;1476042434;1468287605;1474885858;1461220858;1461220858;1461220858;1461220858;1453065958;1453065958;1453065958;1453065958;1453065958;1453065958;1453065958;1453065958;1453065958;1463438282;1463438282;1470301051;1470280732;1460994308;1457315689;1457992741;1448716887;1448554825;1453239171;1456839171;1452241284;1452241284;1452241284;1452241284;1452470338;1452470338;1452470338;3.8
27/04/2013;"All areas";315573600;94367336;209576378;11461227;168659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226033544;254507004;260329155;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;277993477;280799856;280799856;280712793;280712793;280712793;292590179;290863857;290863857;290893009;290893009;290893009;290948150;290948150;290948150;290948150;6.3
24/03/2013;"All areas";1288641944;314088371;962362007;3208481;8983085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1251117175;1251117175;1260823886;1267763903;1257763903;1257763903;1257912390;1257912390;1257912390;1257912390;1257912390;1257912390;1257912390;1257912390;1257912390;1257912390;1257912390;1257912390;1257824250;1257824250;1258489819;1253503259;1249637217;1249842173;1249789218;1249789218;1264434416;1265566688;1263766688;1263952831;1263952831;1264180664;1264180664;1264180664;1264180664;5.2
03/03/2013;"All areas";1481560775;345700759;1091541812;32830546;11487658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1440352961;1444131362;1444298662;1463502146;1463502146;1463502146;1463502146;1463502146;1459902146;1459902146;1459902146;1459902146;1459902146;1459902146;1459902146;1459902146;1459902146;1459902146;1465629030;1465629030;1468000624;1468019471;1471450989;1471801071;1471662984;1471662984;1471194760;1476871637;1478871637;1478371637;1480284637;1480284637;1480646501;1481322811;1481322811;3.7
26/07/2013;"All areas";148394725;87473398;59356491;40659;1524177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153189625;153518705;155443987;155252336;155502336;155502336;155502336;155502336;155502336;156202336;156202336;156202336;156202336;156202336;156202336;156202336;156202336;156308311;156308311;156242424;155748999;153189429;153150209;153150209;152370705;152729666;152699041;152739539;152690574;152699846;152699846;152218595;152218595;152218595;152218595;30.3
12/06/2013;"All areas";439066958;219855038;216164840;246381;2800699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;498953505;443599660;447784837;445600999;445600999;445600999;445600999;445600999;445600999;;445600999;445600999;445600999;445600999;445600999;445600999;447875090;441340765;441340765;441247133;442298585;450984658;451027732;450827732;448841696;446812724;445261089;445261089;444517944;444528756;444535089;444535089;444535089;444535089;444535089;19
18/12/2013;"All areas";509378931;118288966;382129546;81202;8879217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;529315762;530130707;534620602;532577444;520350435;520477630;520477630;520477630;520477630;520477630;520477630;520477630;520477630;520477630;520477630;519677630;519677630;510098100;510098100;509458100;506880324;506632324;507134095;524105454;512293341;513737653;515835585;513159000;513225410;513225410;513225410;513235611;513235611;513235611;513235611;8.1
31/01/2013;"All areas";1253078369;341897110;897434372;3616764;10130123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1188114830;1212108106;1207424322;1218001323;1218001323;1218392323;1218392323;1218392323;1218392323;1218392323;1218392323;1218392323;1218392323;1218392323;1218392323;1218392323;1218392323;1208388405;1198468799;1208236799;1213865617;1213265617;1203271265;1202928584;1194723722;1204504545;1203286071;1203621119;1207482937;1207482937;1207482937;1207482937;1207822357;1207822357;1207822357;8.5
27/10/2013;"All areas";604709978;272541588;326610617;455821;5101952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;602923278;771491214;605986277;605986277;605986277;606039140;602939140;602851933;602851933;;602851933;602851933;603751933;603751933;603751933;603751933;603751933;603751933;603751933;603751933;606198268;606239523;604743408;604703503;604614822;601123520;601155729;603382309;602619106;602619106;602619106;601803224;601803224;601803224;601905560;15.4
30/12/2013;"All areas";537186589;100895821;423847165;8232768;4210835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;552348632;561635293;559675208;559615224;559615224;559615224;559615224;559615224;559615224;559615224;559615224;559615224;559615224;559615224;566495224;566495224;566495224;563025106;563125106;563125106;552791219;555266063;556920818;556397102;560665887;559778129;558381306;558395077;558395077;558395077;558485303;558485306;558485306;558485306;558485306;2.8
04/08/2013;"All areas";107941185;71887796;35989216;;64173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107800579;122647975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119447975;119268018;119268018;119168018;115289128;116106279;116106279;116103759;116087327;116197600;116207484;116207484;116218949;116218949;116218949;116218949;115629620;115629620;115629620;24.8
03/12/2013;"All areas";699696604;133048992;519096240;36721892;10829480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;656662054;655857529;420619372;666077494;666077494;666077494;663677494;663677494;663677494;663677494;663677494;663677494;663677494;663677494;663677494;663677494;663677494;673442746;673442746;673570548;667956186;668076186;673755235;672355235;672370589;684969679;695468980;695198980;695198980;694879150;694879150;694886298;694886298;694886298;694886298;0.3
27/07/2013;"All areas";121854651;80366554;41419267;772;68058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103646771;103673599;109936450;128240084;128240084;128240084;128240084;128240084;128240084;128240084;128240084;128240084;128240084;128240084;128240084;128240084;128240084;128321731;128321731;128322033;125476924;126137001;126144559;126144729;126127542;126058812;126063455;126068600;127568600;127591507;127591831;127549169;127549169;127549169;127549169;29.3
10/01/2013;"All areas";1378321433;366221725;972222515;31892601;7984592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1340557284;1370781939;1403471414;1426309090;1426309090;1426309090;1426309090;1426309090;1426309090;1426309090;1426309090;1426309090;1426309090;1426309090;1426309090;1427989090;1427989090;1428034421;1428034421;1428034421;1429668983;1429068983;1428404323;1423845572;1410912909;1412703476;1419573913;1416573913;1405506235;1405506235;1405962443;1405962443;1405962443;1405962443;1405962443;5.8
21/10/2013;"All areas";691319907;290446491;364636987;29543324;6693105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710303614;710518618;741385482;741385482;741367050;741367050;741367050;741367050;741367050;741367050;741367050;741367050;741367050;741367050;741367050;741367050;741367050;710315220;710315220;713354107;713354614;711702988;712295914;719880837;721425553;719364252;719301537;719301537;719301537;719279855;720941795;720941795;720719546;720719546;720719546;16.6
21/04/2013;"All areas";290019907;93409185;196385977;17674;207071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;274805092;274310453;274993576;282774685;282774685;282774685;282774685;282774685;282774685;282774685;282774685;282774685;282774685;282774685;282774685;282774685;282774685;282774685;273909827;273909827;273909827;279969396;280002471;280038382;290450097;289950097;290488873;290488873;290519798;290278922;290278922;290778922;290778922;290778922;290778922;10.6
16/11/2013;"All areas";1266729529;343808426;899423452;12489142;11008509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1180164658;1213144853;1259228492;1273991687;1273991687;1273991687;1273991687;1273991687;1273991687;1273991687;1273991687;1273991687;1273991687;1273991687;1273991687;1273991687;1275991687;1274558435;1274558435;1274558435;1279662020;1280849889;1280849889;1288293286;1297542309;1306088953;1306570698;1307087310;1307087310;1307087310;1309171934;1309420054;1309420054;1309420054;1312161122;5.1
29/03/2013;"All areas";1503828065;346218815;1087209784;67164432;3235034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1457246231;1446388306;1468984140;1459357841;1493723589;1492523589;1492523589;1492523589;1492523589;1490260640;1490260640;1490260640;1490260640;1490260640;1494187916;1494187916;1494187916;1494279736;1512097009;1519239349;1519239349;1519239349;1515303424;1509313287;1492833474;1493249963;1493249963;1494476349;1494476349;1494584981;1494584981;1494584981;1494584981;1497892345;1497892345;2.4
27/09/2013;"All areas";540508242;271561578;210975197;53629152;4342315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;474494759;472087083;477843911;515533213;516740089;520240089;537747089;537747089;537150862;537150862;537150862;537150862;537150862;537150862;536734862;536734862;540609862;541040324;541040324;541040324;541091535;541293779;530130676;530380844;532403868;532839904;537073348;537142715;536567715;536567715;536849499;536866058;536531964;536531964;536531964;19.2
08/09/2013;"All areas";139982480;86522397;53343923;45652;70508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;142473073;140082980;140096553;137119643;137119643;137119643;137119643;137119643;136613412;136613412;136613412;136613412;136613412;136613412;136613412;136613412;136613412;136613412;136613412;136725182;136725182;139333218;145615558;145615558;145626366;145626366;145638485;145638485;145782766;145801963;145818299;145822339;145844261;145844261;145844261;17.3
27/03/2013;"All areas";1514640421;354316114;1086911678;60430348;12982281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1431916600;1445557707;1461416479;1539528407;1539528407;1539528407;1539528407;1538486616;1538486616;1538486616;1538486616;1538486616;1538486616;1538486616;1538486616;1538486616;1538486616;1538486616;1538486616;1538486616;1537150563;1499393797;1499567204;1499911724;1512641647;1523603048;1523914113;1520660113;1524572874;1530015214;;;;;;3.7
02/05/2013;"All areas";269272184;89789053;166747694;12590220;145217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;275708885;278355431;278405431;289099145;289099145;289099145;289099145;289099145;289099145;289099145;288399145;288399145;288399145;288399145;288399145;288399145;288399145;287801184;287801184;287801184;280966659;283686447;281511370;281176220;281277404;268169179;269500314;269500314;269605014;269605014;269605014;269605014;269705532;270242014;270307777;14.7
29/11/2013;"All areas";674143667;129402197;512937323;20900379;10903768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;669626132;675891563;689803241;691066014;691066014;691066014;691066014;691066014;691066014;691066014;707703014;701206014;701206014;701206014;701206014;707801014;707801014;706048794;706048794;706929280;706465866;691155463;687804576;687897445;696905003;698494372;698356063;697378474;697378474;697348595;697408449;697392383;697412028;697412028;697412028;2
04/12/2013;"All areas";1579692276;388630023;1060764570;117316438;12981245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1443749378;1545774420;1564195252;1589416468;1589416468;1589416468;1589416468;1589416468;1589416468;1589416468;1589416468;1589416468;1589416468;1589416468;1591301554;1591301554;1591301554;1584089817;1584089817;1584089817;1576498039;1576602346;1578113332;1579937857;1574533159;1589746748;1589329063;1589791044;1589791044;1593312613;1593312613;1593312613;1594646440;1594646440;1595379112;6.5
29/10/2013;"All areas";919355913;309429229;564249216;38198278;7479190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852809444;876782604;880439490;898161838;898161838;898161838;898161838;898161838;896986639;898161639;898161639;898161639;898161639;898161639;898161639;898161639;898161639;898161639;898161639;896561639;896462045;895795751;896819694;898417187;893763451;894819591;905958718;906198718;906157262;906157262;908749202;908749202;909828364;911147930;911147930;9.9
27/02/2013;"All areas";1762717523;384167831;1265130318;100413689;13005685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1569001870;1628702654;1640608102;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704446875;1704069555;1704069555;1693764841;1696230780;1698405780;1696273618;1695166055;1695719430;1703989259;1719467642;1719841315;1720841315;1720841315;1722484703;1722859195;1722859195;1722859195;1722859195;3.1
09/08/2013;"All areas";129390913;77678484;51625640;9050;77739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122500378;122610477;121829816;122210115;122210115;122210115;123280933;122390933;122788933;122788933;122788933;122788933;122788933;122788933;122788933;122788933;122788933;122389970;122309255;122309255;122134982;123132215;123144511;123152390;121451382;122191111;122155124;122041213;122050556;122050556;122060776;122060776;122060776;122060776;122060776;20.1
07/05/2013;"All areas";534980700;244770861;286516276;173142;3520421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543918819;563609414;565416950;571404890;571404890;571404890;571404890;571404890;571404890;571404890;571404890;571404890;571404890;571404890;571404890;571404890;571404890;571267763;571267763;570485946;570985946;571645946;572267276;572253716;569898617;570978778;581512910;567233434;567233434;567233434;567233434;567233434;567793759;567793759;567793759;16.3
