Date;Area;Total_delivered_quantity;Consumption_industrial_customers_except_HMS;Delivered_quantity_public_distribution;Consumption_HMS_customers;Delivered_quantity_PIRR;Delivery_Forecast_estimated_on_D-5_GRTgaz_total;Delivery_Forecast_estimated_on_D-4_GRTgaz_total;Delivery_Forecast_estimated_on_D-3_GRTgaz_total;Delivery_Forecast_estimated_on_D-2_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_before_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_after_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_before_3PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_after_3PM_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Delivery_Forecast_estimated_on_D-5_public_distribution;Delivery_Forecast_estimated_on_D-4_public_distribution;Delivery_Forecast_estimated_on_D-3_public_distribution;Delivery_Forecast_estimated_on_D-2_public_distribution;Delivery_Forecast_estimated_on_D-1_before_5PM_public_distribution;Delivery_Forecast_estimated_on_D-1_after_5PM_public_distribution;Delivery_Forecast_estimated_on_D_before_3PM_public_distribution;Delivery_Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Delivery_Forecast_estimated_on_D-5_PIRR;Delivery_Forecast_estimated_on_D-4_PIRR;Delivery_Forecast_estimated_on_D-3_PIRR;Delivery_Forecast_estimated_on_D-2_PIRR;Delivery_Forecast_estimated_on_D-1_before_5PM_PIRR;Delivery_Forecast_estimated_on_D-1_after_5PM_PIRR;Delivery_Forecast_estimated_on_D_before_3PM_PIRR;Delivery_Forecast_estimated_on_D_after_3PM_PIRR;Delivery_Forecast_shippers_D-1_02PM;Delivery_Forecast_shippers_D-1_04PM;Delivery_Forecast_shippers_D-1_06PM;Delivery_Forecast_shippers_D-1_08PM;Delivery_Forecast_shippers_D-1_09PM;Delivery_Forecast_shippers_D-1_10PM;Delivery_Forecast_shippers_D-1_11PM;Delivery_Forecast_shippers_D-1_00AM;Delivery_Forecast_shippers_D-1_01AM;Delivery_Forecast_shippers_D-1_02AM;Delivery_Forecast_shippers_D-1_03AM;Delivery_Forecast_shippers_D_04AM;Delivery_Forecast_shippers_D_05AM;Delivery_Forecast_shippers_D_06AM;Delivery_Forecast_shippers_D_07AM;Delivery_Forecast_shippers_D_08AM;Delivery_Forecast_shippers_D_09AM;Delivery_Forecast_shippers_D_10AM;Delivery_Forecast_shippers_D_11AM;Delivery_Forecast_shippers_D_12PM;Delivery_Forecast_shippers_D_13PM;Delivery_Forecast_shippers_D_02PM;Delivery_Forecast_shippers_D_03PM;Delivery_Forecast_shippers_D_04PM;Delivery_Forecast_shippers_D_05PM;Delivery_Forecast_shippers_D_06PM;Delivery_Forecast_shippers_D_07PM;Delivery_Forecast_shippers_D_08PM;Delivery_Forecast_shippers_D_09PM;Delivery_Forecast_shippers_D_10PM;Delivery_Forecast_shippers_D_11PM;Delivery_Forecast_shippers_D_12AM;Delivery_Forecast_shippers_D_01AM;Delivery_Forecast_shippers_D_02AM;Delivery_Forecast_shippers_D_03AM;Average_temperature
27/05/2015;"All areas";710120127;336231644;363852036;276642;9759805;819237553;793711293;842648989;798875706;701061321;704173470;772006551;768749065;371770692;367840927;375628953;370740134;339749501;339749491;364030900;363611643;427755748;405094547;452075921;421550097;354702317;354702385;399898484;398202033;14141582;14840711;9094957;384009;384009;3417704;1759625;238843;5569531;5935108;5849158;6201466;6225494;6303890;6317542;6696546;649938403;674105977;703738235;709865593;709865593;709865593;709865593;705809803;705809803;705809803;705809803;705809803;705809803;705809803;705809803;707664299;707664299;706872385;706619820;705742607;694309900;694008049;695347379;700023634;696694404;705037003;702781876;702781876;702781876;703141876;703141876;703505028;703505028;703505028;703505028;16.1
13/03/2015;"All areas";1577106529;417621904;1123594059;28785996;7104570;1796233282;1808940326;1794477142;1867988812;1758663462;1819510985;1715378472;1739001814;484685273;477382202;467409367;486828470;462501935;473355686;454358889;457347031;1276300680;1282107767;1301590071;1323666195;1267176150;1306045838;1226489312;1246481794;21386617;34245807;10419095;42401108;21964029;33059279;27537269;28220218;13860712;15204550;15058609;15093039;7021348;7050182;6993002;6952771;1424139965;1574846498;1595574816;1600175588;1600175588;1600175588;1600175588;1600175588;1600175588;1600175588;1596669588;1596669588;1596669588;1596669588;1594575588;1595161031;1596538745;1584313983;1584313983;1584230028;1577423320;1577512305;1578368079;1577571477;1578350163;1577378835;1576987006;1576443799;1576458591;1576458591;1576458591;1576458621;1576588036;1576588036;1576588036;8.3
22/08/2015;"All areas";401390548;246608246;150386959;1577591;2817752;534278348;499650062;489189791;436317535;398770666;400518669;414931159;421098883;287936719;268167665;282563721;274714132;245582854;246170027;254768302;257955859;227155128;212295896;203601312;158578645;148447929;149606952;155796935;158308247;16545752;16545752;384009;384009;1579599;1579599;1245537;1815512;2640749;2640749;2640749;2640749;3160284;3162091;3120385;3019265;320670876;371910366;383080818;402767913;402767913;402767913;402767913;402767913;402777812;402777812;402777812;402777812;402777812;402777812;402777812;402696836;402696836;402696836;402805511;403056781;403062272;402727120;396586048;397175539;397432292;398481084;398481084;397740802;397740802;397740802;397740802;397740802;397722078;397722078;397722078;24.6
07/02/2015;"All areas";2355631418;462847641;1748400387;132383512;11999878;2783079638;2761516749;2666773430;2561463366;2575706776;2573791701;2553447114;2586682881;510110071;505945571;502436179;491433068;511339651;509569688;501265655;499179732;2150093879;2138762511;2080245051;1991893230;1935395131;1924110772;1917507383;1943777504;97051221;91695526;59433135;53522825;104020442;115803253;117997645;132073712;25824467;25113141;24659065;24614243;24951552;24307988;16676431;11651933;2137393141;2185473454;2239940059;2298804535;2311738535;2311738535;2311738535;2312200505;2315681505;2315681505;2312776505;2311192505;2311192505;2311192505;2311192505;2313296370;2313296370;2320831164;2320593164;2322878741;2350916166;2360843325;2361581431;2361952611;2357292204;2358011423;2360704474;2360977474;2364960474;2363466305;2363466305;2362766027;2364525283;2364525283;2364525283;1.6
20/06/2015;"All areas";501888323;294637391;202872957;1453009;2924966;524815364;524242779;518926666;519108395;536040165;535547205;532119509;543295753;319028672;319028679;319028681;319028680;310519562;310519561;311495030;316921216;198222343;198222353;198222351;198222344;223545664;223545669;218827901;222983666;6518903;5617238;384009;384009;384009;384009;605726;1223985;1045446;1374509;1291625;1473362;1590930;1097966;1190852;2166886;476415811;478253695;486568430;489405085;489405085;489098500;489098500;489098500;488875584;488875584;488875584;488875584;488875584;488875584;488875584;489418120;489497325;489733912;489733912;489951129;487672735;487671952;489957030;490212454;490245902;491224712;490931252;490955177;490951177;490951177;490951177;491491397;491559321;491559321;491559321;18.7
24/01/2015;"All areas";2150601592;438561407;1624226708;79685205;8128272;2387483474;2394910217;2323520456;2433533029;2454931048;2444531399;2382818354;2395896871;474074823;474074786;472095728;477492660;496025796;499408134;472990181;475245597;1868259037;1868166625;1817303782;1922163378;1837836452;1824142777;1811355483;1829652895;24609391;31880636;13175954;13175954;100907604;101591240;85219250;81888038;20540223;20788170;20944992;20701037;20161196;19389248;13253440;9110341;1883707679;1930782137;1981414971;2106987211;2100597795;2097097795;2097097795;2097097795;2097097795;2097097795;2097097795;2097097795;2097097795;2097097795;2097097795;2097097795;2097097795;2111029373;2111029373;2111745759;2111745759;2117500949;2127974720;2120946073;2126441981;2126441981;2135141981;2135789981;2135091855;2135091855;2135091855;2135102597;2137712597;2137712597;2137712597;3
10/06/2015;"All areas";608074824;314975410;291835354;542961;721099;666239473;667084755;646637692;641462258;646632167;659148243;643296178;653775652;337391525;340320381;340392146;333410124;335340150;338023712;337269958;336496967;308823738;304297624;302562943;304299535;308776671;318450612;303305900;314664595;16372190;18957883;477933;404778;384009;384009;415445;303924;3652020;3508867;3204670;3347821;2131337;2289910;2304875;2310166;574338812;589931052;591871783;589163701;589163701;589163701;589163701;589163701;589163701;589163701;589163701;589163701;589163701;589163701;589163701;589805836;589805836;593835418;594797642;594480294;594430928;593592993;592662739;595964766;596542630;602133701;602022512;602020935;602371970;602371970;602371970;602313814;602313814;602313814;602313814;20.3
28/07/2015;"All areas";553136615;302236980;243819612;5968025;1111998;559568073;577351360;601903908;572448618;587788773;599788600;594429418;601774559;293791096;305114270;307520724;299791980;319539149;324258100;321585427;324749886;253546543;260386922;293408587;271682041;267633704;267082046;262680428;268910583;11639846;11258901;384009;384009;384009;8216867;9930201;7871581;590588;591267;590588;590588;231911;231587;233362;242509;489925582;514930659;524212601;544129902;544129902;544129902;544129902;544129902;544129902;544129902;544129902;544129902;544129902;544129902;544129902;544136737;543205495;542894629;543887233;544150829;544150829;540780132;538210969;537650308;540387435;545489169;543578778;550088778;550088778;550088778;550088778;549806189;549806189;549806189;549806189;18.7
26/12/2015;"All areas";1222561365;350893706;864966810;160297;6540552;1436501689;1416564809;1346747098;1329918420;1295800143;1181932602;;1264052233;378884122;371189178;362172559;354848038;343721223;333039418;;362446692;1032711840;1018407915;960416349;951778729;929089440;837376215;;891093740;8325118;10867881;8346467;7585591;6934923;128317;;1176192;16580609;16099835;15811723;15706062;16054557;11388652;;9335609;1208458904;1210353074;1205213872;1185020603;1185020603;1185020603;1185020603;1195434937;1195434937;1195434937;1195434937;1195434937;1195434937;1195434937;1195434937;1195434937;1195434937;1195434937;1187649518;1185475211;1178755244;1179168619;1179168609;1179499691;1175803478;1171726915;1167843915;1167843915;1167843915;1168222148;1168222148;1168756030;1168909975;1168909975;1168909975;9.1
07/03/2015;"All areas";1529175664;403771829;1113050839;4673401;7679595;1874392656;1913700814;1788000888;1775234141;1698003997;1735554120;1676644656;1681576836;453368120;455162784;453128656;451050131;452259506;462561548;428908405;435849113;1368824315;1400667721;1311752334;1299340453;1226586833;1253980179;1228530618;1226059415;35039851;40234455;5957007;7711007;4587422;4587422;4574582;4715326;17160370;17635854;17162891;17132550;14570236;14424971;14631051;14952982;1407093354;1412065091;1448893309;1540828980;1540826546;1540826546;1540826546;1537960270;1537960270;1537960270;1551667270;1551669704;1551667270;1551667270;1537962704;1537962704;1537962704;1531544731;1531544731;1529893857;1532025233;1530977286;1529524751;1530017532;1539175483;1532629082;1532636339;1532671038;1532671038;1533235391;1533237825;1532793902;1532791468;1532791468;1532793902;6.1
