Date;Area;Total_delivered_quantity;Consumption_industrial_customers_except_HMS;Delivered_quantity_public_distribution;Consumption_HMS_customers;Delivered_quantity_PIRR;Delivery_Forecast_estimated_on_D-5_GRTgaz_total;Delivery_Forecast_estimated_on_D-4_GRTgaz_total;Delivery_Forecast_estimated_on_D-3_GRTgaz_total;Delivery_Forecast_estimated_on_D-2_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_before_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_after_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_before_3PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_after_3PM_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Delivery_Forecast_estimated_on_D-5_public_distribution;Delivery_Forecast_estimated_on_D-4_public_distribution;Delivery_Forecast_estimated_on_D-3_public_distribution;Delivery_Forecast_estimated_on_D-2_public_distribution;Delivery_Forecast_estimated_on_D-1_before_5PM_public_distribution;Delivery_Forecast_estimated_on_D-1_after_5PM_public_distribution;Delivery_Forecast_estimated_on_D_before_3PM_public_distribution;Delivery_Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Delivery_Forecast_estimated_on_D-5_PIRR;Delivery_Forecast_estimated_on_D-4_PIRR;Delivery_Forecast_estimated_on_D-3_PIRR;Delivery_Forecast_estimated_on_D-2_PIRR;Delivery_Forecast_estimated_on_D-1_before_5PM_PIRR;Delivery_Forecast_estimated_on_D-1_after_5PM_PIRR;Delivery_Forecast_estimated_on_D_before_3PM_PIRR;Delivery_Forecast_estimated_on_D_after_3PM_PIRR;Delivery_Forecast_shippers_D-1_02PM;Delivery_Forecast_shippers_D-1_04PM;Delivery_Forecast_shippers_D-1_06PM;Delivery_Forecast_shippers_D-1_08PM;Delivery_Forecast_shippers_D-1_09PM;Delivery_Forecast_shippers_D-1_10PM;Delivery_Forecast_shippers_D-1_11PM;Delivery_Forecast_shippers_D-1_00AM;Delivery_Forecast_shippers_D-1_01AM;Delivery_Forecast_shippers_D-1_02AM;Delivery_Forecast_shippers_D-1_03AM;Delivery_Forecast_shippers_D_04AM;Delivery_Forecast_shippers_D_05AM;Delivery_Forecast_shippers_D_06AM;Delivery_Forecast_shippers_D_07AM;Delivery_Forecast_shippers_D_08AM;Delivery_Forecast_shippers_D_09AM;Delivery_Forecast_shippers_D_10AM;Delivery_Forecast_shippers_D_11AM;Delivery_Forecast_shippers_D_12PM;Delivery_Forecast_shippers_D_13PM;Delivery_Forecast_shippers_D_02PM;Delivery_Forecast_shippers_D_03PM;Delivery_Forecast_shippers_D_04PM;Delivery_Forecast_shippers_D_05PM;Delivery_Forecast_shippers_D_06PM;Delivery_Forecast_shippers_D_07PM;Delivery_Forecast_shippers_D_08PM;Delivery_Forecast_shippers_D_09PM;Delivery_Forecast_shippers_D_10PM;Delivery_Forecast_shippers_D_11PM;Delivery_Forecast_shippers_D_12AM;Delivery_Forecast_shippers_D_01AM;Delivery_Forecast_shippers_D_02AM;Delivery_Forecast_shippers_D_03AM;Average_temperature
21/02/2016;"All areas";1366801703;371424051;991337555;561030;3479067;1751323851;1732708420;1642192262;1637769869;1559950287;1561059364;1469241069;1483668365;421736171;430634355;426919182;426919172;409956240;409956214;401929122;404124605;1285082485;1250544309;1188991072;1188991091;1143553133;1143553208;1054873952;1054442994;25018550;31286497;6265718;2037189;920292;920292;5841681;18509443;19486645;20243259;20016290;19822417;5520622;6629650;6596314;6591323;1493890531;1495692148;1494606482;1492229665;1492229665;1492229665;1491994746;1491994746;1491994746;1491994746;1491994746;1491994746;1491994746;1491994746;1491994746;1491994746;1491994746;1487541018;1487541018;1487064088;1487064088;1452441235;1454697003;1456925385;1458266058;1458266058;1459266058;1459046416;1413046416;1411890416;1402995211;1402204758;1402204758;1399963336;1399963336;11.2
25/03/2016;"All areas";1486689751;395061500;1049897226;36793460;4937565;1757898099;1767313309;1789746528;1771615486;1696966232;1693382971;1669093712;1621503889;445649175;452014568;445120745;444283582;440893782;440893769;428793488;427303349;1281939867;1282353694;1291746124;1256357368;1214975817;1214975961;1197011655;1148797074;19354900;21381094;41462346;59418869;37602001;32877430;38659058;40785764;10954157;11563953;11417313;11555667;3494632;4635811;4629511;4617702;1248762469;1418009904;1408915054;1472797031;1472722031;1472696423;1472696423;1478007068;1478007068;1478007068;1478007068;1478007068;1478007068;1478007068;1478007068;1479002049;1478291830;1479389499;1479269813;1490105521;1489811443;1484507730;1485539339;1481411594;1478285296;1477595225;1476082997;1478082997;1484247997;1484737752;1485037752;1485921195;1486222876;1486222876;1486222876;9.2
04/09/2016;"All areas";504277348;294428720;170160469;38574856;1113303;516292296;515008242;670050849;677974187;523518171;518000809;535809117;539861026;313367821;311045972;318318463;315807551;317892091;317545704;314665209;315579594;174224640;175262435;185426778;186940098;180804061;172801681;186875483;184112957;28237494;28237494;165843267;174764197;24041732;26861803;33471956;39348496;462341;462341;462341;462341;780287;791621;796469;819979;446923816;445499318;446262751;456009607;455967983;455967983;455967983;455906094;455906094;456112564;456112564;456112564;456112564;456112564;456112564;456110362;456010935;466926670;466926670;466926718;466926220;472824981;474824981;474823572;474626461;474626461;473850482;473850482;476350482;476048341;483800246;483807132;483807132;483807162;483807162;
08/04/2016;"All areas";1438410915;355397447;910803782;165396696;6812990;1516995158;1447596951;1542358392;1571902580;1542414140;1523660672;1526071320;1541169092;374623470;367928437;359883942;366628357;392798930;374241009;374864842;385251290;1099933871;1040345405;1042269689;1051065119;982940965;979982113;990833387;1003734065;31038106;28690462;129633883;142696504;162637852;163770832;154559107;146327864;11399711;10632647;10570878;11512600;4036393;5666718;5813984;5855873;1280752371;1274619316;1296144901;1439543760;1439543760;1439988760;1439991103;1419676321;1419234321;1419679321;1419679321;1419679321;1419679321;1419679321;1419656321;1416301231;1416883231;1419718233;1419718233;1419342146;1414482597;1414735418;1407278895;1396333222;1394715519;1404802830;1405158380;1403011380;1435686696;1435652696;1435265507;1437265498;1437265498;1437265498;1437265498;9.2
26/04/2016;"All areas";1577450213;334683994;1066846323;168587977;7331919;1611981131;1569002159;1574168035;1618570866;1599606036;1747694595;1690476887;1720369353;383282923;380413517;385252682;383213658;292840474;376616377;362041487;364961884;1080669744;1037803546;1046997109;1079396227;1125537139;1196911430;1146936753;1183576156;139130938;141316218;132500762;146741965;178355867;169474093;176855504;167253090;8897526;9468878;9417482;9219016;2872556;4692695;4643143;4578223;1234945025;1261764413;1339710476;1496485652;1496485652;1496485652;1491495652;1492494575;1492494575;1492494575;1493466426;1493466426;1493466426;1493466426;1493466426;1493019005;1495103005;1495168172;1493596127;1493169451;1493056197;1512782393;1513354002;1530163974;1532851514;1541682571;1533354312;1528933507;1528933507;1528956507;1528956507;1528201530;1528201530;1528201530;1528201530;7.4
02/02/2016;"All areas";1554426356;405633272;1099602064;47403444;1787576;1854631836;1823067421;1736104513;1737366949;1701099808;1708052919;1671212123;1715251563;467026231;464794592;453285031;453285015;440664053;440664041;426251416;439271464;1330600693;1304167346;1242086512;1242086380;1241957633;1241957680;1195860331;1223965638;37411966;34979310;22033286;22992627;12111312;18431222;42242955;45260509;19592946;19126173;18699684;19002927;6366810;6999976;6857421;6753952;1325580554;1339925974;;1550402306;1583804534;1583804534;1583804534;1583804534;1583804534;1583804534;1583804534;1583804534;1583804534;1583804534;1583804534;1583804534;1577890271;1574827202;1574827202;1576553050;1563323876;1561729849;1561170486;1559299057;1558357677;1560506062;1554476786;1554476786;1554476786;1544486786;1544486786;1544593219;1544923585;1544923585;1544923585;10.1
24/04/2016;"All areas";1191763795;306457605;877563432;1874665;5868093;1420124533;1460942213;1307370125;1287351188;1293898451;1292175945;1290722825;1321365217;361905826;361947066;349620260;347794406;338463360;333869724;326193830;334266327;939881767;985793060;939479695;925658273;941800072;942917526;949057922;975746929;110323458;105616045;10789298;5737501;10657837;10657837;10746269;6655823;8013482;7586042;7480872;8161008;2977182;4730858;4724804;4696138;1081585482;1083510406;1085952279;1071755234;1071755234;1071755234;1071755234;1072005941;1072005941;1072005941;1072005941;1072005941;1072005941;1072005941;1072005941;1071458886;1071458886;1074213045;1074213045;1074213045;1074986720;1097632693;1106698604;1103535465;1112235816;1114261199;1114944542;1114944542;1114944542;1115390638;1120390638;1120536765;1120536765;1120536765;1120536765;7.3
12/07/2016;"All areas";683369979;322005305;254075442;103011808;4277424;679982174;675082536;671288940;668706549;695589723;703576055;724237327;732095407;344579897;338489780;347192803;346810186;345554462;351056967;341808371;348140404;274528873;276023067;275433481;273233707;268967377;268920451;277982826;278902787;58932303;58628588;46721555;46721555;80124278;80888800;101738460;102313004;1941101;1941101;1941101;1941101;943606;2709837;2707670;2739212;537452912;547785121;560316424;649134730;649134730;649134730;649134730;670647867;670647867;670647867;670647867;670647867;670647867;670647867;670647867;679847039;679847039;680664077;680664077;681074077;670841604;670941579;671004795;668292768;650938497;659150891;656515857;656515857;656515857;657458857;657198857;657604387;657604387;657604387;657604387;
19/02/2016;"All areas";2021812066;429612096;1453469601;132237067;6493302;2327829236;2357073526;2359252383;2374785258;2368765714;2368261575;2220319362;2198174309;473658515;479804231;474466928;484513527;485983288;485983300;471369173;466593583;1764322186;1789441564;1755389201;1745543527;1706912779;1706912803;1605888459;1583472596;67191971;65814841;106659627;122361493;169753699;157785635;125469600;130536389;22656564;22012890;22736627;22366711;6115948;17579837;17592130;17571741;1926511708;2009932274;2059333290;2087177218;2121335218;2121335218;2121335218;2121335218;2121605785;2121605785;2121605785;2121605785;2121605785;2121605785;2121605785;2105241917;2105241917;2099697301;2099697301;2100291857;2107084576;2103232561;2102276806;2081190930;2080539147;2076161698;2071332391;2067602303;2052602303;2042402303;2042402303;2042223426;2042223426;2042223426;2042223426;5.1
12/01/2016;"All areas";1978055889;451461628;1397318048;121759522;7516691;2204201310;2107920677;2100775291;2090169821;2125660884;2127366306;2125011604;2165597213;498951382;494939190;488037934;487453013;485346897;485346921;482140825;487386382;1628453975;1538860121;1500347044;1489640016;1495869970;1495869830;1508459742;1549869697;56496553;54936159;93338772;93792948;138630734;138471487;126722562;120637370;20299400;19185207;19051541;19283844;5813283;7678068;7688475;7703764;1767506534;1794727064;1889542873;1899182580;1903677583;1903677583;1903678583;1903678583;1903678583;1903678583;1903678583;1903678583;1903678583;1903678583;1903678583;1905516277;1905076234;1905076234;1896459941;1896452061;1898263061;1900263061;1902240322;1919839528;1921485379;1925836033;1923067569;1922865950;1922865950;1922865950;1922865950;1922865950;1922865950;1922865950;1923272008;7
