Date;Area;Total_consumption;Consumption_industrial_customers_except_HMS;Consumption_public_distribution;Consumption_HMS_customers;Consumption_PIRR;Forecast_estimated_on_D-5_Forecast_GRTgaz_total;Forecast_estimated_on_D-4_Forecast_GRTgaz_total;Forecast_estimated_on_D-3_Forecast_GRTgaz_total;Forecast_estimated_on_D-2_Forecast_GRTgaz_total;Forecast_estimated_on_D-1_before_5PM_Forecast_GRTgaz_total;Forecast_estimated_on_D-1_after_5PM_Forecast_GRTgaz_total;Forecast_estimated_on_D_before_3PM_Forecast_GRTgaz_total;Forecast_estimated_on_D_after_3PM_Forecast_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Forecast_estimated_on_D-5_public_distribution;Forecast_estimated_on_D-4_public_distribution;Forecast_estimated_on_D-3_public_distribution;Forecast_estimated_on_D-2_public_distribution;Forecast_estimated_on_D-1_before_5PM_public_distribution;Forecast_estimated_on_D-1_after_5PM_public_distribution;Forecast_estimated_on_D_before_3PM_public_distribution;Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Forecast_estimated_on_D-5_PIRR;Forecast_estimated_on_D-4_PIRR;Forecast_estimated_on_D-3_PIRR;Forecast_estimated_on_D-2_PIRR;Forecast_estimated_on_D-1_before_5PM_PIRR;Forecast_estimated_on_D-1_after_5PM_PIRR;Forecast_estimated_on_D_before_3PM_PIRR;Forecast_estimated_on_D_after_3PM_PIRR;Forecast_shippers_D-1_02PM;Forecast_shippers_D-1_04PM;Forecast_shippers_D-1_06PM;Forecast_shippers_D-1_08PM;Forecast_shippers_D-1_09PM;Forecast_shippers_D-1_10PM;Forecast_shippers_D-1_11PM;Forecast_shippers_D-1_00AM;Forecast_shippers_D-1_01AM;Forecast_shippers_D-1_02AM;Forecast_shippers_D-1_03AM;Forecast_shippers_D_04AM;Forecast_shippers_D_05AM;Forecast_shippers_D_06AM;Forecast_shippers_D_07AM;Forecast_shippers_D_08AM;Forecast_shippers_D_09AM;Forecast_shippers_D_10AM;Forecast_shippers_D_11AM;Forecast_shippers_D_12PM;Forecast_shippers_D_13PM;Forecast_shippers_D_02PM;Forecast_shippers_D_03PM;Forecast_shippers_D_04PM;Forecast_shippers_D_05PM;Forecast_shippers_D_06PM;Forecast_shippers_D_07PM;Forecast_shippers_D_08PM;Forecast_shippers_D_09PM;Forecast_shippers_D_10PM;Forecast_shippers_D_11PM;Forecast_shippers_D_12AM;Forecast_shippers_D_01AM;Forecast_shippers_D_02AM;Forecast_shippers_D_03AM;Average_temperature
07/06/2012;"All areas";482523805;231481907;231455065;13121404;6465429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;418189563;425728447;435917413;448487104;448487104;448487104;446438386;446438386;446438386;446438386;446438386;446438386;446438386;446438386;446438386;446438386;446445367;446445367;444361274;444389066;444296830;444105941;443944783;466890349;466527570;465650400;465600435;466521509;467631222;467631222;467631222;466191222;467557157;467557157;467557157;16.9
27/09/2012;"All areas";591925368;241983391;344161638;46835;5733504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;528989871;532168769;565840963;560728338;560728338;560728338;560728338;560488330;560488330;560488330;560488330;560488330;560488330;560488330;560488330;560488330;560488330;560488330;560497120;560497120;559832193;559832193;561161518;561571906;561379038;574939168;574841769;578301189;578301189;578797298;578797298;578797298;578797298;572012059;572012059;12.7
28/12/2012;"All areas";1090407860;310791431;770254606;236502;9125321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1103773481;1108837252;1103898843;1118587504;1118587504;1118587504;1118587504;1118587504;1118587504;1118414222;1118414222;1118414222;1118414222;1118414222;1118414222;1118414222;1118414222;1117563519;1117563519;1117563519;1117563519;1109058748;1109084276;1095425893;1099041127;1097521556;1097848051;1097796665;1098000772;1098000772;1098000772;1098000772;1098000772;1100880772;1101086720;9.5
09/10/2012;"All areas";664946438;250336470;385629333;22978219;6002416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;642482637;643236099;665618051;678220980;678220980;678220980;677477373;677477373;677177373;677177373;677177373;677177373;677177373;677177373;677177373;677177373;677177373;678468021;678468021;675926590;678287293;686811714;683401997;686306597;685970265;685150101;686336191;683109800;683109800;683212118;683212118;683675589;683675589;684047667;684106576;12.7
17/12/2012;"All areas";1370302331;370600664;963306601;25117041;11278025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1281596500;1357202658;1374361539;1339277328;1339277328;1339277328;1339277328;1343373443;1343373443;1343884443;1343884443;1343884443;1343884443;1343884443;1343884443;1343884443;1343884443;1344658178;1344158178;1344325890;1348620122;1346102046;1346963703;1346845703;1347360045;1345917585;1345985030;1345842030;1345842030;1349499414;1349499414;1349499414;1349499414;1348475851;1348475851;6.8
09/09/2012;"All areas";321428910;177358075;132082698;6151375;5836762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307398196;307797739;319519389;319519389;319519389;319519389;319519389;319519389;319988660;319988660;319988660;319988660;319988660;319988660;319988660;319988660;319988660;319988660;319988660;319988660;321433218;323966307;323967207;323914907;322303084;323501806;323501806;323251806;322930288;322930288;322930288;322930288;322926290;322926290;322926290;22.2
04/11/2012;"All areas";1042716616;317300084;715585015;2884019;6947498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;952913525;952687730;957472505;957472505;980303554;979873950;979873950;979873950;979873950;979873950;979873950;979873950;979873950;979873950;979873950;979873950;979873950;979873950;979935614;979935614;979935614;975932912;975624912;974848912;974848912;974350435;973495814;972719814;972719814;972331814;971943814;972443814;972443814;971014191;971014191;8
23/12/2012;"All areas";931962650;304046721;623299604;206692;4409633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;908164573;942056885;933960550;937728005;937728005;937728005;939028005;939028005;939080005;939080005;939080005;939080005;939080005;939080005;939080005;936200005;936200005;936200005;936200005;936200005;929926191;928332948;928459467;926857467;956390104;950200675;950200675;949373661;949332257;949332257;949332257;951742603;951127881;951804586;951804586;12.4
20/11/2012;"All areas";1265641814;373052175;835961974;45182012;11445653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1184586104;1223302862;1226029148;1251164071;1251164071;1251164071;1251194071;1251194071;1250589121;1250589121;1250589121;1250589121;1250589121;1250589121;1250589121;1250591252;1250591252;1250924704;1250924704;1250924704;1248145440;1246731440;1241943200;1241216618;1241221407;1234341351;1232047323;1232058323;1233738323;1233738323;1233738323;1233738323;1233738323;1233738323;1233738323;8.5
17/11/2012;"All areas";1129726073;337576044;782784673;339817;9025539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1082216163;1085273411;1125765448;1116239108;1116239108;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1119546077;1116496538;1121491767;1121491767;1123491767;1135858785;1121849178;1121849178;1121849178;1126275301;1126275301;1126275301;1126275301;1118710496;1118710496;1118710496;8.1
05/09/2012;"All areas";441083630;222185957;199084834;12159644;7653195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348656703;417266482;422022516;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422131687;422703524;423789464;423789464;423332035;423442615;424179225;424930238;424930239;424930239;436638077;436498440;436498440;436498440;438083030;438083030;438083030;17
01/10/2012;"All areas";653247275;240553074;366354279;37385507;8954415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;516043988;563969571;551880691;638380317;638380317;640112550;656598352;656598352;656598352;656598352;656598352;656598352;656598352;656598352;656598352;656598352;656598352;656598352;656287772;655994358;655975177;654302013;656487013;654472276;656687784;656255772;655222271;655387271;655387271;655257326;655257326;655257326;658822210;658822210;658822210;14.9
01/11/2012;"All areas";1071207185;315272734;744584133;4521022;6829296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001420136;1023716044;1032673322;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014268830;1014281620;1014274007;1007510894;1007510894;1024459516;1024459516;1022981967;1046399944;1046304704;1041504704;1040658704;1044545533;1044545533;1044722819;1044207819;1044387108;1044386234;1044386234;8.1
10/10/2012;"All areas";696213777;254703384;411820131;23995933;5694329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;673053603;673078743;697037662;709075252;709075252;709075252;707138548;714631153;714631153;714631153;714631153;714631153;714631153;714631153;714631153;712231153;712231153;709610280;709629510;709629510;708869982;709181513;704839235;705603773;693337104;693927897;694048288;694098288;694154000;694154000;694154000;694154000;694217802;694217802;694217802;11.3
14/11/2012;"All areas";1408259065;365250868;982170951;50093633;10743613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1287567384;1321487989;1339143904;1346328530;1346328530;1346328530;1346328530;1346328530;1346328530;1346328530;1346328530;1346328530;1346328530;1346328530;1346328530;1346328530;1349208530;1349534359;1349534359;1349165868;1351820899;1354443203;1357332381;1357505643;1370886874;1373480645;1372760645;1372780645;1375271821;1378151821;1378151821;1377925539;1377925539;1378136158;1378136158;5.1
03/07/2012;"All areas";472158802;232454939;199893352;35522835;4287676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;409446634;441006875;474661001;493702721;493733681;493733681;498272531;498272531;498272531;498272531;498272531;498272531;498272531;498272531;498272531;498272531;498272531;498272531;498291660;498291660;497485442;473230616;473258393;473108393;473277647;474050383;474197503;474816965;474816965;478478937;478718094;478718094;479539113;479539113;479539113;20
14/12/2012;"All areas";1465308846;384498410;1028758483;39224092;12827861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1334966961;1350150516;1376843758;1414862130;1414862130;1414862130;1414622130;1415222130;1414622130;1414622130;1415222130;1415222130;1414622130;1415222130;1414622130;1415222130;1414622130;1426309766;1426309766;1426909766;1426909766;1443274066;1434664077;1435940448;1437078935;1437126346;1437570596;1434619923;1438190593;1437690593;1437690593;1437690593;1437419190;1437419190;1437419190;8.1
10/11/2012;"All areas";1029376164;332421514;692093924;136220;4724506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;968043914;983153359;995287297;1000318109;1000318109;1000318109;994155450;994155450;994155450;997117732;997117732;997117732;997117732;997117732;994464700;994464700;994464700;994464700;994464700;994526011;992516526;992516526;1013625479;1013730479;1013730479;1014101128;1007604595;1007789258;1007099730;1007099730;1007099730;1007099730;1007233467;1007233467;1007233467;9.9
26/10/2012;"All areas";991832944;271941407;674573840;38963847;6353850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;863451685;894492926;902703415;924966701;925448326;925448326;925448326;925448326;925448326;925448326;925448326;925448326;925448326;925448326;925448326;936410788;936410788;937503088;937503088;938506088;938857327;940147866;942078768;942019211;947467257;948571774;950778529;952109249;952226675;952226675;950336675;950336675;950336675;950657244;950657244;6.7
03/10/2012;"All areas";647622762;248888368;365643509;23254777;9836108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579017275;584214650;595652012;605295596;605295596;605295596;607616077;607616077;607616077;607563725;607563725;607563725;607563725;607563725;607563725;607563725;607563725;607563725;607775005;603646231;603196231;615107132;614262218;614335739;614611861;614479958;614028920;612608627;612937493;613289153;613289153;613289153;610587680;610587680;610587680;13.7
29/09/2012;"All areas";522445038;223988390;294153495;136423;4166730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;493219283;505369726;509088964;494000549;494000549;494000549;494000549;494000549;494000549;494000549;494000549;494000549;494000549;494000549;494000549;495298201;495298201;495298201;495298201;495381493;495381493;495381493;495381493;495283648;495283648;497526913;497526913;497026913;497026913;497026913;497026913;498552779;498552779;498552779;498552779;12.1
21/09/2012;"All areas";510895579;224673512;281974588;62706;4184773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;439504136;470006295;477641665;476436342;476453677;470092007;470092007;464226901;464226901;464226901;464226901;464226901;464226901;464226901;464226901;464226901;464331901;464331901;464486901;464486901;463240339;463071339;464281274;464038066;485875324;482003767;481966284;481966284;481966284;481966284;481966284;481969789;480183872;480183872;480183872;13.5
22/06/2012;"All areas";468204683;231704167;210684103;21533291;4283122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;426408932;431638967;441365156;457083853;457630501;457583029;460083029;460059086;460059086;460059086;460059086;460059086;460059086;460059086;460059086;460059086;460059086;459746689;459746419;459746419;458474597;458559314;458649620;451728669;448024821;448447670;448479174;448848423;448908533;450388525;450388525;450388525;450627707;450627707;450627707;16.1
28/09/2012;"All areas";565404071;237734963;323413735;75374;4179999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499931994;505646129;509386330;553993830;546382160;546382160;546382160;546382160;546382160;544908586;544908586;544908586;544908586;544908586;544908586;544908586;544908586;544908586;540973957;540973957;540973957;544174673;543762579;557470240;556261536;557815948;557723307;558562307;558562307;558562307;558562307;558562307;558562307;557365302;557365302;13.6
02/11/2012;"All areas";1131020240;325969293;798300192;1071384;5679371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;989805946;1013604357;1041683854;1040550249;1040553720;1040553720;1040553720;1040313720;1040313720;1040313720;1040313720;1040313720;1040313720;1040313720;1040313720;1040313720;1027659720;1029043689;1029043689;1029095838;1032352709;1032348193;1034711661;1035038329;1055839956;1076646640;1074812294;1074812294;1078623954;1078623954;1078623954;1078623954;1078795149;1078795149;1078795149;7.3
08/08/2012;"All areas";339868611;179327148;148931142;5152404;6457917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;294090400;338123146;345677232;351265731;351265731;351265731;351265731;351265731;351265731;351265731;351265731;351265731;351265731;351265731;351265731;351265731;351265731;351265731;348909122;348909042;345465813;345465813;345454766;345200935;345051998;343889686;343960360;343949790;343673490;342840060;343257306;343397143;343397143;343397143;343397143;18.9
02/09/2012;"All areas";339027983;187171659;142055281;3303678;6497365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328997027;337004190;337012590;336012590;336012590;336012590;336012590;336012590;335942404;335942404;335942404;335942404;335942404;335942404;335942404;335942404;335942404;335942404;335942404;334352104;332454495;332456495;332272855;332272855;342209908;342207137;342207137;342207137;343873740;343923740;343108198;343108198;343273305;343273305;343273305;18
26/07/2012;"All areas";419750174;204489788;166496902;45028813;3734671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;412588909;413744154;441570238;442341384;442341384;437615424;437615424;437615424;437615424;437615424;437615424;437615424;437615424;437615424;437615424;437615424;437615424;438052624;436655754;437652824;437652824;437895106;437307368;434882580;436182711;435054707;430584232;430584232;429976161;425335161;425335161;428147133;428147133;428147133;428147133;25.1
21/12/2012;"All areas";1222711622;335111986;872881535;6664154;8053947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1278261366;1268375544;1284993306;1284858249;1279562400;1267806507;1267806507;1267806507;1267806507;1267806507;1267806507;1267806507;1267806507;1267806507;1267806507;1269006507;1269006507;1268615273;1268615273;1268696716;1268054500;1267309170;1274787777;1275873038;1268952568;1266552568;1261746615;1263633134;1262289532;1262289532;1262289532;1265004984;1262004984;1262004984;1262004984;7.9
14/08/2012;"All areas";325726997;170628817;139276786;8183003;7638391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315910299;316502957;319469791;336798285;336798285;336798285;336798285;336798285;336798285;338438298;338438298;338438298;338438298;338438298;338438298;338438298;338438298;338438298;338252081;338252081;348486465;336915659;336267712;335799157;336876052;337308758;334988629;334988629;334988629;335387393;335387393;335387393;335437361;335437361;335437361;21.2
06/08/2012;"All areas";331537531;172927384;150145342;50764;8414041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;335972111;342239811;342240811;342240811;342240811;342240811;342747825;342747825;342747825;342747825;342747825;342747825;342747825;342747825;342747825;342747825;342747825;342747825;345050788;345050788;343221103;342811170;343004066;343470860;343240759;343341350;345906306;345951778;345951778;346671724;346671724;346671724;346671724;346671724;346671724;17.1
21/06/2012;"All areas";470967979;230845707;214068501;21978061;4075710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;460133722;456270575;462256972;476478721;;;476382961;476382961;476382961;476382961;476382961;476382961;476382961;476382961;476382961;476382961;476382961;476382961;476365346;479482118;477933559;477883559;478422636;477904834;474404834;475718688;477226074;474371069;474730122;474730122;474996790;474996790;475369180;475369180;475369180;17.8
16/08/2012;"All areas";363282104;173688793;148176932;33304006;8112373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305902062;352759766;367703453;374703453;374703453;374703453;375062589;375062589;375062589;375062589;375062589;375062589;375062589;375062589;375062589;375062589;375062589;375064674;375064674;375064674;383579882;396344468;396172465;395848285;395870973;396172494;378805245;378805245;379255267;379255267;379255267;379153267;379153267;379153267;379153267;21
03/12/2012;"All areas";1520563623;388165225;1052894713;66554964;12948721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1552862952;1524941990;1524969990;1521099867;1521099867;1521099867;1521099867;1521099867;1521099867;1521184308;1521184308;1521184308;1521184308;1521184308;1521184308;1521184308;1521184308;1499115954;1498693751;1499286589;1500878520;1500889520;1491317024;1491317024;1491090500;1487739131;1492710683;1487747269;1487553934;1487513934;1487513934;1487443934;1487678987;1487678987;1487678987;6.3
01/08/2012;"All areas";351965309;180649476;154417638;13166287;3731908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;353214544;368606031;370711968;372042401;372042400;372042400;372042400;372042400;372042400;372042400;372042400;371407650;371407650;371407650;371407650;371407650;371407650;371407650;371407590;371407590;368399190;368962217;365360040;362928730;362928730;361646492;361734492;363519792;363648458;363814028;364174024;364174024;364026179;364026179;364026179;21.4
07/10/2012;"All areas";550899312;223095182;321343191;1954831;4506108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;515093667;517689998;517869994;517869994;517869994;517869994;517869994;517269994;513071638;513071638;513071638;513071638;513071638;513071638;513071638;513071638;513071638;513071638;516796290;518479111;518534233;550961297;548561297;551387554;551418526;549643181;552043181;552086977;551608072;551608072;551608072;551608072;551490510;549597523;549597523;11.6
11/10/2012;"All areas";682218951;255775072;397207417;23406700;5829762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;620286711;632168736;642126397;650992583;650992583;668390179;668390179;668390179;668390179;668390179;668390179;668390179;668390179;668390179;668390179;668390179;668390179;668390179;668390179;664153933;664403933;664467985;660911195;665909714;666911414;666114054;666338818;666338818;666900166;666900166;666959955;666959955;666959955;666959955;666959955;14.5
16/11/2012;"All areas";1404456655;371810507;977982736;44423678;10239734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1270930806;1298774966;1313667256;1338902919;1338902919;1338902919;1338902919;1338902919;1338902919;1338902919;1338933695;1338933695;1338933695;1338933695;1338933695;1338933695;1338933695;1340979195;1340979195;1340979195;1344154226;1349627847;1355776536;1355776536;1377760276;1378097758;1379805697;1380054557;1380054557;1380054557;1380054557;1380054557;1379964557;1379964557;1379964557;3.8
12/12/2012;"All areas";1987727502;429390560;1427557976;117701680;13077286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1820850073;1879956237;1891641934;1967322144;1967291678;1967291678;1967291678;1972791678;1972791678;1972791678;;;;1972791678;1972791678;1972791678;1972791678;1972607260;1972607260;1957246139;1957246139;1961450736;1966769504;1966769504;1974103655;1977004030;1958090254;1960499420;1960499420;1960499420;1960499420;1960499420;1960499420;1960499420;1960499420;-0.9
01/09/2012;"All areas";354999134;196986542;149782108;104978;8125506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;142826761;276655825;287269859;332684964;332684964;332684964;331693110;331693110;331693110;333373110;329905949;329905949;329905949;329905949;329905949;329905949;329905949;331905949;332139564;335078903;335318771;335318771;346328161;346581509;346581509;346606351;346606351;346606351;346820391;346820391;346820391;346820391;347028811;347028811;347028811;16
11/06/2012;"All areas";521969069;233823557;241555009;37992841;8597662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519624531;525247509;525522424;525522424;525522424;535197372;538120080;538120080;538120080;538120080;538120080;538120080;538120080;538120080;538120080;538120080;538120080;541351447;541355357;540836717;530029081;531477031;531489499;530626725;530103184;536205059;;550556568;551056568;551056568;551056568;551038381;552454206;552454206;552454206;14.6
31/10/2012;"All areas";1147857147;307114289;770790667;57483263;12468928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1006428907;1031916750;1067014933;1080943929;1080943929;1127537611;1128537619;1128537619;1128537619;1128537619;1128537619;1128537619;1128537619;1128537619;1128537619;1128537619;1128537619;1127544147;1127494147;1127620835;1127620835;1121167596;1135692427;1135554771;1146317588;1151972524;1153524324;1153662166;1154801246;1154801246;1154801246;1154801246;1155017527;1155022139;1155022139;8.5
02/07/2012;"All areas";455583029;231745896;200792178;18769103;4275852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;475332504;467856775;484754229;484040649;484140649;494030881;494030881;494030881;494030881;494030881;494030881;494030881;494030881;494030881;494030881;494030881;494030881;506398725;489714199;484929100;484929100;484929100;484254929;485092769;472841304;473369418;473290117;481380386;484123317;484123317;484123317;484757732;484800481;484800481;484800481;19
15/09/2012;"All areas";348672473;185354710;156957284;69473;6291006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;284940484;292286553;293247238;318176424;318176424;318176424;318176421;318176421;318176421;318176421;320657514;320657514;320657514;320657514;320657514;320657514;320657514;320657514;320064212;320064212;317337322;317337322;317337322;330316802;326809732;326941846;326941846;325388770;334641896;334641896;337041896;337041896;334665379;334665379;337065379;15.4
04/08/2012;"All areas";287734972;165714877;114557632;3764786;3697677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258425992;265112828;266670491;275292177;275292177;276972177;276972177;276972177;276972177;276972177;276972177;276972177;276972177;276972177;276972177;276972177;276972177;276972177;276970587;276970587;276970587;276970587;276685846;276684846;274967127;281059438;281059438;280513361;280513361;280463361;281192267;281192267;281192267;281233865;281233865;18.9
07/12/2012;"All areas";1703538642;407871639;1196450134;86214918;13001951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1382269883;1558628503;1596078435;1618001679;1618129679;1620409679;1620409679;;1620409679;1620409679;1620409679;1620409679;1620409679;1620409679;1620409679;1620409679;1620409679;1621064998;1621064998;1621064998;1632980801;1632930801;1628796743;1672301800;1673528068;1709627548;1712058714;1715558714;1697065417;1697065417;1697065417;1694765417;1694765417;1694765417;1694765417;2.4
15/11/2012;"All areas";1459809619;369400479;995129877;82234177;13045086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1294560159;1346564481;1362951573;1398233108;1431463237;1431463237;1431463237;1431463237;1431463237;1431463237;1431463237;1431463237;1431463237;1431463237;1434343237;1434343237;1434343237;1435533631;1435533631;1435533631;1434933631;1440552133;1441504264;1442872574;1442542459;1450534146;1453665086;1451853086;1451880046;1451880046;1451880046;1451880046;1452259761;1452259761;1451803115;4.9
22/08/2012;"All areas";429755598;198059600;157062797;66517992;8115209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;341659162;370648551;403208007;415422304;415422304;415422304;415203880;415203880;415203880;415746664;415746664;415746664;415746664;415746664;415746664;415746664;415746664;415746664;415746644;415746644;415599589;415879589;413246802;417275284;419167364;420000858;420103858;423190077;423668388;423668388;423668388;424980483;424980483;424980483;424980483;18.3
15/06/2012;"All areas";448958928;215709698;226980967;389348;5878915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;413412125;418108795;421721542;423882569;423882569;423882569;423882569;423882569;423882569;424322019;424322019;424322019;424322019;424322019;424322019;424322019;424322019;424322019;423743105;423452185;424465674;439680556;440379434;440285333;440319809;438785705;438954119;438930839;438930839;438930839;439104114;439104114;435792058;435792058;435792058;16.6
11/09/2012;"All areas";464719948;207289041;187002498;65773233;4655176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;446117073;451319879;477972800;469612389;469612389;470332389;473932389;473932389;474375597;474375597;474375597;474375597;474375597;474375597;474375597;474375597;474375597;474375597;474375297;473975297;473234188;472794188;472290564;446351085;446464193;444286785;453157697;453157697;453178203;452060868;452060868;452060868;452060868;451147325;451147325;15.2
09/06/2012;"All areas";414328819;217523744;191158869;1360972;4285234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;336750588;339546064;372584151;376884046;373653121;373653121;373653121;373653121;373702365;373702365;373702365;373702365;373702365;373702365;373702365;373702365;373702365;373702365;373702365;373705065;376720643;392401247;392401247;392810095;392810095;392810506;392630137;392630137;392008058;389285370;389285370;389802204;389202026;389275211;389275211;13.8
13/12/2012;"All areas";1851956336;422958620;1320831621;94500986;13665109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1679340064;1684669745;1755153372;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1813878388;1815217395;1815217395;1833193085;1833193085;1833928930;1833519200;1834465998;1835829465;1835770292;1831798554;1832346874;1832346874;1833039402;1833039402;1828507261;1828507261;1832546727;1832546727;1.3
20/07/2012;"All areas";403182820;208353891;190936135;189508;3703286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;368796408;402878707;390231404;387848982;387848982;387848982;387848982;387848982;387848982;389979792;389979792;389979792;389979792;389979792;389979792;389979792;389979792;389713527;389713117;389713117;389430826;389340826;389166927;389166927;388955502;388204592;388204508;388204508;388204508;388568132;388568132;388568132;388312392;390052275;390052275;16.5
08/12/2012;"All areas";1542586320;388642197;1140002295;1600821;12341007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1512032047;1533022078;1555882371;1586299349;1571914306;1571914306;1571914306;1571914306;1574194306;1574194306;1574194306;1574194306;1574194306;1574194306;1574194306;1574194306;1574194306;1574194306;1541386116;1544794623;1544818199;1544818199;1555127199;1555127199;1563711814;1563711814;1563711814;1563711814;1563711814;1563711814;1563711814;1563711814;1556661814;1556661814;1556661814;1.4
