Date;Area;Total_consumption;Consumption_industrial_customers_except_HMS;Consumption_public_distribution;Consumption_HMS_customers;Consumption_PIRR;Forecast_estimated_on_D-5_Forecast_GRTgaz_total;Forecast_estimated_on_D-4_Forecast_GRTgaz_total;Forecast_estimated_on_D-3_Forecast_GRTgaz_total;Forecast_estimated_on_D-2_Forecast_GRTgaz_total;Forecast_estimated_on_D-1_before_5PM_Forecast_GRTgaz_total;Forecast_estimated_on_D-1_after_5PM_Forecast_GRTgaz_total;Forecast_estimated_on_D_before_3PM_Forecast_GRTgaz_total;Forecast_estimated_on_D_after_3PM_Forecast_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Forecast_estimated_on_D-5_public_distribution;Forecast_estimated_on_D-4_public_distribution;Forecast_estimated_on_D-3_public_distribution;Forecast_estimated_on_D-2_public_distribution;Forecast_estimated_on_D-1_before_5PM_public_distribution;Forecast_estimated_on_D-1_after_5PM_public_distribution;Forecast_estimated_on_D_before_3PM_public_distribution;Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Forecast_estimated_on_D-5_PIRR;Forecast_estimated_on_D-4_PIRR;Forecast_estimated_on_D-3_PIRR;Forecast_estimated_on_D-2_PIRR;Forecast_estimated_on_D-1_before_5PM_PIRR;Forecast_estimated_on_D-1_after_5PM_PIRR;Forecast_estimated_on_D_before_3PM_PIRR;Forecast_estimated_on_D_after_3PM_PIRR;Forecast_shippers_D-1_02PM;Forecast_shippers_D-1_04PM;Forecast_shippers_D-1_06PM;Forecast_shippers_D-1_08PM;Forecast_shippers_D-1_09PM;Forecast_shippers_D-1_10PM;Forecast_shippers_D-1_11PM;Forecast_shippers_D-1_00AM;Forecast_shippers_D-1_01AM;Forecast_shippers_D-1_02AM;Forecast_shippers_D-1_03AM;Forecast_shippers_D_04AM;Forecast_shippers_D_05AM;Forecast_shippers_D_06AM;Forecast_shippers_D_07AM;Forecast_shippers_D_08AM;Forecast_shippers_D_09AM;Forecast_shippers_D_10AM;Forecast_shippers_D_11AM;Forecast_shippers_D_12PM;Forecast_shippers_D_13PM;Forecast_shippers_D_02PM;Forecast_shippers_D_03PM;Forecast_shippers_D_04PM;Forecast_shippers_D_05PM;Forecast_shippers_D_06PM;Forecast_shippers_D_07PM;Forecast_shippers_D_08PM;Forecast_shippers_D_09PM;Forecast_shippers_D_10PM;Forecast_shippers_D_11PM;Forecast_shippers_D_12AM;Forecast_shippers_D_01AM;Forecast_shippers_D_02AM;Forecast_shippers_D_03AM;Average_temperature
09/11/2012;"All areas";1238438187;356970376;824905086;48207193;8355532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1083729496;1077475653;1145193815;1155989984;1155989984;1155989984;1155989984;1175049643;1175049643;1173518802;1173518802;1173518802;1173518802;1173518802;1173518802;1173518802;1173518802;1172911913;1172883545;1178684070;1185823091;1185944708;1185692497;1187140967;1184260967;1184253974;1195801142;1196044216;1196261283;1196261283;1196261283;1196261283;1196146072;1196146072;1196146072;8.3
24/07/2012;"All areas";398940831;211747189;177508642;5611490;4073510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410456174;435769057;427215326;428111139;428111139;428124939;428124939;428568929;428568929;428568929;428568929;428568929;428568929;428568929;428568929;428568929;428568929;428568929;428197263;428197263;429875370;429875370;429751581;432768423;433807603;433585339;407961283;407784753;407784753;407784753;407784753;410765829;410765829;410765829;410765829;23.3
29/07/2012;"All areas";305593334;170837650;119350668;11679406;3725610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305429515;305380955;304226639;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;303382698;301189766;301189766;301189766;301189766;301189766;301189716;299766398;299765318;302007948;302803010;302803010;302803010;303906900;303906900;304110715;304110715;15.7
31/07/2012;"All areas";369550073;184136608;168916209;12758238;3739018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;390713470;391951016;396270355;390597099;390597099;390597099;390597099;390597099;390350165;382579150;382579150;382579150;382579150;382579150;382579150;382579150;382579150;381238511;381064903;381064903;378887620;378887620;379305182;378942312;378524952;379790783;379790783;379782782;366148120;366148120;366148120;365676074;365511720;365511720;365511720;18.1
01/06/2012;"All areas";456394193;221001198;201584546;31176524;2631925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201296654;203088188;234165015;235971134;235926722;235926722;235926722;235926722;235926722;235926722;235926722;235790892;235790892;235790892;239123892;239123892;239123892;235143892;253069639;236147464;236102390;235952390;235733903;437016475;;;;447671758;449180939;449180939;449096291;449096291;449164924;449224035;449224035;17.6
23/08/2012;"All areas";442110009;197207703;157784969;78987128;8130209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;352386757;381609846;437023722;441223339;441223339;441223339;441223339;441223339;441223339;441223339;441223339;441223339;441223339;441223339;441223339;441223339;441223339;442413339;442431019;437236286;437286286;440624017;437619132;437617732;440137685;441399352;437360502;437360502;434646502;439605032;439605032;439537376;439859447;439859447;439859447;19.4
07/07/2012;"All areas";357676668;208276978;144565877;766092;4067721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318230740;329822998;329586288;332723505;332723505;332723505;333035363;333035363;333035363;333035363;333035363;333035363;333035363;333035363;333035363;333035363;333035363;333035363;333035363;334731799;337090044;337090044;337167964;337167964;337167964;345191968;345188602;345671215;345671215;345671215;345671215;345843489;345843489;345843489;345843489;17.7
06/06/2012;"All areas";525493234;227097042;242100532;45060086;11235574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;470487032;478263654;514236944;492629681;492629681;492629681;492629681;492629681;492629681;492629681;492629681;492629681;492629681;492629681;492629681;492629681;492629681;492624981;496216707;493921872;494014769;493964769;494475783;501749007;502440940;494064893;493811173;499233568;499388581;501836836;501836836;501836836;502535812;502535812;502535812;16.3
17/07/2012;"All areas";417642164;211131066;201871968;572599;4066531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;399480355;405623628;408919817;425505617;425505617;430809859;430708243;430708243;430708243;430708243;430708243;430708243;430708243;430708243;430708243;430708243;430708243;431465305;431465525;431465525;432177891;426991248;427223772;427183312;419475236;418814132;420169954;420169954;420821676;420821676;420821676;420821676;420233659;420233659;420233659;19.4
20/08/2012;"All areas";362198767;183898042;143655997;26552625;8092103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;403131369;403144969;418463338;393006643;393006643;393006643;393006643;396339643;396239635;396239635;396239635;396239635;396239635;396239635;396239635;396239635;396239635;396239635;397691571;397691571;399157616;395337372;396223674;393099224;387911358;381673108;381488108;381425608;382443077;382443077;382443077;383408062;383408062;383408062;383408062;22.9
08/11/2012;"All areas";1256228684;362568438;830601428;52653358;10405460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1119933366;1184732205;1188692585;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218808861;1218289997;1218248671;1218354134;1228065602;1221619403;1220925273;1226603625;1225753625;1231220141;1230122364;1228773277;1228152277;1228152277;1227563738;1229209738;1231213276;1229765386;1229765386;8.4
18/09/2012;"All areas";499742048;216400831;221771675;54765303;6804239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;422541094;444751977;475578477;486155113;486155113;486153275;483236041;491791041;491791041;491791041;491791041;491791041;491791041;491791041;491791041;491791041;492208810;495731157;495790687;495790687;495817826;486084072;488752537;488731349;490022094;487280769;487275978;487275978;493165884;493165884;493165884;493191446;493191446;493191446;493191446;14.4
23/06/2012;"All areas";380396249;213225227;161710678;1219158;4241186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;349294130;351320161;349523729;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353287814;353088080;353068080;355759501;355751781;355751781;362855891;363116184;363115720;363090720;362792000;362792000;363755976;363755976;363755976;363641742;363641742;363641742;16.4
15/10/2012;"All areas";942632296;269752906;629475607;31047297;12356486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;871998479;911596238;912644246;913084068;913084068;913210909;913210909;913210909;913824336;913824336;913824336;913824336;913824336;913824336;916224336;916224336;916424336;916424336;916517967;911852841;911231717;898958796;902731365;895590177;898332177;898224949;900388100;901939000;902043007;902043007;902043007;903352372;903352372;903352372;903352372;10.1
18/07/2012;"All areas";409039419;210451302;194342900;183452;4061765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;411487195;412493651;422880746;418029038;418029038;418029038;419629278;419629278;419629278;419629278;419629278;419629278;419629278;419629278;419629278;419629278;419629278;419618278;419620026;419552970;417770032;417770032;417098437;417100291;416889478;417503928;417796849;417796849;411744234;411744234;411722067;411722067;415126872;415126872;415126872;19.6
24/12/2012;"All areas";955391687;289825296;656712304;229742;8624345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1022490396;1008077884;1024743566;1024743566;1024617543;1024617543;1024617543;1024617543;1024617543;1023988302;1023988302;1023988302;1023988302;1023988302;1023988302;1023988302;1023988302;1024280391;1024280391;1023410761;1023612264;1021993171;998921536;1001703102;1011879450;1009550926;1009550926;1009550926;1009740751;1009569275;1009569275;1009569275;1014071063;1014071063;1014071063;11.1
24/10/2012;"All areas";837818852;268607734;513080462;53332762;2797894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;707753972;715321130;722626278;746638110;713499399;713499399;713499399;713499399;742895699;742895699;742895699;742895699;742895699;742895699;742895699;742895699;742895699;743245699;742994273;743075410;740835684;740835684;744253733;744901733;753957216;753701045;754101566;782498548;782498548;782498548;782498548;782498548;782498548;782498548;782498548;11.9
12/08/2012;"All areas";273256505;165867410;100682177;259005;6447913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270614096;261402928;261402928;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206625;263206622;263340810;263340810;263340810;265876551;266710175;269929423;269928630;275374870;276074870;276847066;276847066;276847066;276617099;276617099;276617099;276617099;20.6
17/06/2012;"All areas";371714414;195161810;170565373;1918129;4069102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;349965497;349483324;349752649;349752649;349752649;349752649;349752649;350917852;351326691;351326691;351326691;351326691;351326691;351326691;351326691;351326691;351326691;351326691;351205711;354324289;354324289;354530175;369532178;369422791;369100704;369099438;369099438;368808771;369156879;369156879;369156879;369156879;368388168;368388168;368388168;17.4
20/06/2012;"All areas";488882635;222210798;216807676;45780285;4083876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;439639456;432303194;500069769;506885006;506903406;506903406;506757406;506757406;506607406;506607406;506607406;506607406;506607406;506607406;506607406;506607406;506607406;506607406;507141450;503886740;503016035;503366035;503406043;502446808;494366808;496807116;496586687;490875342;;;490799275;492279264;493032598;493032598;493032598;19.5
17/10/2012;"All areas";869664543;260666808;541780879;60327273;6889583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;725971039;743136074;763515364;753487908;773005758;773005758;773005758;773005758;773005758;773005758;773005758;773005758;773005758;773005758;773005758;773005758;779482442;779482442;779482442;775642632;775642632;778042632;808722317;809019317;829867960;829814745;836197905;831467948;831467948;831467948;831467948;831467948;829878491;829878491;829878491;13.3
21/08/2012;"All areas";421912892;188800194;147925306;77056712;8130680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;304750476;394450456;404281854;411706097;426647137;426647137;426647137;427602137;427602137;427602137;427602137;427602137;427602137;427602137;427602137;427602137;427602137;427602137;428135157;428135157;431532305;418316837;417773760;417630408;418353869;417090952;419961164;420061164;422548630;422548630;422537856;422577367;422577367;422577367;422577367;21.8
11/11/2012;"All areas";1119072819;339266388;774150770;2558406;3097255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1057754586;1090212815;1090280687;1076102111;1076102111;1076102111;1076102111;1076102111;1076102111;1076102111;1077214783;1077214783;1077214783;1077214783;1077214783;1077214783;1078881751;1089761128;1089761128;1089789015;1089654795;1089665805;1089665805;1089665805;1089272503;1097208460;1097208460;1097418019;1097418019;1097418019;1097418019;1097418019;1097545512;1097545512;1097545512;6.2
30/10/2012;"All areas";1189007390;297540058;800251488;79216783;11999061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1139537370;1122164986;1140968615;1174567731;1174567731;1166559783;1166559783;1166559783;1166559783;1166559783;1166559783;1166559783;1166559783;1166559783;1166559783;1166559783;1166559783;1170639783;1173337897;1172952167;1173750991;1174051301;1176285586;1180835855;1197961820;1196513093;1195656749;1196175889;1197309383;1197309383;1200005383;1200005383;1195205383;1195312444;1195312444;8.2
29/10/2012;"All areas";1208058706;286684190;843342323;65769588;12262605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1194552503;1213095305;1256279961;1256279961;1256279961;1256279961;1256279961;1256279961;1256279961;1285620120;1285620120;1285620120;1285620120;1285620120;1285620120;1285620120;1285620120;1285620120;1280305320;1269382083;1270432083;1277195726;1278370096;1202766631;1204601851;1195246235;1199407610;1199254448;1199254448;1200769954;1200769954;1202431139;1202534884;1202534884;1202534884;8.2
21/10/2012;"All areas";568412467;226648767;332052556;7095834;2615310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;562946111;554828198;557770832;557726855;557726855;557726855;558165467;558165467;558165467;558165467;558165467;558165467;558165467;558165467;558165467;558165467;558165467;558165467;558165467;558564157;558624739;576383313;576088768;576085268;572955798;573021618;571188875;571765065;570265065;570265065;570265065;570265065;568841269;568841269;568841269;15.5
04/10/2012;"All areas";653718006;246578417;368211877;29095689;9832023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;608621023;617028579;639032876;655281879;655281879;655401879;655401879;655401879;654245954;654245954;654245954;654245954;654245954;654245954;654245954;654245954;654245954;654245954;647390954;635875952;635932586;651571160;652593556;654494361;659346429;660118625;654714138;654365856;654365856;654365856;654365856;654365856;654416939;654416939;654416939;13.5
19/08/2012;"All areas";277817786;164944157;103008442;3740101;6125086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;296549486;282882738;282882738;275682738;275569410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;273469410;275075909;275075909;274838159;274838159;275288351;276123218;281471901;281471901;281286436;281286436;279786436;279786436;280185379;280185379;280185379;26.4
19/11/2012;"All areas";1270679492;362411666;828215814;68262461;11789551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1281747217;1245700857;1250171143;1261796143;1261796143;1261796143;1299450458;1299450458;1299371443;1299371443;1299371443;1299371443;1299371443;1299371443;1299371443;1299371443;1299371443;1293009741;1293009693;1293009693;1283369898;1287714933;1287947999;1272704480;1271435476;1276051166;1273445218;1271624002;1270508538;1270508538;1270508538;1271558538;1271028575;1271028575;1271228575;9.5
28/08/2012;"All areas";466577791;216149445;178666593;63605115;8156638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;430531903;417065758;429895039;430436372;432634398;432634398;432634398;432677548;437683095;437683095;437683095;437683095;437683095;437683095;437683095;437683095;437683095;437683095;436649885;435744479;439001547;444587766;444900082;444902082;450355847;452206108;447947863;447947863;447947863;449308416;449267451;449267451;449309637;449848684;449848684;19.7
30/06/2012;"All areas";361432633;211475566;142896872;3021451;4038744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307173538;342023880;346628430;343991072;346330350;346330350;347054350;347054350;347054350;347054350;347054350;347054350;347054350;347054350;347054350;347054350;347054350;347054350;347054320;347054320;349053776;349246339;349246339;349234449;349234449;349234350;349057871;349057871;349057871;362615104;362615104;362615104;362219448;362320354;362320354;18.2
20/12/2012;"All areas";1344627628;358497537;963238165;9845677;13046249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1350052277;1370864379;1383564612;1376743826;1376743826;1376743826;1376743826;1373443826;1373443826;1373443826;1373443826;1373443826;1373443826;1373443826;1373443826;1373443826;1373443826;1371771829;1376865233;1376865233;1376634907;1376634907;1317263983;1316788983;1316596918;1318214225;1330667098;1329687049;1326138371;1326138371;1324349392;1324349392;1324349392;1324569592;1324569592;7.1
19/07/2012;"All areas";408956661;210785899;194318030;126398;3726334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;389645189;389411434;391230679;391959911;387391558;391497892;413804112;413804112;413804112;413804112;413804112;413804112;413804112;413804112;413804112;413804112;413804112;413821112;413822856;413822856;413377218;413377218;413389912;414165747;408605797;407003829;406941717;406909035;406909035;406909035;406772153;406772153;406772153;406923051;406923051;17.2
16/10/2012;"All areas";918549122;270056103;597407500;41786118;9299401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;813945101;816811110;836726352;838895238;843275238;843275238;843275238;843275238;843275252;843275252;843275252;843275252;843275252;843275252;847115252;848795252;848795252;854232060;854232060;875445624;871365624;870258987;870357250;869952706;868795018;869723732;877190816;899422004;899422004;898422004;898422004;898422004;898651661;898651661;899110271;11
03/11/2012;"All areas";1025622934;316563031;707106033;168381;1785489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;890580823;912283949;951587806;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953832069;953863416;980787087;980787087;1006008527;1006008527;1005100974;1005100974;1006706640;1006706640;1006706640;1002457568;1001658389;1001658389;1001658389;1001658389;1002925868;1002925868;7.7
27/10/2012;"All areas";1147348738;273205365;851093645;15150203;7899525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;918734619;986977156;1047327671;1040517678;1039461941;1039461941;1039461941;1039461941;1039461941;1039461941;1039461941;1038767141;1038767141;1038767141;1038767141;1038767141;1038767141;1038767141;1038807334;1038807334;1038807334;1050049083;1050049083;1052023083;1090554670;1065360121;1068868069;1069399218;1070661855;1070101857;1070168809;1074070717;1074070717;1074070717;1074082717;4.3
06/10/2012;"All areas";522591040;225939779;291604123;55810;4991328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;482073181;508675217;494944223;489166922;489166922;489166922;489166922;489166922;480251610;480251610;480251610;480251610;480251610;480251610;480251610;480251610;480251610;480251610;481976262;481948082;481948082;488178144;487974240;486142839;486142839;485490545;485490545;485490545;485490545;485490545;485532368;485532368;484983295;484983295;484983295;13.2
17/08/2012;"All areas";351829113;170292763;137911355;35740751;7884244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334262403;338879692;341493198;348980999;359405047;359405047;360567947;360567947;360567947;360567947;360567947;360567947;360567947;360567947;360567947;360567947;360567947;360349705;366653040;366653040;365982440;366651440;366651440;347207317;348202466;347553161;347138032;346770881;346770881;346770881;346770881;346933437;346933437;346933437;346933437;25
05/07/2012;"All areas";471277439;234104685;195333279;37168790;4670685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;430537547;438982524;453506563;451621466;466104377;466104377;466135336;466135336;466135336;466135336;466135336;466135336;466135336;466135336;466135336;466135338;466135338;466135338;466135338;466144085;466299810;465849810;463740018;466273137;466073137;467466010;464573651;463034024;463204863;463204863;463204863;463204863;466716503;466716503;467045331;18.6
30/12/2012;"All areas";1097035179;311430970;775688041;1404843;8511325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001789916;1019175080;1030780081;1030780081;1038245762;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038548601;1038777224;1044907240;1056615559;1056615559;1056615559;1056962980;1056962980;1056962980;1066465084;1066465084;1066682191;1066682191;1066682191;1066904117;1066904117;1066904117;7.9
17/09/2012;"All areas";473047591;208552937;204300511;54452668;5741475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;452529192;452508563;452064575;452064575;452064575;452064575;452064575;452064575;452064575;451344575;451344575;451344575;451344575;451344575;451344575;451344575;451344575;451344575;459315844;459316224;459316224;460674342;460273081;482089876;480823141;491144655;491034655;491034655;486427872;486427872;486177872;486177872;486177872;486177872;486177872;16.5
23/10/2012;"All areas";730223576;264842447;415142888;45495219;4743022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;699393287;693814161;712993096;711266662;716346662;716346662;716346662;716344096;717844638;717844638;717844638;717844638;717844638;717844638;717844638;717844638;717844638;717844638;719985792;720285792;719387792;717969206;714383129;714386425;719844373;720310776;720310776;721130570;705140994;705140994;705140994;705140994;707145293;707145293;707145293;14.8
18/12/2012;"All areas";1410069105;369897194;980559060;47243017;12369834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1371546070;1380680799;1398127678;1400746870;1414683774;1413520774;1413520774;1413520774;1413520774;1407072233;1407072233;1407072233;1407072233;1407072233;1407072233;1407072233;1407072233;1407882955;1407882955;1421608633;1420895612;1420895612;1420907516;1422971968;1425635436;1425590166;1425975059;1425975059;1425800059;1425800059;1425800059;1425800059;1426686416;1426686416;1426686416;5.8
25/06/2012;"All areas";447785281;223813339;218571759;1276996;4123187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;391436917;495914669;495914669;495814996;495814996;495814996;495817006;495817006;495817006;495817006;491924014;491924014;491924014;491924014;491924014;491924014;491924014;491924014;491924014;492446855;489852895;489852895;494465454;494465454;489042245;489868692;480525837;480512974;480500111;480500111;480474384;480774509;480774509;480774509;480774509;16.8
28/10/2012;"All areas";1055784148;257119735;770795152;18848707;9020554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1061350143;1059070306;1057239398;1118888987;1116888995;1116888995;1116888995;1116948995;1116948995;1116948995;1116961995;1116961995;1116961995;1116961995;1116961995;1116961995;1116961995;1116961995;1114361609;1114361609;1110677256;1109633524;1109633524;1109650524;1147932806;1147915506;1147915506;1147915506;1147915506;1147572506;1147572506;1147572506;1147572506;1147806661;1147806661;6.6
25/10/2012;"All areas";856206106;263329925;553163412;36910626;2802143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;696529455;703325420;715872118;757734647;769977865;769977865;767941153;767941153;767941153;767941153;767941153;768692873;768692873;768692873;768692873;768410973;769480973;769480973;769571514;768808513;767589713;768815366;795875691;804980670;808572722;809032781;811191041;812182701;812607836;820253158;819443656;819638656;819638656;819711604;819754063;11.5
09/08/2012;"All areas";348959482;186687476;147570889;8256734;6444383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312961322;332317704;335353886;338444718;338444718;338444718;338444718;342224006;342224006;342224006;342224006;342224006;342224006;342224006;342224006;342224006;342224006;342224006;342292897;342405370;342894946;342966946;342981138;340297793;340780334;340769249;340117549;339813849;339777028;339777028;340096974;339908321;339908321;339908321;339908321;20
16/06/2012;"All areas";387769917;198656609;184408789;646137;4058382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;346811963;346883302;352917362;350120930;350120930;350120930;350120930;350120930;350120930;349840241;349840241;349840241;349840241;349840241;349840241;349840241;349840241;349840241;350881914;353692933;354060807;359593612;359693098;359764210;360630110;360636948;360600948;359842717;359842717;359842717;359842717;359472694;359264310;359264310;359264310;15.8
29/06/2012;"All areas";441212962;226313170;182997706;27868941;4033145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;416900687;421698365;440299460;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449980975;449740975;449740944;449268742;459752715;460069953;460110001;453769893;454414864;454935962;455603491;444362937;444362937;444362937;447664453;447664453;447664453;447664453;18.8
13/08/2012;"All areas";327503094;173030736;139111402;7726380;7634576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;332554747;341744588;341744588;345615147;345615147;345615147;346484952;346484952;346484952;346484952;346484952;346484952;346484952;346484952;346484952;346484952;346484952;346484952;346492851;346492851;342022639;342399806;342512409;342931957;342918957;343810664;346911349;346911349;348882568;348882568;348882568;350198953;350198953;350198953;350198953;20.5
31/12/2012;"All areas";1095166933;297671259;785754651;260178;11480845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1086534410;1086671057;1101713063;1101604241;1101604241;1101604241;1101604241;1102444075;1102444075;1102444075;1102444075;1102444075;1102444075;1102444075;1102444075;1102444075;1102444075;1103123322;1103123322;1103318690;1106063766;1105645647;1128598577;1119460749;1117549647;1117005704;1113936682;1113936682;1114123865;1114123865;1114123865;1114123865;1114310327;1114310327;1118870327;9
22/07/2012;"All areas";334140134;189117013;140296675;1034793;3691653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328679374;328677388;328673588;335071243;335071243;335234251;335234251;335247507;334723846;334723846;334723846;334723846;334723846;334723846;334723846;334723846;334723846;334723846;334748063;334748063;334753063;335058309;335194949;331628994;333669809;333669015;333669015;333314824;333314824;333314824;333314824;333314824;332939069;334367912;334367912;18.5
13/07/2012;"All areas";432140626;220902603;204128561;1155780;5953682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;415173134;420511646;433221955;423719537;423719537;424020420;424020420;424020420;424020420;424020420;424020420;424020420;424020420;424020420;424020420;424020420;424020420;423968941;423968941;426664612;425915718;429492467;429583912;429595020;427688129;428009098;428009098;428246811;428246661;428246661;428246661;429864845;430162349;426143766;426143766;15.5
30/07/2012;"All areas";368116533;185407627;165001674;13971840;3735392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;383469530;384335940;384311360;384766674;390226416;390226416;390226416;390226416;390226416;390226416;390226416;390226416;390226416;390226416;390226416;390226416;390226416;390226416;390224966;385285748;383401813;383401813;383018852;380683207;379158178;377629247;377130635;374298615;374298615;374298615;373118428;373118428;372082701;372422584;372422584;16
01/07/2012;"All areas";365254437;211802786;147430364;1947241;4074046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321779016;325073777;325066906;327466368;327466368;327451428;327346943;327346943;327346943;327346943;327346943;327346943;327346943;327346943;327346943;327346943;327346943;327346943;322302209;322302209;321670889;321670889;321670889;334980349;335993777;335992808;335992808;337213658;337381601;341010665;341010665;341010665;341031570;341031570;341031570;16.2
