Date;Area;Total_delivered_quantity;Consumption_industrial_customers_except_HMS;Delivered_quantity_public_distribution;Consumption_HMS_customers;Delivered_quantity_PIRR;Delivery_Forecast_estimated_on_D-5_GRTgaz_total;Delivery_Forecast_estimated_on_D-4_GRTgaz_total;Delivery_Forecast_estimated_on_D-3_GRTgaz_total;Delivery_Forecast_estimated_on_D-2_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_before_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_after_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_before_3PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_after_3PM_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Delivery_Forecast_estimated_on_D-5_public_distribution;Delivery_Forecast_estimated_on_D-4_public_distribution;Delivery_Forecast_estimated_on_D-3_public_distribution;Delivery_Forecast_estimated_on_D-2_public_distribution;Delivery_Forecast_estimated_on_D-1_before_5PM_public_distribution;Delivery_Forecast_estimated_on_D-1_after_5PM_public_distribution;Delivery_Forecast_estimated_on_D_before_3PM_public_distribution;Delivery_Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Delivery_Forecast_estimated_on_D-5_PIRR;Delivery_Forecast_estimated_on_D-4_PIRR;Delivery_Forecast_estimated_on_D-3_PIRR;Delivery_Forecast_estimated_on_D-2_PIRR;Delivery_Forecast_estimated_on_D-1_before_5PM_PIRR;Delivery_Forecast_estimated_on_D-1_after_5PM_PIRR;Delivery_Forecast_estimated_on_D_before_3PM_PIRR;Delivery_Forecast_estimated_on_D_after_3PM_PIRR;Delivery_Forecast_shippers_D-1_02PM;Delivery_Forecast_shippers_D-1_04PM;Delivery_Forecast_shippers_D-1_06PM;Delivery_Forecast_shippers_D-1_08PM;Delivery_Forecast_shippers_D-1_09PM;Delivery_Forecast_shippers_D-1_10PM;Delivery_Forecast_shippers_D-1_11PM;Delivery_Forecast_shippers_D-1_00AM;Delivery_Forecast_shippers_D-1_01AM;Delivery_Forecast_shippers_D-1_02AM;Delivery_Forecast_shippers_D-1_03AM;Delivery_Forecast_shippers_D_04AM;Delivery_Forecast_shippers_D_05AM;Delivery_Forecast_shippers_D_06AM;Delivery_Forecast_shippers_D_07AM;Delivery_Forecast_shippers_D_08AM;Delivery_Forecast_shippers_D_09AM;Delivery_Forecast_shippers_D_10AM;Delivery_Forecast_shippers_D_11AM;Delivery_Forecast_shippers_D_12PM;Delivery_Forecast_shippers_D_13PM;Delivery_Forecast_shippers_D_02PM;Delivery_Forecast_shippers_D_03PM;Delivery_Forecast_shippers_D_04PM;Delivery_Forecast_shippers_D_05PM;Delivery_Forecast_shippers_D_06PM;Delivery_Forecast_shippers_D_07PM;Delivery_Forecast_shippers_D_08PM;Delivery_Forecast_shippers_D_09PM;Delivery_Forecast_shippers_D_10PM;Delivery_Forecast_shippers_D_11PM;Delivery_Forecast_shippers_D_12AM;Delivery_Forecast_shippers_D_01AM;Delivery_Forecast_shippers_D_02AM;Delivery_Forecast_shippers_D_03AM;Average_temperature
01/01/2022;"North L";;;;;;103916959;104400013;102327092;100419470;101210071;99285897;99580487;98813121;29950499;28868443;28720697;28603413;26914159;27054744;29699883;29995593;73966460;75531570;73606395;71816057;74295912;72231153;69880604;68817528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2022;"North L";;;;;;119244449;110585195;114172448;109763757;105915919;106245603;109051311;109860634;30568906;29835096;29655186;29173727;28205455;28769973;31414518;30822969;88675543;80750099;84517262;80590030;77710464;77475630;77636793;79037665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2022;"North L";;;;;;141038824;140700935;141602595;137670648;133069722;133458360;134031061;134199441;34567067;34016511;33380793;32982390;33692606;33503389;32944955;32910281;106471757;106684424;108221802;104688258;99377116;99954971;101086106;101289160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2022;"North L";;;;;;162480064;156104054;153398702;158571299;158885399;151904913;153230414;156560341;36379364;35468076;34903856;36005904;34561521;34085624;33995029;35046671;126100700;120635978;118494846;122565395;124323878;117819289;119235385;121513670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2022;"North L";;;;;;173586618;176041102;178708548;180096498;172909056;172551937;179877643;179427061;36602716;36624098;37289690;36636926;34903705;35617255;36041570;36346340;136983902;139417004;141418858;143459572;138005351;136934682;143836073;143080721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2022;"North L";;;;;;180245028;182473221;184538677;183120731;187652434;186887977;183448786;183534565;37178346;37854018;37342251;37260778;36966794;36543269;36646090;37399789;143066682;144619203;147196426;145859953;150685640;150344708;146802696;146134776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2022;"North L";;;;;;183746126;180343319;179127908;182031713;182445440;184071535;186004885;183588189;36848529;36316976;36548443;37123809;36393335;36969549;37059222;36673423;146897597;144026343;142579465;144907904;146052105;147101986;148945663;146914766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2022;"North L";;;;;;164886313;162212829;165475085;160364230;168804970;170365383;169915205;170517028;33639168;33954890;34697591;34021140;34160486;33654766;34657537;35237808;131247145;128257939;130777494;126343090;134644484;136710617;135257668;135279220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2022;"North L";;;;;;159377968;163182915;162582026;165664324;169728082;167203147;165707917;169379579;34200220;34869167;34457971;34686017;34639193;34469249;35251351;35899249;125177748;128313748;128124055;130978307;135088889;132733898;130456566;133480330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2022;"North L";;;;;;168453348;169892897;179761404;185608531;195260405;198812000;205493894;202278788;37734692;37534818;38198629;38197596;38415919;38464787;39727017;38962695;130718656;132358079;141562775;147410935;156844486;160347213;165766877;163316093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2022;"North L";;;;;;159275921;168821098;183319472;203472444;206748266;204724674;202104486;201542257;37500826;38187725;38588590;39548864;40006500;39187211;39696037;39438824;121775095;130633373;144730882;163923580;166741766;165537463;162408449;162103433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
