Date;Area;Total_delivered_quantity;Consumption_industrial_customers_except_HMS;Delivered_quantity_public_distribution;Consumption_HMS_customers;Delivered_quantity_PIRR;Delivery_Forecast_estimated_on_D-5_GRTgaz_total;Delivery_Forecast_estimated_on_D-4_GRTgaz_total;Delivery_Forecast_estimated_on_D-3_GRTgaz_total;Delivery_Forecast_estimated_on_D-2_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_before_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_after_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_before_3PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_after_3PM_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Delivery_Forecast_estimated_on_D-5_public_distribution;Delivery_Forecast_estimated_on_D-4_public_distribution;Delivery_Forecast_estimated_on_D-3_public_distribution;Delivery_Forecast_estimated_on_D-2_public_distribution;Delivery_Forecast_estimated_on_D-1_before_5PM_public_distribution;Delivery_Forecast_estimated_on_D-1_after_5PM_public_distribution;Delivery_Forecast_estimated_on_D_before_3PM_public_distribution;Delivery_Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Delivery_Forecast_estimated_on_D-5_PIRR;Delivery_Forecast_estimated_on_D-4_PIRR;Delivery_Forecast_estimated_on_D-3_PIRR;Delivery_Forecast_estimated_on_D-2_PIRR;Delivery_Forecast_estimated_on_D-1_before_5PM_PIRR;Delivery_Forecast_estimated_on_D-1_after_5PM_PIRR;Delivery_Forecast_estimated_on_D_before_3PM_PIRR;Delivery_Forecast_estimated_on_D_after_3PM_PIRR;Delivery_Forecast_shippers_D-1_02PM;Delivery_Forecast_shippers_D-1_04PM;Delivery_Forecast_shippers_D-1_06PM;Delivery_Forecast_shippers_D-1_08PM;Delivery_Forecast_shippers_D-1_09PM;Delivery_Forecast_shippers_D-1_10PM;Delivery_Forecast_shippers_D-1_11PM;Delivery_Forecast_shippers_D-1_00AM;Delivery_Forecast_shippers_D-1_01AM;Delivery_Forecast_shippers_D-1_02AM;Delivery_Forecast_shippers_D-1_03AM;Delivery_Forecast_shippers_D_04AM;Delivery_Forecast_shippers_D_05AM;Delivery_Forecast_shippers_D_06AM;Delivery_Forecast_shippers_D_07AM;Delivery_Forecast_shippers_D_08AM;Delivery_Forecast_shippers_D_09AM;Delivery_Forecast_shippers_D_10AM;Delivery_Forecast_shippers_D_11AM;Delivery_Forecast_shippers_D_12PM;Delivery_Forecast_shippers_D_13PM;Delivery_Forecast_shippers_D_02PM;Delivery_Forecast_shippers_D_03PM;Delivery_Forecast_shippers_D_04PM;Delivery_Forecast_shippers_D_05PM;Delivery_Forecast_shippers_D_06PM;Delivery_Forecast_shippers_D_07PM;Delivery_Forecast_shippers_D_08PM;Delivery_Forecast_shippers_D_09PM;Delivery_Forecast_shippers_D_10PM;Delivery_Forecast_shippers_D_11PM;Delivery_Forecast_shippers_D_12AM;Delivery_Forecast_shippers_D_01AM;Delivery_Forecast_shippers_D_02AM;Delivery_Forecast_shippers_D_03AM;Average_temperature
01/01/2020;"North L";;;;;;185636763;190514185;202550857;207620135;203666050;201546608;193974686;198575826;32021022;31858236;34431182;33532133;30922345;31653918;32425434;33576455;153615741;158655949;168119675;174088002;172743705;169892690;161549252;164999371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2020;"North L";;;;;;206153327;205095734;222571097;207071664;187817138;186392631;191770646;184287379;38781183;40196006;39840802;38310746;34492949;34137458;36226652;37429302;167372144;164899728;182730295;168760918;153324189;152255173;155543994;146858077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2020;"North L";;;;;;192118265;190049561;181822703;177209306;181490462;178224768;173039054;170729790;39803565;38503483;37624700;36190274;36565078;36848065;38034853;38215798;152314700;151546078;144198003;141019032;144925384;141376703;135004201;132513992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2020;"North L";;;;;;185223260;177993889;176901926;178289305;174993270;173761061;174128899;166707516;38417720;37435733;35938136;35559970;34281527;34281365;37166485;37815576;146805540;140558156;140963790;142729335;140711743;139479696;136962414;128891940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2020;"North L";;;;;;187695836;189089426;185035451;184167369;179377365;178866191;170855295;164503291;37886075;36938309;36441336;37307949;36734728;36968161;38130841;37941950;149809761;152151117;148594115;146859420;142642637;141898030;132724454;126561341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2020;"North L";;;;;;205014520;214447786;205613309;206155126;204552687;197721203;186194796;187003223;41897071;42056901;42572089;42999613;43106703;42991659;40985290;40746941;163117449;172390885;163041220;163155513;161445984;154729544;145209506;146256282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2020;"North L";;;;;;191293845;180681029;199011202;199759413;186027011;185930929;177912133;177785768;39247200;40020637;41140640;41969249;41283170;41150996;40531630;40208150;152046645;140660392;157870562;157790164;144743841;144779933;137380503;137577618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2020;"North L";;;;;;173241117;174995696;173341372;173058479;163254300;165287026;153802533;153250645;38745674;38925738;39820382;40111021;40604380;40116454;39657047;39799614;134495443;136069958;133520990;132947458;122649920;125170572;114145486;113451031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2020;"North L";;;;;;175796448;166245689;168957817;161010482;149939157;150867015;144573994;144679896;41120000;41123790;41182211;40474857;38162234;39757410;38228348;37343793;134676448;125121899;127775606;120535625;111776923;111109605;106345646;107336103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2020;"North L";;;;;;181859802;181367538;179276795;178795434;170250279;167586084;169249975;165491545;42634706;42181022;41613662;40602563;38355679;36984095;40398389;41657970;139225096;139186516;137663133;138192871;131894600;130601989;128851586;123833575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2020;"North L";;;;;;183602800;178572816;174380758;176395183;169536553;170610809;170215557;167523107;39166907;38231659;37260272;37321179;36110016;36887304;39279896;39441833;144435893;140341157;137120486;139074004;133426537;133723505;130935661;128081274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
