Date;Area;Total_delivered_quantity;Consumption_industrial_customers_except_HMS;Delivered_quantity_public_distribution;Consumption_HMS_customers;Delivered_quantity_PIRR;Delivery_Forecast_estimated_on_D-5_GRTgaz_total;Delivery_Forecast_estimated_on_D-4_GRTgaz_total;Delivery_Forecast_estimated_on_D-3_GRTgaz_total;Delivery_Forecast_estimated_on_D-2_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_before_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_after_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_before_3PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_after_3PM_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Delivery_Forecast_estimated_on_D-5_public_distribution;Delivery_Forecast_estimated_on_D-4_public_distribution;Delivery_Forecast_estimated_on_D-3_public_distribution;Delivery_Forecast_estimated_on_D-2_public_distribution;Delivery_Forecast_estimated_on_D-1_before_5PM_public_distribution;Delivery_Forecast_estimated_on_D-1_after_5PM_public_distribution;Delivery_Forecast_estimated_on_D_before_3PM_public_distribution;Delivery_Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Delivery_Forecast_estimated_on_D-5_PIRR;Delivery_Forecast_estimated_on_D-4_PIRR;Delivery_Forecast_estimated_on_D-3_PIRR;Delivery_Forecast_estimated_on_D-2_PIRR;Delivery_Forecast_estimated_on_D-1_before_5PM_PIRR;Delivery_Forecast_estimated_on_D-1_after_5PM_PIRR;Delivery_Forecast_estimated_on_D_before_3PM_PIRR;Delivery_Forecast_estimated_on_D_after_3PM_PIRR;Delivery_Forecast_shippers_D-1_02PM;Delivery_Forecast_shippers_D-1_04PM;Delivery_Forecast_shippers_D-1_06PM;Delivery_Forecast_shippers_D-1_08PM;Delivery_Forecast_shippers_D-1_09PM;Delivery_Forecast_shippers_D-1_10PM;Delivery_Forecast_shippers_D-1_11PM;Delivery_Forecast_shippers_D-1_00AM;Delivery_Forecast_shippers_D-1_01AM;Delivery_Forecast_shippers_D-1_02AM;Delivery_Forecast_shippers_D-1_03AM;Delivery_Forecast_shippers_D_04AM;Delivery_Forecast_shippers_D_05AM;Delivery_Forecast_shippers_D_06AM;Delivery_Forecast_shippers_D_07AM;Delivery_Forecast_shippers_D_08AM;Delivery_Forecast_shippers_D_09AM;Delivery_Forecast_shippers_D_10AM;Delivery_Forecast_shippers_D_11AM;Delivery_Forecast_shippers_D_12PM;Delivery_Forecast_shippers_D_13PM;Delivery_Forecast_shippers_D_02PM;Delivery_Forecast_shippers_D_03PM;Delivery_Forecast_shippers_D_04PM;Delivery_Forecast_shippers_D_05PM;Delivery_Forecast_shippers_D_06PM;Delivery_Forecast_shippers_D_07PM;Delivery_Forecast_shippers_D_08PM;Delivery_Forecast_shippers_D_09PM;Delivery_Forecast_shippers_D_10PM;Delivery_Forecast_shippers_D_11PM;Delivery_Forecast_shippers_D_12AM;Delivery_Forecast_shippers_D_01AM;Delivery_Forecast_shippers_D_02AM;Delivery_Forecast_shippers_D_03AM;Average_temperature
01/01/2021;"North L";;;;;;188341857;193199471;197843467;192798416;189539725;188426638;178597244;180449892;33714304;33642832;33203171;32450387;29788793;29161492;29574906;30626734;154627553;159556639;164640296;160348029;159750932;159265146;149022338;149823158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2021;"North L";;;;;;203656663;206435838;205391930;190267039;185721368;185864914;186163883;182212252;35611611;34961775;34404546;33563009;30580190;30468870;31523280;31952185;168045052;171474063;170987384;156704030;155141178;155396044;154640603;150260067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2021;"North L";;;;;;210793044;204408979;194368070;195003370;199343591;196882063;186373848;182870299;34812535;33926586;33357388;32199129;32096068;32049508;32959891;33602589;175980509;170482393;161010682;162804241;167247523;164832555;153413957;149267710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2021;"North L";;;;;;224504924;216974489;217654279;221590378;213014629;212432627;211914517;209428467;38990720;38512767;37061388;37895157;37618621;37648018;38196355;37748113;185514204;178461722;180592891;183695221;175396008;174784609;173718162;171680354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2021;"North L";;;;;;221728605;225886091;226227034;226849952;221260666;218445683;215502299;210400449;40195926;38894644;39070025;39737154;39575950;39224243;38385047;38104081;181532679;186991447;187157009;187112798;181684716;179221440;177117252;172296368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2021;"North L";;;;;;226529849;229475753;233649858;230907429;220317171;217333521;210003699;206649640;39759151;40379308;40659338;41201430;39832043;39559045;38882866;38893569;186770698;189096445;192990520;189705999;180485128;177774476;171120833;167756071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2021;"North L";;;;;;224990896;230921301;222937558;219309290;214172004;213658461;211519991;213083647;40120262;40506126;40609967;40192532;40191823;39822112;38822194;39168158;184870634;190415175;182327591;179116758;173980181;173836349;172697797;173915489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2021;"North L";;;;;;225275014;218917781;217667488;214136254;212444871;212815049;215234141;212620617;39865763;40472707;39900310;39524076;38468458;39248302;38494471;37436234;185409251;178445074;177767178;174612178;173976413;173566747;176739670;175184383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2021;"North L";;;;;;210692334;214314161;213997794;204538446;213073526;210942628;205922344;205724739;38517797;38623025;38049545;37257301;36552971;35556260;33899288;33801137;172174537;175691136;175948249;167281145;176520555;175386368;172023056;171923602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2021;"North L";;;;;;218513783;216511986;202820938;213508523;206854020;205651162;201493705;200508037;39305023;39026846;38327127;38264920;34618852;34383002;33464810;34020754;179208760;177485140;164493811;175243603;172235168;171268160;168028895;166487283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2021;"North L";;;;;;227273772;204764488;212251895;208610567;204213096;198783724;198585568;199158969;42175999;41403824;41321605;39456416;37340268;37164261;36203739;35710768;185097773;163360664;170930290;169154151;166872828;161619463;162381829;163448201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/01/2021;"North L";;;;;;195763648;197111762;189094977;194579919;189009324;188713182;185403351;188034835;41228979;41165425;39545581;39593156;37689146;37585400;33654920;34689476;154534669;155946337;149549396;154986763;151320178;151127782;151748431;153345359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2021;"North L";;;;;;194382154;194732532;209606969;197805053;197647411;196563579;199944698;193924263;41408655;40400575;40826817;40739263;37655676;38021305;36945365;36479526;152973499;154331957;168780152;157065790;159991735;158542274;162999333;157444737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2021;"North L";;;;;;191452315;192983812;213862971;214689565;214366298;211377515;209408635;210357845;39979641;39980705;41703046;39929143;38096519;37411175;37942016;37317950;151472674;153003107;172159925;174760422;176269779;173966340;171466619;173039895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/01/2021;"North L";;;;;;197296202;222922711;222526913;222526910;216494804;217558882;225583087;218890089;38990858;40123087;38413747;38413749;37720012;37717765;37756414;37044342;158305344;182799624;184113166;184113161;178774792;179841117;187826673;181845747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2021;"North L";;;;;;219105077;206048179;206048180;206780728;214710251;214352771;209231367;210205877;37697277;35303656;35303658;35100204;35029712;34818552;34277886;33681571;181407800;170744523;170744522;171680524;179680539;179534219;174953481;176524306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2021;"North L";;;;;;187143360;187143353;196520033;196163615;189624445;191050986;183842464;184244369;34301495;34301499;34558004;35114771;34357314;34096766;32797943;32831692;152841865;152841854;161962029;161048844;155267131;156954220;151044521;151412677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2021;"North L";;;;;;195894234;201078923;206129193;201049925;201733607;198993891;196928515;200018840;41726353;37300264;37730443;37806827;36654492;36369294;35561046;35899121;154167881;163778659;168398750;163243098;165079115;162624597;161367469;164119719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2021;"North L";;;;;;185408696;186012161;186081016;188887979;181887533;179265980;188607240;187585779;36958457;37247042;37258930;37136328;36639293;36287678;36255009;35531398;148450239;148765119;148822086;151751651;145248240;142978302;152352231;152054381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2021;"North L";;;;;;178564269;173638236;181316325;175898663;175842331;174711298;175261446;175950488;37463636;37210737;37112844;37705961;36363876;35809315;35479245;34063304;141100633;136427499;144203481;138192702;139478455;138901983;139782201;141887184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2021;"North L";;;;;;176802632;179167713;175537589;177346646;177812410;176628721;177654626;178628279;37635505;37402895;37817806;37633529;35629911;34468294;33969381;34135939;139167127;141764818;137719783;139713117;142182499;142160427;143685245;144492340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2021;"North L";;;;;;187002306;185580544;182700271;182878784;183018732;182696657;178726117;178191317;36291666;36683199;36480941;35714151;33314270;33890841;32835732;33033319;150710640;148897345;146219330;147164633;149704462;148805816;145890385;145157998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2021;"North L";;;;;;177653377;181268949;183148577;184231313;188110156;187129169;184614234;185787105;33741059;33733240;33117358;32272169;31448536;31558113;31144106;31231937;143912318;147535709;150031219;151959144;156661620;155571056;153470128;154555168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2021;"North L";;;;;;190151104;193562895;199109975;203374948;199066990;197130570;199120352;201282858;33854500;33298541;32645159;32812287;31595774;31715852;31654751;32835718;156296604;160264354;166464816;170562661;167471216;165414718;167465601;168447140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
