Date;Area;Total_delivered_quantity;Consumption_industrial_customers_except_HMS;Delivered_quantity_public_distribution;Consumption_HMS_customers;Delivered_quantity_PIRR;Delivery_Forecast_estimated_on_D-5_GRTgaz_total;Delivery_Forecast_estimated_on_D-4_GRTgaz_total;Delivery_Forecast_estimated_on_D-3_GRTgaz_total;Delivery_Forecast_estimated_on_D-2_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_before_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_after_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_before_3PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_after_3PM_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Delivery_Forecast_estimated_on_D-5_public_distribution;Delivery_Forecast_estimated_on_D-4_public_distribution;Delivery_Forecast_estimated_on_D-3_public_distribution;Delivery_Forecast_estimated_on_D-2_public_distribution;Delivery_Forecast_estimated_on_D-1_before_5PM_public_distribution;Delivery_Forecast_estimated_on_D-1_after_5PM_public_distribution;Delivery_Forecast_estimated_on_D_before_3PM_public_distribution;Delivery_Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Delivery_Forecast_estimated_on_D-5_PIRR;Delivery_Forecast_estimated_on_D-4_PIRR;Delivery_Forecast_estimated_on_D-3_PIRR;Delivery_Forecast_estimated_on_D-2_PIRR;Delivery_Forecast_estimated_on_D-1_before_5PM_PIRR;Delivery_Forecast_estimated_on_D-1_after_5PM_PIRR;Delivery_Forecast_estimated_on_D_before_3PM_PIRR;Delivery_Forecast_estimated_on_D_after_3PM_PIRR;Delivery_Forecast_shippers_D-1_02PM;Delivery_Forecast_shippers_D-1_04PM;Delivery_Forecast_shippers_D-1_06PM;Delivery_Forecast_shippers_D-1_08PM;Delivery_Forecast_shippers_D-1_09PM;Delivery_Forecast_shippers_D-1_10PM;Delivery_Forecast_shippers_D-1_11PM;Delivery_Forecast_shippers_D-1_00AM;Delivery_Forecast_shippers_D-1_01AM;Delivery_Forecast_shippers_D-1_02AM;Delivery_Forecast_shippers_D-1_03AM;Delivery_Forecast_shippers_D_04AM;Delivery_Forecast_shippers_D_05AM;Delivery_Forecast_shippers_D_06AM;Delivery_Forecast_shippers_D_07AM;Delivery_Forecast_shippers_D_08AM;Delivery_Forecast_shippers_D_09AM;Delivery_Forecast_shippers_D_10AM;Delivery_Forecast_shippers_D_11AM;Delivery_Forecast_shippers_D_12PM;Delivery_Forecast_shippers_D_13PM;Delivery_Forecast_shippers_D_02PM;Delivery_Forecast_shippers_D_03PM;Delivery_Forecast_shippers_D_04PM;Delivery_Forecast_shippers_D_05PM;Delivery_Forecast_shippers_D_06PM;Delivery_Forecast_shippers_D_07PM;Delivery_Forecast_shippers_D_08PM;Delivery_Forecast_shippers_D_09PM;Delivery_Forecast_shippers_D_10PM;Delivery_Forecast_shippers_D_11PM;Delivery_Forecast_shippers_D_12AM;Delivery_Forecast_shippers_D_01AM;Delivery_Forecast_shippers_D_02AM;Delivery_Forecast_shippers_D_03AM;Average_temperature
17/01/2023;"North L";;;;;;144248900;148665431;152307978;145494837;150228639;147790657;154506434;151352428;22966375;23505690;21738331;19541566;21384275;20744277;23374541;22551435;121282525;125159741;130569647;125953271;128844364;127046380;131131893;128800993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2023;"North L";;;;;;154285182;157444646;146500982;148631807;151416288;155907680;151789519;152236529;21494559;21819963;17082747;19326227;22298131;22586148;20778831;21492598;132790623;135624683;129418235;129305580;129118157;133321532;131010688;130743931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2023;"North L";;;;;;148032817;146479162;139951181;145017299;150182636;147473370;158319766;154827462;16944055;15975594;14384731;16159988;17746886;16789732;21724894;21127603;131088762;130503568;125566450;128857311;132435750;130683638;136594872;133699859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2023;"North L";;;;;;140034366;135173794;140595854;140053430;150755738;151390577;148332502;145927725;12339663;11879091;13137128;16305658;18748435;17061404;20422291;20594785;127694703;123294703;127458726;123747772;132007303;134329173;127910211;125332940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2023;"North L";;;;;;126454034;128843290;136463316;133028053;150388164;142334042;142720438;144409035;10305048;8201897;12524410;12782155;18701917;17426488;19009846;19297118;116148986;120641393;123938906;120245898;131686247;124907554;123710592;125111917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2023;"North L";;;;;;136084082;147361877;135227792;145760044;147959915;140015994;142751953;146494180;9233624;14600488;10635269;16115313;19456620;18059555;18383613;19234193;126850458;132761389;124592523;129644731;128503295;121956439;124368340;127259987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2023;"North L";;;;;;162661119;146866995;149195448;151243334;152652770;144116814;154517171;153905124;20431989;13739922;14971264;19798621;17770029;16353228;21895564;22476711;142229130;133127073;134224184;131444713;134882741;127763586;132621607;131428413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2023;"North L";;;;;;147305899;141391443;148611440;145159629;155099585;157360711;156186187;159940623;14906924;13346089;17103731;16081212;19823246;22350071;23006517;23302867;132398975;128045354;131507709;129078417;135276339;135010640;133179670;136637756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/01/2023;"North L";;;;;;132895327;138406614;138198657;149923011;155449378;158657158;160440211;164020368;12821384;17053209;15088401;19400258;21285770;21808837;23933876;23710222;120073943;121353405;123110256;130522753;134163608;136848321;136506335;140310146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/01/2023;"North L";;;;;;135408319;129835461;139937958;138730329;149684882;152414071;153248420;143465712;19080668;16954117;20140293;21440140;21724239;20881036;22408713;22008160;116327651;112881344;119797665;117290189;127960643;131533035;130839707;121457552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2023;"North L";;;;;;131772244;137315994;138120223;143078721;152175797;146757838;140040716;139440599;17041201;19733371;20480548;20928925;21213839;22202042;22126879;21949682;114731043;117582623;117639675;122149796;130961958;124555796;117913837;117490917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2023;"North L";;;;;;126778350;126947271;130393024;133508662;138706104;135261522;130268980;137032759;16360734;19013867;17425883;17636153;19149548;19809129;19922450;19817103;110417616;107933404;112967141;115872509;119556556;115452393;110346530;117215656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/01/2023;"North L";;;;;;121853463;126583080;125172369;129871345;130798514;124374850;133358990;136057607;18570543;18381178;18125587;17735658;19351401;17759070;19760090;19526648;103282920;108201902;107046782;112135687;111447113;106615780;113598900;116530959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2023;"North L";;;;;;133770258;127588773;128502319;129534277;130680713;129529570;127994517;129312726;21725173;20657600;19313270;21742156;21931448;21399080;21255158;21213623;112045085;106931173;109189049;107792121;108749265;108130490;106739359;108099103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2023;"North L";;;;;;127692809;126536774;128998703;130717666;126763358;128033416;129780453;126924602;21606689;21563341;23022085;23300710;22706667;22637387;21545705;20889580;106086120;104973433;105976618;107416956;104056691;105396029;108234748;106035022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/2023;"North L";;;;;;126386518;131267264;125875765;130215096;126036262;122891944;121593788;121445646;20778162;22825090;22340499;23170968;22138683;21825034;21947431;21740837;105608356;108442174;103535266;107044128;103897579;101066910;99646357;99704809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/02/2023;"North L";;;;;;132293310;127513970;123221404;122465791;118633062;116777275;110524942;111557047;21742418;23050019;23114918;22423689;21866875;21608399;21798352;21432701;110550892;104463951;100106486;100042102;96766187;95168876;88726590;90124346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2023;"North L";;;;;;124522682;116402972;112933449;110553824;105940384;104838522;104399534;102052274;20769543;21183464;20795134;20862565;20744461;20189970;20725705;20152917;103753139;95219508;92138315;89691259;85195923;84648552;83673829;81899357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2023;"North L";;;;;;111606802;104271405;102184696;103842315;96513663;99990159;94407164;91592737;18893840;18064492;18350813;18595025;18195387;19261175;18813726;18008843;92712962;86206913;83833883;85247290;78318276;80728984;75593438;73583894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/02/2023;"North L";;;;;;114469151;110714494;110380096;108503659;106867915;101112817;106116851;103735798;18702715;17064650;18412419;18040127;17472646;16796409;18944075;18964105;95766436;93649844;91967677;90463532;89395269;84316408;87172776;84771693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2023;"North L";;;;;;129395021;125866675;124975137;124528472;127328096;124890040;135923013;130628251;19001439;19920478;19939732;20477014;21014523;20123957;23190482;22522685;110393582;105946197;105035405;104051458;106313573;104766083;112732531;108105566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2023;"North L";;;;;;135661065;134482639;132301284;135878697;143708693;144038393;146828288;145555030;19903629;19017266;19360393;19687562;23015807;23253457;23029807;22051488;115757436;115465373;112940891;116191135;120692886;120784936;123798481;123503542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/02/2023;"North L";;;;;;144869770;140655277;134638265;145220427;148465912;145154150;148545013;150867928;17605998;17505522;17110830;23152204;22396341;21227701;23339771;23450258;127263772;123149755;117527435;122068223;126069571;123926449;125205242;127417670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/02/2023;"North L";;;;;;145819264;138937802;141418950;146114534;149374990;140029213;145929397;144356909;19073220;16872528;22458930;20785731;24240102;20015680;23227452;22749317;126746044;122065274;118960020;125328803;125134888;120013533;122701945;121607592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2023;"North L";;;;;;131522816;129407083;139501111;131798762;134660569;134480819;125581498;122449869;14206351;20546489;21811474;21200826;21060383;21614764;21044001;20093784;117316465;108860594;117689637;110597936;113600186;112866055;104537497;102356085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2023;"North L";;;;;;119333961;122567909;110810129;115680739;112263765;114813001;107798262;102175254;20406629;19743750;18273045;19385037;19286030;19580436;17983425;17635352;98927332;102824159;92537084;96295702;92977735;95232565;89814837;84539902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/02/2023;"North L";;;;;;121519262;113710963;112543937;115975539;111264373;103710851;103225095;100552752;21014956;20096200;19476084;20995792;18637697;17739378;17827842;18020830;100504306;93614763;93067853;94979747;92626676;85971473;85397253;82531922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2023;"North L";;;;;;123901930;123193660;123305934;120256541;117108582;116548066;117160862;113302055;22905181;21271866;22371593;22099510;20508543;19204928;21510662;21152675;100996749;101921794;100934341;98157031;96600039;97343138;95650200;92149380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2023;"North L";;;;;;124573467;121096970;120916383;114975316;114845415;112964371;115127576;115898297;21245123;22262662;22207543;21261525;21833018;22029488;21895884;21597848;103328344;98834308;98708840;93713791;93012397;90934883;93231692;94300449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/02/2023;"North L";;;;;;118067756;117540346;112164318;117115446;113280851;107120496;113127825;116705522;21483636;22305449;22535487;23143043;21809878;21444566;21685732;21672029;96584120;95234897;89628831;93972403;91470973;85675930;91442093;95033493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/02/2023;"North L";;;;;;114492728;108706828;110803872;108963403;108294093;107871889;102508443;101700303;22536839;22135244;22498278;22753945;21742259;21726712;19539267;19563471;91955889;86571584;88305594;86209458;86551834;86145177;82969176;82136832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/02/2023;"North L";;;;;;108659780;105080721;97439584;97300841;92497538;95059732;91284985;89865351;21250769;21570445;21181484;20698366;19924035;20277265;19405550;18908818;87409011;83510276;76258100;76602475;72573503;74782467;71879435;70956533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2023;"North L";;;;;;101546952;92907718;98337288;91356495;92026312;90606794;86211318;84079400;19816979;19604448;18797266;19400273;19480755;19682430;17765272;17472458;81729973;73303270;79540022;71956222;72545557;70924364;68446046;66606942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2023;"North L";;;;;;101834469;105283533;102273465;101866828;93811506;89530898;86207682;85513621;20723157;19789520;19683672;19246413;18130868;17310427;17373950;18065336;81111312;85494013;82589793;82620415;75680638;72220471;68833732;67448285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2023;"North L";;;;;;115495446;109943344;109711730;107203886;100316947;100743227;103097075;106096868;22420506;21152822;21259904;20697997;19515389;19277946;20462136;21002934;93074940;88790522;88451826;86505889;80801558;81465281;82634939;85093934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2023;"North L";;;;;;110256821;107339240;107321083;104146972;102713738;107001010;108089906;110667773;21439739;21481455;20756081;20572570;20903366;21472811;21351230;21191245;88817082;85857785;86565002;83574402;81810372;85528199;86738676;89476528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/02/2023;"North L";;;;;;113351512;114231304;110117089;106074332;109893126;111249896;106899650;108012225;21267192;20608445;20492661;20154549;20871660;21342915;20191078;20404490;92084320;93622859;89624428;85919783;89021466;89906981;86708572;87607735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/02/2023;"North L";;;;;;121813302;116112196;108147171;116011088;107554708;105369504;105265402;103950195;20635032;19998429;18919575;20541034;19116786;20191757;20034708;20095310;101178270;96113767;89227596;95470054;88437922;85177747;85230694;83854885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2023;"North L";;;;;;118308921;112332643;113728064;113851569;114187083;114447613;111509253;108923451;19551877;16889945;19419137;18900720;18706622;19964626;19670440;19518417;98757044;95442698;94308927;94950849;95480461;94482987;91838813;89405034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2023;"North L";;;;;;112622355;108630224;112106848;116208182;113037898;114093282;113406247;112905795;16979885;17600212;17870618;18616085;19667526;19566087;19496021;18396664;95642470;91030012;94236230;97592097;93370372;94527195;93910226;94509131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2023;"North L";;;;;;112206856;120623660;124962084;132778559;128966645;120716375;128444186;124932954;17504725;17086368;17758667;19959681;20883102;17193778;18948151;18537685;94702131;103537292;107203417;112818878;108083543;103522597;109496035;106395269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2023;"North L";;;;;;133561065;145234094;146690146;143577785;142336064;139280780;144388964;140261894;18211064;18126260;19834652;19792629;20990286;19716741;21128120;20537536;115350001;127107834;126855494;123785156;121345778;119564039;123260844;119724358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2023;"North L";;;;;;147351395;151416286;144118470;149290272;143710794;143710798;144204734;147122011;17236412;20361835;17976539;20097533;21129320;21129321;21604798;21642757;130114983;131054451;126141931;129192739;122581474;122581477;122599936;125479254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/2023;"North L";;;;;;147110330;137061641;140433736;133829112;141915834;141915826;143304836;143579103;19338879;17070687;19404680;18057274;21389396;21389397;21781590;21737014;127771451;119990954;121029056;115771838;120526438;120526429;121523246;121842089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2023;"North L";;;;;;130690656;137565286;128607057;136342437;135950313;135950316;135709830;133544712;16339732;19888415;17911741;20693643;20800468;20800467;21872487;20983032;114350924;117676871;110695316;115648794;115149845;115149849;113837343;112561680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2023;"North L";;;;;;126731027;122212256;128509935;130480047;125445796;125445783;129319449;130013816;19986603;18506844;19753605;20462588;20398520;20398516;20548222;20148938;106744424;103705412;108756330;110017459;105047276;105047267;108771227;109864878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
