Date;Area;Total_delivered_quantity;Consumption_industrial_customers_except_HMS;Delivered_quantity_public_distribution;Consumption_HMS_customers;Delivered_quantity_PIRR;Delivery_Forecast_estimated_on_D-5_GRTgaz_total;Delivery_Forecast_estimated_on_D-4_GRTgaz_total;Delivery_Forecast_estimated_on_D-3_GRTgaz_total;Delivery_Forecast_estimated_on_D-2_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_before_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_after_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_before_3PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_after_3PM_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Delivery_Forecast_estimated_on_D-5_public_distribution;Delivery_Forecast_estimated_on_D-4_public_distribution;Delivery_Forecast_estimated_on_D-3_public_distribution;Delivery_Forecast_estimated_on_D-2_public_distribution;Delivery_Forecast_estimated_on_D-1_before_5PM_public_distribution;Delivery_Forecast_estimated_on_D-1_after_5PM_public_distribution;Delivery_Forecast_estimated_on_D_before_3PM_public_distribution;Delivery_Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Delivery_Forecast_estimated_on_D-5_PIRR;Delivery_Forecast_estimated_on_D-4_PIRR;Delivery_Forecast_estimated_on_D-3_PIRR;Delivery_Forecast_estimated_on_D-2_PIRR;Delivery_Forecast_estimated_on_D-1_before_5PM_PIRR;Delivery_Forecast_estimated_on_D-1_after_5PM_PIRR;Delivery_Forecast_estimated_on_D_before_3PM_PIRR;Delivery_Forecast_estimated_on_D_after_3PM_PIRR;Delivery_Forecast_shippers_D-1_02PM;Delivery_Forecast_shippers_D-1_04PM;Delivery_Forecast_shippers_D-1_06PM;Delivery_Forecast_shippers_D-1_08PM;Delivery_Forecast_shippers_D-1_09PM;Delivery_Forecast_shippers_D-1_10PM;Delivery_Forecast_shippers_D-1_11PM;Delivery_Forecast_shippers_D-1_00AM;Delivery_Forecast_shippers_D-1_01AM;Delivery_Forecast_shippers_D-1_02AM;Delivery_Forecast_shippers_D-1_03AM;Delivery_Forecast_shippers_D_04AM;Delivery_Forecast_shippers_D_05AM;Delivery_Forecast_shippers_D_06AM;Delivery_Forecast_shippers_D_07AM;Delivery_Forecast_shippers_D_08AM;Delivery_Forecast_shippers_D_09AM;Delivery_Forecast_shippers_D_10AM;Delivery_Forecast_shippers_D_11AM;Delivery_Forecast_shippers_D_12PM;Delivery_Forecast_shippers_D_13PM;Delivery_Forecast_shippers_D_02PM;Delivery_Forecast_shippers_D_03PM;Delivery_Forecast_shippers_D_04PM;Delivery_Forecast_shippers_D_05PM;Delivery_Forecast_shippers_D_06PM;Delivery_Forecast_shippers_D_07PM;Delivery_Forecast_shippers_D_08PM;Delivery_Forecast_shippers_D_09PM;Delivery_Forecast_shippers_D_10PM;Delivery_Forecast_shippers_D_11PM;Delivery_Forecast_shippers_D_12AM;Delivery_Forecast_shippers_D_01AM;Delivery_Forecast_shippers_D_02AM;Delivery_Forecast_shippers_D_03AM;Average_temperature
01/01/2018;"North L";;;;;;158105339;160998338;162916455;166609244;160462646;161885697;163576913;163954819;33169566;32812939;33612082;34486075;34891253;33586039;34385005;35280678;124935773;128185399;129304373;132123169;125571393;128299658;129191908;128674141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2018;"North L";;;;;;182774004;187194510;178511782;169277073;180575828;179204913;175985500;177382261;39003648;39440634;39313989;39293949;40061697;39983773;38363247;38448666;143770356;147753876;139197793;129983124;140514131;139221140;137622253;138933595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2018;"North L";;;;;;188685701;180615176;168135242;170074745;174168160;175724123;175558285;178748190;40755782;40858786;40304114;39160008;38156957;38204262;38709558;40988137;147929919;139756390;127831128;130914737;136011203;137519861;136848727;137760053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2018;"North L";;;;;;192932765;179777788;171048759;175940278;167222536;168671477;170232984;172757017;42576976;42168460;40501742;40143422;40512904;41245486;42546901;42167108;150355789;137609328;130547017;135796856;126709632;127425991;127686083;130589909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2018;"North L";;;;;;188523529;181902254;193368211;185483216;184069611;185589553;177441545;178301715;42219813;41205772;41411990;41132945;41888097;41327991;41713874;41524577;146303716;140696482;151956221;144350271;142181514;144261562;135727671;136777138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2018;"North L";;;;;;182277725;192773209;182780678;191403931;181970038;184403266;179449183;176588090;39224389;39185862;38722552;40562473;37798210;37880024;39141341;40251512;143053336;153587347;144058126;150841458;144171828;146523242;140307842;136336578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2018;"North L";;;;;;207059687;201815499;214591959;203976153;202398918;200614270;201376850;204989357;37327471;37337404;39624643;38346356;39372211;40478645;42421512;42367485;169732216;164478095;174967316;165629797;163026707;160135625;158955338;162621872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2018;"North L";;;;;;238387025;235343225;229593331;222812828;228379844;230253941;228489307;224727122;41684399;43026074;42376298;42589890;46858107;46532074;46871494;47535418;196702626;192317151;187217033;180222938;181521737;183721867;181617813;177191704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2018;"North L";;;;;;242389374;223461674;233517416;220528327;221776804;220364224;219017677;217658998;44980670;43265273;44400214;45441711;46165123;48548621;49764219;49311006;197408704;180196401;189117202;175086616;175611681;171815603;169253458;168347992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2018;"North L";;;;;;207932747;207982854;208750045;211623462;208697915;206435823;200932069;197740150;44317894;44546706;46264710;46606745;48984910;48239241;47820908;48096124;163614853;163436148;162485335;165016717;159713005;158196582;153111161;149644026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2018;"North L";;;;;;209370088;211355524;221050454;215527762;212632425;209130450;205553229;206665917;44453953;45699650;46512607;47185975;48115192;47478151;47897485;48864350;164916135;165655874;174537847;168341787;164517233;161652299;157655744;157801567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/01/2018;"North L";;;;;;222607561;223843215;216772819;214130499;205775517;204770612;203036666;200573329;45108723;45216859;45826814;44651709;46242246;46396807;47756196;48587751;177498838;178626356;170946005;169478790;159533271;158373805;155280470;151985578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2018;"North L";;;;;;213388023;212987959;211838664;203312692;199686447;198819625;200456505;201406765;41427391;42536631;41414219;41367504;43000011;43819745;44022496;44515039;171960632;170451328;170424445;161945188;156686436;154999880;156434009;156891726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2018;"North L";;;;;;209810258;213481835;217031900;215617751;213875279;211603841;206508776;206069542;41814246;40985701;41507293;42130052;42996649;43660144;43806421;44051315;167996012;172496134;175524607;173487699;170878630;167943697;162702355;162018227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/01/2018;"North L";;;;;;222975521;224857423;224278514;216551746;211096246;208489747;215850728;217130586;45675577;46264171;46622745;46933894;47016912;47776896;49424371;48685743;177299944;178593252;177655769;169617852;164079334;160712851;166426357;168444843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2018;"North L";;;;;;216395956;213982678;206925191;206544202;209803416;209192727;206171074;209780853;46278946;46583337;46612386;47587696;48525954;48593036;48720231;48798377;170117010;167399341;160312805;158956506;161277462;160599691;157450843;160982476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2018;"North L";;;;;;216443701;217819070;213898609;214641691;204692691;209700489;217625269;216436923;46329808;47140814;47208065;48292877;47188462;46844135;47869239;48017532;170113893;170678256;166690544;166348814;157504229;162856354;169756030;168419391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2018;"North L";;;;;;215404938;208976509;195739987;193322478;203290319;206789045;205656524;198622937;46968739;47047428;47278284;46127002;46431910;47093590;48253537;47697727;168436199;161929081;148461703;147195476;156858409;159695455;157402987;150925210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2018;"North L";;;;;;222312593;215082793;209303739;209298739;213402018;214052123;211663472;211191507;46754234;47256584;45949329;45949332;45991640;45501080;47294599;47635982;175558359;167826209;163354410;163349407;167410378;168551043;164368873;163555525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2018;"North L";;;;;;215455041;214350505;214335447;211749209;206098332;208076984;205740828;196714672;43084986;42449029;42449024;42458415;42244792;42516362;43705469;43056925;172370055;171901476;171886423;169290794;163853540;165560622;162035359;153657747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2018;"North L";;;;;;218368316;218378002;190723787;189762437;205426286;197271469;193686182;202414067;41532525;41532523;40807467;41261872;41882981;41509165;42791964;43208590;176835791;176845479;149916320;148500565;163543305;155762304;150894218;159205477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2018;"North L";;;;;;211160806;194577826;197299515;197813557;198781577;211695198;193303653;185958371;44926451;44572014;45212500;45585536;46628320;47839240;46650963;44984085;166234355;150005812;152087015;152228021;152153257;163855958;146652690;140974286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2018;"North L";;;;;;184900322;177663208;187951177;187264779;178996784;181130928;175768900;178540131;44406670;44214772;45057716;45845071;44194237;44040203;45055213;44482129;140493652;133448436;142893461;141419708;134802547;137090725;130713687;134058002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2018;"North L";;;;;;167736584;171132954;171347547;170921418;165744120;166781577;158438826;162945855;43477837;43667220;44115759;44894133;43441528;43526926;44653274;44441155;124258747;127465734;127231788;126027285;122302592;123254651;113785552;118504700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/01/2018;"North L";;;;;;176102959;180357989;186723767;183216407;176615136;179532929;178749042;178844821;43929502;44552024;45042669;44398980;43107325;44510253;45819346;44267119;132173457;135805965;141681098;138817427;133507811;135022676;132929696;134577702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/01/2018;"North L";;;;;;192168427;197317882;195314066;193471008;187279284;188952939;187844376;188517657;44482436;44894837;44225786;44106493;43400075;43466220;42840846;43875284;147685991;152423045;151088280;149364515;143879209;145486719;145003530;144642373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2018;"North L";;;;;;184503634;188721986;191786316;188336701;180764049;179633787;184903815;188356962;40320622;39981516;40044693;40674143;38575181;38634884;42655526;43817361;144183012;148740470;151741623;147662558;142188868;140998903;142248289;144539601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2018;"North L";;;;;;176886900;175492500;175031198;161000429;161970436;163158218;162043622;162405391;38860489;38793205;39450676;37826447;40673866;40558837;41477668;41748368;138026411;136699295;135580522;123173982;121296570;122599381;120565954;120657023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/01/2018;"North L";;;;;;179945095;173859740;173069123;170008127;179984192;178704812;177712134;177712040;41814542;41765687;41006155;42843425;45633944;45214435;44676624;44832995;138130553;132094053;132062968;127164702;134350248;133490377;133035510;132879045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2018;"North L";;;;;;179503991;184483672;187692954;198092246;198569492;196077740;184010016;182295224;42856997;41916144;43670779;45022220;43957391;43796576;45683502;45547162;136646994;142567528;144022175;153070026;154612101;152281164;138326514;136748062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2018;"North L";;;;;;187426532;190962471;187169644;186621385;181038124;183121227;188318849;195087662;42519320;43904209;44320513;43927434;45400017;45388208;45651131;45702300;144907212;147058262;142849131;142693951;135638107;137733019;142667718;149385362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/2018;"North L";;;;;;212254009;210332166;206556385;200838312;208864578;211471293;216919252;212737303;46035161;46168115;45479930;46006423;44607822;45744294;46952932;46759066;166218848;164164051;161076455;154831889;164256756;165726999;169966320;165978237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/02/2018;"North L";;;;;;213051748;202130110;208026293;208874830;214891996;214892011;218304746;218109114;45300858;44650142;45419735;44529454;44891780;44891786;47984505;49157415;167750890;157479968;162606558;164345376;170000216;170000225;170320241;168951699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2018;"North L";;;;;;188977767;196170143;208926884;214604407;215612501;218108785;209567991;204968092;41572327;42198706;42346116;42864441;42610005;44299076;44520276;45316792;147405440;153971437;166580768;171739966;173002496;173809709;165047715;159651300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2018;"North L";;;;;;192812634;207107636;225504063;226080629;222111116;220443689;218591524;219564685;40266318;40534432;41901629;42101274;43618065;43600564;44841072;46186836;152546316;166573204;183602434;183979355;178493051;176843125;173750452;173377849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
