Date;Area;Total_delivered_quantity;Consumption_industrial_customers_except_HMS;Delivered_quantity_public_distribution;Consumption_HMS_customers;Delivered_quantity_PIRR;Delivery_Forecast_estimated_on_D-5_GRTgaz_total;Delivery_Forecast_estimated_on_D-4_GRTgaz_total;Delivery_Forecast_estimated_on_D-3_GRTgaz_total;Delivery_Forecast_estimated_on_D-2_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_before_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D-1_after_5PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_before_3PM_GRTgaz_total;Delivery_Forecast_estimated_on_D_after_3PM_GRTgaz_total;Forecast_GRTgaz_1_indus_except_HMS;Forecast_GRTgaz_2_indus_except_HMS;Forecast_GRTgaz_3_indus_except_HMS;Forecast_estimated_on_D-2_indus_except_HMS;Forecast_estimated_on_D-1_before_5PM_indus_except_HMS;Forecast_estimated_on_D-1_after_5PM_indus_except_HMS;Forecast_estimated_on_D_before_3PM_indus_except_HMS;Forecast_GRTgaz_8_indus_except_HMS;Delivery_Forecast_estimated_on_D-5_public_distribution;Delivery_Forecast_estimated_on_D-4_public_distribution;Delivery_Forecast_estimated_on_D-3_public_distribution;Delivery_Forecast_estimated_on_D-2_public_distribution;Delivery_Forecast_estimated_on_D-1_before_5PM_public_distribution;Delivery_Forecast_estimated_on_D-1_after_5PM_public_distribution;Delivery_Forecast_estimated_on_D_before_3PM_public_distribution;Delivery_Forecast_estimated_on_D_after_3PM_public_distribution;Forecast_estimated_on_D-5_HMS;Forecast_estimated_on_D-4_HMS;Forecast_estimated_on_D-3_HMS;Forecast_estimated_on_D-2_HMS;Forecast_estimated_on_D-1_before_5PM_HMS;Forecast_estimated_on_D-1_after_5PM_HMS;Forecast_estimated_on_D_before_3PM_HMS;Forecast_estimated_on_D_after_3PM_HMS;Delivery_Forecast_estimated_on_D-5_PIRR;Delivery_Forecast_estimated_on_D-4_PIRR;Delivery_Forecast_estimated_on_D-3_PIRR;Delivery_Forecast_estimated_on_D-2_PIRR;Delivery_Forecast_estimated_on_D-1_before_5PM_PIRR;Delivery_Forecast_estimated_on_D-1_after_5PM_PIRR;Delivery_Forecast_estimated_on_D_before_3PM_PIRR;Delivery_Forecast_estimated_on_D_after_3PM_PIRR;Delivery_Forecast_shippers_D-1_02PM;Delivery_Forecast_shippers_D-1_04PM;Delivery_Forecast_shippers_D-1_06PM;Delivery_Forecast_shippers_D-1_08PM;Delivery_Forecast_shippers_D-1_09PM;Delivery_Forecast_shippers_D-1_10PM;Delivery_Forecast_shippers_D-1_11PM;Delivery_Forecast_shippers_D-1_00AM;Delivery_Forecast_shippers_D-1_01AM;Delivery_Forecast_shippers_D-1_02AM;Delivery_Forecast_shippers_D-1_03AM;Delivery_Forecast_shippers_D_04AM;Delivery_Forecast_shippers_D_05AM;Delivery_Forecast_shippers_D_06AM;Delivery_Forecast_shippers_D_07AM;Delivery_Forecast_shippers_D_08AM;Delivery_Forecast_shippers_D_09AM;Delivery_Forecast_shippers_D_10AM;Delivery_Forecast_shippers_D_11AM;Delivery_Forecast_shippers_D_12PM;Delivery_Forecast_shippers_D_13PM;Delivery_Forecast_shippers_D_02PM;Delivery_Forecast_shippers_D_03PM;Delivery_Forecast_shippers_D_04PM;Delivery_Forecast_shippers_D_05PM;Delivery_Forecast_shippers_D_06PM;Delivery_Forecast_shippers_D_07PM;Delivery_Forecast_shippers_D_08PM;Delivery_Forecast_shippers_D_09PM;Delivery_Forecast_shippers_D_10PM;Delivery_Forecast_shippers_D_11PM;Delivery_Forecast_shippers_D_12AM;Delivery_Forecast_shippers_D_01AM;Delivery_Forecast_shippers_D_02AM;Delivery_Forecast_shippers_D_03AM;Average_temperature
12/01/2019;"North L";;;;;;193078723;189273291;189950442;189362592;180877172;180696001;175238580;172596846;40271327;40161868;40762566;41672853;41627917;41880597;43167093;43744331;152807396;149111423;149187876;147689739;139249255;138815404;132071487;128852515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2019;"North L";;;;;;182891199;181644899;175028353;178774579;168202636;166023074;161928240;163556353;39063587;39413419;40106194;40948419;41659583;42282774;43033537;43317368;143827612;142231480;134922159;137826160;126543053;123740300;118894703;120238985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2019;"North L";;;;;;195150198;198614853;196942384;196125829;198818432;197286677;190239908;187951422;43906468;44867987;45313292;44892816;46815490;47085163;48118184;48028171;151243730;153746866;151629092;151233013;152002942;150201514;142121724;139923251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/01/2019;"North L";;;;;;200864764;206303088;204275172;207961034;197822777;195178269;194325486;195444746;45846520;46223475;45840530;46845142;47250624;47348211;48710621;49045438;155018244;160079613;158434642;161115892;150572153;147830058;145614865;146399308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2019;"North L";;;;;;206083679;211802124;213251834;209201532;201133189;197504437;198630220;197161555;46519869;46235046;47133793;47736212;47207487;47125247;47467796;47162170;159563810;165567078;166118041;161465320;153925702;150379190;151162424;149999385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2019;"North L";;;;;;218758109;215264396;213189979;213186475;221757739;216557511;213744227;215474013;46797197;47485432;47822460;47597337;47465141;47383485;46711224;47040686;171960912;167778964;165367519;165589138;174292598;169174026;167033003;168433327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2019;"North L";;;;;;230258525;234155500;229889110;228291613;226899666;231438604;230385414;231234335;46384187;46637091;46184072;46252063;45879401;46343691;46009156;45345217;183874338;187518409;183705038;182039550;181020265;185094913;184376258;185889118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2019;"North L";;;;;;234998214;230727316;230970910;231198143;228654243;228976861;223063119;224850998;42891041;42638650;42862568;42379786;41065227;41172361;41260117;42044291;192107173;188088666;188108342;188818357;187589016;187804500;181803002;182806707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2019;"North L";;;;;;230857453;227716592;226750427;228412131;234033780;232523968;225099354;232331411;42099733;42117614;41673607;42689254;41786513;42196218;41976300;42386250;188757720;185598978;185076820;185722877;192247267;190327750;183123054;189945161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2019;"North L";;;;;;254939581;249891944;253694854;258604430;257061119;257455285;257200300;254599240;47262507;46744158;47712802;47060370;47536789;47492233;47586536;47133272;207677074;203147786;205982052;211544060;209524330;209963052;209613764;207465968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2019;"North L";;;;;;263571143;266230960;250308108;258463462;251607977;250207369;259508777;257042865;47752550;48636763;46783153;47695850;48299158;48540651;46410867;45049269;215818593;217594197;203524955;210767612;203308819;201666718;213097910;211993596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2019;"North L";;;;;;270726751;259715983;259581994;275219849;265030990;266968427;250834138;250505544;47742092;46283186;46790578;48675252;47023988;46047744;43096204;44588579;222984659;213432797;212791416;226544597;218007002;220920683;207737934;205916965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2019;"North L";;;;;;266159058;265117351;268266302;262132064;248161028;251530827;245279406;246877429;46530097;47155884;48302269;46960322;44569532;46311677;44228244;44767303;219628961;217961467;219964033;215171742;203591496;205219150;201051162;202110126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/01/2019;"North L";;;;;;258861477;248487943;254924670;241178870;231943392;232568457;224547928;227326720;44774777;45320252;44867129;43066860;43122829;43043864;42077905;41292853;214086700;203167691;210057541;198112010;188820563;189524593;182470023;186033867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/01/2019;"North L";;;;;;219319422;221231265;205571064;188552272;191668611;192627064;182182627;182687003;40504740;39830116;38188022;38829668;37732406;37271940;35487449;35941148;178814682;181401149;167383042;149722604;153936205;155355124;146695178;146745855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2019;"North L";;;;;;230246973;220201655;215128016;192238429;196513754;194153059;186482999;192830933;40777833;39567227;40440393;39125456;36719279;36782719;36352324;35995867;189469140;180634428;174687623;153112973;159794475;157370340;150130675;156835066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2019;"North L";;;;;;240168053;244449010;234104878;227297144;227945113;230794094;230933553;221139608;44268118;45666634;44869495;43244337;42283770;42113745;40888485;39451698;195899935;198782376;189235383;184052807;185661343;188680349;190045068;181687910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/01/2019;"North L";;;;;;250208168;244652183;243854497;238791748;243227422;240625025;237976456;235765033;44766436;43846625;42791026;42261851;41935853;41162540;40565385;39863525;205441732;200805558;201063471;196529897;201291569;199462485;197411071;195901508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2019;"North L";;;;;;254619843;246557663;248628025;256944050;247488494;245926780;240912519;235989018;44157398;42823196;43034587;43371538;41547842;41103347;39734387;39641954;210462445;203734467;205593438;213572512;205940652;204823433;201178132;196347064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2019;"North L";;;;;;242478245;240410188;269247379;245698297;255668888;257445235;249433902;257161559;43016219;42839078;44324823;42319846;42989038;42521694;40317976;39751624;199462026;197571110;224922556;203378451;212679850;214923541;209115926;217409935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/2019;"North L";;;;;;228129364;248466161;221268970;235095761;230155567;233309923;226032873;224598836;42687772;42845367;40712597;40524875;40417876;40090498;37047526;37200414;185441592;205620794;180556373;194570886;189737691;193219425;188985347;187398422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/02/2019;"North L";;;;;;232332165;216714969;219913575;219799916;224514593;215841563;212328808;205456184;38981526;37640724;37119995;37759222;35298171;34954256;35542020;35316544;193350639;179074245;182793580;182040694;189216422;180887307;176786788;170139640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2019;"North L";;;;;;217843184;216768212;220325961;218483661;219933590;219220955;206665935;208569608;37873961;37246979;37988827;36740994;35752396;35535948;35149607;34942579;179969223;179521233;182337134;181742667;184181194;183685007;171516328;173627029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2019;"North L";;;;;;244776525;246831302;246425725;246337367;234752168;234549078;243858590;234276747;41979374;43164125;41754006;40774334;40373436;40385059;40628549;40012187;202797151;203667177;204671719;205563033;194378732;194164019;203230041;194264560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/02/2019;"North L";;;;;;250510636;233903706;227094878;236032314;233553669;227847189;216920437;219562472;43326028;41283837;40152809;41384479;41844720;41829876;40007901;39241368;207184608;192619869;186942069;194647835;191708949;186017313;176912536;180321104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2019;"North L";;;;;;231621442;202940497;205798881;212636078;205834522;205731692;203376656;200150582;41411738;39702098;40359355;41155318;39675972;38978044;39347687;38324753;190209704;163238399;165439526;171480760;166158550;166753648;164028969;161825829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2019;"North L";;;;;;202424616;201120377;207276612;201650538;198887296;189915211;181712228;186418745;40091794;40300486;41093983;40596354;39631024;38837134;38291564;38051629;162332822;160819891;166182629;161054184;159256272;151078077;143420664;148367116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/02/2019;"North L";;;;;;194121135;191872030;199206173;192937373;173846033;184452547;180934295;179560080;38390136;38570892;38396166;37646325;37066425;38067108;37216246;36626407;155730999;153301138;160810007;155291048;136779608;146385439;143718049;142933673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/02/2019;"North L";;;;;;171258109;166578694;164247159;163950816;165478656;166580079;165779118;159338361;35233364;34856217;34034400;33312777;33385299;33062968;31989179;31914606;136024745;131722477;130212759;130638039;132093357;133517111;133789939;127423755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2019;"North L";;;;;;168784641;166048935;170537211;181035329;173592680;172244991;167388885;172024863;35000926;34040163;33595632;34231221;33195674;33087472;32610200;32325778;133783715;132008772;136941579;146804108;140397006;139157519;134778685;139699085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2019;"North L";;;;;;195732331;204874388;211700597;200337809;199057563;206023357;201667482;197214478;40505408;40313031;40631480;39522160;38188368;38601566;37477357;37253118;155226923;164561357;171069117;160815649;160869195;167421791;164190125;159961360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/02/2019;"North L";;;;;;215449650;216896268;204607258;207389087;207103889;203468012;199077100;199759228;40014783;40538646;39406877;39111657;38942323;38579687;39067795;38708398;175434867;176357622;165200381;168277430;168161566;164888325;160009305;161050830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2019;"North L";;;;;;212828026;200926635;201889446;203003446;204161566;205445974;204415553;204073992;39837195;38755164;38433576;38782665;39567566;38975532;39839621;39830713;172990831;162171471;163455870;164220781;164594000;166470442;164575932;164243279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2019;"North L";;;;;;197623815;199170559;205880410;194195242;197577390;194710615;192848233;190846049;38866523;38797890;39144068;39036685;39947991;39503102;38463420;37759850;158757292;160372669;166736342;155158557;157629399;155207513;154384813;153086199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/02/2019;"North L";;;;;;190214353;187278902;183868795;186568851;184602143;181084063;172308746;170677214;37333141;36946259;37106876;37361298;37470035;36586149;35397966;35680600;152881212;150332643;146761919;149207553;147132108;144497914;136910780;134996614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/02/2019;"North L";;;;;;169285662;162473531;167410454;171776817;160996348;157262630;154689925;151577613;32482551;32260691;32607632;32895920;30985113;31667083;32114921;32414520;136803111;130212840;134802822;138880897;130011235;125595547;122575004;119163093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/02/2019;"North L";;;;;;154979051;156109237;163337542;154742257;148058458;148460024;145998496;145126153;32013734;32318893;32463683;31314521;30980766;31670907;31697825;31438517;122965317;123790344;130873859;123427736;117077692;116789117;114300671;113687636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2019;"North L";;;;;;172045310;177230673;172234709;169870533;167149019;167149024;157224346;152964573;37354566;37497119;36640659;36453480;37126687;37126689;35180964;35372657;134690744;139733554;135594050;133417053;130022332;130022335;122043382;117591916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2019;"North L";;;;;;187612784;175826763;178976985;170300514;171122885;168431551;158066055;157600834;38326033;37241828;37327776;37042951;36709569;36774486;37674916;37182945;149286751;138584935;141649209;133257563;134413316;131657065;120391139;120417889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2019;"North L";;;;;;179097345;175828335;173900794;176655066;164905294;167060195;170412754;164564792;37423273;37425926;37281597;37257024;37645779;37552587;37781147;36383057;141674072;138402409;136619197;139398042;127259515;129507608;132631607;128181735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2019;"North L";;;;;;162333014;157260268;170918087;150901722;159964310;158102150;149312306;152482299;36073568;35998306;36257915;35956886;36106236;36131857;33810484;33526054;126259446;121261962;134660172;114944836;123858074;121970293;115501822;118956245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/02/2019;"North L";;;;;;147679221;150574874;156287873;145523455;151867716;150817534;155404620;152208242;34160327;34183428;34481593;34351208;32901132;32808090;32542226;32421040;113518894;116391446;121806280;111172247;118966584;118009444;122862394;119787202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/02/2019;"North L";;;;;;141053495;130544997;134376424;137660593;145657257;140999655;134420522;132822657;30240460;29866311;30184581;29483908;28767195;28860331;29324569;30046730;110813035;100678686;104191843;108176685;116890062;112139324;105095953;102775927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2019;"North L";;;;;;142560034;145548076;151779475;155007544;146001969;143386171;140975292;138409081;29735237;30054329;29503964;28783837;28238716;28860130;30899614;30773056;112824797;115493747;122275511;126223707;117763253;114526041;110075678;107636025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2019;"North L";;;;;;168149017;163600165;160569485;160569478;154145330;153773406;151261403;144780960;35119634;33930024;33194701;33194701;34799541;34665158;34750108;34301603;133029383;129670141;127374784;127374777;119345789;119108248;116511295;110479357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2019;"North L";;;;;;158086460;151532028;151532038;139865535;147909213;148823391;140262224;137284022;34398965;33712721;33712725;34191342;35427100;35199766;34334578;34487333;123687495;117819307;117819313;105674193;112482113;113623625;105927646;102796689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2019;"North L";;;;;;140754375;140754391;143180125;146022607;142085876;143787973;136265034;135554522;33123930;33123936;33771248;34451033;33853466;35050756;34381111;34849197;107630445;107630455;109408877;111571574;108232410;108737217;101883923;100705325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2019;"North L";;;;;;1.844674407371E+16;144061421;150263599;141644542;145857907;145257947;150378813;145455234;9.2233720368548E+15;33135717;33892703;33388064;34043554;34869729;36836856;36066892;9.2233720368548E+15;110925704;116370896;108256478;111814353;110388218;113541957;109388342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/2019;"North L";;;;;;153143061;156544780;146972417;152577477;154719807;155553890;157147543;149533656;35103162;35343979;34525058;34348876;36755688;35438653;36424751;35884677;118039899;121200801;112447359;118228601;117964119;120115237;120722792;113648979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2019;"North L";;;;;;139371160;135938378;133770710;129271692;136744363;134625856;139107225;133510291;31230976;30655394;30418465;30280991;32083012;32089023;32246183;32564967;108140184;105282984;103352245;98990701;104661351;102536833;106861042;100945324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2019;"North L";;;;;;133734584;131837445;123950831;118369304;125911943;125471394;131354528;123274181;31076543;30979937;30744209;30110469;30824272;31622182;32080052;31208164;102658041;100857508;93206622;88258835;95087671;93849212;99274476;92066017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
