Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
25/12/2021 00:00:00,25/12/2021,"NTS Energy Offtaken, Powerstations Total",215752454,26/12/2021 12:01:00,A
24/12/2021 00:00:00,24/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",55625582,29/12/2021 12:01:00,A
24/12/2021 00:00:00,24/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",1939172950,25/12/2021 12:01:00,L
24/12/2021 00:00:00,24/12/2021,"NTS Energy Offtaken, Powerstations Total",491491474,25/12/2021 12:01:00,A
23/12/2021 00:00:00,23/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",57507876,28/12/2021 12:01:00,A
23/12/2021 00:00:00,23/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2170778142,24/12/2021 14:01:01,A
23/12/2021 00:00:00,23/12/2021,"NTS Energy Offtaken, Powerstations Total",678777892,24/12/2021 12:01:00,A
22/12/2021 00:00:00,22/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",60356585,24/12/2021 12:01:00,A
22/12/2021 00:00:00,22/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2664939755,23/12/2021 14:01:00,A
22/12/2021 00:00:00,22/12/2021,"NTS Energy Offtaken, Powerstations Total",824661387,23/12/2021 12:01:00,A
21/12/2021 00:00:00,21/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",70884896,23/12/2021 12:01:00,A
21/12/2021 00:00:00,21/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2535989956,22/12/2021 14:01:00,A
21/12/2021 00:00:00,21/12/2021,"NTS Energy Offtaken, Powerstations Total",922644774,23/12/2021 14:01:00,A
20/12/2021 00:00:00,20/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",73075601,22/12/2021 12:01:01,A
20/12/2021 00:00:00,20/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2371874864,21/12/2021 14:01:01,A
20/12/2021 00:00:00,20/12/2021,"NTS Energy Offtaken, Powerstations Total",958515057,21/12/2021 12:01:01,A
19/12/2021 00:00:00,19/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",63087978,21/12/2021 14:01:01,A
19/12/2021 00:00:00,19/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2254029119,20/12/2021 12:01:00,L
19/12/2021 00:00:00,19/12/2021,"NTS Energy Offtaken, Powerstations Total",849429172,20/12/2021 12:01:00,A
18/12/2021 00:00:00,18/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",58977872,21/12/2021 14:01:01,A
18/12/2021 00:00:00,18/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2070543831,19/12/2021 12:02:00,L
18/12/2021 00:00:00,18/12/2021,"NTS Energy Offtaken, Powerstations Total",833427622,20/12/2021 12:01:00,A
17/12/2021 00:00:00,17/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",64019583,21/12/2021 14:01:01,A
17/12/2021 00:00:00,17/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2100083021,18/12/2021 12:01:00,L
17/12/2021 00:00:00,17/12/2021,"NTS Energy Offtaken, Powerstations Total",884949110,18/12/2021 12:01:00,A
16/12/2021 00:00:00,16/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",70129923,21/12/2021 12:01:01,A
16/12/2021 00:00:00,16/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",1928750978,18/12/2021 16:01:01,A
16/12/2021 00:00:00,16/12/2021,"NTS Energy Offtaken, Powerstations Total",905096000,17/12/2021 12:01:01,A
15/12/2021 00:00:00,15/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",61256177,17/12/2021 12:01:01,A
15/12/2021 00:00:00,15/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",1817262810,16/12/2021 12:01:00,L
15/12/2021 00:00:00,15/12/2021,"NTS Energy Offtaken, Powerstations Total",723291121,16/12/2021 12:01:00,A
14/12/2021 00:00:00,14/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",55317611,16/12/2021 12:01:00,A
14/12/2021 00:00:00,14/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",1882089856,15/12/2021 12:01:00,L
14/12/2021 00:00:00,14/12/2021,"NTS Energy Offtaken, Powerstations Total",617122777,15/12/2021 12:01:00,A
13/12/2021 00:00:00,13/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",54942292,15/12/2021 16:01:00,A
13/12/2021 00:00:00,13/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",1944816549,15/12/2021 12:01:00,A
13/12/2021 00:00:00,13/12/2021,"NTS Energy Offtaken, Powerstations Total",736496386,14/12/2021 12:01:01,A
12/12/2021 00:00:00,12/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",49508978,14/12/2021 14:01:00,A
12/12/2021 00:00:00,12/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",1721093130,15/12/2021 12:01:00,A
12/12/2021 00:00:00,12/12/2021,"NTS Energy Offtaken, Powerstations Total",366264739,13/12/2021 12:01:01,A
11/12/2021 00:00:00,11/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",54585702,15/12/2021 16:01:00,A
11/12/2021 00:00:00,11/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2237078729,15/12/2021 12:01:00,A
11/12/2021 00:00:00,11/12/2021,"NTS Energy Offtaken, Powerstations Total",498569722,13/12/2021 14:01:00,A
10/12/2021 00:00:00,10/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",52511748,15/12/2021 14:01:00,A
10/12/2021 00:00:00,10/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2466071306,15/12/2021 12:01:00,A
10/12/2021 00:00:00,10/12/2021,"NTS Energy Offtaken, Powerstations Total",678305705,15/12/2021 14:01:00,A
09/12/2021 00:00:00,09/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",59672275,13/12/2021 14:01:00,A
09/12/2021 00:00:00,09/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2422898118,10/12/2021 12:01:00,L
09/12/2021 00:00:00,09/12/2021,"NTS Energy Offtaken, Powerstations Total",730871579,13/12/2021 16:01:00,A
08/12/2021 00:00:00,08/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",59363875,10/12/2021 12:01:00,A
08/12/2021 00:00:00,08/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2546335390,09/12/2021 16:01:01,A
08/12/2021 00:00:00,08/12/2021,"NTS Energy Offtaken, Powerstations Total",659231823,10/12/2021 14:01:00,A
07/12/2021 00:00:00,07/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",57588466,10/12/2021 12:01:00,A
07/12/2021 00:00:00,07/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2641999289,08/12/2021 12:01:01,L
07/12/2021 00:00:00,07/12/2021,"NTS Energy Offtaken, Powerstations Total",658773780,09/12/2021 14:01:00,A
06/12/2021 00:00:00,06/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",62150141,08/12/2021 12:01:01,A
06/12/2021 00:00:00,06/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2610413283,07/12/2021 12:01:01,L
06/12/2021 00:00:00,06/12/2021,"NTS Energy Offtaken, Powerstations Total",760645253,07/12/2021 12:01:01,A
05/12/2021 00:00:00,05/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",57197409,07/12/2021 12:01:01,A
05/12/2021 00:00:00,05/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2366312270,07/12/2021 12:01:01,A
05/12/2021 00:00:00,05/12/2021,"NTS Energy Offtaken, Powerstations Total",637004258,06/12/2021 12:01:01,A
04/12/2021 00:00:00,04/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",44807790,06/12/2021 12:01:01,A
04/12/2021 00:00:00,04/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2236056395,05/12/2021 12:01:00,L
04/12/2021 00:00:00,04/12/2021,"NTS Energy Offtaken, Powerstations Total",443117637,05/12/2021 12:01:00,A
03/12/2021 00:00:00,03/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",63654612,05/12/2021 12:01:00,A
03/12/2021 00:00:00,03/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2393666344,06/12/2021 16:01:01,A
03/12/2021 00:00:00,03/12/2021,"NTS Energy Offtaken, Powerstations Total",739153961,06/12/2021 16:01:01,A
02/12/2021 00:00:00,02/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",66013556,07/12/2021 12:01:01,A
02/12/2021 00:00:00,02/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2693643329,03/12/2021 12:01:01,L
02/12/2021 00:00:00,02/12/2021,"NTS Energy Offtaken, Powerstations Total",746237901,03/12/2021 12:01:01,A
01/12/2021 00:00:00,01/12/2021,"NTS Energy Offtaken, Industrial Offtake Total",53274249,03/12/2021 12:01:01,A
01/12/2021 00:00:00,01/12/2021,"NTS Energy Offtaken, LDZ Offtake Total",2277699704,02/12/2021 12:01:01,L
01/12/2021 00:00:00,01/12/2021,"NTS Energy Offtaken, Powerstations Total",539715338,02/12/2021 12:01:01,A
30/11/2021 00:00:00,30/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",54076746,01/12/2021 14:01:01,A
30/11/2021 00:00:00,30/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2121913687,01/12/2021 14:01:01,A
30/11/2021 00:00:00,30/11/2021,"NTS Energy Offtaken, Powerstations Total",562186516,01/12/2021 12:01:00,A
29/11/2021 00:00:00,29/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",81305292,01/12/2021 12:01:00,A
29/11/2021 00:00:00,29/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2846012185,30/11/2021 12:01:01,L
29/11/2021 00:00:00,29/11/2021,"NTS Energy Offtaken, Powerstations Total",737185851,30/11/2021 14:01:00,A
28/11/2021 00:00:00,28/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",70163147,02/12/2021 14:01:00,A
28/11/2021 00:00:00,28/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2720179039,29/11/2021 12:01:01,L
28/11/2021 00:00:00,28/11/2021,"NTS Energy Offtaken, Powerstations Total",710011506,29/11/2021 12:01:01,A
27/11/2021 00:00:00,27/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",66186410,29/11/2021 12:01:01,A
27/11/2021 00:00:00,27/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2625446977,30/11/2021 16:01:01,A
27/11/2021 00:00:00,27/11/2021,"NTS Energy Offtaken, Powerstations Total",493560040,29/11/2021 12:01:01,A
26/11/2021 00:00:00,26/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",61252543,28/11/2021 12:01:01,A
26/11/2021 00:00:00,26/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2403181666,29/11/2021 16:01:01,A
26/11/2021 00:00:00,26/11/2021,"NTS Energy Offtaken, Powerstations Total",496338315,30/11/2021 14:01:00,A
25/11/2021 00:00:00,25/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",68925631,26/11/2021 14:01:00,A
25/11/2021 00:00:00,25/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2341357104,26/11/2021 14:01:00,A
25/11/2021 00:00:00,25/11/2021,"NTS Energy Offtaken, Powerstations Total",640819208,26/11/2021 12:01:00,A
24/11/2021 00:00:00,24/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",81966960,26/11/2021 12:01:00,A
24/11/2021 00:00:00,24/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2216907502,25/11/2021 14:01:00,A
24/11/2021 00:00:00,24/11/2021,"NTS Energy Offtaken, Powerstations Total",801604089,25/11/2021 12:01:00,A
23/11/2021 00:00:00,23/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",87293361,25/11/2021 12:01:00,A
23/11/2021 00:00:00,23/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2250122417,24/11/2021 14:01:00,A
23/11/2021 00:00:00,23/11/2021,"NTS Energy Offtaken, Powerstations Total",862438064,24/11/2021 12:01:01,A
22/11/2021 00:00:00,22/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",79893011,24/11/2021 12:01:01,A
22/11/2021 00:00:00,22/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2255996800,23/11/2021 12:01:00,L
22/11/2021 00:00:00,22/11/2021,"NTS Energy Offtaken, Powerstations Total",761574604,23/11/2021 12:01:00,A
21/11/2021 00:00:00,21/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",59944505,23/11/2021 12:01:00,A
21/11/2021 00:00:00,21/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1938723753,23/11/2021 16:01:00,A
21/11/2021 00:00:00,21/11/2021,"NTS Energy Offtaken, Powerstations Total",360758187,22/11/2021 12:01:01,A
20/11/2021 00:00:00,20/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",59460890,22/11/2021 12:01:01,A
20/11/2021 00:00:00,20/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1542102937,22/11/2021 12:01:01,A
20/11/2021 00:00:00,20/11/2021,"NTS Energy Offtaken, Powerstations Total",430562492,21/11/2021 12:01:01,A
19/11/2021 00:00:00,19/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",65319972,22/11/2021 12:01:01,A
19/11/2021 00:00:00,19/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1505350678,20/11/2021 12:01:01,L
19/11/2021 00:00:00,19/11/2021,"NTS Energy Offtaken, Powerstations Total",573392321,21/11/2021 14:01:00,A
18/11/2021 00:00:00,18/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",63036308,19/11/2021 14:01:01,A
18/11/2021 00:00:00,18/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1656409052,19/11/2021 14:01:01,A
18/11/2021 00:00:00,18/11/2021,"NTS Energy Offtaken, Powerstations Total",467962930,19/11/2021 12:01:00,A
17/11/2021 00:00:00,17/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",62761843,19/11/2021 12:01:00,A
17/11/2021 00:00:00,17/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1749208652,18/11/2021 14:01:00,A
17/11/2021 00:00:00,17/11/2021,"NTS Energy Offtaken, Powerstations Total",481046336,18/11/2021 14:01:00,A
16/11/2021 00:00:00,16/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",71831204,17/11/2021 14:01:00,A
16/11/2021 00:00:00,16/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1708972343,17/11/2021 14:01:00,A
16/11/2021 00:00:00,16/11/2021,"NTS Energy Offtaken, Powerstations Total",637982041,17/11/2021 14:01:00,A
15/11/2021 00:00:00,15/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",84452009,16/11/2021 16:01:01,A
15/11/2021 00:00:00,15/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1693087584,16/11/2021 12:01:01,L
15/11/2021 00:00:00,15/11/2021,"NTS Energy Offtaken, Powerstations Total",800158493,16/11/2021 12:01:01,A
14/11/2021 00:00:00,14/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",68156602,15/11/2021 14:01:00,A
14/11/2021 00:00:00,14/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1493713131,16/11/2021 12:01:01,A
14/11/2021 00:00:00,14/11/2021,"NTS Energy Offtaken, Powerstations Total",582625698,15/11/2021 12:01:00,A
13/11/2021 00:00:00,13/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",64791504,15/11/2021 12:01:00,A
13/11/2021 00:00:00,13/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1441265111,15/11/2021 12:01:00,A
13/11/2021 00:00:00,13/11/2021,"NTS Energy Offtaken, Powerstations Total",537783118,14/11/2021 12:01:01,A
12/11/2021 00:00:00,12/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",65166340,13/11/2021 16:01:00,A
12/11/2021 00:00:00,12/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1509268269,15/11/2021 16:01:01,A
12/11/2021 00:00:00,12/11/2021,"NTS Energy Offtaken, Powerstations Total",366435889,13/11/2021 12:01:01,A
11/11/2021 00:00:00,11/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",77556774,12/11/2021 14:01:00,A
11/11/2021 00:00:00,11/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1502119808,12/11/2021 16:01:00,A
11/11/2021 00:00:00,11/11/2021,"NTS Energy Offtaken, Powerstations Total",675671938,12/11/2021 12:01:01,A
10/11/2021 00:00:00,10/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",83933411,11/11/2021 16:01:01,A
10/11/2021 00:00:00,10/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1535332918,11/11/2021 14:01:01,A
10/11/2021 00:00:00,10/11/2021,"NTS Energy Offtaken, Powerstations Total",855645233,11/11/2021 13:01:01,A
09/11/2021 00:00:00,09/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",74546124,10/11/2021 14:01:00,A
09/11/2021 00:00:00,09/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1443220392,10/11/2021 12:01:01,L
09/11/2021 00:00:00,09/11/2021,"NTS Energy Offtaken, Powerstations Total",650787133,10/11/2021 12:01:01,A
08/11/2021 00:00:00,08/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",75592658,09/11/2021 14:01:00,A
08/11/2021 00:00:00,08/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1793921621,09/11/2021 16:01:01,A
08/11/2021 00:00:00,08/11/2021,"NTS Energy Offtaken, Powerstations Total",676581343,09/11/2021 12:01:01,L
07/11/2021 00:00:00,07/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",61003716,08/11/2021 14:01:01,A
07/11/2021 00:00:00,07/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1637641768,09/11/2021 16:01:01,A
07/11/2021 00:00:00,07/11/2021,"NTS Energy Offtaken, Powerstations Total",318464038,08/11/2021 12:01:00,A
06/11/2021 00:00:00,06/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",58117833,08/11/2021 12:01:00,A
06/11/2021 00:00:00,06/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1573976790,09/11/2021 16:01:01,A
06/11/2021 00:00:00,06/11/2021,"NTS Energy Offtaken, Powerstations Total",237615175,08/11/2021 16:01:00,A
05/11/2021 00:00:00,05/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",74997542,06/11/2021 14:01:01,A
05/11/2021 00:00:00,05/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1992132436,09/11/2021 16:01:01,A
05/11/2021 00:00:00,05/11/2021,"NTS Energy Offtaken, Powerstations Total",615249713,08/11/2021 14:01:01,A
04/11/2021 00:00:00,04/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",74308703,08/11/2021 12:01:00,A
04/11/2021 00:00:00,04/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",2040630292,06/11/2021 12:01:01,A
04/11/2021 00:00:00,04/11/2021,"NTS Energy Offtaken, Powerstations Total",567544918,05/11/2021 14:01:01,A
03/11/2021 00:00:00,03/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",81180776,04/11/2021 16:01:00,A
03/11/2021 00:00:00,03/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1987595557,04/11/2021 14:01:00,A
03/11/2021 00:00:00,03/11/2021,"NTS Energy Offtaken, Powerstations Total",690117849,05/11/2021 14:01:01,A
02/11/2021 00:00:00,02/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",88951716,05/11/2021 12:01:01,A
02/11/2021 00:00:00,02/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1837750891,04/11/2021 16:01:00,A
02/11/2021 00:00:00,02/11/2021,"NTS Energy Offtaken, Powerstations Total",832745312,05/11/2021 14:01:01,A
01/11/2021 00:00:00,01/11/2021,"NTS Energy Offtaken, Industrial Offtake Total",67785540,02/11/2021 16:01:01,A
01/11/2021 00:00:00,01/11/2021,"NTS Energy Offtaken, LDZ Offtake Total",1693330826,02/11/2021 12:01:00,L
01/11/2021 00:00:00,01/11/2021,"NTS Energy Offtaken, Powerstations Total",419598066,03/11/2021 12:01:01,A
31/10/2021 01:00:00,31/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",57677151,02/11/2021 12:01:00,A
31/10/2021 01:00:00,31/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1445451627,02/11/2021 12:01:00,A
31/10/2021 01:00:00,31/10/2021,"NTS Energy Offtaken, Powerstations Total",221333228,01/11/2021 14:01:00,A
30/10/2021 01:00:00,30/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",66378416,01/11/2021 12:01:00,A
30/10/2021 01:00:00,30/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1325342408,01/11/2021 16:01:01,A
30/10/2021 01:00:00,30/10/2021,"NTS Energy Offtaken, Powerstations Total",328090137,01/11/2021 14:01:00,A
29/10/2021 01:00:00,29/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",74243185,01/11/2021 14:01:00,A
29/10/2021 01:00:00,29/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1225828206,01/11/2021 16:01:01,A
29/10/2021 01:00:00,29/10/2021,"NTS Energy Offtaken, Powerstations Total",404661699,01/11/2021 14:01:00,A
28/10/2021 01:00:00,28/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",74230357,29/10/2021 16:01:00,A
28/10/2021 01:00:00,28/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1150875999,29/10/2021 14:01:01,A
28/10/2021 01:00:00,28/10/2021,"NTS Energy Offtaken, Powerstations Total",396664944,29/10/2021 12:01:01,A
27/10/2021 01:00:00,27/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",73215349,28/10/2021 14:01:01,A
27/10/2021 01:00:00,27/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1113322552,28/10/2021 14:01:01,A
27/10/2021 01:00:00,27/10/2021,"NTS Energy Offtaken, Powerstations Total",359645051,28/10/2021 14:01:01,A
26/10/2021 01:00:00,26/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",68717730,28/10/2021 14:01:01,A
26/10/2021 01:00:00,26/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1274365843,27/10/2021 12:01:00,L
26/10/2021 01:00:00,26/10/2021,"NTS Energy Offtaken, Powerstations Total",410945985,29/10/2021 16:01:00,A
25/10/2021 01:00:00,25/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",66250507,28/10/2021 16:01:00,A
25/10/2021 01:00:00,25/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1279804430,26/10/2021 14:01:01,A
25/10/2021 01:00:00,25/10/2021,"NTS Energy Offtaken, Powerstations Total",510070206,29/10/2021 16:01:00,A
24/10/2021 01:00:00,24/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",64070453,26/10/2021 12:01:00,A
24/10/2021 01:00:00,24/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1238218153,25/10/2021 16:01:00,A
24/10/2021 01:00:00,24/10/2021,"NTS Energy Offtaken, Powerstations Total",228397409,27/10/2021 16:01:01,A
23/10/2021 01:00:00,23/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",64883849,25/10/2021 12:01:00,A
23/10/2021 01:00:00,23/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1334785778,24/10/2021 12:01:00,L
23/10/2021 01:00:00,23/10/2021,"NTS Energy Offtaken, Powerstations Total",391709847,26/10/2021 12:01:00,A
22/10/2021 01:00:00,22/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",67441637,24/10/2021 12:01:00,A
22/10/2021 01:00:00,22/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1566560127,25/10/2021 16:01:00,A
22/10/2021 01:00:00,22/10/2021,"NTS Energy Offtaken, Powerstations Total",625431190,26/10/2021 12:01:00,A
21/10/2021 01:00:00,21/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",64408167,26/10/2021 12:01:00,A
21/10/2021 01:00:00,21/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1485027625,22/10/2021 12:01:01,L
21/10/2021 01:00:00,21/10/2021,"NTS Energy Offtaken, Powerstations Total",335872507,22/10/2021 12:01:01,A
20/10/2021 01:00:00,20/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",62906719,21/10/2021 14:01:01,A
20/10/2021 01:00:00,20/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",1082947864,21/10/2021 12:01:01,L
20/10/2021 01:00:00,20/10/2021,"NTS Energy Offtaken, Powerstations Total",420688522,21/10/2021 14:01:01,A
19/10/2021 01:00:00,19/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",60417842,22/10/2021 12:01:01,A
19/10/2021 01:00:00,19/10/2021,"NTS Energy Offtaken, LDZ Offtake Total",930139612,20/10/2021 14:01:01,A
19/10/2021 01:00:00,19/10/2021,"NTS Energy Offtaken, Powerstations Total",374733890,21/10/2021 12:01:01,A
18/10/2021 01:00:00,18/10/2021,"NTS Energy Offtaken, Industrial Offtake Total",61653178,19/10/2021 14:01:00,A
