Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
11/12/2020 00:00:00,11/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2096946959,15/12/2020 12:01:01,A
11/12/2020 00:00:00,11/12/2020,"NTS Energy Offtaken, Powerstations Total",765411415,14/12/2020 14:01:01,A
10/12/2020 00:00:00,10/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",123440348,11/12/2020 14:01:00,A
10/12/2020 00:00:00,10/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2389146267,14/12/2020 16:01:01,A
10/12/2020 00:00:00,10/12/2020,"NTS Energy Offtaken, Powerstations Total",686682804,14/12/2020 12:01:00,A
09/12/2020 00:00:00,09/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",125149907,11/12/2020 12:01:01,A
09/12/2020 00:00:00,09/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2500857401,10/12/2020 16:01:00,A
09/12/2020 00:00:00,09/12/2020,"NTS Energy Offtaken, Powerstations Total",797088745,14/12/2020 12:01:00,A
08/12/2020 00:00:00,08/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",126340030,11/12/2020 12:01:01,A
08/12/2020 00:00:00,08/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2645878160,09/12/2020 12:01:00,L
08/12/2020 00:00:00,08/12/2020,"NTS Energy Offtaken, Powerstations Total",837389142,11/12/2020 12:01:01,A
07/12/2020 00:00:00,07/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",131431307,09/12/2020 14:01:00,A
07/12/2020 00:00:00,07/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2739010385,09/12/2020 12:01:00,A
07/12/2020 00:00:00,07/12/2020,"NTS Energy Offtaken, Powerstations Total",892241271,10/12/2020 14:01:01,A
06/12/2020 00:00:00,06/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",131963326,07/12/2020 14:01:01,A
06/12/2020 00:00:00,06/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2456156228,08/12/2020 12:01:01,A
06/12/2020 00:00:00,06/12/2020,"NTS Energy Offtaken, Powerstations Total",846993062,08/12/2020 16:01:01,A
05/12/2020 00:00:00,05/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",124834617,07/12/2020 12:01:01,A
05/12/2020 00:00:00,05/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2356577739,06/12/2020 12:01:01,L
05/12/2020 00:00:00,05/12/2020,"NTS Energy Offtaken, Powerstations Total",726534778,08/12/2020 16:01:01,A
04/12/2020 00:00:00,04/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",119812544,07/12/2020 12:01:01,A
04/12/2020 00:00:00,04/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2559404206,09/12/2020 12:01:00,A
04/12/2020 00:00:00,04/12/2020,"NTS Energy Offtaken, Powerstations Total",547647196,08/12/2020 16:01:01,A
03/12/2020 00:00:00,03/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",125612471,08/12/2020 12:01:01,A
03/12/2020 00:00:00,03/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2452759112,04/12/2020 14:01:00,A
03/12/2020 00:00:00,03/12/2020,"NTS Energy Offtaken, Powerstations Total",756748617,05/12/2020 12:01:01,A
02/12/2020 00:00:00,02/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",113593151,03/12/2020 14:01:01,A
02/12/2020 00:00:00,02/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2349903524,07/12/2020 16:01:01,A
02/12/2020 00:00:00,02/12/2020,"NTS Energy Offtaken, Powerstations Total",783632647,04/12/2020 12:01:00,A
01/12/2020 00:00:00,01/12/2020,"NTS Energy Offtaken, Industrial Offtake Total",104935234,04/12/2020 12:01:00,A
01/12/2020 00:00:00,01/12/2020,"NTS Energy Offtaken, LDZ Offtake Total",2317899676,02/12/2020 16:01:01,A
01/12/2020 00:00:00,01/12/2020,"NTS Energy Offtaken, Powerstations Total",841451618,02/12/2020 14:01:00,A
30/11/2020 00:00:00,30/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",100929374,02/12/2020 12:01:00,A
30/11/2020 00:00:00,30/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2138488721,01/12/2020 14:01:01,A
30/11/2020 00:00:00,30/11/2020,"NTS Energy Offtaken, Powerstations Total",621520280,04/12/2020 14:01:00,A
29/11/2020 00:00:00,29/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",102663201,30/11/2020 16:01:00,A
29/11/2020 00:00:00,29/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1931331736,30/11/2020 14:01:01,A
29/11/2020 00:00:00,29/11/2020,"NTS Energy Offtaken, Powerstations Total",747964712,30/11/2020 12:01:00,A
28/11/2020 00:00:00,28/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",103982373,30/11/2020 16:01:00,A
28/11/2020 00:00:00,28/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2051795998,30/11/2020 16:01:00,A
28/11/2020 00:00:00,28/11/2020,"NTS Energy Offtaken, Powerstations Total",761254847,30/11/2020 14:01:01,A
27/11/2020 00:00:00,27/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",120240613,30/11/2020 16:01:00,A
27/11/2020 00:00:00,27/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2337711790,01/12/2020 16:01:01,A
27/11/2020 00:00:00,27/11/2020,"NTS Energy Offtaken, Powerstations Total",863352160,28/11/2020 12:01:01,L
26/11/2020 00:00:00,26/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",131739344,30/11/2020 14:01:01,A
26/11/2020 00:00:00,26/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2229585424,27/11/2020 14:01:01,A
26/11/2020 00:00:00,26/11/2020,"NTS Energy Offtaken, Powerstations Total",932250597,30/11/2020 14:01:01,A
25/11/2020 00:00:00,25/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",121320873,30/11/2020 14:01:01,A
25/11/2020 00:00:00,25/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1925944157,26/11/2020 12:01:00,L
25/11/2020 00:00:00,25/11/2020,"NTS Energy Offtaken, Powerstations Total",817773679,30/11/2020 14:01:01,A
24/11/2020 00:00:00,24/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",111746773,25/11/2020 14:01:00,A
24/11/2020 00:00:00,24/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1814719330,27/11/2020 12:01:01,A
24/11/2020 00:00:00,24/11/2020,"NTS Energy Offtaken, Powerstations Total",468955919,26/11/2020 12:01:00,A
23/11/2020 00:00:00,23/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",116653612,24/11/2020 14:01:00,A
23/11/2020 00:00:00,23/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2107449086,25/11/2020 16:01:00,A
23/11/2020 00:00:00,23/11/2020,"NTS Energy Offtaken, Powerstations Total",560343513,26/11/2020 12:01:00,A
22/11/2020 00:00:00,22/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",114938089,23/11/2020 14:01:01,A
22/11/2020 00:00:00,22/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1805810681,23/11/2020 16:01:00,A
22/11/2020 00:00:00,22/11/2020,"NTS Energy Offtaken, Powerstations Total",435970262,26/11/2020 12:01:00,A
21/11/2020 00:00:00,21/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",109394367,22/11/2020 14:01:00,A
21/11/2020 00:00:00,21/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1691363251,23/11/2020 16:01:00,A
21/11/2020 00:00:00,21/11/2020,"NTS Energy Offtaken, Powerstations Total",303742354,23/11/2020 16:01:00,A
20/11/2020 00:00:00,20/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",112154700,21/11/2020 14:01:01,A
20/11/2020 00:00:00,20/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2128078464,24/11/2020 16:01:00,A
20/11/2020 00:00:00,20/11/2020,"NTS Energy Offtaken, Powerstations Total",509767310,22/11/2020 12:01:00,A
19/11/2020 00:00:00,19/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",122590388,20/11/2020 14:01:01,A
19/11/2020 00:00:00,19/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2061972315,24/11/2020 12:01:00,A
19/11/2020 00:00:00,19/11/2020,"NTS Energy Offtaken, Powerstations Total",602735467,20/11/2020 12:01:00,A
18/11/2020 00:00:00,18/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",106014648,19/11/2020 14:01:01,A
18/11/2020 00:00:00,18/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1627259311,19/11/2020 12:01:01,L
18/11/2020 00:00:00,18/11/2020,"NTS Energy Offtaken, Powerstations Total",301433723,19/11/2020 12:01:01,A
17/11/2020 00:00:00,17/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",110870539,19/11/2020 12:01:01,A
17/11/2020 00:00:00,17/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1525485714,18/11/2020 14:01:00,A
17/11/2020 00:00:00,17/11/2020,"NTS Energy Offtaken, Powerstations Total",325113598,20/11/2020 14:01:01,A
16/11/2020 00:00:00,16/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",107724277,17/11/2020 14:01:00,A
16/11/2020 00:00:00,16/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1805381960,17/11/2020 14:01:00,A
16/11/2020 00:00:00,16/11/2020,"NTS Energy Offtaken, Powerstations Total",374791300,20/11/2020 14:01:01,A
15/11/2020 00:00:00,15/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",106063568,16/11/2020 12:01:00,L
15/11/2020 00:00:00,15/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1569083976,17/11/2020 16:01:01,A
15/11/2020 00:00:00,15/11/2020,"NTS Energy Offtaken, Powerstations Total",287801487,17/11/2020 12:01:01,A
14/11/2020 00:00:00,14/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",102224784,16/11/2020 14:01:01,A
14/11/2020 00:00:00,14/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1524489946,17/11/2020 16:01:01,A
14/11/2020 00:00:00,14/11/2020,"NTS Energy Offtaken, Powerstations Total",291016868,17/11/2020 12:01:01,A
13/11/2020 00:00:00,13/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",104760074,16/11/2020 12:01:00,A
13/11/2020 00:00:00,13/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1624225490,16/11/2020 16:01:01,A
13/11/2020 00:00:00,13/11/2020,"NTS Energy Offtaken, Powerstations Total",430750574,17/11/2020 12:01:01,A
12/11/2020 00:00:00,12/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",108549567,13/11/2020 14:01:00,A
12/11/2020 00:00:00,12/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1598266165,16/11/2020 16:01:01,A
12/11/2020 00:00:00,12/11/2020,"NTS Energy Offtaken, Powerstations Total",416008316,17/11/2020 12:01:01,A
11/11/2020 00:00:00,11/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",104912700,12/11/2020 14:01:00,A
11/11/2020 00:00:00,11/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1597145026,12/11/2020 14:01:00,A
11/11/2020 00:00:00,11/11/2020,"NTS Energy Offtaken, Powerstations Total",425558204,12/11/2020 14:01:00,A
10/11/2020 00:00:00,10/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",120947628,11/11/2020 14:01:00,A
10/11/2020 00:00:00,10/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1435916453,12/11/2020 12:01:01,A
10/11/2020 00:00:00,10/11/2020,"NTS Energy Offtaken, Powerstations Total",686193269,11/11/2020 12:01:01,A
09/11/2020 00:00:00,09/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",122805930,11/11/2020 12:01:01,A
09/11/2020 00:00:00,09/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1482162954,12/11/2020 12:01:01,A
09/11/2020 00:00:00,09/11/2020,"NTS Energy Offtaken, Powerstations Total",751042196,10/11/2020 13:01:00,A
08/11/2020 00:00:00,08/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",119991617,10/11/2020 12:01:00,A
08/11/2020 00:00:00,08/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1544785734,09/11/2020 16:01:00,A
08/11/2020 00:00:00,08/11/2020,"NTS Energy Offtaken, Powerstations Total",556049023,10/11/2020 12:01:00,A
07/11/2020 00:00:00,07/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",120528184,09/11/2020 12:01:01,A
07/11/2020 00:00:00,07/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1721803308,10/11/2020 12:01:00,A
07/11/2020 00:00:00,07/11/2020,"NTS Energy Offtaken, Powerstations Total",610396408,11/11/2020 14:01:00,A
06/11/2020 00:00:00,06/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",119622608,09/11/2020 12:01:01,A
06/11/2020 00:00:00,06/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1925592165,10/11/2020 12:01:00,A
06/11/2020 00:00:00,06/11/2020,"NTS Energy Offtaken, Powerstations Total",670543192,11/11/2020 14:01:00,A
05/11/2020 00:00:00,05/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",120903013,09/11/2020 16:01:00,A
05/11/2020 00:00:00,05/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2005509194,06/11/2020 14:01:00,A
05/11/2020 00:00:00,05/11/2020,"NTS Energy Offtaken, Powerstations Total",757260671,10/11/2020 12:01:00,A
04/11/2020 00:00:00,04/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",115088306,06/11/2020 16:01:00,A
04/11/2020 00:00:00,04/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",2033289069,06/11/2020 12:01:01,A
04/11/2020 00:00:00,04/11/2020,"NTS Energy Offtaken, Powerstations Total",770664118,06/11/2020 16:01:00,A
03/11/2020 00:00:00,03/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",112787029,06/11/2020 16:01:00,A
03/11/2020 00:00:00,03/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1935857898,06/11/2020 12:01:01,A
03/11/2020 00:00:00,03/11/2020,"NTS Energy Offtaken, Powerstations Total",600915600,06/11/2020 16:01:00,A
02/11/2020 00:00:00,02/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",106527255,06/11/2020 16:01:00,A
02/11/2020 00:00:00,02/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1484218040,06/11/2020 12:01:01,A
02/11/2020 00:00:00,02/11/2020,"NTS Energy Offtaken, Powerstations Total",399953502,06/11/2020 16:01:00,A
01/11/2020 00:00:00,01/11/2020,"NTS Energy Offtaken, Industrial Offtake Total",89688810,03/11/2020 14:01:01,A
01/11/2020 00:00:00,01/11/2020,"NTS Energy Offtaken, LDZ Offtake Total",1373174995,04/11/2020 12:01:00,A
01/11/2020 00:00:00,01/11/2020,"NTS Energy Offtaken, Powerstations Total",279333214,02/11/2020 16:01:01,A
31/10/2020 00:00:00,31/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",94580837,03/11/2020 14:01:01,A
31/10/2020 00:00:00,31/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1349700466,03/11/2020 12:01:01,A
31/10/2020 00:00:00,31/10/2020,"NTS Energy Offtaken, Powerstations Total",292661088,02/11/2020 16:01:01,A
30/10/2020 00:00:00,30/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",104631724,03/11/2020 14:01:01,A
30/10/2020 00:00:00,30/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1361520131,04/11/2020 12:01:00,A
30/10/2020 00:00:00,30/10/2020,"NTS Energy Offtaken, Powerstations Total",551138434,02/11/2020 16:01:01,A
29/10/2020 00:00:00,29/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",187606314,03/11/2020 14:01:01,A
29/10/2020 00:00:00,29/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1733004808,03/11/2020 16:01:00,A
29/10/2020 00:00:00,29/10/2020,"NTS Energy Offtaken, Powerstations Total",402409511,03/11/2020 14:01:01,A
28/10/2020 00:00:00,28/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",196051417,02/11/2020 12:01:00,A
28/10/2020 00:00:00,28/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1831788218,30/10/2020 12:01:00,A
28/10/2020 00:00:00,28/10/2020,"NTS Energy Offtaken, Powerstations Total",387949995,30/10/2020 16:01:00,A
27/10/2020 00:00:00,27/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",210006984,29/10/2020 12:01:00,A
27/10/2020 00:00:00,27/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1749751152,31/10/2020 12:01:00,A
27/10/2020 00:00:00,27/10/2020,"NTS Energy Offtaken, Powerstations Total",432939641,28/10/2020 12:01:00,A
26/10/2020 00:00:00,26/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",219162568,28/10/2020 14:01:01,A
26/10/2020 00:00:00,26/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1696823660,28/10/2020 12:01:00,A
26/10/2020 00:00:00,26/10/2020,"NTS Energy Offtaken, Powerstations Total",399180909,30/10/2020 16:01:00,A
25/10/2020 01:00:00,25/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",211242859,28/10/2020 14:01:01,A
25/10/2020 01:00:00,25/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1513073622,30/10/2020 12:01:00,A
25/10/2020 01:00:00,25/10/2020,"NTS Energy Offtaken, Powerstations Total",333644160,26/10/2020 16:01:01,A
24/10/2020 01:00:00,24/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",223724293,28/10/2020 14:01:01,A
24/10/2020 01:00:00,24/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1526121761,27/10/2020 12:01:00,A
24/10/2020 01:00:00,24/10/2020,"NTS Energy Offtaken, Powerstations Total",317254591,26/10/2020 16:01:01,A
23/10/2020 01:00:00,23/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",234026899,26/10/2020 14:01:00,A
23/10/2020 01:00:00,23/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1467363535,26/10/2020 14:01:00,A
23/10/2020 01:00:00,23/10/2020,"NTS Energy Offtaken, Powerstations Total",516079057,26/10/2020 14:01:00,A
22/10/2020 01:00:00,22/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",228763049,26/10/2020 14:01:00,A
22/10/2020 01:00:00,22/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1337675349,27/10/2020 12:01:00,A
22/10/2020 01:00:00,22/10/2020,"NTS Energy Offtaken, Powerstations Total",533029343,26/10/2020 16:01:01,A
21/10/2020 01:00:00,21/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",228266529,23/10/2020 12:01:00,A
21/10/2020 01:00:00,21/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1215131381,22/10/2020 16:01:00,A
21/10/2020 01:00:00,21/10/2020,"NTS Energy Offtaken, Powerstations Total",533108120,26/10/2020 16:01:01,A
20/10/2020 01:00:00,20/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",224366912,22/10/2020 14:01:01,A
20/10/2020 01:00:00,20/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1270441871,21/10/2020 12:01:01,L
20/10/2020 01:00:00,20/10/2020,"NTS Energy Offtaken, Powerstations Total",368862631,21/10/2020 12:01:01,L
19/10/2020 01:00:00,19/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",220350874,21/10/2020 12:01:01,A
19/10/2020 01:00:00,19/10/2020,"NTS Energy Offtaken, LDZ Offtake Total",1492941510,21/10/2020 14:01:01,A
19/10/2020 01:00:00,19/10/2020,"NTS Energy Offtaken, Powerstations Total",456326229,20/10/2020 14:01:00,A
18/10/2020 01:00:00,18/10/2020,"NTS Energy Offtaken, Industrial Offtake Total",233826729,20/10/2020 14:01:00,A
