date,final_demand,power_generation,lng_trucks,total_demand
2020-01-11,960.88,240.29,22.56,1223.73
2020-01-12,986.74,265.43,17.17,1269.34
2020-01-13,1123.58,274.85,59.98,1458.41
2020-01-14,1103.68,188.9,59.31,1351.89
2020-01-15,1074.97,250.08,58.16,1383.21
2020-01-16,1025.54,204.67,61.08,1291.28
2020-01-17,1002.5,232.55,49.97,1285.02
2020-01-18,918.11,154.02,28.17,1100.3
2020-01-19,980.3,95.42,17.05,1092.76
2020-01-20,1173.33,176.98,55.31,1405.61
2020-01-21,1156.23,284.64,52.51,1493.39
2020-01-22,1089.56,348.52,57.61,1495.68
2020-01-23,1060.01,416.94,58.7,1535.66
2020-01-24,1041.31,411.63,52.27,1505.21
2020-01-25,929.99,282.36,21.84,1234.19
2020-01-26,907.14,190.47,18.56,1116.17
2020-01-27,1024.2,217.41,62.38,1303.99
2020-01-28,973.56,223.78,58.87,1256.2
2020-01-29,950.04,237.82,57.85,1245.71
2020-01-30,931.72,197.78,54.97,1184.47
2020-01-31,884.06,182.28,47.24,1113.58
2020-02-01,760.31,110.77,16.88,887.96
2020-02-02,755.73,123.22,16.24,895.19
2020-02-03,853.5,230.7,57.29,1141.49
2020-02-04,885.99,185.74,52.08,1123.81
2020-02-05,938.17,218.26,48.8,1205.24
2020-02-06,965.36,243.15,54.48,1262.98
2020-02-07,944.67,253.67,47.86,1246.2
2020-02-08,863.16,204.16,20.68,1087.99
2020-02-09,829.24,139.46,14.45,983.15
2020-02-10,882.04,167.59,56.32,1105.95
2020-02-11,901.81,263.89,54.46,1220.16
2020-02-12,912.68,287.52,53.13,1253.33
2020-02-13,893.25,240.81,52.67,1186.73
2020-02-14,890.46,277.1,46.63,1214.19
2020-02-15,787.72,165.82,17.29,970.83
2020-02-16,771.44,108.56,13.31,893.32
2020-02-17,901.64,210.48,57.39,1169.51
2020-02-18,946.02,256.97,48.53,1251.52
2020-02-19,950.29,280.88,52.21,1283.37
2020-02-20,938.12,252.67,47.24,1238.04
2020-02-21,902.09,257.48,49.73,1209.3
2020-02-22,793.89,215.56,16.11,1025.57
2020-02-23,780.85,204.44,13.04,998.33
2020-02-24,867.13,228.44,52.4,1147.97
2020-02-25,888.4,114.48,49.24,1052.12
2020-02-26,901.63,140.51,51.1,1093.24
2020-02-27,878.04,141.44,52.84,1072.32
2020-02-28,831.54,145.34,41.51,1018.39
2020-02-29,745.25,64.75,17.84,827.84
2020-03-01,726.68,64.74,12.94,804.36
2020-03-02,893.43,66.42,55.2,1015.05
2020-03-03,906.15,81.98,40.09,1028.22
2020-03-04,842.44,118.52,52.1,1013.06
2020-03-05,854.43,74.45,48.11,976.99
2020-03-06,917.87,79.41,44.69,1041.98
2020-03-07,795.38,104.1,17.22,916.7
2020-03-08,783.25,89.97,14.54,887.77
2020-03-09,875.75,113.48,52.66,1041.89
2020-03-10,847.21,140.69,50.84,1038.73
2020-03-11,797.9,189.51,50.64,1038.05
2020-03-12,790.09,181.88,52.78,1024.76
2020-03-13,780.07,165.92,41.67,987.66
