gasXType,statusDE,statusEN,gastag,slPsyn_H_Gas,slPana_H_Gas,slPsyn_L_Gas,slPana_L_Gas,rlMmT_H_Gas,rlMmT_L_Gas,rlMoT_H_Gas,rlMoT_L_Gas
clearing allocation,final,final,2023-11-22 06:00:00,1173240864,219061392,176308776,62199504,1609766712.0,166420848.0,95848729.0,7296725.0
clearing allocation,final,final,2023-11-23 06:00:00,1104005256,216922728,153583896,53276400,1455683976.0,153401376.0,77332189.0,5996078.0
clearing allocation,final,final,2023-11-24 06:00:00,1150092864,246473904,168460992,60168528,1454203536.0,161148456.0,96038359.0,8980550.0
clearing allocation,final,final,2023-11-25 06:00:00,1265015736,249789480,184710384,63151968,1362867480.0,142640400.0,101075399.0,8188668.0
clearing allocation,final,final,2023-11-26 06:00:00,1323685464,272198520,192102960,67257000,1434587928.0,145732896.0,105997027.0,8141475.0
clearing allocation,final,final,2023-11-27 06:00:00,1375905504,284363664,204896160,68619336,1714085856.0,178264848.0,107649500.0,10333655.0
clearing allocation,final,final,2023-11-28 06:00:00,1502461704,290400576,229599144,74094912,1832696856.0,189936072.0,111673663.0,12928976.0
clearing allocation,final,final,2023-11-29 06:00:00,1575927048,302684088,237126552,80392512,1903784928.0,192602472.0,110994316.0,12146683.0
clearing allocation,final,final,2023-11-30 06:00:00,1639583136,325368768,252405408,85793376,1951668168.0,190292856.0,119629083.0,12610162.0
clearing allocation,final,final,2023-12-01 06:00:00,1647149664,326767584,256901064,91646136,1908744144.0,188162064.0,117628890.0,11564704.0
clearing allocation,final,final,2023-12-02 06:00:00,1679940072,328504392,252481632,89516976,1728483912.0,171794064.0,114539036.0,10303451.0
clearing allocation,final,final,2023-12-03 06:00:00,1704619896,332894256,246585168,87957600,1641369816.0,166365864.0,115712949.0,8314762.0
clearing allocation,final,final,2023-12-04 06:00:00,1693520136,330746688,238440840,85389528,1917994656.0,192826272.0,121320580.0,11210120.0
clearing allocation,final,final,2023-12-05 06:00:00,1551411408,328287168,223990176,81551112,1865069112.0,189201936.0,111639098.0,10380898.0
clearing allocation,final,final,2023-12-06 06:00:00,1483268472,325598592,220491408,85365432,1924467360.0,192477312.0,114746973.0,11896548.0
clearing allocation,final,final,2023-12-07 06:00:00,1510431288,318071520,222597168,85221912,1861468560.0,190694688.0,112161475.0,10174839.0
clearing allocation,final,final,2023-12-08 06:00:00,1466023920,313153728,212146248,78619392,1678996344.0,178401144.0,114741970.0,9520041.0
clearing allocation,final,final,2023-12-09 06:00:00,1239325680,293493504,179439048,72417648,1257851904.0,143664552.0,92457000.0,2670143.0
clearing allocation,final,final,2023-12-10 06:00:00,1088613408,267990768,157382664,66569568,1215219600.0,138733008.0,73052540.0,4139609.0
clearing allocation,final,final,2023-12-11 06:00:00,990358848,238248408,150049896,64371528,1443164424.0,163612752.0,85055786.0,9609187.0
clearing allocation,final,final,2023-12-12 06:00:00,979083240,234150744,153627384,62961648,1566427320.0,162362424.0,86802645.0,9147299.0
clearing allocation,final,final,2023-12-13 06:00:00,1006465032,237694320,157250496,62861040,1564825824.0,163643784.0,96179223.0,9016626.0
clearing allocation,final,final,2023-12-14 06:00:00,1140755112,246422064,178413288,64748760,1671644784.0,171918240.0,102432521.0,8568677.0
clearing allocation,final,final,2023-12-15 06:00:00,1169657688,241221240,172323240,61361496,1479021144.0,156980400.0,96416633.0,4407599.0
clearing allocation,final,final,2023-12-16 06:00:00,1132349328,238836960,160402008,64993440,1236380400.0,134982600.0,75997813.0,1025165.0
clearing allocation,final,final,2023-12-17 06:00:00,1133441232,230359200,154333080,61955184,1250965248.0,136469616.0,75911307.0,939802.0
clearing allocation,final,final,2023-12-18 06:00:00,1196379024,230430696,162729408,62595240,1504304832.0,164282544.0,86143322.0,4548955.0
clearing allocation,final,final,2023-12-19 06:00:00,1202348640,235416384,159582816,62679384,1447263312.0,162659328.0,91106612.0,4171087.0
clearing allocation,final,final,2023-12-20 06:00:00,1193842560,244718568,163483128,64596528,1369328832.0,152246040.0,82985677.0,4055694.0
clearing allocation,final,final,2023-12-21 06:00:00,1088244600,230855808,157808928,62546160,1228907616.0,146473344.0,79160166.0,3192059.0
clearing allocation,final,final,2023-12-22 06:00:00,1106695416,244981608,168578832,65557632,1161674904.0,136907352.0,80933723.0,5050396.0
clearing allocation,final,final,2023-12-23 06:00:00,1050876072,242378256,162261576,63575904,1027323552.0,114391560.0,84756855.0,7552252.0
clearing allocation,final,final,2023-12-24 06:00:00,910532712,227087664,136113552,59350440,884285208.0,98875056.0,67594481.0,4047623.0
clearing allocation,final,final,2023-12-25 06:00:00,827614512,214784280,125021592,54932448,896689944.0,99250848.0,64620460.0,4084620.0
clearing allocation,final,final,2023-12-26 06:00:00,861396552,206567160,133005480,54747600,954811920.0,108112104.0,68998573.0,4843420.0
clearing allocation,final,final,2023-12-27 06:00:00,988240536,208897992,151299072,55931856,1094442504.0,118990272.0,83270797.0,6527117.0
clearing allocation,final,final,2023-12-28 06:00:00,968616696,208472904,145024248,53816016,992005104.0,112815720.0,67280994.0,4716823.0
clearing allocation,final,final,2023-12-29 06:00:00,923891424,213975960,143305728,55071168,964083216.0,111717528.0,65345021.0,4399199.0
clearing allocation,final,final,2023-12-30 06:00:00,947282400,207461712,149589936,55574352,953963976.0,108867072.0,73456833.0,5451914.0
clearing allocation,final,final,2023-12-31 06:00:00,980649816,209454240,147270168,55491864,914127480.0,102368064.0,67772921.0,4577781.0
clearing allocation,final,final,2024-01-01 06:00:00,1003394928,214103088,150125280,56005488,989993616.0,112916136.0,69047289.0,5122179.0
clearing allocation,final,final,2024-01-02 06:00:00,982419168,218006880,142168800,55381968,1206640776.0,138591648.0,81829150.0,8889984.0
clearing allocation,final,final,2024-01-03 06:00:00,914235240,212202552,139055832,56624688,1195093272.0,151280280.0,79924221.0,5381188.0
clearing allocation,final,final,2024-01-04 06:00:00,1012787808,220325016,159897552,59200560,1436838216.0,160201080.0,96610717.0,4453087.0
clearing allocation,final,final,2024-01-05 06:00:00,1137224736,239169456,181312392,61968408,1430149272.0,160921416.0,105340716.0,4436663.0
clearing allocation,final,final,2024-01-06 06:00:00,1234742928,264090912,195655128,63415152,1357401816.0,150140736.0,107114312.0,7115450.0
clearing allocation,final,final,2024-01-07 06:00:00,1467246432,293353176,230363232,78286488,1513549416.0,165128112.0,113070326.0,8049553.0
clearing allocation,final,final,2024-01-08 06:00:00,1724523816,325045200,261912888,88973952,1944225552.0,203106024.0,120912836.0,12440076.0
clearing allocation,final,final,2024-01-09 06:00:00,1848076416,353656992,281687328,100467816,2084834496.0,211294128.0,120398545.0,14133302.0
clearing allocation,final,final,2024-01-10 06:00:00,1882824936,376535304,288520632,103856520,2156480184.0,219068280.0,118291309.0,14570344.0
clearing allocation,final,final,2024-01-11 06:00:00,1858829952,376360248,283483008,105699216,2119510824.0,208339824.0,117349966.0,13783843.0
clearing allocation,final,final,2024-01-12 06:00:00,1752364200,364395336,260293536,103523928,1982460672.0,192913392.0,110084124.0,13195622.0
clearing allocation,final,final,2024-01-13 06:00:00,1613499960,347335680,231859536,98246088,1633101672.0,165984336.0,91736648.0,9886383.0
clearing allocation,final,final,2024-01-14 06:00:00,1559241072,328933872,220510128,92936664,1623066768.0,168144792.0,89675567.0,9251502.0
clearing allocation,final,final,2024-01-15 06:00:00,1612515720,328642224,230652792,92078184,1934697336.0,199360176.0,103586038.0,12543617.0
clearing allocation,final,final,2024-01-16 06:00:00,1677224136,339304248,241467648,98279880,2007301368.0,203712792.0,106688601.0,12445858.0
clearing allocation,final,final,2024-01-17 06:00:00,1645494432,351331056,250444056,101650968,1975088952.0,214857840.0,117604148.0,12312072.0
clearing allocation,final,final,2024-01-18 06:00:00,1648028736,354883896,252500904,102982032,1959781536.0,203123352.0,111649540.0,10265617.0
clearing allocation,final,final,2024-01-19 06:00:00,1705900248,345724584,252020040,101927592,1913009376.0,197372976.0,97344278.0,9807058.0
clearing allocation,final,final,2024-01-20 06:00:00,1703593128,337169616,250769448,99859824,1681559232.0,174745032.0,98085867.0,6691253.0
clearing allocation,final,final,2024-01-21 06:00:00,1622333064,339096768,233089416,95005992,1515708432.0,162460968.0,92258079.0,3529800.0
clearing allocation,final,final,2024-01-22 06:00:00,1374793464,311434872,190799808,83513040,1561015704.0,169452288.0,82054884.0,4911088.0
clearing allocation,final,final,2024-01-23 06:00:00,1220613648,287164032,171302232,78064992,1524325704.0,170059392.0,84612367.0,4052507.0
clearing allocation,final,final,2024-01-24 06:00:00,997590960,245227320,148276128,69834360,1426340784.0,163395408.0,77698112.0,4959488.0
clearing allocation,final,final,2024-01-25 06:00:00,1003636368,246855936,154853616,68894448,1551118464.0,168468192.0,89525575.0,9338736.0
clearing allocation,final,final,2024-01-26 06:00:00,1011115344,235564536,155175696,69739872,1445070960.0,158727144.0,80921729.0,6854429.0
clearing allocation,final,final,2024-01-27 06:00:00,1202725296,251686944,179857056,71838072,1373152536.0,145387272.0,88127487.0,5458123.0
clearing allocation,final,final,2024-01-28 06:00:00,1296514152,258451200,187013784,69928824,1345222152.0,142063704.0,85435144.0,5682769.0
clearing allocation,final,final,2024-01-29 06:00:00,1269329640,253840560,175150704,65065848,1580665632.0,162467592.0,90853680.0,10180195.0
clearing allocation,final,final,2024-01-30 06:00:00,1184817864,251274072,161444688,64558704,1521681312.0,160952808.0,82437583.0,9295265.0
clearing allocation,final,final,2024-01-31 06:00:00,1161989880,242875008,166061016,67979424,1505466888.0,165484848.0,82485693.0,9629282.0
clearing allocation,final,final,2024-02-01 06:00:00,1152429624,239394936,170305776,66547560,1482827928.0,164743056.0,88555956.0,9778781.0
clearing allocation,final,final,2024-02-02 06:00:00,1141184784,239044656,165284256,65974104,1372787736.0,157902552.0,76390699.0,7227750.0
clearing allocation,final,final,2024-02-03 06:00:00,981409488,223836648,144036840,60686328,1122696912.0,130477512.0,67517759.0,4493976.0
clearing allocation,final,final,2024-02-04 06:00:00,917259888,213864336,136930560,59173896,1099872216.0,129319176.0,66842694.0,3782926.0
clearing allocation,final,final,2024-02-05 06:00:00,908544744,206242680,136309584,58053048,1368410496.0,153735336.0,66065626.0,6689422.0
clearing allocation,final,final,2024-02-06 06:00:00,901979544,203983464,130362576,56867328,1367226480.0,154241280.0,60713536.0,6154876.0
clearing allocation,final,final,2024-02-07 06:00:00,989521440,217170144,155992944,61718208,1614019344.0,171913632.0,83668437.0,10031805.0
clearing allocation,final,final,2024-02-08 06:00:00,1071600024,236454048,186154224,66588240,1596899736.0,171550632.0,94008128.0,8585781.0
clearing allocation,final,final,2024-02-09 06:00:00,966549120,235772040,164565192,59170944,1348067712.0,149810472.0,87437627.0,1439536.0
clearing allocation,final,final,2024-02-10 06:00:00,858287712,218640912,138170496,62964552,1153291584.0,122860008.0,67798687.0,991951.0
clearing allocation,final,final,2024-02-11 06:00:00,895418064,208287624,138762264,58883040,1198572360.0,125953176.0,78129856.0,949337.0
clearing allocation,final,final,2024-02-12 06:00:00,1011568728,213139536,153763536,56460000,1499282784.0,154466424.0,84452267.0,2340999.0
clearing allocation,final,final,2024-02-13 06:00:00,1095821472,226113504,165803568,57681624,1464725832.0,162894096.0,86173447.0,1813219.0
clearing allocation,final,final,2024-02-14 06:00:00,986914632,214359672,146064072,54878856,1397272320.0,150212448.0,78101480.0,1344585.0
clearing allocation,final,final,2024-02-15 06:00:00,822098304,199290720,118521792,51831792,1337430648.0,141016440.0,65922385.0,3933793.0
clearing allocation,final,final,2024-02-16 06:00:00,720387624,180470808,106824264,50464896,1222254168.0,130502280.0,61835696.0,6002261.0
clearing allocation,final,final,2024-02-17 06:00:00,753361128,173403312,119079168,52744416,1192092864.0,117713472.0,65170844.0,6098806.0
clearing allocation,final,final,2024-02-18 06:00:00,810858168,178015104,123378456,50962824,1129446432.0,122490936.0,56766952.0,4380694.0
clearing allocation,final,final,2024-02-19 06:00:00,856385832,190573752,131454048,50827752,1399277280.0,148161168.0,67587121.0,7101675.0
clearing allocation,final,final,2024-02-20 06:00:00,900032064,195573024,137212200,54039552,1433809488.0,149528712.0,65369617.0,6451492.0
clearing allocation,final,final,2024-02-21 06:00:00,889529616,193788432,132582792,54702048,1350160560.0,146902344.0,63722352.0,6014763.0
clearing allocation,final,final,2024-02-22 06:00:00,830615616,188600136,126315552,52695888,1346984280.0,154045656.0,64792903.0,5598340.0
clearing allocation,final,final,2024-02-23 06:00:00,954487560,197469312,145060128,57325104,1459535472.0,159098616.0,72070702.0,6906989.0
clearing allocation,final,final,2024-02-24 06:00:00,1049292984,204784296,158878464,61141992,1263944112.0,134249256.0,73105164.0,6258144.0
clearing allocation,final,final,2024-02-25 06:00:00,1095552600,216826824,166983624,62038704,1274503056.0,129361608.0,72823476.0,5530185.0
clearing allocation,final,final,2024-02-26 06:00:00,1116595944,216825120,173000592,63178440,1479421920.0,161698344.0,75889442.0,7249296.0
clearing allocation,final,final,2024-02-27 06:00:00,1119287256,217246848,180654528,64244880,1648726200.0,166397928.0,87748369.0,12112063.0
clearing allocation,final,final,2024-02-28 06:00:00,1110081120,225408288,176571312,67349160,1627284456.0,164866680.0,88209801.0,8530397.0
clearing allocation,final,final,2024-02-29 06:00:00,1038970128,220429272,156812304,63094272,1487417808.0,151455144.0,75130045.0,7071303.0
clearing allocation,final,final,2024-03-01 06:00:00,999926160,216431712,148713744,60383256,1404215736.0,143427768.0,78698618.0,6788798.0
clearing allocation,final,final,2024-03-02 06:00:00,893580240,201420504,132036168,57456216,1184764296.0,119940456.0,65778048.0,5542270.0
clearing allocation,final,final,2024-03-03 06:00:00,823472856,191715936,122381664,51880488,1168060584.0,117308808.0,63750765.0,6036585.0
clearing allocation,final,final,2024-03-04 06:00:00,858385944,185839224,126599136,51600912,1481670096.0,150303336.0,70154744.0,10524815.0
clearing allocation,final,final,2024-03-05 06:00:00,921226176,188496624,136905360,51429816,1548963432.0,154669776.0,90557594.0,11493765.0
clearing allocation,final,final,2024-03-06 06:00:00,991203792,204257088,144930768,54568200,1549260192.0,157584648.0,83342838.0,11694795.0
clearing allocation,final,final,2024-03-07 06:00:00,1075872720,221437464,156303432,57266952,1531177416.0,162935496.0,84031401.0,11782983.0
clearing allocation,final,final,2024-03-08 06:00:00,1100531160,223605864,162701736,56391072,1371124920.0,153165552.0,73312499.0,9586559.0
clearing allocation,final,final,2024-03-09 06:00:00,1009882032,221952216,155459400,57132552,1101895680.0,123879048.0,64869206.0,5272652.0
clearing allocation,final,final,2024-03-10 06:00:00,893481816,197215104,140678856,53118432,1139839824.0,119961240.0,59181629.0,5138972.0
clearing allocation,final,final,2024-03-11 06:00:00,873385224,188184984,136692960,52222896,1459486704.0,147294648.0,61405552.0,6869050.0
clearing allocation,final,final,2024-03-12 06:00:00,892755000,190728888,134610864,52170072,1529621040.0,149732112.0,62768769.0,10439785.0
clearing allocation,final,final,2024-03-13 06:00:00,840726408,182173728,121873320,50936304,1425019296.0,142429200.0,72222616.0,7460481.0
clearing allocation,final,final,2024-03-14 06:00:00,706327896,169045848,102741360,47864496,1299994512.0,129174720.0,66933928.0,5627853.0
clearing allocation,final,final,2024-03-15 06:00:00,636021768,156030360,95329680,46521840,1156602936.0,124241424.0,59630407.0,5375156.0
clearing allocation,final,final,2024-03-16 06:00:00,693597336,152638632,107578512,42987864,1076845800.0,112609272.0,56926724.0,5145868.0
clearing allocation,final,final,2024-03-17 06:00:00,784909056,166871736,119923896,43072584,1127924160.0,112395096.0,74584254.0,5872771.0
clearing allocation,final,final,2024-03-18 06:00:00,831834072,188923056,125553504,45676416,1446798384.0,136129656.0,80053614.0,6805989.0
clearing allocation,final,final,2024-03-19 06:00:00,793519056,181273152,115073304,42465840,1423586088.0,134184240.0,75084571.0,7955146.0
clearing allocation,final,final,2024-03-20 06:00:00,677317080,167967576,94971552,39893856,1391742984.0,129718272.0,63401803.0,8694443.0
clearing allocation,final,final,2024-03-21 06:00:00,646346592,157438992,96180600,38616816,1339343832.0,135474312.0,66777755.0,5929713.0
clearing allocation,final,final,2024-03-22 06:00:00,632972256,144334536,99565680,35730816,1251379224.0,132426216.0,62009106.0,6554766.0
clearing allocation,final,final,2024-03-23 06:00:00,799892976,166963056,124442400,42853368,1097733864.0,124462680.0,59012974.0,4692021.0
clearing allocation,final,final,2024-03-24 06:00:00,956295120,178705896,144582288,49269432,1184608992.0,130438272.0,60066953.0,4648695.0
clearing allocation,final,final,2024-03-25 06:00:00,1001590176,194290632,147365664,48600000,1481051448.0,150481368.0,67190014.0,7767196.0
clearing allocation,final,final,2024-03-26 06:00:00,875598600,191986080,130818936,49317312,1331997456.0,141266592.0,56892796.0,7160620.0
clearing allocation,final,final,2024-03-27 06:00:00,793629600,167737056,116143488,46355424,1350491736.0,134181960.0,55319105.0,8270071.0
clearing allocation,final,final,2024-03-28 06:00:00,801402096,166954128,115323312,47174448,1171511328.0,132139008.0,54258144.0,5178454.0
clearing allocation,final,final,2024-03-29 06:00:00,720021792,153675816,108520728,44150784,988725312.0,107011872.0,48610462.0,4623806.0
clearing allocation,final,final,2024-03-30 06:00:00,528011966,131944445,81888740,38771905,897426535.0,94044263.0,39378918.0,5730057.0
clearing allocation,final,final,2024-03-31 06:00:00,518962488,127821936,79996896,38431272,860007744.0,93520728.0,40249269.0,4127372.0
clearing allocation,final,final,2024-04-01 06:00:00,598254144,129115200,90915120,40337016,971577984.0,105029184.0,42859846.0,4508250.0
clearing allocation,final,final,2024-04-02 06:00:00,657061704,128220312,100955160,38921640,1218634512.0,133189800.0,57248732.0,5678746.0
clearing allocation,final,final,2024-04-03 06:00:00,677691288,144654792,101862672,40488024,1347497448.0,136449720.0,68957092.0,8469083.0
clearing allocation,final,final,2024-04-04 06:00:00,629745264,143398824,96948072,39523128,1201860072.0,133538400.0,61579056.0,4846117.0
clearing allocation,final,final,2024-04-05 06:00:00,471969024,128744640,74426832,35513856,1044644640.0,123236544.0,57265348.0,4714623.0
clearing allocation,final,final,2024-04-06 06:00:00,319220568,111865008,48019800,27674328,823839216.0,95867472.0,49249669.0,3875981.0
clearing allocation,final,final,2024-04-07 06:00:00,268082256,92251128,42162072,27218640,875411160.0,95174880.0,47284712.0,4054779.0
clearing allocation,final,final,2024-04-08 06:00:00,254929152,69932280,42256008,23349168,1140807696.0,116479104.0,49090005.0,4960090.0
clearing allocation,final,final,2024-04-09 06:00:00,361983960,71592264,57131328,25155432,1117705200.0,124267392.0,47700103.0,4883886.0
clearing allocation,final,final,2024-04-10 06:00:00,498788088,80807160,73909392,25386600,1226465544.0,131231976.0,57324242.0,6205223.0
clearing allocation,final,final,2024-04-11 06:00:00,532368264,91018152,75756840,28811328,1167561888.0,125095152.0,61301063.0,5923948.0
clearing allocation,final,final,2024-04-12 06:00:00,454151592,95286600,63585576,25033440,994198200.0,116130912.0,54350222.0,4664362.0
clearing allocation,final,final,2024-04-13 06:00:00,337654944,85603512,47805144,21789264,773669832.0,91602936.0,43203055.0,980205.0
clearing allocation,final,final,2024-04-14 06:00:00,356707992,84876624,59454696,24008280,879036528.0,96745368.0,45576628.0,3114301.0
clearing allocation,final,final,2024-04-15 06:00:00,501782952,90766896,87046320,26199576,1095480408.0,128374608.0,52651744.0,5045691.0
clearing allocation,final,final,2024-04-16 06:00:00,688291560,107260440,109590312,30136320,1284907032.0,142519728.0,62273396.0,6490038.0
clearing allocation,final,final,2024-04-17 06:00:00,837881136,133256256,122175528,37050744,1449556296.0,149391072.0,75710560.0,6904474.0
clearing allocation,final,final,2024-04-18 06:00:00,900669360,159634896,123316224,43150080,1343295936.0,143541000.0,73865324.0,6500824.0
clearing allocation,final,final,2024-04-19 06:00:00,930580272,165113328,125702304,45806856,1221204720.0,141731184.0,68646253.0,5058553.0
clearing allocation,final,final,2024-04-20 06:00:00,924058560,170819088,123596976,44741760,1089684624.0,120830040.0,65855811.0,4580068.0
clearing allocation,final,final,2024-04-21 06:00:00,978131304,191768904,128946144,49594176,1176526872.0,122593032.0,66529738.0,4790558.0
clearing allocation,final,final,2024-04-22 06:00:00,1046199528,198093240,138498696,51291168,1600198560.0,156911352.0,79920378.0,10473809.0
clearing allocation,final,final,2024-04-23 06:00:00,1043659584,201187920,138725856,50777880,1545454320.0,156398616.0,74173440.0,8034338.0
clearing allocation,final,final,2024-04-24 06:00:00,1034307672,196805184,140210856,50685144,1592607024.0,154754304.0,82269968.0,9690595.0
clearing allocation,final,final,2024-04-25 06:00:00,989229840,189633360,136867560,49022064,1532030256.0,149672688.0,75357821.0,7585695.0
clearing allocation,final,final,2024-04-26 06:00:00,836730216,175813728,118254720,47358288,1365700728.0,138163488.0,64093538.0,5648108.0
clearing allocation,final,final,2024-04-27 06:00:00,588959712,145867488,86921640,39880272,963930384.0,104973984.0,53519040.0,1961569.0
clearing allocation,final,final,2024-04-28 06:00:00,435443592,117173592,61966368,34294536,929672304.0,102437616.0,47156878.0,829289.0
clearing allocation,final,final,2024-04-29 06:00:00,356991744,90593088,51977736,29884440,1177138608.0,117340416.0,51033642.0,6069834.0
clearing allocation,final,final,2024-04-30 06:00:00,272103168,73928160,40653864,24203856,1012825272.0,108932664.0,49227913.0,4840425.0
clearing allocation,final,final,2024-05-01 06:00:00,217927464,64069368,30703656,17293224,804694032.0,85512456.0,43951844.0,603750.0
clearing allocation,final,final,2024-05-02 06:00:00,230194008,54577224,29147712,15569544,975864864.0,105084600.0,47060071.0,4180643.0
clearing allocation,final,final,2024-05-03 06:00:00,311838048,57638112,40580664,18472800,1114183752.0,112372704.0,47704908.0,5807736.0
clearing allocation,final,final,2024-05-04 06:00:00,345864096,61747296,46312416,15514224,955550016.0,94099776.0,43702618.0,2099707.0
clearing allocation,final,final,2024-05-05 06:00:00,365143752,71550864,54771288,19089744,946448016.0,95511456.0,43162121.0,630971.0
clearing allocation,final,final,2024-05-06 06:00:00,381104832,71350224,53769600,18968184,1249776216.0,116519952.0,46679150.0,5369563.0
clearing allocation,final,final,2024-05-07 06:00:00,397021176,74466984,54498768,19978704,1308351144.0,116380728.0,49164072.0,8216040.0
clearing allocation,final,final,2024-05-08 06:00:00,390107184,75428376,51973608,19488096,1237445232.0,112633896.0,49418215.0,4400976.0
clearing allocation,final,final,2024-05-09 06:00:00,354654696,75221496,45734280,17915376,976596312.0,91779912.0,45402057.0,470127.0
clearing allocation,final,final,2024-05-10 06:00:00,325631088,71596008,42686544,15968160,1014191904.0,92937792.0,44349627.0,1535444.0
clearing allocation,final,final,2024-05-11 06:00:00,277876104,62302536,37640304,13519848,855119904.0,84813528.0,43067062.0,433723.0
clearing allocation,final,final,2024-05-12 06:00:00,242325768,56180544,32003328,11586000,819420816.0,82342896.0,40791366.0,734081.0
clearing allocation,final,final,2024-05-13 06:00:00,223558872,53480352,28048800,11323368,1056406512.0,101478696.0,38848815.0,4763106.0
clearing allocation,final,final,2024-05-14 06:00:00,196662744,49828512,24264648,10315704,1019891760.0,103404360.0,38634829.0,5253101.0
clearing allocation,final,final,2024-05-15 06:00:00,199505016,47204520,23229240,10089024,1123310664.0,100354272.0,37897676.0,5701519.0
clearing allocation,final,final,2024-05-16 06:00:00,216116880,45695808,25090224,10362024,1115077584.0,106080576.0,38495882.0,5245540.0
clearing allocation,final,final,2024-05-17 06:00:00,256264536,47437008,28177416,10427328,1016622408.0,98257968.0,40525958.0,450870.0
clearing allocation,final,final,2024-05-18 06:00:00,255274728,47066376,30145272,11155704,844711392.0,79130520.0,40685903.0,423945.0
clearing allocation,final,final,2024-05-19 06:00:00,259750800,49430976,31544472,11116392,787245144.0,76119840.0,41110955.0,420306.0
clearing allocation,final,final,2024-05-20 06:00:00,240940704,46077912,31167312,10771176,819354648.0,80492184.0,39919240.0,488653.0
clearing allocation,final,final,2024-05-21 06:00:00,226233744,44975520,27134880,10226184,1087951224.0,98176584.0,40337300.0,2664237.0
clearing allocation,final,final,2024-05-22 06:00:00,234676776,44287416,28290792,11074104,1092244392.0,104951040.0,41455271.0,2671059.0
clearing allocation,final,final,2024-05-23 06:00:00,241350336,48180888,29442408,10963272,1179132144.0,104260968.0,42666385.0,3816688.0
clearing allocation,final,final,2024-05-24 06:00:00,257206752,48166464,30215016,12331008,1147551816.0,101610384.0,43137484.0,843976.0
clearing allocation,final,final,2024-05-25 06:00:00,244473864,46396656,29520096,11024280,902061216.0,81784368.0,39581176.0,411557.0
clearing allocation,final,final,2024-05-26 06:00:00,220623768,44168784,28060536,11044368,857871960.0,80514000.0,37567837.0,462343.0
clearing allocation,final,final,2024-05-27 06:00:00,225028488,44517240,29145576,12231480,1119573288.0,100965720.0,42075512.0,6475003.0
clearing allocation,final,final,2024-05-28 06:00:00,254489256,47437488,34377480,12219888,1086224592.0,104328408.0,42543762.0,4302728.0
clearing allocation,final,final,2024-05-29 06:00:00,264844728,47027952,36539304,12266376,1069291416.0,105509520.0,43897406.0,4244278.0
clearing allocation,final,final,2024-05-30 06:00:00,271664760,50220504,36849960,12888048,1004067960.0,99002064.0,36817379.0,5753672.0
clearing allocation,final,final,2024-05-31 06:00:00,281801880,48779520,34564512,12983952,987780168.0,97473336.0,41273721.0,4719099.0
clearing allocation,final,final,2024-06-01 06:00:00,254624592,47332296,29167608,11258232,834234552.0,86861736.0,37622782.0,1346688.0
clearing allocation,final,final,2024-06-02 06:00:00,238749072,49581312,29263176,11440224,864821328.0,90058848.0,37919822.0,3240187.0
clearing allocation,final,final,2024-06-03 06:00:00,254707272,55199904,32250672,12533880,1246548360.0,108114264.0,43641846.0,11141473.0
clearing allocation,final,final,2024-06-04 06:00:00,243560016,53033016,31928208,12797616,1096567872.0,106283424.0,36499240.0,6234861.0
clearing allocation,final,final,2024-06-05 06:00:00,246215520,54305040,34594608,13253400,1099287312.0,111883872.0,38413888.0,6553433.0
clearing allocation,final,final,2024-06-06 06:00:00,262614528,52327872,38754936,12900552,1137403440.0,113227632.0,37099083.0,7185980.0
clearing allocation,final,final,2024-06-07 06:00:00,256778808,51593904,38254368,13279800,1032861432.0,102494400.0,37282085.0,5827072.0
clearing allocation,final,final,2024-06-08 06:00:00,235331688,46946832,35856648,12009648,839569416.0,83816328.0,32502022.0,440335.0
clearing allocation,final,final,2024-06-09 06:00:00,250332432,47981616,36855504,12113616,913404120.0,85541280.0,33131721.0,1225474.0
clearing allocation,final,final,2024-06-10 06:00:00,291157440,51211296,44374920,13217880,1091950224.0,110346120.0,26156372.0,7408800.0
clearing allocation,final,final,2024-06-11 06:00:00,336460728,55455240,49509288,13291392,1086845664.0,114480216.0,36596939.0,7364424.0
clearing allocation,final,final,2024-06-12 06:00:00,364734528,59279592,52143192,15476976,1133729496.0,115688136.0,40140286.0,7981827.0
clearing allocation,final,final,2024-06-13 06:00:00,339272544,62398704,43926312,14876880,1115758584.0,111132744.0,25567589.0,6451197.0
clearing allocation,final,final,2024-06-14 06:00:00,277857024,54575136,33764256,13235736,975681648.0,101062608.0,25474809.0,2804775.0
clearing allocation,final,final,2024-06-15 06:00:00,240354960,50542728,29995848,11561736,802143624.0,83874384.0,22907669.0,430009.0
clearing allocation,final,final,2024-06-16 06:00:00,224772480,47454864,28967592,11344056,831580200.0,82234656.0,24399884.0,1116366.0
clearing allocation,final,final,2024-06-17 06:00:00,203496648,45512760,27638160,11452056,1076815824.0,103078440.0,41455930.0,7195414.0
clearing allocation,final,final,2024-06-18 06:00:00,173565048,42405048,25428552,10663344,1075090128.0,100856952.0,44660112.0,7389378.0
clearing allocation,final,final,2024-06-19 06:00:00,182822688,42230496,27469752,10067400,1041324480.0,102797880.0,45588260.0,6533055.0
clearing allocation,final,final,2024-06-20 06:00:00,174817776,39531504,26080920,9822336,1093618368.0,103364592.0,45991059.0,9849400.0
clearing allocation,final,final,2024-06-21 06:00:00,171402960,39040320,24698568,9565272,1023813408.0,99234144.0,44762280.0,6398745.0
