"Name","Location","Date","Value","Unit"
"DM","DM",2023-04-18,10143225,"kWh"
"DM","DM",2023-04-19,10288567,"kWh"
"DM","DM",2023-04-20,10303740,"kWh"
"DM","DM",2023-04-21,9832177,"kWh"
"DM","DM",2023-04-22,8879853,"kWh"
"DM","DM",2023-04-23,8493579,"kWh"
"DM","DM",2023-04-24,11602427,"kWh"
"DM","DM",2023-04-25,11353538,"kWh"
"DM","DM",2023-04-26,10695859,"kWh"
"DM","DM",2023-04-27,10288896,"kWh"
"DM","DM",2023-04-28,9494514,"kWh"
"DM","DM",2023-04-29,7676826,"kWh"
"DM","DM",2023-04-30,7300371,"kWh"
"DM","DM",2023-05-01,7944914,"kWh"
"DM","DM",2023-05-02,9446708,"kWh"
"DM","DM",2023-05-03,9485304,"kWh"
"DM","DM",2023-05-04,9913766,"kWh"
"DM","DM",2023-05-05,9063201,"kWh"
"DM","DM",2023-05-06,7413791,"kWh"
"DM","DM",2023-05-07,7215008,"kWh"
"DM","DM",2023-05-08,9002416,"kWh"
"DM","DM",2023-05-09,9062105,"kWh"
"DM","DM",2023-05-10,9207373,"kWh"
"DM","DM",2023-05-11,9118444,"kWh"
"DM","DM",2023-05-12,8493591,"kWh"
"DM","DM",2023-05-13,7020349,"kWh"
"DM","DM",2023-05-14,7061161,"kWh"
"DM","DM",2023-05-15,9388664,"kWh"
"DM","DM",2023-05-16,9038781,"kWh"
"DM","DM",2023-05-17,8730014,"kWh"
"DM","DM",2023-05-18,8767951,"kWh"
"DM","DM",2023-05-19,8410410,"kWh"
"DM","DM",2023-05-20,7181429,"kWh"
"DM","DM",2023-05-21,6797187,"kWh"
"DM","DM",2023-05-22,8776350,"kWh"
"DM","DM",2023-05-23,8752630,"kWh"
"DM","DM",2023-05-24,8550363,"kWh"
"DM","DM",2023-05-25,8443892,"kWh"
"DM","DM",2023-05-26,7677544,"kWh"
"DM","DM",2023-05-27,6618101,"kWh"
"DM","DM",2023-05-28,6737940,"kWh"
"DM","DM",2023-05-29,8227937,"kWh"
"DM","DM",2023-05-30,8250330,"kWh"
"DM","DM",2023-05-31,8556011,"kWh"
"DM","DM",2023-06-01,8269097,"kWh"
"DM","DM",2023-06-02,8049273,"kWh"
"DM","DM",2023-06-03,6675049,"kWh"
"DM","DM",2023-06-04,6092141,"kWh"
"DM","DM",2023-06-05,6594342,"kWh"
"DM","DM",2023-06-06,7932906,"kWh"
"DM","DM",2023-06-07,8213034,"kWh"
"DM","DM",2023-06-08,8232939,"kWh"
"DM","DM",2023-06-09,7681819,"kWh"
"DM","DM",2023-06-10,6320060,"kWh"
"DM","DM",2023-06-11,5886076,"kWh"
"DM","DM",2023-06-12,7695287,"kWh"
"DM","DM",2023-06-13,7621442,"kWh"
"DM","DM",2023-06-14,7605032,"kWh"
"DM","DM",2023-06-15,7616473,"kWh"
"DM","DM",2023-06-16,7335008,"kWh"
"DM","DM",2023-06-17,6046301,"kWh"
"DM","DM",2023-06-18,5856050,"kWh"
"DM","DM",2023-06-19,7611401,"kWh"
"DM","DM",2023-06-20,7650780,"kWh"
"DM","DM",2023-06-21,7821038,"kWh"
"DM","DM",2023-06-22,7737812,"kWh"
"DM","DM",2023-06-23,7221679,"kWh"
"DM","DM",2023-06-24,5973597,"kWh"
"DM","DM",2023-06-25,5815997,"kWh"
"DM","DM",2023-06-26,7678215,"kWh"
"DM","DM",2023-06-27,7712235,"kWh"
"DM","DM",2023-06-28,7778756,"kWh"
"DM","DM",2023-06-29,7639359,"kWh"
"DM","DM",2023-06-30,7224854,"kWh"
"DM","DM",2023-07-01,5790007,"kWh"
"DM","DM",2023-07-02,5686939,"kWh"
"DM","DM",2023-07-03,7799807,"kWh"
"DM","DM",2023-07-04,7692265,"kWh"
"DM","DM",2023-07-05,7797839,"kWh"
"DM","DM",2023-07-06,7620879,"kWh"
"DM","DM",2023-07-07,6913900,"kWh"
"DM","DM",2023-07-08,5546658,"kWh"
"DM","DM",2023-07-09,5677641,"kWh"
"DM","DM",2023-07-10,7459456,"kWh"
"DM","DM",2023-07-11,7572213,"kWh"
"DM","DM",2023-07-12,7908791,"kWh"
"DM","DM",2023-07-13,8003754,"kWh"
"DM","DM",2023-07-14,7903989,"kWh"
"DM","DM",2023-07-15,6325524,"kWh"
"DM","DM",2023-07-16,5913091,"kWh"
"DM","DM",2023-07-17,7682596,"kWh"
"DM","DM",2023-07-18,7844870,"kWh"
"DM","DM",2023-07-19,7869279,"kWh"
"DM","DM",2023-07-20,7922011,"kWh"
"DM","DM",2023-07-21,7680966,"kWh"
"DM","DM",2023-07-22,6087210,"kWh"
"DM","DM",2023-07-23,6084637,"kWh"
"DM","DM",2023-07-24,7485196,"kWh"
"DM","DM",2023-07-25,7394800,"kWh"
"DM","DM",2023-07-26,7357719,"kWh"
"DM","DM",2023-07-27,7197085,"kWh"
"DM","DM",2023-07-28,6783444,"kWh"
"DM","DM",2023-07-29,5850003,"kWh"
"DM","DM",2023-07-30,5566604,"kWh"
"DM","DM",2023-07-31,7163966,"kWh"
"DM","DM",2023-08-01,7209415,"kWh"
"DM","DM",2023-08-02,7280962,"kWh"
"DM","DM",2023-08-03,7300185,"kWh"
"DM","DM",2023-08-04,7075102,"kWh"
"DM","DM",2023-08-05,6138898,"kWh"
"DM","DM",2023-08-06,5771240,"kWh"
"DM","DM",2023-08-07,6205645,"kWh"
"DM","DM",2023-08-08,7279496,"kWh"
"DM","DM",2023-08-09,7207606,"kWh"
"DM","DM",2023-08-10,7339303,"kWh"
"DM","DM",2023-08-11,7421983,"kWh"
"DM","DM",2023-08-12,6203184,"kWh"
"DM","DM",2023-08-13,6183843,"kWh"
"DM","DM",2023-08-14,7857364,"kWh"
"DM","DM",2023-08-15,8031454,"kWh"
"DM","DM",2023-08-16,7990464,"kWh"
"DM","DM",2023-08-17,7737722,"kWh"
"DM","DM",2023-08-18,7396895,"kWh"
"DM","DM",2023-08-19,6006055,"kWh"
"DM","DM",2023-08-20,6000426,"kWh"
"DM","DM",2023-08-21,7926752,"kWh"
"DM","DM",2023-08-22,7809468,"kWh"
"DM","DM",2023-08-23,8010989,"kWh"
"DM","DM",2023-08-24,8015600,"kWh"
"DM","DM",2023-08-25,7726264,"kWh"
"DM","DM",2023-08-26,6480999,"kWh"
"DM","DM",2023-08-27,6281614,"kWh"
"DM","DM",2023-08-28,8030296,"kWh"
"DM","DM",2023-08-29,8113966,"kWh"
"DM","DM",2023-08-30,7976173,"kWh"
"DM","DM",2023-08-31,7880704,"kWh"
"DM","DM",2023-09-01,7601546,"kWh"
"DM","DM",2023-09-02,6211033,"kWh"
"DM","DM",2023-09-03,5973711,"kWh"
"DM","DM",2023-09-04,7583516,"kWh"
"DM","DM",2023-09-05,7716186,"kWh"
"DM","DM",2023-09-06,7627541,"kWh"
"DM","DM",2023-09-07,7443549,"kWh"
"DM","DM",2023-09-08,7016580,"kWh"
"DM","DM",2023-09-09,5772117,"kWh"
"DM","DM",2023-09-10,5754726,"kWh"
"DM","DM",2023-09-11,7767560,"kWh"
"DM","DM",2023-09-12,8248192,"kWh"
"DM","DM",2023-09-13,8393890,"kWh"
"DM","DM",2023-09-14,8245949,"kWh"
"DM","DM",2023-09-15,8150958,"kWh"
"DM","DM",2023-09-16,6698645,"kWh"
"DM","DM",2023-09-17,6239083,"kWh"
"DM","DM",2023-09-18,8201843,"kWh"
"DM","DM",2023-09-19,7969568,"kWh"
"DM","DM",2023-09-20,8464055,"kWh"
"DM","DM",2023-09-21,8739901,"kWh"
"DM","DM",2023-09-22,8504867,"kWh"
"DM","DM",2023-09-23,6686733,"kWh"
"DM","DM",2023-09-24,5833218,"kWh"
"DM","DM",2023-09-25,7946680,"kWh"
"DM","DM",2023-09-26,8253390,"kWh"
"DM","DM",2023-09-27,8407332,"kWh"
"DM","DM",2023-09-28,8531740,"kWh"
"DM","DM",2023-09-29,8443871,"kWh"
"DM","DM",2023-09-30,7048946,"kWh"
"DM","DM",2023-10-01,6391087,"kWh"
"DM","DM",2023-10-02,8758369,"kWh"
"DM","DM",2023-10-03,8822623,"kWh"
"DM","DM",2023-10-04,8662603,"kWh"
"DM","DM",2023-10-05,8301205,"kWh"
"DM","DM",2023-10-06,7463815,"kWh"
"DM","DM",2023-10-07,6014194,"kWh"
"DM","DM",2023-10-08,6063277,"kWh"
"DM","DM",2023-10-09,7922710,"kWh"
"DM","DM",2023-10-10,8124505,"kWh"
"DM","DM",2023-10-11,8873856,"kWh"
"DM","DM",2023-10-12,9010390,"kWh"
"DM","DM",2023-10-13,8710894,"kWh"
"DM","DM",2023-10-14,7653366,"kWh"
"DM","DM",2023-10-15,7710565,"kWh"
"DM","DM",2023-10-16,9409322,"kWh"
"DM","DM",2023-10-17,9544501,"kWh"
"DM","DM",2023-10-18,8956549,"kWh"
"DM","DM",2023-10-19,8395653,"kWh"
"DM","DM",2023-10-20,8354015,"kWh"
"DM","DM",2023-10-21,7226724,"kWh"
"DM","DM",2023-10-22,6985010,"kWh"
"DM","DM",2023-10-23,9080403,"kWh"
"DM","DM",2023-10-24,9422037,"kWh"
"DM","DM",2023-10-25,9332726,"kWh"
"DM","DM",2023-10-26,9345377,"kWh"
"DM","DM",2023-10-27,9103285,"kWh"
"DM","DM",2023-10-28,7909596,"kWh"
"DM","DM",2023-10-29,7176395,"kWh"
"DM","DM",2023-10-30,7758278,"kWh"
"DM","DM",2023-10-31,9278963,"kWh"
"DM","DM",2023-11-01,9890396,"kWh"
"DM","DM",2023-11-02,10221858,"kWh"
"DM","DM",2023-11-03,9785110,"kWh"
"DM","DM",2023-11-04,7877732,"kWh"
"DM","DM",2023-11-05,7739722,"kWh"
"DM","DM",2023-11-06,10349204,"kWh"
"DM","DM",2023-11-07,10440961,"kWh"
"DM","DM",2023-11-08,10909085,"kWh"
"DM","DM",2023-11-09,11404089,"kWh"
"DM","DM",2023-11-10,10750475,"kWh"
"DM","DM",2023-11-11,8794689,"kWh"
"DM","DM",2023-11-12,7611639,"kWh"
"DM","DM",2023-11-13,9725153,"kWh"
"DM","DM",2023-11-14,9964596,"kWh"
"DM","DM",2023-11-15,10899577,"kWh"
"DM","DM",2023-11-16,11265579,"kWh"
"DM","DM",2023-11-17,10462945,"kWh"
"DM","DM",2023-11-18,7413934,"kWh"
"DM","DM",2023-11-19,7222805,"kWh"
"DM","DM",2023-11-20,10353888,"kWh"
"DM","DM",2023-11-21,11168221,"kWh"
"DM","DM",2023-11-22,10301832,"kWh"
"DM","DM",2023-11-23,10324382,"kWh"
"DM","DM",2023-11-24,10580703,"kWh"
"DM","DM",2023-11-25,8755637,"kWh"
"DM","DM",2023-11-26,7723024,"kWh"
"DM","DM",2023-11-27,11073828,"kWh"
"DM","DM",2023-11-28,11655570,"kWh"
"DM","DM",2023-11-29,12053937,"kWh"
"DM","DM",2023-11-30,12378823,"kWh"
"DM","DM",2023-12-01,12334859,"kWh"
"DM","DM",2023-12-02,9723261,"kWh"
"DM","DM",2023-12-03,9382241,"kWh"
"DM","DM",2023-12-04,12371391,"kWh"
"DM","DM",2023-12-05,12515112,"kWh"
"DM","DM",2023-12-06,11401951,"kWh"
"DM","DM",2023-12-07,10721343,"kWh"
"DM","DM",2023-12-08,10390189,"kWh"
"DM","DM",2023-12-09,8222234,"kWh"
"DM","DM",2023-12-10,7932612,"kWh"
"DM","DM",2023-12-11,10676204,"kWh"
"DM","DM",2023-12-12,10728007,"kWh"
"DM","DM",2023-12-13,10913636,"kWh"
"DM","DM",2023-12-14,10605749,"kWh"
"DM","DM",2023-12-15,10055637,"kWh"
"DM","DM",2023-12-16,8200237,"kWh"
"DM","DM",2023-12-17,7442449,"kWh"
"DM","DM",2023-12-18,9726206,"kWh"
"DM","DM",2023-12-19,10945656,"kWh"
"DM","DM",2023-12-20,9766593,"kWh"
"DM","DM",2023-12-21,9056303,"kWh"
"DM","DM",2023-12-22,8168501,"kWh"
"DM","DM",2023-12-23,6482829,"kWh"
"DM","DM",2023-12-24,5856778,"kWh"
"DM","DM",2023-12-25,5884867,"kWh"
"DM","DM",2023-12-26,7247235,"kWh"
"DM","DM",2023-12-27,7823730,"kWh"
"DM","DM",2023-12-28,8222015,"kWh"
"DM","DM",2023-12-29,8742204,"kWh"
"DM","DM",2023-12-30,7473200,"kWh"
"DM","DM",2023-12-31,7215539,"kWh"
"DM","DM",2024-01-01,7970142,"kWh"
"DM","DM",2024-01-02,9938823,"kWh"
"DM","DM",2024-01-03,10703375,"kWh"
"DM","DM",2024-01-04,11541504,"kWh"
"DM","DM",2024-01-05,11520307,"kWh"
"DM","DM",2024-01-06,9882788,"kWh"
"DM","DM",2024-01-07,10064428,"kWh"
"DM","DM",2024-01-08,12611352,"kWh"
"DM","DM",2024-01-09,12965334,"kWh"
"DM","DM",2024-01-10,12595124,"kWh"
"DM","DM",2024-01-11,11894850,"kWh"
"DM","DM",2024-01-12,11962560,"kWh"
"DM","DM",2024-01-13,9979310,"kWh"
"DM","DM",2024-01-14,10018958,"kWh"
"DM","DM",2024-01-15,13482661,"kWh"
"DM","DM",2024-01-16,13659754,"kWh"
"DM","DM",2024-01-17,13927677,"kWh"
"DM","DM",2024-01-18,14030331,"kWh"
"DM","DM",2024-01-19,12785099,"kWh"
"DM","DM",2024-01-20,9579652,"kWh"
"DM","DM",2024-01-21,8649649,"kWh"
"DM","DM",2024-01-22,11775147,"kWh"
"DM","DM",2024-01-23,10814357,"kWh"
"DM","DM",2024-01-24,11356041,"kWh"
"DM","DM",2024-01-25,10653668,"kWh"
"DM","DM",2024-01-26,11344260,"kWh"
"DM","DM",2024-01-27,8840263,"kWh"
"DM","DM",2024-01-28,8338723,"kWh"
"DM","DM",2024-01-29,12427652,"kWh"
"DM","DM",2024-01-30,12289784,"kWh"
"DM","DM",2024-01-31,11651897,"kWh"
"DM","DM",2024-02-01,11671034,"kWh"
"DM","DM",2024-02-02,9990071,"kWh"
"DM","DM",2024-02-03,8513647,"kWh"
"DM","DM",2024-02-04,7537580,"kWh"
"DM","DM",2024-02-05,8364072,"kWh"
"DM","DM",2024-02-06,10839687,"kWh"
"DM","DM",2024-02-07,12407934,"kWh"
"DM","DM",2024-02-08,11992706,"kWh"
"DM","DM",2024-02-09,11079460,"kWh"
"DM","DM",2024-02-10,9228325,"kWh"
"DM","DM",2024-02-11,9191692,"kWh"
"DM","DM",2024-02-12,12022183,"kWh"
"DM","DM",2024-02-13,11437750,"kWh"
"DM","DM",2024-02-14,10516257,"kWh"
"DM","DM",2024-02-15,10209291,"kWh"
"DM","DM",2024-02-16,9863501,"kWh"
"DM","DM",2024-02-17,7995877,"kWh"
"DM","DM",2024-02-18,7554157,"kWh"
"DM","DM",2024-02-19,10320208,"kWh"
"DM","DM",2024-02-20,10351452,"kWh"
"DM","DM",2024-02-21,10556116,"kWh"
"DM","DM",2024-02-22,12061179,"kWh"
"DM","DM",2024-02-23,11779303,"kWh"
"DM","DM",2024-02-24,9222763,"kWh"
"DM","DM",2024-02-25,9147079,"kWh"
"DM","DM",2024-02-26,11886969,"kWh"
"DM","DM",2024-02-27,11556628,"kWh"
"DM","DM",2024-02-28,11086741,"kWh"
"DM","DM",2024-02-29,12071477,"kWh"
"DM","DM",2024-03-01,12130466,"kWh"
"DM","DM",2024-03-02,9656094,"kWh"
"DM","DM",2024-03-03,8966406,"kWh"
"DM","DM",2024-03-04,11498492,"kWh"
"DM","DM",2024-03-05,11432593,"kWh"
"DM","DM",2024-03-06,10992344,"kWh"
"DM","DM",2024-03-07,11015475,"kWh"
"DM","DM",2024-03-08,10783861,"kWh"
"DM","DM",2024-03-09,8826798,"kWh"
"DM","DM",2024-03-10,8352696,"kWh"
"DM","DM",2024-03-11,11159545,"kWh"
"DM","DM",2024-03-12,10284036,"kWh"
"DM","DM",2024-03-13,10805734,"kWh"
"DM","DM",2024-03-14,10371223,"kWh"
"DM","DM",2024-03-15,10210633,"kWh"
"DM","DM",2024-03-16,8261902,"kWh"
"DM","DM",2024-03-17,7020360,"kWh"
"DM","DM",2024-03-18,8089337,"kWh"
"DM","DM",2024-03-19,10028528,"kWh"
"DM","DM",2024-03-20,10763340,"kWh"
"DM","DM",2024-03-21,10206706,"kWh"
"DM","DM",2024-03-22,10728009,"kWh"
"DM","DM",2024-03-23,9149624,"kWh"
"DM","DM",2024-03-24,8350266,"kWh"
"DM","DM",2024-03-25,11036035,"kWh"
"DM","DM",2024-03-26,11480525,"kWh"
"DM","DM",2024-03-27,11819522,"kWh"
"DM","DM",2024-03-28,11145576,"kWh"
"DM","DM",2024-03-29,9630285,"kWh"
"DM","DM",2024-03-30,7900624,"kWh"
"DM","DM",2024-03-31,7753540,"kWh"
"DM","DM",2024-04-01,8597519,"kWh"
"DM","DM",2024-04-02,10250587,"kWh"
"DM","DM",2024-04-03,10460002,"kWh"
"DM","DM",2024-04-04,10037660,"kWh"
"DM","DM",2024-04-05,8883701,"kWh"
"DM","DM",2024-04-06,7552080,"kWh"
"DM","DM",2024-04-07,7744870,"kWh"
"DM","DM",2024-04-08,10550696,"kWh"
"DM","DM",2024-04-09,10393673,"kWh"
"DM","DM",2024-04-10,9565958,"kWh"
"DM","DM",2024-04-11,9207059,"kWh"
"DM","DM",2024-04-12,8709906,"kWh"
"DM","DM",2024-04-13,7434754,"kWh"
"DM","DM",2024-04-14,7666178,"kWh"
"DM","DM",2024-04-15,10166955,"kWh"
"DM","DM",2024-04-16,10290353,"kWh"
"DM","DM",2024-04-17,11215498,"kWh"
"DM","DM",2024-04-18,10482867,"kWh"
"DM","DM",2024-04-19,9697103,"kWh"
"DM","DM",2024-04-20,8005443,"kWh"
"DM","DM",2024-04-21,7506313,"kWh"
"DM","DM",2024-04-22,9772784,"kWh"
"DM","DM",2024-04-23,10029778,"kWh"
"DM","DM",2024-04-24,10305807,"kWh"
"DM","DM",2024-04-25,10281694,"kWh"
"DM","DM",2024-04-26,10325621,"kWh"
"DM","DM",2024-04-27,8578541,"kWh"
"DM","DM",2024-04-28,7833942,"kWh"
"DM","DM",2024-04-29,9814184,"kWh"
"DM","DM",2024-04-30,10084511,"kWh"
"DM","DM",2024-05-01,10011197,"kWh"
"DM","DM",2024-05-02,10146388,"kWh"
"DM","DM",2024-05-03,9508120,"kWh"
"DM","DM",2024-05-04,7914788,"kWh"
"DM","DM",2024-05-05,7031783,"kWh"
"DM","DM",2024-05-06,7633777,"kWh"
"DM","DM",2024-05-07,9239187,"kWh"
"DM","DM",2024-05-08,8919468,"kWh"
"DM","DM",2024-05-09,8583776,"kWh"
"DM","DM",2024-05-10,8238780,"kWh"
"DM","DM",2024-05-11,6593093,"kWh"
"DM","DM",2024-05-12,6334460,"kWh"
"DM","DM",2024-05-13,9136432,"kWh"
"DM","DM",2024-05-14,8883771,"kWh"
"DM","DM",2024-05-15,8795041,"kWh"
"DM","DM",2024-05-16,8419075,"kWh"
"DM","DM",2024-05-17,8273293,"kWh"
"DM","DM",2024-05-18,6995121,"kWh"
"DM","DM",2024-05-19,6387312,"kWh"
"DM","DM",2024-05-20,8183973,"kWh"
"DM","DM",2024-05-21,8389057,"kWh"
"DM","DM",2024-05-22,8413383,"kWh"
"DM","DM",2024-05-23,8780821,"kWh"
"DM","DM",2024-05-24,8732905,"kWh"
"DM","DM",2024-05-25,7194925,"kWh"
"DM","DM",2024-05-26,7027350,"kWh"
"DM","DM",2024-05-27,9089796,"kWh"
"NDM","NDM",2019-01-01,41536032,"kWh"
"NDM","NDM",2019-01-02,50312132,"kWh"
"NDM","NDM",2019-01-03,52177333,"kWh"
"NDM","NDM",2019-01-04,55523571,"kWh"
"NDM","NDM",2019-01-05,48516287,"kWh"
"NDM","NDM",2019-01-06,44370485,"kWh"
"NDM","NDM",2019-01-07,49215304,"kWh"
"NDM","NDM",2019-01-08,52021261,"kWh"
"NDM","NDM",2019-01-09,51833185,"kWh"
"NDM","NDM",2019-01-10,48879464,"kWh"
"NDM","NDM",2019-01-11,48973441,"kWh"
"NDM","NDM",2019-01-12,45540556,"kWh"
"NDM","NDM",2019-01-13,43914461,"kWh"
"NDM","NDM",2019-01-14,51801333,"kWh"
"NDM","NDM",2019-01-15,50662653,"kWh"
"NDM","NDM",2019-01-16,55125824,"kWh"
"NDM","NDM",2019-01-17,64301301,"kWh"
"NDM","NDM",2019-01-18,57802333,"kWh"
"NDM","NDM",2019-01-19,51497457,"kWh"
"NDM","NDM",2019-01-20,52574239,"kWh"
"NDM","NDM",2019-01-21,68698264,"kWh"
"NDM","NDM",2019-01-22,69662225,"kWh"
"NDM","NDM",2019-01-23,68875897,"kWh"
"NDM","NDM",2019-01-24,58125843,"kWh"
"NDM","NDM",2019-01-25,52008644,"kWh"
"NDM","NDM",2019-01-26,48791613,"kWh"
"NDM","NDM",2019-01-27,56808752,"kWh"
"NDM","NDM",2019-01-28,65331150,"kWh"
"NDM","NDM",2019-01-29,69976882,"kWh"
"NDM","NDM",2019-01-30,73617313,"kWh"
"NDM","NDM",2019-01-31,76359535,"kWh"
"NDM","NDM",2019-02-01,73660713,"kWh"
"NDM","NDM",2019-02-02,68166033,"kWh"
"NDM","NDM",2019-02-03,60467989,"kWh"
"NDM","NDM",2019-02-04,58475432,"kWh"
"NDM","NDM",2019-02-05,58120317,"kWh"
"NDM","NDM",2019-02-06,56291870,"kWh"
"NDM","NDM",2019-02-07,59214561,"kWh"
"NDM","NDM",2019-02-08,56875569,"kWh"
"NDM","NDM",2019-02-09,53379135,"kWh"
"NDM","NDM",2019-02-10,54168417,"kWh"
"NDM","NDM",2019-02-11,57140792,"kWh"
"NDM","NDM",2019-02-12,50775208,"kWh"
"NDM","NDM",2019-02-13,48757887,"kWh"
"NDM","NDM",2019-02-14,45933438,"kWh"
"NDM","NDM",2019-02-15,45987996,"kWh"
"NDM","NDM",2019-02-16,42324285,"kWh"
"NDM","NDM",2019-02-17,39061778,"kWh"
"NDM","NDM",2019-02-18,49908198,"kWh"
"NDM","NDM",2019-02-19,53291493,"kWh"
"NDM","NDM",2019-02-20,43942481,"kWh"
"NDM","NDM",2019-02-21,39289588,"kWh"
"NDM","NDM",2019-02-22,40478030,"kWh"
"NDM","NDM",2019-02-23,36418849,"kWh"
"NDM","NDM",2019-02-24,40077340,"kWh"
"NDM","NDM",2019-02-25,41770678,"kWh"
"NDM","NDM",2019-02-26,40879139,"kWh"
"NDM","NDM",2019-02-27,43482997,"kWh"
"NDM","NDM",2019-02-28,44312471,"kWh"
"NDM","NDM",2019-03-01,42470745,"kWh"
"NDM","NDM",2019-03-02,44271658,"kWh"
"NDM","NDM",2019-03-03,54585871,"kWh"
"NDM","NDM",2019-03-04,61212661,"kWh"
"NDM","NDM",2019-03-05,54092757,"kWh"
"NDM","NDM",2019-03-06,52479989,"kWh"
"NDM","NDM",2019-03-07,55741186,"kWh"
"NDM","NDM",2019-03-08,55859357,"kWh"
"NDM","NDM",2019-03-09,50090708,"kWh"
"NDM","NDM",2019-03-10,54997533,"kWh"
"NDM","NDM",2019-03-11,60216511,"kWh"
"NDM","NDM",2019-03-12,59209049,"kWh"
"NDM","NDM",2019-03-13,56454663,"kWh"
"NDM","NDM",2019-03-14,50164248,"kWh"
"NDM","NDM",2019-03-15,47081945,"kWh"
"NDM","NDM",2019-03-16,45480073,"kWh"
"NDM","NDM",2019-03-17,46343371,"kWh"
"NDM","NDM",2019-03-18,48600126,"kWh"
"NDM","NDM",2019-03-19,43841435,"kWh"
"NDM","NDM",2019-03-20,37316272,"kWh"
"NDM","NDM",2019-03-21,36218932,"kWh"
"NDM","NDM",2019-03-22,42949167,"kWh"
"NDM","NDM",2019-03-23,40987712,"kWh"
"NDM","NDM",2019-03-24,40703117,"kWh"
"NDM","NDM",2019-03-25,42477473,"kWh"
"NDM","NDM",2019-03-26,39262031,"kWh"
"NDM","NDM",2019-03-27,37986338,"kWh"
"NDM","NDM",2019-03-28,33933324,"kWh"
"NDM","NDM",2019-03-29,35129191,"kWh"
"NDM","NDM",2019-03-30,35040564,"kWh"
"NDM","NDM",2019-03-31,36806982,"kWh"
"NDM","NDM",2019-04-01,42254454,"kWh"
"NDM","NDM",2019-04-02,50673642,"kWh"
"NDM","NDM",2019-04-03,55802492,"kWh"
"NDM","NDM",2019-04-04,55689133,"kWh"
"NDM","NDM",2019-04-05,53704965,"kWh"
"NDM","NDM",2019-04-06,40541411,"kWh"
"NDM","NDM",2019-04-07,38563575,"kWh"
"NDM","NDM",2019-04-08,45234836,"kWh"
"NDM","NDM",2019-04-09,42689905,"kWh"
"NDM","NDM",2019-04-10,45431286,"kWh"
"NDM","NDM",2019-04-11,41080113,"kWh"
"NDM","NDM",2019-04-12,45164533,"kWh"
"NDM","NDM",2019-04-13,41577483,"kWh"
"NDM","NDM",2019-04-14,48386374,"kWh"
"NDM","NDM",2019-04-15,56391983,"kWh"
"NDM","NDM",2019-04-16,45287787,"kWh"
"NDM","NDM",2019-04-17,38984814,"kWh"
"NDM","NDM",2019-04-18,30452790,"kWh"
"NDM","NDM",2019-04-19,24272582,"kWh"
"NDM","NDM",2019-04-20,17959689,"kWh"
"NDM","NDM",2019-04-21,15771554,"kWh"
"NDM","NDM",2019-04-22,17621958,"kWh"
"NDM","NDM",2019-04-23,19617872,"kWh"
"NDM","NDM",2019-04-24,25445018,"kWh"
"NDM","NDM",2019-04-25,29930247,"kWh"
"NDM","NDM",2019-04-26,35550194,"kWh"
"NDM","NDM",2019-04-27,34708323,"kWh"
"NDM","NDM",2019-04-28,31597260,"kWh"
"NDM","NDM",2019-04-29,34600877,"kWh"
"NDM","NDM",2019-04-30,33514934,"kWh"
"NDM","NDM",2019-05-01,28410459,"kWh"
"NDM","NDM",2019-05-02,29259593,"kWh"
"NDM","NDM",2019-05-03,32527364,"kWh"
"NDM","NDM",2019-05-04,29628261,"kWh"
"NDM","NDM",2019-05-05,29037598,"kWh"
"NDM","NDM",2019-05-06,30058188,"kWh"
"NDM","NDM",2019-05-07,31804204,"kWh"
"NDM","NDM",2019-05-08,42044756,"kWh"
"NDM","NDM",2019-05-09,37515731,"kWh"
"NDM","NDM",2019-05-10,33435498,"kWh"
"NDM","NDM",2019-05-11,27028720,"kWh"
"NDM","NDM",2019-05-12,22183816,"kWh"
"NDM","NDM",2019-05-13,21020792,"kWh"
"NDM","NDM",2019-05-14,19526314,"kWh"
"NDM","NDM",2019-05-15,18164356,"kWh"
"NDM","NDM",2019-05-16,19467768,"kWh"
"NDM","NDM",2019-05-17,24056890,"kWh"
"NDM","NDM",2019-05-18,21484290,"kWh"
"NDM","NDM",2019-05-19,20723144,"kWh"
"NDM","NDM",2019-05-20,20791886,"kWh"
"NDM","NDM",2019-05-21,19028297,"kWh"
"NDM","NDM",2019-05-22,18613099,"kWh"
"NDM","NDM",2019-05-23,18903561,"kWh"
"NDM","NDM",2019-05-24,17282998,"kWh"
"NDM","NDM",2019-05-25,14968345,"kWh"
"NDM","NDM",2019-05-26,13953578,"kWh"
"NDM","NDM",2019-05-27,19745129,"kWh"
"NDM","NDM",2019-05-28,19844555,"kWh"
"NDM","NDM",2019-05-29,19882613,"kWh"
"NDM","NDM",2019-05-30,15561437,"kWh"
"NDM","NDM",2019-05-31,15468819,"kWh"
"NDM","NDM",2019-06-01,14304956,"kWh"
"NDM","NDM",2019-06-02,13497304,"kWh"
"NDM","NDM",2019-06-03,16810471,"kWh"
"NDM","NDM",2019-06-04,23559273,"kWh"
"NDM","NDM",2019-06-05,27499667,"kWh"
"NDM","NDM",2019-06-06,24946936,"kWh"
"NDM","NDM",2019-06-07,24347373,"kWh"
"NDM","NDM",2019-06-08,20818739,"kWh"
"NDM","NDM",2019-06-09,20672724,"kWh"
"NDM","NDM",2019-06-10,20583143,"kWh"
"NDM","NDM",2019-06-11,20709943,"kWh"
"NDM","NDM",2019-06-12,28309915,"kWh"
