date,demand,idt
2023-12-27,,bg-tso-0001fnc-00016exit
2023-12-28,,bg-tso-0001fnc-00016exit
2023-12-29,,bg-tso-0001fnc-00016exit
2023-12-30,,bg-tso-0001fnc-00016exit
2023-12-31,,bg-tso-0001fnc-00016exit
2024-01-01,,bg-tso-0001fnc-00016exit
2024-01-02,,bg-tso-0001fnc-00016exit
2024-01-03,,bg-tso-0001fnc-00016exit
2024-01-04,,bg-tso-0001fnc-00016exit
2024-01-05,,bg-tso-0001fnc-00016exit
2024-01-06,,bg-tso-0001fnc-00016exit
2024-01-07,,bg-tso-0001fnc-00016exit
2024-01-08,,bg-tso-0001fnc-00016exit
2024-01-09,,bg-tso-0001fnc-00016exit
2024-01-10,,bg-tso-0001fnc-00016exit
2024-01-11,,bg-tso-0001fnc-00016exit
2024-01-12,,bg-tso-0001fnc-00016exit
2024-01-13,,bg-tso-0001fnc-00016exit
2024-01-14,,bg-tso-0001fnc-00016exit
2024-01-15,,bg-tso-0001fnc-00016exit
2024-01-16,,bg-tso-0001fnc-00016exit
2024-01-17,,bg-tso-0001fnc-00016exit
2024-01-18,,bg-tso-0001fnc-00016exit
2024-01-19,,bg-tso-0001fnc-00016exit
2024-01-20,,bg-tso-0001fnc-00016exit
2024-01-21,,bg-tso-0001fnc-00016exit
2024-01-22,,bg-tso-0001fnc-00016exit
2024-01-23,,bg-tso-0001fnc-00016exit
2024-01-24,,bg-tso-0001fnc-00016exit
2024-01-25,,bg-tso-0001fnc-00016exit
2024-01-26,,bg-tso-0001fnc-00016exit
2024-01-27,,bg-tso-0001fnc-00016exit
2024-01-28,,bg-tso-0001fnc-00016exit
2024-01-29,,bg-tso-0001fnc-00016exit
2024-01-30,,bg-tso-0001fnc-00016exit
2024-01-31,,bg-tso-0001fnc-00016exit
2024-02-01,,bg-tso-0001fnc-00016exit
2024-02-02,,bg-tso-0001fnc-00016exit
2024-02-03,,bg-tso-0001fnc-00016exit
2024-02-04,,bg-tso-0001fnc-00016exit
2024-02-05,,bg-tso-0001fnc-00016exit
2024-02-06,,bg-tso-0001fnc-00016exit
2024-02-07,,bg-tso-0001fnc-00016exit
2024-02-08,,bg-tso-0001fnc-00016exit
2024-02-09,,bg-tso-0001fnc-00016exit
2024-02-10,,bg-tso-0001fnc-00016exit
2024-02-11,,bg-tso-0001fnc-00016exit
2024-02-12,,bg-tso-0001fnc-00016exit
2024-02-13,,bg-tso-0001fnc-00016exit
2024-02-14,,bg-tso-0001fnc-00016exit
2024-02-15,,bg-tso-0001fnc-00016exit
2024-02-16,,bg-tso-0001fnc-00016exit
2024-02-17,,bg-tso-0001fnc-00016exit
2024-02-18,,bg-tso-0001fnc-00016exit
2024-02-19,,bg-tso-0001fnc-00016exit
2024-02-20,,bg-tso-0001fnc-00016exit
2024-02-21,,bg-tso-0001fnc-00016exit
2024-02-22,,bg-tso-0001fnc-00016exit
2024-02-23,,bg-tso-0001fnc-00016exit
2024-02-24,,bg-tso-0001fnc-00016exit
2024-02-25,,bg-tso-0001fnc-00016exit
2024-02-26,,bg-tso-0001fnc-00016exit
2024-02-27,,bg-tso-0001fnc-00016exit
2024-02-28,,bg-tso-0001fnc-00016exit
2024-02-29,,bg-tso-0001fnc-00016exit
2024-03-01,,bg-tso-0001fnc-00016exit
2024-03-02,,bg-tso-0001fnc-00016exit
2024-03-03,,bg-tso-0001fnc-00016exit
2024-03-04,,bg-tso-0001fnc-00016exit
2024-03-05,,bg-tso-0001fnc-00016exit
2024-03-06,,bg-tso-0001fnc-00016exit
2024-03-07,,bg-tso-0001fnc-00016exit
2024-03-08,,bg-tso-0001fnc-00016exit
2024-03-09,,bg-tso-0001fnc-00016exit
2024-03-10,,bg-tso-0001fnc-00016exit
2024-03-11,,bg-tso-0001fnc-00016exit
2024-03-12,,bg-tso-0001fnc-00016exit
2024-03-13,,bg-tso-0001fnc-00016exit
2024-03-14,,bg-tso-0001fnc-00016exit
2024-03-15,,bg-tso-0001fnc-00016exit
2024-03-16,,bg-tso-0001fnc-00016exit
2024-03-17,,bg-tso-0001fnc-00016exit
2024-03-18,,bg-tso-0001fnc-00016exit
2024-03-19,,bg-tso-0001fnc-00016exit
2024-03-20,,bg-tso-0001fnc-00016exit
2024-03-21,,bg-tso-0001fnc-00016exit
2024-03-22,,bg-tso-0001fnc-00016exit
2024-03-23,,bg-tso-0001fnc-00016exit
2024-03-24,,bg-tso-0001fnc-00016exit
2024-03-25,,bg-tso-0001fnc-00016exit
2024-03-26,,bg-tso-0001fnc-00016exit
2024-03-27,,bg-tso-0001fnc-00016exit
2024-03-28,,bg-tso-0001fnc-00016exit
2024-03-29,,bg-tso-0001fnc-00016exit
2024-03-30,,bg-tso-0001fnc-00016exit
2024-03-31,,bg-tso-0001fnc-00016exit
2024-04-01,,bg-tso-0001fnc-00016exit
2024-04-02,,bg-tso-0001fnc-00016exit
2024-04-03,,bg-tso-0001fnc-00016exit
2024-04-04,,bg-tso-0001fnc-00016exit
2024-04-05,,bg-tso-0001fnc-00016exit
2024-04-06,,bg-tso-0001fnc-00016exit
2024-04-07,,bg-tso-0001fnc-00016exit
2024-04-08,,bg-tso-0001fnc-00016exit
2024-04-09,,bg-tso-0001fnc-00016exit
2024-04-10,,bg-tso-0001fnc-00016exit
2024-04-11,,bg-tso-0001fnc-00016exit
2024-04-12,,bg-tso-0001fnc-00016exit
2024-04-13,,bg-tso-0001fnc-00016exit
2024-04-14,,bg-tso-0001fnc-00016exit
2024-04-15,,bg-tso-0001fnc-00016exit
2024-04-16,,bg-tso-0001fnc-00016exit
2024-04-17,,bg-tso-0001fnc-00016exit
2024-04-18,,bg-tso-0001fnc-00016exit
2024-04-19,,bg-tso-0001fnc-00016exit
2024-04-20,,bg-tso-0001fnc-00016exit
2024-04-21,,bg-tso-0001fnc-00016exit
2024-04-22,,bg-tso-0001fnc-00016exit
2024-04-23,,bg-tso-0001fnc-00016exit
2024-04-24,,bg-tso-0001fnc-00016exit
2024-04-25,,bg-tso-0001fnc-00016exit
2024-04-26,,bg-tso-0001fnc-00016exit
2024-04-27,,bg-tso-0001fnc-00016exit
2024-04-28,,bg-tso-0001fnc-00016exit
2024-04-29,,bg-tso-0001fnc-00016exit
2024-04-30,,bg-tso-0001fnc-00016exit
2024-05-01,,bg-tso-0001fnc-00016exit
2024-05-02,,bg-tso-0001fnc-00016exit
2024-05-03,,bg-tso-0001fnc-00016exit
2024-05-04,,bg-tso-0001fnc-00016exit
2024-05-05,,bg-tso-0001fnc-00016exit
2024-05-06,,bg-tso-0001fnc-00016exit
2024-05-07,,bg-tso-0001fnc-00016exit
2024-05-08,,bg-tso-0001fnc-00016exit
2024-05-09,,bg-tso-0001fnc-00016exit
2024-05-10,,bg-tso-0001fnc-00016exit
2024-05-11,,bg-tso-0001fnc-00016exit
2024-05-12,,bg-tso-0001fnc-00016exit
2024-05-13,,bg-tso-0001fnc-00016exit
2024-05-14,,bg-tso-0001fnc-00016exit
2024-05-15,,bg-tso-0001fnc-00016exit
2024-05-16,,bg-tso-0001fnc-00016exit
2024-05-17,,bg-tso-0001fnc-00016exit
2024-05-18,,bg-tso-0001fnc-00016exit
2024-05-19,,bg-tso-0001fnc-00016exit
2024-05-20,,bg-tso-0001fnc-00016exit
2024-05-21,,bg-tso-0001fnc-00016exit
2024-05-22,,bg-tso-0001fnc-00016exit
2024-05-23,,bg-tso-0001fnc-00016exit
2024-05-24,,bg-tso-0001fnc-00016exit
2024-05-25,,bg-tso-0001fnc-00016exit
2024-05-26,,bg-tso-0001fnc-00016exit
2024-05-27,,bg-tso-0001fnc-00016exit
2024-05-28,,bg-tso-0001fnc-00016exit
2024-05-29,,bg-tso-0001fnc-00016exit
2024-05-30,,bg-tso-0001fnc-00016exit
2024-05-31,,bg-tso-0001fnc-00016exit
2024-06-01,,bg-tso-0001fnc-00016exit
2024-06-02,,bg-tso-0001fnc-00016exit
2024-06-03,,bg-tso-0001fnc-00016exit
2024-06-04,,bg-tso-0001fnc-00016exit
2024-06-05,,bg-tso-0001fnc-00016exit
2024-06-06,,bg-tso-0001fnc-00016exit
2024-06-07,,bg-tso-0001fnc-00016exit
2024-06-08,,bg-tso-0001fnc-00016exit
2024-06-09,,bg-tso-0001fnc-00016exit
2024-06-10,,bg-tso-0001fnc-00016exit
2024-06-11,,bg-tso-0001fnc-00016exit
2024-06-12,,bg-tso-0001fnc-00016exit
2024-06-13,,bg-tso-0001fnc-00016exit
2024-06-14,,bg-tso-0001fnc-00016exit
2024-06-15,,bg-tso-0001fnc-00016exit
2024-06-16,,bg-tso-0001fnc-00016exit
2024-06-17,,bg-tso-0001fnc-00016exit
2024-06-18,,bg-tso-0001fnc-00016exit
2024-06-19,,bg-tso-0001fnc-00016exit
2024-06-20,,bg-tso-0001fnc-00016exit
2024-06-21,,bg-tso-0001fnc-00016exit
2024-06-22,,bg-tso-0001fnc-00016exit
2024-06-23,,bg-tso-0001fnc-00016exit
2024-06-24,,bg-tso-0001fnc-00016exit
2024-06-25,,bg-tso-0001fnc-00016exit
2024-06-26,,bg-tso-0001fnc-00016exit
2024-06-27,,bg-tso-0001fnc-00016exit
2024-06-28,,bg-tso-0001fnc-00016exit
2024-06-29,,bg-tso-0001fnc-00016exit
2024-06-30,,bg-tso-0001fnc-00016exit
2024-07-01,,bg-tso-0001fnc-00016exit
2024-07-02,,bg-tso-0001fnc-00016exit
2024-07-03,,bg-tso-0001fnc-00016exit
2024-07-04,,bg-tso-0001fnc-00016exit
2024-07-05,,bg-tso-0001fnc-00016exit
2024-07-06,,bg-tso-0001fnc-00016exit
2024-07-07,,bg-tso-0001fnc-00016exit
2024-07-08,,bg-tso-0001fnc-00016exit
2024-07-09,,bg-tso-0001fnc-00016exit
2024-07-10,,bg-tso-0001fnc-00016exit
2024-07-11,,bg-tso-0001fnc-00016exit
2024-07-12,,bg-tso-0001fnc-00016exit
2024-07-13,,bg-tso-0001fnc-00016exit
2024-07-14,,bg-tso-0001fnc-00016exit
2024-07-15,,bg-tso-0001fnc-00016exit
2024-07-16,,bg-tso-0001fnc-00016exit
2024-07-17,,bg-tso-0001fnc-00016exit
2024-07-18,,bg-tso-0001fnc-00016exit
2024-07-19,,bg-tso-0001fnc-00016exit
2024-07-20,,bg-tso-0001fnc-00016exit
2024-07-21,,bg-tso-0001fnc-00016exit
2024-07-22,,bg-tso-0001fnc-00016exit
2024-07-23,,bg-tso-0001fnc-00016exit
2024-07-24,,bg-tso-0001fnc-00016exit
2024-07-25,,bg-tso-0001fnc-00016exit
2024-07-26,,bg-tso-0001fnc-00016exit
2024-07-27,,bg-tso-0001fnc-00016exit
2024-07-28,,bg-tso-0001fnc-00016exit
2024-07-29,,bg-tso-0001fnc-00016exit
2024-07-30,,bg-tso-0001fnc-00016exit
2024-07-31,,bg-tso-0001fnc-00016exit
2024-08-01,,bg-tso-0001fnc-00016exit
2024-08-02,,bg-tso-0001fnc-00016exit
2024-08-03,,bg-tso-0001fnc-00016exit
2024-08-04,,bg-tso-0001fnc-00016exit
2024-08-05,,bg-tso-0001fnc-00016exit
2024-08-06,,bg-tso-0001fnc-00016exit
2024-08-07,,bg-tso-0001fnc-00016exit
2024-08-08,,bg-tso-0001fnc-00016exit
2024-08-09,,bg-tso-0001fnc-00016exit
2024-08-10,,bg-tso-0001fnc-00016exit
2024-08-11,,bg-tso-0001fnc-00016exit
2024-08-12,,bg-tso-0001fnc-00016exit
2024-08-13,,bg-tso-0001fnc-00016exit
2024-08-14,,bg-tso-0001fnc-00016exit
2024-08-15,,bg-tso-0001fnc-00016exit
2024-08-16,,bg-tso-0001fnc-00016exit
2024-08-17,,bg-tso-0001fnc-00016exit
2024-08-18,,bg-tso-0001fnc-00016exit
2024-08-19,,bg-tso-0001fnc-00016exit
2024-08-20,,bg-tso-0001fnc-00016exit
2024-08-21,,bg-tso-0001fnc-00016exit
2024-08-22,,bg-tso-0001fnc-00016exit
2024-08-23,,bg-tso-0001fnc-00016exit
2024-08-24,,bg-tso-0001fnc-00016exit
2024-08-25,,bg-tso-0001fnc-00016exit
2024-08-26,,bg-tso-0001fnc-00016exit
2024-08-27,,bg-tso-0001fnc-00016exit
2024-08-28,,bg-tso-0001fnc-00016exit
2024-08-29,,bg-tso-0001fnc-00016exit
2024-08-30,,bg-tso-0001fnc-00016exit
2024-08-31,,bg-tso-0001fnc-00016exit
2024-09-01,,bg-tso-0001fnc-00016exit
2024-09-02,,bg-tso-0001fnc-00016exit
2024-09-03,,bg-tso-0001fnc-00016exit
2024-09-04,,bg-tso-0001fnc-00016exit
2024-09-05,,bg-tso-0001fnc-00016exit
2024-09-06,,bg-tso-0001fnc-00016exit
2024-09-07,,bg-tso-0001fnc-00016exit
2024-09-08,,bg-tso-0001fnc-00016exit
2024-09-09,,bg-tso-0001fnc-00016exit
2024-09-10,,bg-tso-0001fnc-00016exit
2024-09-11,,bg-tso-0001fnc-00016exit
2024-09-12,,bg-tso-0001fnc-00016exit
2024-09-13,,bg-tso-0001fnc-00016exit
2024-09-14,,bg-tso-0001fnc-00016exit
2024-09-15,,bg-tso-0001fnc-00016exit
2024-09-16,,bg-tso-0001fnc-00016exit
2024-09-17,,bg-tso-0001fnc-00016exit
2024-09-18,,bg-tso-0001fnc-00016exit
2024-09-19,,bg-tso-0001fnc-00016exit
2024-09-20,,bg-tso-0001fnc-00016exit
2024-09-21,,bg-tso-0001fnc-00016exit
2024-09-22,,bg-tso-0001fnc-00016exit
2024-09-23,,bg-tso-0001fnc-00016exit
2024-09-24,,bg-tso-0001fnc-00016exit
2024-09-25,,bg-tso-0001fnc-00016exit
2024-09-26,,bg-tso-0001fnc-00016exit
2024-09-27,,bg-tso-0001fnc-00016exit
2024-09-28,,bg-tso-0001fnc-00016exit
2024-09-29,,bg-tso-0001fnc-00016exit
2024-09-30,,bg-tso-0001fnc-00016exit
2024-10-01,,bg-tso-0001fnc-00016exit
2024-10-02,,bg-tso-0001fnc-00016exit
2024-10-03,,bg-tso-0001fnc-00016exit
2024-10-04,,bg-tso-0001fnc-00016exit
2024-10-05,,bg-tso-0001fnc-00016exit
2024-10-06,,bg-tso-0001fnc-00016exit
2024-10-07,,bg-tso-0001fnc-00016exit
2024-10-08,,bg-tso-0001fnc-00016exit
2024-10-09,,bg-tso-0001fnc-00016exit
2024-10-10,,bg-tso-0001fnc-00016exit
2024-10-11,,bg-tso-0001fnc-00016exit
2024-10-12,,bg-tso-0001fnc-00016exit
2024-10-13,,bg-tso-0001fnc-00016exit
2024-10-14,,bg-tso-0001fnc-00016exit
2024-10-15,,bg-tso-0001fnc-00016exit
2024-10-16,,bg-tso-0001fnc-00016exit
2024-10-17,,bg-tso-0001fnc-00016exit
2024-10-18,,bg-tso-0001fnc-00016exit
2024-10-19,,bg-tso-0001fnc-00016exit
2024-10-20,,bg-tso-0001fnc-00016exit
2024-10-21,,bg-tso-0001fnc-00016exit
2024-10-22,,bg-tso-0001fnc-00016exit
2024-10-23,,bg-tso-0001fnc-00016exit
2024-10-24,,bg-tso-0001fnc-00016exit
2024-10-25,,bg-tso-0001fnc-00016exit
2024-10-26,,bg-tso-0001fnc-00016exit
2024-10-27,,bg-tso-0001fnc-00016exit
2024-10-28,,bg-tso-0001fnc-00016exit
2024-10-29,,bg-tso-0001fnc-00016exit
2024-10-30,,bg-tso-0001fnc-00016exit
2024-10-31,,bg-tso-0001fnc-00016exit
2024-11-01,,bg-tso-0001fnc-00016exit
2024-11-02,,bg-tso-0001fnc-00016exit
2024-11-03,,bg-tso-0001fnc-00016exit
2024-11-04,,bg-tso-0001fnc-00016exit
2024-11-05,,bg-tso-0001fnc-00016exit
2024-11-06,,bg-tso-0001fnc-00016exit
2024-11-07,,bg-tso-0001fnc-00016exit
2024-11-08,,bg-tso-0001fnc-00016exit
2024-11-09,,bg-tso-0001fnc-00016exit
2024-11-10,,bg-tso-0001fnc-00016exit
2024-11-11,,bg-tso-0001fnc-00016exit
2024-11-12,,bg-tso-0001fnc-00016exit
2024-11-13,,bg-tso-0001fnc-00016exit
2024-11-14,,bg-tso-0001fnc-00016exit
2024-11-15,,bg-tso-0001fnc-00016exit
2024-11-16,,bg-tso-0001fnc-00016exit
2024-11-17,,bg-tso-0001fnc-00016exit
2024-11-18,,bg-tso-0001fnc-00016exit
2024-11-19,,bg-tso-0001fnc-00016exit
2024-11-20,,bg-tso-0001fnc-00016exit
2024-11-21,,bg-tso-0001fnc-00016exit
2024-11-22,,bg-tso-0001fnc-00016exit
2024-11-23,,bg-tso-0001fnc-00016exit
2024-11-24,,bg-tso-0001fnc-00016exit
2024-11-25,,bg-tso-0001fnc-00016exit
2024-11-26,,bg-tso-0001fnc-00016exit
2024-11-27,,bg-tso-0001fnc-00016exit
2024-11-28,,bg-tso-0001fnc-00016exit
2024-11-29,,bg-tso-0001fnc-00016exit
2024-11-30,,bg-tso-0001fnc-00016exit
2024-12-01,,bg-tso-0001fnc-00016exit
2024-12-02,,bg-tso-0001fnc-00016exit
2024-12-03,,bg-tso-0001fnc-00016exit
2024-12-04,,bg-tso-0001fnc-00016exit
2024-12-05,,bg-tso-0001fnc-00016exit
2024-12-06,,bg-tso-0001fnc-00016exit
2024-12-07,,bg-tso-0001fnc-00016exit
2024-12-08,,bg-tso-0001fnc-00016exit
2024-12-09,,bg-tso-0001fnc-00016exit
2024-12-10,,bg-tso-0001fnc-00016exit
2024-12-11,,bg-tso-0001fnc-00016exit
2024-12-12,,bg-tso-0001fnc-00016exit
2024-12-13,,bg-tso-0001fnc-00016exit
2024-12-14,,bg-tso-0001fnc-00016exit
2024-12-15,,bg-tso-0001fnc-00016exit
2024-12-16,,bg-tso-0001fnc-00016exit
2024-12-17,,bg-tso-0001fnc-00016exit
2024-12-18,,bg-tso-0001fnc-00016exit
2024-12-19,,bg-tso-0001fnc-00016exit
2024-12-20,,bg-tso-0001fnc-00016exit
2024-12-21,,bg-tso-0001fnc-00016exit
2024-12-22,,bg-tso-0001fnc-00016exit
2024-12-23,,bg-tso-0001fnc-00016exit
2024-12-24,,bg-tso-0001fnc-00016exit
2024-12-25,,bg-tso-0001fnc-00016exit
2024-12-26,,bg-tso-0001fnc-00016exit
2024-12-27,,bg-tso-0001fnc-00016exit
2024-12-28,,bg-tso-0001fnc-00016exit
2024-12-29,,bg-tso-0001fnc-00016exit
2024-12-30,,bg-tso-0001fnc-00016exit
2024-12-31,,bg-tso-0001fnc-00016exit
2025-01-01,,bg-tso-0001fnc-00016exit
2025-01-02,,bg-tso-0001fnc-00016exit
2025-01-03,,bg-tso-0001fnc-00016exit
2025-01-04,,bg-tso-0001fnc-00016exit
2025-01-05,,bg-tso-0001fnc-00016exit
2025-01-06,,bg-tso-0001fnc-00016exit
2025-01-07,,bg-tso-0001fnc-00016exit
2025-01-08,,bg-tso-0001fnc-00016exit
2025-01-09,,bg-tso-0001fnc-00016exit
2025-01-10,,bg-tso-0001fnc-00016exit
2025-01-11,,bg-tso-0001fnc-00016exit
2025-01-12,,bg-tso-0001fnc-00016exit
2025-01-13,,bg-tso-0001fnc-00016exit
2025-01-14,,bg-tso-0001fnc-00016exit
2025-01-15,,bg-tso-0001fnc-00016exit
2025-01-16,,bg-tso-0001fnc-00016exit
2025-01-17,,bg-tso-0001fnc-00016exit
2025-01-18,,bg-tso-0001fnc-00016exit
2025-01-19,,bg-tso-0001fnc-00016exit
2025-01-20,,bg-tso-0001fnc-00016exit
2025-01-21,,bg-tso-0001fnc-00016exit
2025-01-22,,bg-tso-0001fnc-00016exit
2025-01-23,,bg-tso-0001fnc-00016exit
2025-01-24,,bg-tso-0001fnc-00016exit
2025-01-25,,bg-tso-0001fnc-00016exit
2025-01-26,,bg-tso-0001fnc-00016exit
2025-01-27,,bg-tso-0001fnc-00016exit
2025-01-28,,bg-tso-0001fnc-00016exit
2025-01-29,,bg-tso-0001fnc-00016exit
2025-01-30,,bg-tso-0001fnc-00016exit
2025-01-31,,bg-tso-0001fnc-00016exit
2025-02-01,,bg-tso-0001fnc-00016exit
2025-02-02,,bg-tso-0001fnc-00016exit
2025-02-03,,bg-tso-0001fnc-00016exit
2025-02-04,,bg-tso-0001fnc-00016exit
2025-02-05,,bg-tso-0001fnc-00016exit
2025-02-06,,bg-tso-0001fnc-00016exit
2025-02-07,,bg-tso-0001fnc-00016exit
2025-02-08,,bg-tso-0001fnc-00016exit
2025-02-09,,bg-tso-0001fnc-00016exit
2025-02-10,,bg-tso-0001fnc-00016exit
2025-02-11,,bg-tso-0001fnc-00016exit
2025-02-12,,bg-tso-0001fnc-00016exit
2025-02-13,,bg-tso-0001fnc-00016exit
2025-02-14,,bg-tso-0001fnc-00016exit
2025-02-15,,bg-tso-0001fnc-00016exit
2025-02-16,,bg-tso-0001fnc-00016exit
2025-02-17,,bg-tso-0001fnc-00016exit
2025-02-18,,bg-tso-0001fnc-00016exit
2025-02-19,,bg-tso-0001fnc-00016exit
2025-02-20,,bg-tso-0001fnc-00016exit
2025-02-21,,bg-tso-0001fnc-00016exit
2025-02-22,,bg-tso-0001fnc-00016exit
2025-02-23,,bg-tso-0001fnc-00016exit
2025-02-24,,bg-tso-0001fnc-00016exit
2025-02-25,,bg-tso-0001fnc-00016exit
2025-02-26,,bg-tso-0001fnc-00016exit
2025-02-27,,bg-tso-0001fnc-00016exit
2025-02-28,,bg-tso-0001fnc-00016exit
2025-03-01,,bg-tso-0001fnc-00016exit
2025-03-02,,bg-tso-0001fnc-00016exit
2025-03-03,,bg-tso-0001fnc-00016exit
2019-01-01,2517423.0,bg-tso-0001fnc-00017exit
2019-01-02,3144149.0,bg-tso-0001fnc-00017exit
2019-01-03,3588250.0,bg-tso-0001fnc-00017exit
2019-01-04,3652037.0,bg-tso-0001fnc-00017exit
2019-01-05,3412095.0,bg-tso-0001fnc-00017exit
2019-01-06,3393919.0,bg-tso-0001fnc-00017exit
2019-01-07,4245582.0,bg-tso-0001fnc-00017exit
2019-01-08,4222463.0,bg-tso-0001fnc-00017exit
2019-01-09,4150243.0,bg-tso-0001fnc-00017exit
2019-01-10,3752022.0,bg-tso-0001fnc-00017exit
2019-01-11,3643388.0,bg-tso-0001fnc-00017exit
2019-01-12,3493437.0,bg-tso-0001fnc-00017exit
2019-01-13,3331641.0,bg-tso-0001fnc-00017exit
2019-01-14,3871518.0,bg-tso-0001fnc-00017exit
2019-01-15,4066937.0,bg-tso-0001fnc-00017exit
2019-01-16,3798620.0,bg-tso-0001fnc-00017exit
2019-01-17,3765904.0,bg-tso-0001fnc-00017exit
2019-01-18,3602218.0,bg-tso-0001fnc-00017exit
2019-01-19,2877490.0,bg-tso-0001fnc-00017exit
2019-01-20,2970052.0,bg-tso-0001fnc-00017exit
2019-01-21,3327726.0,bg-tso-0001fnc-00017exit
2019-01-22,3135979.0,bg-tso-0001fnc-00017exit
2019-01-23,3256655.0,bg-tso-0001fnc-00017exit
2019-01-24,3086011.0,bg-tso-0001fnc-00017exit
2019-01-25,3254881.0,bg-tso-0001fnc-00017exit
2019-01-26,3126412.0,bg-tso-0001fnc-00017exit
2019-01-27,2843676.0,bg-tso-0001fnc-00017exit
2019-01-28,3039297.0,bg-tso-0001fnc-00017exit
2019-01-29,2986851.0,bg-tso-0001fnc-00017exit
2019-01-30,2866795.0,bg-tso-0001fnc-00017exit
2019-01-31,3124366.0,bg-tso-0001fnc-00017exit
2019-02-01,3029101.0,bg-tso-0001fnc-00017exit
2019-02-02,2466625.0,bg-tso-0001fnc-00017exit
2019-02-03,2116192.0,bg-tso-0001fnc-00017exit
2019-02-04,2558595.0,bg-tso-0001fnc-00017exit
2019-02-05,2522158.0,bg-tso-0001fnc-00017exit
2019-02-06,2964555.0,bg-tso-0001fnc-00017exit
2019-02-07,2857161.0,bg-tso-0001fnc-00017exit
2019-02-08,2881773.0,bg-tso-0001fnc-00017exit
2019-02-09,2531664.0,bg-tso-0001fnc-00017exit
2019-02-10,2555656.0,bg-tso-0001fnc-00017exit
2019-02-11,2861254.0,bg-tso-0001fnc-00017exit
2019-02-12,3227410.0,bg-tso-0001fnc-00017exit
2019-02-13,3482196.0,bg-tso-0001fnc-00017exit
2019-02-14,3258684.0,bg-tso-0001fnc-00017exit
2019-02-15,3310014.0,bg-tso-0001fnc-00017exit
2019-02-16,2731757.0,bg-tso-0001fnc-00017exit
2019-02-17,2514969.0,bg-tso-0001fnc-00017exit
2019-02-18,2860556.0,bg-tso-0001fnc-00017exit
2019-02-19,2830064.0,bg-tso-0001fnc-00017exit
2019-02-20,2638648.0,bg-tso-0001fnc-00017exit
2019-02-21,2821463.0,bg-tso-0001fnc-00017exit
2019-02-22,2979099.0,bg-tso-0001fnc-00017exit
2019-02-23,3216576.0,bg-tso-0001fnc-00017exit
2019-02-24,3105422.0,bg-tso-0001fnc-00017exit
2019-02-25,3748867.0,bg-tso-0001fnc-00017exit
2019-02-26,3438989.0,bg-tso-0001fnc-00017exit
2019-02-27,3518537.0,bg-tso-0001fnc-00017exit
2019-02-28,3102701.0,bg-tso-0001fnc-00017exit
2019-03-01,2608923.0,bg-tso-0001fnc-00017exit
2019-03-02,2352919.0,bg-tso-0001fnc-00017exit
2019-03-03,2424376.0,bg-tso-0001fnc-00017exit
2019-03-04,2216734.0,bg-tso-0001fnc-00017exit
2019-03-05,2612018.0,bg-tso-0001fnc-00017exit
2019-03-06,2626003.0,bg-tso-0001fnc-00017exit
2019-03-07,2356160.0,bg-tso-0001fnc-00017exit
2019-03-08,2041052.0,bg-tso-0001fnc-00017exit
2019-03-09,1640132.0,bg-tso-0001fnc-00017exit
2019-03-10,1621610.0,bg-tso-0001fnc-00017exit
2019-03-11,2054276.0,bg-tso-0001fnc-00017exit
2019-03-12,2744889.0,bg-tso-0001fnc-00017exit
2019-03-13,2536246.0,bg-tso-0001fnc-00017exit
2019-03-14,2691225.0,bg-tso-0001fnc-00017exit
2019-03-15,2620370.0,bg-tso-0001fnc-00017exit
2019-03-16,1934803.0,bg-tso-0001fnc-00017exit
2019-03-17,1725426.0,bg-tso-0001fnc-00017exit
2019-03-18,1859316.0,bg-tso-0001fnc-00017exit
2019-03-19,1867938.0,bg-tso-0001fnc-00017exit
2019-03-20,2097641.0,bg-tso-0001fnc-00017exit
2019-03-21,2004808.0,bg-tso-0001fnc-00017exit
2019-03-22,1852457.0,bg-tso-0001fnc-00017exit
2019-03-23,1489531.0,bg-tso-0001fnc-00017exit
2019-03-24,1424392.0,bg-tso-0001fnc-00017exit
2019-03-25,1746821.0,bg-tso-0001fnc-00017exit
2019-03-26,2178446.0,bg-tso-0001fnc-00017exit
2019-03-27,2169560.0,bg-tso-0001fnc-00017exit
2019-03-28,2201581.0,bg-tso-0001fnc-00017exit
2019-03-29,2139423.0,bg-tso-0001fnc-00017exit
2019-03-30,1778084.0,bg-tso-0001fnc-00017exit
2019-03-31,1520355.0,bg-tso-0001fnc-00017exit
2019-04-01,1833489.0,bg-tso-0001fnc-00017exit
2019-04-02,1838142.0,bg-tso-0001fnc-00017exit
2019-04-03,1863554.0,bg-tso-0001fnc-00017exit
2019-04-04,1624269.0,bg-tso-0001fnc-00017exit
2019-04-05,1835252.0,bg-tso-0001fnc-00017exit
2019-04-06,1029666.0,bg-tso-0001fnc-00017exit
2019-04-07,1230886.0,bg-tso-0001fnc-00017exit
2019-04-08,1577552.0,bg-tso-0001fnc-00017exit
2019-04-09,1894903.0,bg-tso-0001fnc-00017exit
2019-04-10,1912494.0,bg-tso-0001fnc-00017exit
2019-04-11,1910353.0,bg-tso-0001fnc-00017exit
2019-04-12,1706594.0,bg-tso-0001fnc-00017exit
2019-04-13,1428553.0,bg-tso-0001fnc-00017exit
2019-04-14,1260412.0,bg-tso-0001fnc-00017exit
2019-04-15,1748099.0,bg-tso-0001fnc-00017exit
